阿保,a'bao
拥护村,yong'hu'cun
永进村,yong'jin'cun
永久村,yong'jiu'cun
永康医院,yong'kang'yi'yuan
永郎站,yong'lang'zhan
永郎镇,yong'lang'zhen
永乐村,yong'le'cun
永乐乡,yong'le'xiang
永盛乡,yong'sheng'xiang
永兴村,yong'xing'cun
永跃村,yong'yue'cun
拥子,yong'zi
友爱宠物医院,you'ai'chong'wu'yi'yuan
油菜地,you'cai'di
友地,you'di
邮电宾馆,you'dian'bin'guan
油房,you'fang
油坊村,you'fang'cun
油房村,you'fang'cun
油房沟,you'fang'gou
油房沟村,you'fang'gou'cun
油房湾,you'fang'wan
友好村,you'hao'cun
游家村,you'jia'cun
尤家屯,you'jia'tun
佑君镇,you'jun'zhen
油碾,you'nian
油碾村,you'nian'cun
优胜村,you'sheng'cun
右所,you'suo
右所乡,you'suo'xiang
友谊村,you'yi'cun
油榨房,you'zha'fang
邮政宾馆,you'zheng'bin'guan
邮政苑,you'zheng'yuan
鱼坝村,yu'ba'cun
雨补村,yu'bu'cun
育才双语幼儿园,yu'cai'shuang'yu'you'er'yuan
鱼池,yu'chi
雨初,yu'chu
渔当家,yu'dang'jia
鱼洞,yu'dong
渔洞村,yu'dong'cun
鱼洞沟,yu'dong'gou
鱼儿沟,yu'er'gou
玉丰村,yu'feng'cun
芋河沟,yu'he'gou
玉花楼,yu'hua'lou
玉皇殿,yu'huang'dian
玉皇阁,yu'huang'ge
玉皇庙,yu'huang'miao
鱼脊梁,yu'ji'liang
余家村,yu'jia'cun
余家沟,yu'jia'gou
喻家沟,yu'jia'gou
余家山,yu'jia'shan
余家田,yu'jia'tian
余家湾,yu'jia'wan
玉林幼儿园,yu'lin'you'er'yuan
裕隆回族乡,yu'long'hui'zu'xiang
玉马村,yu'ma'cun
玉马山村,yu'ma'shan'cun
玉门口,yu'men'kou
玉门口村,yu'men'kou'cun
裕民村,yu'min'cun
玉坪村,yu'ping'cun
余普,yu'pu
鱼山村,yu'shan'cun
雨水村,yu'shui'cun
雨水乡,yu'shui'xiang
鱼塘,yu'tang
鱼塘湾,yu'tang'wan
玉田镇,yu'tian'zhen
鱼尾村,yu'wei'cun
鱼鲊乡,yu'zha'xiang
园坝子,yuan'ba'zi
元包,yuan'bao
园包包,yuan'bao'bao
元堡村,yuan'bao'cun
元宝村,yuan'bao'cun
元宝山,yuan'bao'shan
园宝山,yuan'bao'shan
圆包山,yuan'bao'shan
圆宝山,yuan'bao'shan
元宝山村,yuan'bao'shan'cun
元宝山乡,yuan'bao'shan'xiang
元村,yuan'cun
元沟,yuan'gou
袁家沟,yuan'jia'gou
袁家山,yuan'jia'shan
袁家山村,yuan'jia'shan'cun
袁家湾,yuan'jia'wan
园田村,yuan'tian'cun
源兴村,yuan'xing'cun
园艺场,yuan'yi'chang
约巴,yue'ba
月城广场,yue'cheng'guang'chang
月城律师事务所,yue'cheng'lv'shi'shi'wu'suo
越城镇,yue'cheng'zhen
约呆,yue'dai
月都假日酒店,yue'dou'jia'ri'jiu'dian
约尔,yue'er
月儿坝,yue'er'ba
约甘,yue'gan
月光宾馆,yue'guang'bin'guan
月华村,yue'hua'cun
月华乡,yue'hua'xiang
月华站,yue'hua'zhan
约加,yue'jia
岳家堡,yue'jia'bao
岳家村,yue'jia'cun
岳家店,yue'jia'dian
跃进村,yue'jin'cun
约拉,yue'la
月亮坝,yue'liang'ba
月亮沟,yue'liang'gou
月亮坪,yue'liang'ping
月亮塘,yue'liang'tang
月亮田,yue'liang'tian
月亮湾,yue'liang'wan
月亮岩,yue'liang'yan
约洛,yue'luo
约普,yue'pu
约体,yue'ti
越西县,yue'xi'xian
越西站,yue'xi'zhan
月作,yue'zuo
运城宾馆,yun'cheng'bin'guan
云甸乡,yun'dian'xiang
云顶,yun'ding
云戈,yun'ge
运河山,yun'he'shan
云南村,yun'nan'cun
云盘村,yun'pan'cun
云盘山,yun'pan'shan
云山村,yun'shan'cun
云台寺,yun'tai'si
云田村,yun'tian'cun
云兴村,yun'xing'cun
云岩村,yun'yan'cun
杂盖,za'gai
杂古,za'gu
杂拉,za'la
杂木沟,za'mu'gou
早谷田,zao'gu'tian
皂角树,zao'jiao'shu
枣园,zao'yuan
造纸厂,zao'zhi'chang
枣子园,zao'zi'yuan
则各,ze'ge
则果,ze'guo
则灰,ze'hui
则吉,ze'ji
则久,ze'jiu
则觉,ze'jue
则拉乡,ze'la'xiang
则里,ze'li
则洛,ze'luo
则木,ze'mu
则普,ze'pu
则窝,ze'wo
泽远乡,ze'yuan'xiang
则约,ze'yue
则约乡,ze'yue'xiang
则朱,ze'zhu
增产村,zeng'chan'cun
增东,zeng'dong
增合,zeng'he
曾家堡,zeng'jia'bao
曾家村,zeng'jia'cun
曾家坟,zeng'jia'fen
曾家沟,zeng'jia'gou
曾家坪,zeng'jia'ping
曾家山,zeng'jia'shan
曾家湾,zeng'jia'wan
增建,zeng'jian
增建村,zeng'jian'cun
扎巴,zha'ba
扎布,zha'bu
扎刀,zha'dao
榨房,zha'fang
榨房沟,zha'fang'gou
扎久,zha'jiu
扎口,zha'kou
奓口石,zha'kou'shi
扎苦,zha'ku
扎朗,zha'lang
扎隆,zha'long
渣洛,zha'luo
扎绒,zha'rong
扎塘村,zha'tang'cun
扎西热,zha'xi're
扎乡,zha'xiang
扎泄,zha'xie
扎延,zha'yan
扎叶,zha'ye
扎则,zha'ze
扎主,zha'zhu
扎子沟,zha'zi'gou
楂子树,zha'zi'shu
渣子树,zha'zi'shu
寨排,zhai'pai
寨子堡,zhai'zi'bao
寨子村,zhai'zi'cun
寨子顶,zhai'zi'ding
寨子坡,zhai'zi'po
寨子山,zhai'zi'shan
寨子乡,zhai'zi'xiang
战都,zhan'dou
战斗村,zhan'dou'cun
站房,zhan'fang
战沟,zhan'gou
站沟村,zhan'gou'cun
沾固,zhan'gu
詹家村,zhan'jia'cun
张摆,zhang'bai
张彩,zhang'cai
长草地,zhang'cao'di
张堆,zhang'dui
长房子,zhang'fang'zi
张官屯,zhang'guan'tun
彰冠乡,zhang'guan'xiang
张家,zhang'jia
张家凹,zhang'jia'ao
张家堡子,zhang'jia'bu'zi
张家村,zhang'jia'cun
张家房子,zhang'jia'fang'zi
张家坟,zhang'jia'fen
张家沟,zhang'jia'gou
张家河坝,zhang'jia'he'ba
张家梁子,zhang'jia'liang'zi
张家碾,zhang'jia'nian
张家坪,zhang'jia'ping
张家坪村,zhang'jia'ping'cun
张家坪子,zhang'jia'ping'zi
张家铺子,zhang'jia'pu'zi
张家山,zhang'jia'shan
张家滩,zhang'jia'tan
张家屯村,zhang'jia'tun'cun
张家湾,zhang'jia'wan
张家湾子,zhang'jia'wan'zi
张家屋基,zhang'jia'wu'ji
张家垭口,zhang'jia'ya'kou
张家院,zhang'jia'yuan
张家园,zhang'jia'yuan
张家院子,zhang'jia'yuan'zi
张家寨子,zhang'jia'zhai'zi
张口石,zhang'kou'shi
长老坪,zhang'lao'ping
张林村,zhang'lin'cun
樟木村,zhang'mu'cun
张木耳,zhang'mu'er
樟木沟,zhang'mu'gou
樟木河,zhang'mu'he
樟木箐,zhang'mu'jing
樟木箐乡,zhang'mu'jing'xiang
张山坡,zhang'shan'po
张祖,zhang'zu
照壁山,zhao'bi'shan
招岗,zhao'gang
赵家堡,zhao'jia'bao
赵家堡子,zhao'jia'bu'zi
赵家祠堂,zhao'jia'ci'tang
赵家村,zhao'jia'cun
赵家坟,zhao'jia'fen
赵家沟,zhao'jia'gou
赵家碾,zhao'jia'nian
赵家坡,zhao'jia'po
赵家山,zhao'jia'shan
赵家山村,zhao'jia'shan'cun
赵家田坝,zhao'jia'tian'ba
赵家湾,zhao'jia'wan
赵家屋基,zhao'jia'wu'ji
赵家院子,zhao'jia'yuan'zi
昭觉县,zhao'jue'xian
罩子山,zhao'zi'shan
者保,zhe'bao
者波村,zhe'bo'cun
者果,zhe'guo
着米,zhe'mi
遮阴处,zhe'yin'chu
真丁,zhen'ding
针甘,zhen'gan
正坝村,zheng'ba'cun
正巴金,zheng'ba'jin
政府宾馆,zheng'fu'bin'guan
正沟,zheng'gou
郑家坝村,zheng'jia'ba'cun
郑家村,zheng'jia'cun
郑家沟,zheng'jia'gou
郑家山,zheng'jia'shan
郑家田,zheng'jia'tian
正街村,zheng'jie'cun
正洛,zheng'luo
正洛村,zheng'luo'cun
正清,zheng'qing
正日达,zheng'ri'da
争五,zheng'wu
正西村,zheng'xi'cun
知巴,zhi'ba
纸厂,zhi'chang
纸厂村,zhi'chang'cun
纸厂沟,zhi'chang'gou
支达,zhi'da
直德,zhi'de
知恩,zhi'en
只尔,zhi'er
纸房,zhi'fang
纸房村,zhi'fang'cun
纸坊沟,zhi'fang'gou
纸房沟,zhi'fang'gou
知家,zhi'jia
志可,zhi'ke
智力村,zhi'li'cun
芝麻地,zhi'ma'di
直米,zhi'mi
中安村,zhong'an'cun
中坝,zhong'ba
中坝村,zhong'ba'cun
中坝乡,zhong'ba'xiang
中博大,zhong'bo'da
中堡子,zhong'bu'zi
中藏医院,zhong'cang'yi'yuan
中槽,zhong'cao
中岔,zhong'cha
中厂,zhong'chang
中厂村,zhong'chang'cun
中厂乡,zhong'chang'xiang
中村,zhong'cun
中村子,zhong'cun'zi
中大路,zhong'da'lu
中房子,zhong'fang'zi
中梗,zhong'geng
中埂子,zhong'geng'zi
中沟,zhong'gou
中果,zhong'guo
中国交通运政,zhong'guo'jiao'tong'yun'zheng
中国石油加油站,zhong'guo'shi'you'jia'you'zhan
中河,zhong'he
中河坝,zhong'he'ba
中和村,zhong'he'cun
中河村,zhong'he'cun
中火村,zhong'huo'cun
中火山,zhong'huo'shan
钟家,zhong'jia
钟家湾,zhong'jia'wan
中间坝,zhong'jian'ba
中间沟,zhong'jian'gou
中咀,zhong'ju
中梁,zhong'liang
中梁村,zhong'liang'cun
中梁子,zhong'liang'zi
中梁子村,zhong'liang'zi'cun
中林村,zhong'lin'cun
钟楼村,zhong'lou'cun
中马场,zhong'ma'chang
中咪,zhong'mi
钟庙,zhong'miao
中南村,zhong'nan'cun
种牛场,zhong'niu'chang
中蓬,zhong'peng
中坪村,zhong'ping'cun
中平山,zhong'ping'shan
中坪子,zhong'ping'zi
钟坡,zhong'po
中铺子,zhong'pu'zi
中沙坝,zhong'sha'ba
中沙沟,zhong'sha'gou
中山,zhong'shan
中山村,zhong'shan'cun
中山坪,zhong'shan'ping
中深沟,zhong'shen'gou
中石山,zhong'shi'shan
中所,zhong'suo
中所村,zhong'suo'cun
中所镇,zhong'suo'zhen
中田,zhong'tian
中田乡,zhong'tian'xiang
中屯,zhong'tun
中屯村,zhong'tun'cun
中洼,zhong'wa
中武山,zhong'wu'shan
中乡村,zhong'xiang'cun
忠信超市,zhong'xin'chao'shi
中心村,zhong'xin'cun
中心乡,zhong'xin'xiang
中兴场,zhong'xing'chang
中医院门诊部,zhong'yi'yuan'men'zhen'bu
中营盘,zhong'ying'pan
重园,zhong'yuan
中寨,zhong'zhai
中寨村,zhong'zhai'cun
中嘴,zhong'zui
周家,zhou'jia
周家坝,zhou'jia'ba
周家堡,zhou'jia'bao
周家村,zhou'jia'cun
周家沟,zhou'jia'gou
周家家,zhou'jia'jia
周家箐,zhou'jia'jing
周家梁子,zhou'jia'liang'zi
周家坪,zhou'jia'ping
周家坪村,zhou'jia'ping'cun
周家坡,zhou'jia'po
周家山,zhou'jia'shan
周家田,zhou'jia'tian
周家塆,zhou'jia'wan
周家湾,zhou'jia'wan
周家营,zhou'jia'ying
周家院子,zhou'jia'yuan'zi
周家子,zhou'jia'zi
州农科所,zhou'nong'ke'suo
周屯村,zhou'tun'cun
州委招待所,zhou'wei'zhao'dai'suo
朱坝村,zhu'ba'cun
竹比,zhu'bi
猪鼻山,zhu'bi'shan
猪槽沟,zhu'cao'gou
猪厂,zhu'chang
珠峰酒店,zhu'feng'jiu'dian
住冈,zhu'gang
竹公,zhu'gong
竹核乡,zhu'he'xiang
朱家村,zhu'jia'cun
竹家村,zhu'jia'cun
朱家店子,zhu'jia'dian'zi
朱家坟村,zhu'jia'fen'cun
朱家坟山,zhu'jia'fen'shan
朱家沟,zhu'jia'gou
祝家沟,zhu'jia'gou
朱家箐,zhu'jia'jing
朱家山,zhu'jia'shan
朱家屯,zhu'jia'tun
朱家湾,zhu'jia'wan
朱家垭口,zhu'jia'ya'kou
朱家院,zhu'jia'yuan
朱家园,zhu'jia'yuan
竹箐乡,zhu'jing'xiang
猪圈门,zhu'juan'men
祝觉,zhu'jue
祝联乡,zhu'lian'xiang
竹林,zhu'lin
竹林村,zhu'lin'cun
竹林坪,zhu'lin'ping
竹林坡,zhu'lin'po
竹林山,zhu'lin'shan
竹林湾,zhu'lin'wan
朱木树,zhu'mu'shu
株木树,zhu'mu'shu
朱坪,zhu'ping
竹寿镇,zhu'shou'zhen
猪头山,zhu'tou'shan
主拖,zhu'tuo
竹拖,zhu'tuo
竹翁,zhu'weng
竹叶坪,zhu'ye'ping
竹园,zhu'yuan
竹子坝,zhu'zi'ba
竹子箐,zhu'zi'jing
抓正,zhua'zheng
抓子,zhua'zi
转堡,zhuan'bao
砖房,zhuan'fang
砖房村,zhuan'fang'cun
转经房,zhuan'jing'fang
砖楼村,zhuan'lou'cun
转山,zhuan'shan
转山包,zhuan'shan'bao
转塘,zhuan'tang
砖瓦厂,zhuan'wa'chang
转岩,zhuan'yan
转运站,zhuan'yun'zhan
庄村,zhuang'cun
庄房,zhuang'fang
庄房村,zhuang'fang'cun
庄房沟,zhuang'fang'gou
庄屯,zhuang'tun
壮子,zhuang'zi
庄子村,zhuang'zi'cun
庄子沟,zhuang'zi'gou
庄子上,zhuang'zi'shang
桌嘎,zhuo'ga
自洪,zi'hong
紫荆宾馆,zi'jing'bin'guan
子库,zi'ku
字库村,zi'ku'cun
子落,zi'luo
子日,zi'ri
子威乡,zi'wei'xiang
子星,zi'xing
子子哈,zi'zi'ha
子作,zi'zuo
宗错,zong'cuo
综合饭店,zong'he'fan'dian
总口,zong'kou
棕树林,zong'shu'lin
棕树桥,zong'shu'qiao
邹家村,zou'jia'cun
邹家屯,zou'jia'tun
走马坪,zou'ma'ping
足巴,zu'ba
足谷,zu'gu
足哈,zu'ha
祖结,zu'jie
祖库,zu'ku
足木,zu'mu
祖师庙,zu'shi'miao
钻洞,zuan'dong
钻根,zuan'gen
钻天坡,zuan'tian'po
座房,zuo'fang
作嘎,zuo'ga
佐戈依达乡,zuo'ge'yi'da'xiang
佐果,zuo'guo
左家沟,zuo'jia'gou
左家山,zuo'jia'shan
左家湾,zuo'jia'wan
左箐,zuo'jing
作史,zuo'shi
左所,zuo'suo
作窝,zuo'wo
