艾滋病防治条例,ai'zi'bing'fang'zhi'tiao'li
直接故意,zhi'jie'gu'yi
直接经济损失,zhi'jie'jing'ji'sun'shi
直接口头证据,zhi'jie'kou'tou'zheng'ju
直接审理,zhi'jie'shen'li
直接损害赔偿金,zhi'jie'sun'hai'pei'chang'jin
直接调控方式向,zhi'jie'tiao'kong'fang'shi'xiang
指控,zhi'kong
智力成果,zhi'li'cheng'guo
智力后果,zhi'li'hou'guo
质量,zhi'liang
质量技术监督局,zhi'liang'ji'shu'jian'du'ju
指令性措施,zhi'ling'xing'cuo'shi
指令性计划,zhi'ling'xing'ji'hua
指明公职人员,zhi'ming'gong'zhi'ren'yuan
致命缺陷,zhi'ming'que'xian
滞纳金,zhi'na'jin
职能管辖,zhi'neng'guan'xia
职能转换,zhi'neng'zhuan'huan
支配权,zhi'pei'quan
支票,zhi'piao
职权,zhi'quan
质权,zhi'quan
指认父亲,zhi'ren'fu'qin
指示,zhi'shi
知识产权,zhi'shi'chan'quan
知识产权国际保护,zhi'shi'chan'quan'guo'ji'bao'hu
知识产权海关保护条例,zhi'shi'chan'quan'hai'guan'bao'hu'tiao'li
知识产权局,zhi'shi'chan'quan'ju
知识产权庭,zhi'shi'chan'quan'ting
知识产权研究会,zhi'shi'chan'quan'yan'jiu'hui
止赎,zhi'shu
止赎的权利,zhi'shu'de'quan'li
止赎或赎回任何按揭,zhi'shu'huo'shu'hui'ren'he'an'jie
止赎权,zhi'shu'quan
止赎诉讼,zhi'shu'su'song
职务侵权,zhi'wu'qin'quan
直系血亲,zhi'xi'xue'qin
直辖市,zhi'xia'shi
直销管理条例,zhi'xiao'guan'li'tiao'li
执行,zhi'xing
执行笔录,zhi'xing'bi'lu
执行程序,zhi'xing'cheng'xu
执行程序文件,zhi'xing'cheng'xu'wen'jian
执行逮捕,zhi'xing'dai'bu
执行董事,zhi'xing'dong'shi
执行法律程序文件,zhi'xing'fa'lv'cheng'xu'wen'jian
执行和解,zhi'xing'he'jie
执行回转,zhi'xing'hui'zhuan
执行令状,zhi'xing'ling'zhuang
执行人,zhi'xing'ren
执行庭,zhi'xing'ting
执行性禁制令,zhi'xing'xing'jin'zhi'ling
执行员,zhi'xing'yuan
执行终结,zhi'xing'zhong'jie
执行中止,zhi'xing'zhong'zhi
职业病防治法,zhi'ye'bing'fang'zhi'fa
职业道德,zhi'ye'dao'de
执业登记,zhi'ye'deng'ji
执业范围,zhi'ye'fan'wei
职业教育法,zhi'ye'jiao'yu'fa
执业申请,zhi'ye'shen'qing
执业医师法,zhi'ye'yi'shi'fa
执业证,zhi'ye'zheng
执业证年检,zhi'ye'zheng'nian'jian
职责,zhi'ze
执照,zhi'zhao
中保财产保险公司,zhong'bao'cai'chan'bao'xian'gong'si
中保财产保险有限公司,zhong'bao'cai'chan'bao'xian'you'xian'gong'si
仲裁,zhong'cai
仲裁案件,zhong'cai'an'jian
仲裁被诉人,zhong'cai'bei'su'ren
仲裁裁决,zhong'cai'cai'jue
仲裁地,zhong'cai'di
仲裁法,zhong'cai'fa
仲裁机构,zhong'cai'ji'gou
仲裁申请书,zhong'cai'shen'qing'shu
仲裁庭,zhong'cai'ting
仲裁委员会,zhong'cai'wei'yuan'hui
仲裁协议,zhong'cai'xie'yi
仲裁员,zhong'cai'yuan
重大动物疫情应急条例,zhong'da'dong'wu'yi'qing'ying'ji'tiao'li
重大过失,zhong'da'guo'shi
重大事故隐患管理规定,zhong'da'shi'gu'yin'huan'guan'li'gui'ding
重大误解,zhong'da'wu'jie
重大责任事故,zhong'da'ze'ren'shi'gu
重大责任事故罪,zhong'da'ze'ren'shi'gu'zui
中等职业学校德育大纲,zhong'deng'zhi'ye'xue'xiao'de'yu'da'gang
中共税收征管暂行条例,zhong'gong'shui'shou'zheng'guan'zan'xing'tiao'li
中共卫生部进口药材部,zhong'gong'wei'sheng'bu'jin'kou'yao'cai'bu
中共行政复议规例,zhong'gong'xing'zheng'fu'yi'gui'li
中共药品管理法,zhong'gong'yao'pin'guan'li'fa
中共营业税征收规例,zhong'gong'ying'ye'shui'zheng'shou'gui'li
中共中央,zhong'gong'zhong'yang
中共中央办公厅,zhong'gong'zhong'yang'ban'gong'ting
中共中央调查部,zhong'gong'zhong'yang'diao'cha'bu
中共中央书记处研究室,zhong'gong'zhong'yang'shu'ji'chu'yan'jiu'shi
中共中央统战部,zhong'gong'zhong'yang'tong'zhan'bu
中共中央宣传部,zhong'gong'zhong'yang'xuan'chuan'bu
中共中央政法委员会,zhong'gong'zhong'yang'zheng'fa'wei'yuan'hui
中共中央组织部,zhong'gong'zhong'yang'zu'zhi'bu
中国兵器工业总公司,zhong'guo'bing'qi'gong'ye'zong'gong'si
中国财贸工会,zhong'guo'cai'mao'gong'hui
中国残疾人福利基金会,zhong'guo'can'ji'ren'fu'li'ji'jin'hui
中国残疾人联合会,zhong'guo'can'ji'ren'lian'he'hui
中国城建建材工会,zhong'guo'cheng'jian'jian'cai'gong'hui
中国船舶工业总公司,zhong'guo'chuan'bo'gong'ye'zong'gong'si
中国地名委员会,zhong'guo'di'ming'wei'yuan'hui
中国典型物培养中心,zhong'guo'dian'xing'wu'pei'yang'zhong'xin
中国对外承包工程商会,zhong'guo'dui'wai'cheng'bao'gong'cheng'shang'hui
中国法律事务公司,zhong'guo'fa'lv'shi'wu'gong'si
中国法律史学会,zhong'guo'fa'lv'shi'xue'hui
中国法律与习俗,zhong'guo'fa'lv'yu'xi'su
中国法律资询中心,zhong'guo'fa'lv'zi'xun'zhong'xin
中国法学会,zhong'guo'fa'xue'hui
中国纺织总会,zhong'guo'fang'zhi'zong'hui
中国个体劳动者协会,zhong'guo'ge'ti'lao'dong'zhe'xie'hui
中国工程院,zhong'guo'gong'cheng'yuan
中国公民,zhong'guo'gong'min
中国工商银行,zhong'guo'gong'shang'yin'hang
中国工商银行办公室,zhong'guo'gong'shang'yin'hang'ban'gong'shi
中国公证员协会,zhong'guo'gong'zheng'yuan'xie'hui
中国国籍,zhong'guo'guo'ji
中国国际法学会,zhong'guo'guo'ji'fa'xue'hui
中国核工业总公司,zhong'guo'he'gong'ye'zong'gong'si
中国红十字总会,zhong'guo'hong'shi'zi'zong'hui
中国华能集团公司,zhong'guo'hua'neng'ji'tuan'gong'si
中国环球律师事务所,zhong'guo'huan'qiu'lv'shi'shi'wu'suo
中国婚姻法学研究会,zhong'guo'hun'yin'fa'xue'yan'jiu'hui
中国建设银行,zhong'guo'jian'she'yin'hang
中国交通银行,zhong'guo'jiao'tong'yin'hang
中国旧式婚姻,zhong'guo'jiu'shi'hun'yin
中国科协项目管理办法,zhong'guo'ke'xie'xiang'mu'guan'li'ban'fa
中国科学技术协会,zhong'guo'ke'xue'ji'shu'xie'hui
中国科学院,zhong'guo'ke'xue'yuan
中国连锁经营协会,zhong'guo'lian'suo'jing'ying'xie'hui
中国聋哑人协会,zhong'guo'long'ya'ren'xie'hui
中国盲人协会,zhong'guo'mang'ren'xie'hui
中国煤矿工会,zhong'guo'mei'kuang'gong'hui
中国煤炭行业自律公约,zhong'guo'mei'tan'hang'ye'zi'lv'gong'yue
中国民用航空总局,zhong'guo'min'yong'hang'kong'zong'ju
中国农业银行,zhong'guo'nong'ye'yin'hang
中国汽车工业联合会,zhong'guo'qi'che'gong'ye'lian'he'hui
中国汽车工业总公司,zhong'guo'qi'che'gong'ye'zong'gong'si
中国气象局,zhong'guo'qi'xiang'ju
中国企业家协会,zhong'guo'qi'ye'jia'xie'hui
中国轻工总会,zhong'guo'qing'gong'zong'hui
中国人民保险公司,zhong'guo'ren'min'bao'xian'gong'si
中国人民大学,zhong'guo'ren'min'da'xue
中国人民建设银行,zhong'guo'ren'min'jian'she'yin'hang
中国人民解放军财务部,zhong'guo'ren'min'jie'fang'jun'cai'wu'bu
中国人民银行,zhong'guo'ren'min'yin'hang
中国人民银行法,zhong'guo'ren'min'yin'hang'fa
中国人民政治协商会议,zhong'guo'ren'min'zheng'zhi'xie'shang'hui'yi
中国社会工作者协会,zhong'guo'she'hui'gong'zuo'zhe'xie'hui
中国社会科学院,zhong'guo'she'hui'ke'xue'yuan
中国石化总公司,zhong'guo'shi'hua'zong'gong'si
中国食品工业协会,zhong'guo'shi'pin'gong'ye'xie'hui
中国石油天然气总公司,zhong'guo'shi'you'tian'ran'qi'zong'gong'si
中国丝绸公司,zhong'guo'si'chou'gong'si
中国统配煤矿总公司,zhong'guo'tong'pei'mei'kuang'zong'gong'si
中国投资银行,zhong'guo'tou'zi'yin'hang
中国图书进出口总公司,zhong'guo'tu'shu'jin'chu'kou'zong'gong'si
中国外汇交易中心,zhong'guo'wai'hui'jiao'yi'zhong'xin
中国外轮代理公司,zhong'guo'wai'lun'dai'li'gong'si
中国消费者协会,zhong'guo'xiao'fei'zhe'xie'hui
中国新闻工作者协会,zhong'guo'xin'wen'gong'zuo'zhe'xie'hui
中国刑法史,zhong'guo'xing'fa'shi
中国烟草总公司,zhong'guo'yan'cao'zong'gong'si
中国银行,zhong'guo'yin'hang
中国银行总管处,zhong'guo'yin'hang'zong'guan'chu
中国有色金属总公司,zhong'guo'you'se'jin'shu'zong'gong'si
中国招商银行,zhong'guo'zhao'shang'yin'hang
中国证券业协会,zhong'guo'zheng'quan'ye'xie'hui
中国治安管理处罚条例,zhong'guo'zhi'an'guan'li'chu'fa'tiao'li
中国肢残人协会,zhong'guo'zhi'can'ren'xie'hui
中国知识产权研究会,zhong'guo'zhi'shi'chan'quan'yan'jiu'hui
中国注册会计师协会,zhong'guo'zhu'ce'kuai'ji'shi'xie'hui
中国专利基金委员会,zhong'guo'zhuan'li'ji'jin'wei'yuan'hui
中国专利局,zhong'guo'zhuan'li'ju
中华农业英才奖暂行办法,zhong'hua'nong'ye'ying'cai'jiang'zan'xing'ban'fa
中华全国工商业联合会,zhong'hua'quan'guo'gong'shang'ye'lian'he'hui
中华全国律师协会,zhong'hua'quan'guo'lv'shi'xie'hui
中华全国手工合作总社,zhong'hua'quan'guo'shou'gong'he'zuo'zong'she
中华全国总工会,zhong'hua'quan'guo'zong'gong'hui
中华人民共和国,zhong'hua'ren'min'gong'he'guo
中华人民共和国财政部,zhong'hua'ren'min'gong'he'guo'cai'zheng'bu
中华人民共和国公安部,zhong'hua'ren'min'gong'he'guo'gong'an'bu
中华人民共和国国务院,zhong'hua'ren'min'gong'he'guo'guo'wu'yuan
中华人民共和国建设部,zhong'hua'ren'min'gong'he'guo'jian'she'bu
中华人民共和国交通部,zhong'hua'ren'min'gong'he'guo'jiao'tong'bu
中华人民共和国教育部,zhong'hua'ren'min'gong'he'guo'jiao'yu'bu
中华人民共和国农业部,zhong'hua'ren'min'gong'he'guo'nong'ye'bu
中华人民共和国铁道部,zhong'hua'ren'min'gong'he'guo'tie'dao'bu
中华人民共和国外交部,zhong'hua'ren'min'gong'he'guo'wai'jiao'bu
中华人民共和国卫生部,zhong'hua'ren'min'gong'he'guo'wei'sheng'bu
中华人民共和国主席,zhong'hua'ren'min'gong'he'guo'zhu'xi
中华人民共和国专利局,zhong'hua'ren'min'gong'he'guo'zhuan'li'ju
中级人民法院,zhong'ji'ren'min'fa'yuan
中间媒介,zhong'jian'mei'jie
中间人,zhong'jian'ren
中间收益,zhong'jian'shou'yi
中间条款,zhong'jian'tiao'kuan
中间业主,zhong'jian'ye'zhu
中介服务收费管理办法,zhong'jie'fu'wu'shou'fei'guan'li'ban'fa
中介机构,zhong'jie'ji'gou
中介人,zhong'jie'ren
种类物,zhong'lei'wu
种类之债,zhong'lei'zhi'zhai
中募委,zhong'mu'wei
中南军政委员会司法部,zhong'nan'jun'zheng'wei'yuan'hui'si'fa'bu
中期报告,zhong'qi'bao'gao
中期付款,zhong'qi'fu'kuan
中期济助,zhong'qi'ji'zhu
中期命令,zhong'qi'ming'ling
中期证明书,zhong'qi'zheng'ming'shu
中签,zhong'qian
中人,zhong'ren
中伤,zhong'shang
终审,zhong'shen
终审裁定,zhong'shen'cai'ding
终审判决,zhong'shen'pan'jue
终审权,zhong'shen'quan
终生共同生活,zhong'sheng'gong'tong'sheng'huo
中途的指令,zhong'tu'de'zhi'ling
中途停靠港,zhong'tu'ting'kao'gang
中途退庭,zhong'tu'tui'ting
中外合营企业,zhong'wai'he'ying'qi'ye
中外合资经营企业法,zhong'wai'he'zi'jing'ying'qi'ye'fa
中外合资企业,zhong'wai'he'zi'qi'ye
中外合作办学条例,zhong'wai'he'zuo'ban'xue'tiao'li
中外合作企业,zhong'wai'he'zuo'qi'ye
中央,zhong'yang
中央储备粮管理条例,zhong'yang'chu'bei'liang'guan'li'tiao'li
中央储备糖管理办法,zhong'yang'chu'bei'tang'guan'li'ban'fa
中央当局,zhong'yang'dang'ju
中央党校,zhong'yang'dang'xiao
中央对外宣传小组,zhong'yang'dui'wai'xuan'chuan'xiao'zu
中央国家机关,zhong'yang'guo'jia'ji'guan
中央精简小组办公室,zhong'yang'jing'jian'xiao'zu'ban'gong'shi
中央军事委员会,zhong'yang'jun'shi'wei'yuan'hui
中央军事委员会主席,zhong'yang'jun'shi'wei'yuan'hui'zhu'xi
中央军委,zhong'yang'jun'wei
中央人民政府,zhong'yang'ren'min'zheng'fu
中央人民政府委员会,zhong'yang'ren'min'zheng'fu'wei'yuan'hui
中央生产救灾委员会,zhong'yang'sheng'chan'jiu'zai'wei'yuan'hui
中央银行,zhong'yang'yin'hang
中央与地方财政,zhong'yang'yu'di'fang'cai'zheng
中央政府,zhong'yang'zheng'fu
中央转业建设委员会,zhong'yang'zhuan'ye'jian'she'wei'yuan'hui
中医药管理局,zhong'yi'yao'guan'li'ju
中医药继续教育规定,zhong'yi'yao'ji'xu'jiao'yu'gui'ding
中医医院管理评价指南,zhong'yi'yi'yuan'guan'li'ping'jia'zhi'nan
中英联合声明,zhong'ying'lian'he'sheng'ming
中止,zhong'zhi
终止,zhong'zhi
中止付款,zhong'zhi'fu'kuan
中止管有,zhong'zhi'guan'you
中直机关事务管理局,zhong'zhi'ji'guan'shi'wu'guan'li'ju
中止检控,zhong'zhi'jian'kong
终止权,zhong'zhi'quan
中止实施,zhong'zhi'shi'shi
中质协委员会,zhong'zhi'xie'wei'yuan'hui
种子法,zhong'zi'fa
种子管理条例,zhong'zi'guan'li'tiao'li
种子管理条例实施细则,zhong'zi'guan'li'tiao'li'shi'shi'xi'ze
种族血缘,zhong'zu'xue'yuan
周期谷底,zhou'qi'gu'di
周转速度,zhou'zhuan'su'du
主办银行,zhu'ban'yin'hang
逐步到位,zhu'bu'dao'wei
逐步取消,zhu'bu'qu'xiao
注册建造师管理规定,zhu'ce'jian'zao'shi'guan'li'gui'ding
注册建筑师条例,zhu'ce'jian'zhu'shi'tiao'li
注册会计师,zhu'ce'kuai'ji'shi
注册会计师法,zhu'ce'kuai'ji'shi'fa
注册会计师协会,zhu'ce'kuai'ji'shi'xie'hui
注册会计师注册办法,zhu'ce'kuai'ji'shi'zhu'ce'ban'fa
注册商标,zhu'ce'shang'biao
注册商标使用,zhu'ce'shang'biao'shi'yong
注册商标使用许可,zhu'ce'shang'biao'shi'yong'xu'ke
注册商标转让,zhu'ce'shang'biao'zhuan'rang
注册资本,zhu'ce'zi'ben
注册资金,zhu'ce'zi'jin
主承建商,zhu'cheng'jian'shang
主持,zhu'chi
主动提起诉讼,zhu'dong'ti'qi'su'song
主犯,zhu'fan
住房公积金管理条例,zhu'fang'gong'ji'jin'guan'li'tiao'li
住房制度改革领导小组,zhu'fang'zhi'du'gai'ge'ling'dao'xiao'zu
主管,zhu'guan
主管部门,zhu'guan'bu'men
主管船东,zhu'guan'chuan'dong
主管当局,zhu'guan'dang'ju
主观恶性,zhu'guan'e'xing
主观故意,zhu'guan'gu'yi
主管机构,zhu'guan'ji'gou
主管机关,zhu'guan'ji'guan
主管司法机构,zhu'guan'si'fa'ji'gou
助理检察官,zhu'li'jian'cha'guan
助理审判员,zhu'li'shen'pan'yuan
主民事法律行为,zhu'min'shi'fa'lv'xing'wei
主权,zhu'quan
主权风险,zhu'quan'feng'xian
主权国,zhu'quan'guo
主权国政府,zhu'quan'guo'zheng'fu
主权豁免,zhu'quan'huo'mian
主任裁判官,zhu'ren'cai'pan'guan
主任审裁官,zhu'ren'shen'cai'guan
主审裁判官,zhu'shen'cai'pan'guan
主审法官,zhu'shen'fa'guan
主事人,zhu'shi'ren
主诉检察官,zhu'su'jian'cha'guan
住所,zhu'suo
主题,zhu'ti
主体条例,zhu'ti'tiao'li
主体资格,zhu'ti'zi'ge
驻外,zhu'wai
主问,zhu'wen
主问证据,zhu'wen'zheng'ju
主物,zhu'wu
主席,zhu'xi
主要,zhu'yao
主要办事处,zhu'yao'ban'shi'chu
主要保证,zhu'yao'bao'zheng
主要民事赔偿责任,zhu'yao'min'shi'pei'chang'ze'ren
主要全部责任,zhu'yao'quan'bu'ze'ren
主要受益人,zhu'yao'shou'yi'ren
主要嫌疑犯,zhu'yao'xian'yi'fan
主要业务,zhu'yao'ye'wu
主要业务地点,zhu'yao'ye'wu'di'dian
主要责任,zhu'yao'ze'ren
主要债务人,zhu'yao'zhai'wu'ren
主要证据,zhu'yao'zheng'ju
注意事项,zhu'yi'shi'xiang
主债,zhu'zhai
主租客,zhu'zu'ke
主租赁,zhu'zu'lin
著作财产权,zhu'zuo'cai'chan'quan
著作邻接权,zhu'zuo'lin'jie'quan
著作权,zhu'zuo'quan
著作权法,zhu'zuo'quan'fa
著作权法实施条例,zhu'zuo'quan'fa'shi'shi'tiao'li
著作权集体管理条例,zhu'zuo'quan'ji'ti'guan'li'tiao'li
著作权人,zhu'zuo'quan'ren
著作人格权,zhu'zuo'ren'ge'quan
抓大放小,zhua'da'fang'xiao
转贷,zhuan'dai
转代理人,zhuan'dai'li'ren
转轨经济,zhuan'gui'jing'ji
转机,zhuan'ji
转继承,zhuan'ji'cheng
专款专用,zhuan'kuan'zhuan'yong
专利,zhuan'li
专利保护期限,zhuan'li'bao'hu'qi'xian
专利代理,zhuan'li'dai'li
专利代理管理办法,zhuan'li'dai'li'guan'li'ban'fa
专利代理人考核委员会,zhuan'li'dai'li'ren'kao'he'wei'yuan'hui
专利法,zhuan'li'fa
专利法实施细则,zhuan'li'fa'shi'shi'xi'ze
专利公告,zhuan'li'gong'gao
专利基金委员会,zhuan'li'ji'jin'wei'yuan'hui
专利局,zhuan'li'ju
专利权,zhuan'li'quan
专利权归属,zhuan'li'quan'gui'shu
专利申请,zhuan'li'shen'qing
专利申请号标准,zhuan'li'shen'qing'hao'biao'zhun
专利实施强制许可办法,zhuan'li'shi'shi'qiang'zhi'xu'ke'ban'fa
专利事务所,zhuan'li'shi'wu'suo
专利许可协议,zhuan'li'xu'ke'xie'yi
专利续展费,zhuan'li'xu'zhan'fei
专利异议,zhuan'li'yi'yi
专利证书,zhuan'li'zheng'shu
专卖店,zhuan'mai'dian
专门法庭,zhuan'men'fa'ting
专门法院,zhuan'men'fa'yuan
专门管辖,zhuan'men'guan'xia
专门律师,zhuan'men'lv'shi
专门人民法院,zhuan'men'ren'min'fa'yuan
专门人民检察院,zhuan'men'ren'min'jian'cha'yuan
转让,zhuan'rang
转让方,zhuan'rang'fang
转让人,zhuan'rang'ren
转让文书,zhuan'rang'wen'shu
转让协议,zhuan'rang'xie'yi
专属管辖,zhuan'shu'guan'xia
专属经济区和大陆架法,zhuan'shu'jing'ji'qu'he'da'lu'jia'fa
专属权,zhuan'shu'quan
撰写,zhuan'xie
撰写法律文章,zhuan'xie'fa'lv'wen'zhang
专业标准化技术委员会,zhuan'ye'biao'zhun'hua'ji'shu'wei'yuan'hui
专业店,zhuan'ye'dian
转业费,zhuan'ye'fei
转业军人,zhuan'ye'jun'ren
转移所有权,zhuan'yi'suo'you'quan
专有技术,zhuan'you'ji'shu
转帐支票,zhuan'zhang'zhi'piao
转折关头,zhuan'zhe'guan'tou
转致,zhuan'zhi
追偿,zhui'chang
追回,zhui'hui
追回款,zhui'hui'kuan
追究法律责任,zhui'jiu'fa'lv'ze'ren
追究刑事责任,zhui'jiu'xing'shi'ze'ren
追究行政责任,zhui'jiu'xing'zheng'ze'ren
追诉时效,zhui'su'shi'xiao
追溯效力,zhui'su'xiao'li
追索抚养费案件,zhui'suo'fu'yang'fei'an'jian
追索权,zhui'suo'quan
追讨,zhui'tao
准财政赤字,zhun'cai'zheng'chi'zi
准货币,zhun'huo'bi
准禁治产人,zhun'jin'zhi'chan'ren
准据法,zhun'ju'fa
准民事法律行为,zhun'min'shi'fa'lv'xing'wei
准时,zhun'shi
准司法机构,zhun'si'fa'ji'gou
准许离婚,zhun'xu'li'hun
准予,zhun'yu
捉拿归案,zhuo'na'gui'an
酌情权,zhuo'qing'quan
资本不变原则,zi'ben'bu'bian'yuan'ze
资本不足,zi'ben'bu'zu
资本充足率,zi'ben'chong'zu'lv
资本公积金,zi'ben'gong'ji'jin
资本利润率,zi'ben'li'run'lv
资本确定原则,zi'ben'que'ding'yuan'ze
资本三原则,zi'ben'san'yuan'ze
资本外逃,zi'ben'wai'tao
资本维持原则,zi'ben'wei'chi'yuan'ze
资本账户可兑换,zi'ben'zhang'hu'ke'dui'huan
资不抵债,zi'bu'di'zhai
资产,zi'chan
资产保值增值,zi'chan'bao'zhi'zeng'zhi
资产剥离,zi'chan'bo'li
资产重组,zi'chan'chong'zu
资产负债表,zi'chan'fu'zhai'biao
资产负债率,zi'chan'fu'zhai'lv
资产贡献率,zi'chan'gong'xian'lv
资产集中,zi'chan'ji'zhong
资产利润率,zi'chan'li'run'lv
资产调控,zi'chan'tiao'kong
资产质量,zi'chan'zhi'liang
资产状况,zi'chan'zhuang'kuang
资产组合,zi'chan'zu'he
自筹投资项目,zi'chou'tou'zi'xiang'mu
自动保护原则,zi'dong'bao'hu'yuan'ze
自动弃权行为,zi'dong'qi'quan'xing'wei
自费出版,zi'fei'chu'ban
资格股,zi'ge'gu
资格审查委员会,zi'ge'shen'cha'wei'yuan'hui
子公司,zi'gong'si
自检,zi'jian
资金成本,zi'jin'cheng'ben
资金到位,zi'jin'dao'wei
资金划拨,zi'jin'hua'bo
资金汇划,zi'jin'hui'hua
资金宽裕,zi'jin'kuan'yu
资金利用率,zi'jin'li'yong'lv
资金缺口,zi'jin'que'kou
资金体外循环,zi'jin'ti'wai'xun'huan
资金占压,zi'jin'zhan'ya
自留地,zi'liu'di
子女,zi'nv
子女抚恤金,zi'nv'fu'xu'jin
自然保护区条例,zi'ran'bao'hu'qu'tiao'li
自然法,zi'ran'fa
自然法学家,zi'ran'fa'xue'jia
自然法学派,zi'ran'fa'xue'pai
自然继承,zi'ran'ji'cheng
自然解除,zi'ran'jie'chu
自然科学基金委员会,zi'ran'ke'xue'ji'jin'wei'yuan'hui
自然人,zi'ran'ren
自然血亲,zi'ran'xue'qin
资深大律师,zi'shen'da'lv'shi
自首,zi'shou
子嗣,zi'si
自诉,zi'su
自诉案件,zi'su'an'jian
自诉人,zi'su'ren
自卫,zi'wei
自为行为,zi'wei'xing'wei
自我检讨,zi'wo'jian'tao
自物权,zi'wu'quan
孳息,zi'xi
资信,zi'xin
资信调查,zi'xin'diao'cha
自行辩护,zi'xing'bian'hu
自营性存款,zi'ying'xing'cun'kuan
自由裁量权,zi'you'cai'liang'quan
自由恋爱,zi'you'lian'ai
自由权,zi'you'quan
自由心证制度,zi'you'xin'zheng'zhi'du
自有资金,zi'you'zi'jin
自愿,zi'yuan
自愿保险,zi'yuan'bao'xian
自愿原则,zi'yuan'yuan'ze
自愿仲裁,zi'yuan'zhong'cai
自侦案件,zi'zhen'an'jian
自治产人,zi'zhi'chan'ren
自治机关,zi'zhi'ji'guan
自治区,zi'zhi'qu
自治权,zi'zhi'quan
自治县,zi'zhi'xian
自治州,zi'zhi'zhou
资助,zi'zhu
资助诉讼,zi'zhu'su'song
自助行为,zi'zhu'xing'wei
总成本,zong'cheng'ben
总成交额,zong'cheng'jiao'e
总纲,zong'gang
综合补偿,zong'he'bu'chang
综合国力,zong'he'guo'li
综合效益指标,zong'he'xiao'yi'zhi'biao
综合治理,zong'he'zhi'li
宗教活动场所登记办法,zong'jiao'huo'dong'chang'suo'deng'ji'ban'fa
宗教活动场所管理条例,zong'jiao'huo'dong'chang'suo'guan'li'tiao'li
宗教事务局,zong'jiao'shi'wu'ju
宗教事务条例,zong'jiao'shi'wu'tiao'li
宗教信仰自由,zong'jiao'xin'yang'zi'you
总交易量,zong'jiao'yi'liang
宗教指导者,zong'jiao'zhi'dao'zhe
总论,zong'lun
综上,zong'shang
纵式关系,zong'shi'guan'xi
总则,zong'ze
走私毒品配料罪,zou'si'du'pin'pei'liao'zui
走私毒品罪,zou'si'du'pin'zui
走私活动,zou'si'huo'dong
走私罪,zou'si'zui
阻碍司法公正,zu'ai'si'fa'gong'zheng
租船费,zu'chuan'fei
租船合同,zu'chuan'he'tong
租船人,zu'chuan'ren
租借合同,zu'jie'he'tong
租借人,zu'jie'ren
租金,zu'jin
租客,zu'ke
租赁,zu'lin
租赁土地,zu'lin'tu'di
祖遗,zu'yi
租用人,zu'yong'ren
组织,zu'zhi
组织部,zu'zhi'bu
组织法,zu'zhi'fa
组织他人偷越国境罪,zu'zhi'ta'ren'tou'yue'guo'jing'zui
阻止性禁制令,zu'zhi'xing'jin'zhi'ling
最低工资规定,zui'di'gong'zi'gui'ding
最低资本额制度,zui'di'zi'ben'e'zhi'du
罪犯,zui'fan
最高国家权力机关,zui'gao'guo'jia'quan'li'ji'guan
最高人民法院,zui'gao'ren'min'fa'yuan
最高人民法院公报,zui'gao'ren'min'fa'yuan'gong'bao
最高人民法院研究室,zui'gao'ren'min'fa'yuan'yan'jiu'shi
最高人民检察署,zui'gao'ren'min'jian'cha'shu
最高人民检察院,zui'gao'ren'min'jian'cha'yuan
最高审判和监督机关,zui'gao'shen'pan'he'jian'du'ji'guan
最后裁决书,zui'hou'cai'jue'shu
最后陈述,zui'hou'chen'shu
最后贷款人,zui'hou'dai'kuan'ren
罪刑法定原则,zui'xing'fa'ding'yuan'ze
