阿斐,a'fei
在你慈爱的怀抱,zai'ni'ci'ai'de'huai'bao
在你大能荣耀光中,zai'ni'da'neng'rong'yao'guang'zhong
在你怀中必不怕遭害,zai'ni'huai'zhong'bi'bu'pa'zao'hai
在你脸上的光里行走,zai'ni'lian'shang'de'guang'li'xing'zou
在你行的一切道路上,zai'ni'xing'de'yi'qie'dao'lu'shang
在荣耀的敬拜里,zai'rong'yao'de'jing'bai'li
在神前称义,zai'shen'qian'cheng'yi
在圣者的会中,zai'sheng'zhe'de'hui'zhong
在世上,zai'shi'shang
在他毫无不义,zai'ta'hao'wu'bu'yi
在他里面,zai'ta'li'mian
在天空谁能比耶和华呢,zai'tian'kong'shui'neng'bi'ye'he'hua'ne
在天上我还能有谁,zai'tian'shang'wo'hai'neng'you'shui
在天执掌大权能,zai'tian'zhi'zhang'da'quan'neng
在忘记之地被知道吗,zai'wang'ji'zhi'di'bei'zhi'dao'ma
在我的歌声里,zai'wo'de'ge'sheng'li
在我里面燃烧,zai'wo'li'mian'ran'shao
在我生命如同在天上,zai'wo'sheng'ming'ru'tong'zai'tian'shang
在我生命中,zai'wo'sheng'ming'zhong
在我心中点燃,zai'wo'xin'zhong'dian'ran
在我心中更新不穷,zai'wo'xin'zhong'geng'xin'bu'qiong
在无数的黑夜里,zai'wu'shu'de'hei'ye'li
在线音乐,zai'xian'yin'yue
宰相的官位,zai'xiang'de'guan'wei
在阴间有谁称谢你,zai'yin'jian'you'shui'cheng'xie'ni
在幽暗里被知道吗,zai'you'an'li'bei'zhi'dao'ma
在这悖逆的世代,zai'zhe'bei'ni'de'shi'dai
在这晦暗的途中,zai'zhe'hui'an'de'tu'zhong
在这美丽的时刻,zai'zhe'mei'li'de'shi'ke
在主爱的怀抱中,zai'zhu'ai'de'huai'bao'zhong
在主前同心的祷告,zai'zhu'qian'tong'xin'de'dao'gao
赞美,zan'mei
赞美保惠师,zan'mei'bao'hui'shi
赞美称颂他名永不息,zan'mei'cheng'song'ta'ming'yong'bu'xi
赞美慈悲神,zan'mei'ci'bei'shen
赞美的清泉如春雨沐浴,zan'mei'de'qing'quan'ru'chun'yu'mu'yu
赞美的音符如雪花飘逸,zan'mei'de'yin'fu'ru'xue'hua'piao'yi
赞美基督因爱降生,zan'mei'ji'du'yin'ai'jiang'sheng
赞美三一歌,zan'mei'san'yi'ge
赞美上主安排夜景,zan'mei'shang'zhu'an'pai'ye'jing
赞美上主创造群山,zan'mei'shang'zhu'chuang'zao'qun'shan
赞美上主大哉宏恩,zan'mei'shang'zhu'da'zai'hong'en
赞美上主灌注百川,zan'mei'shang'zhu'guan'zhu'bai'chuan
赞美上主唤醒黎明,zan'mei'shang'zhu'huan'xing'li'ming
赞美上主装饰空间,zan'mei'shang'zhu'zhuang'shi'kong'jian
赞美神因其与大卫立约,zan'mei'shen'yin'qi'yu'da'wei'li'yue
赞美圣父圣子圣灵,zan'mei'sheng'fu'sheng'zi'sheng'ling
赞美圣灵大发光明,zan'mei'sheng'ling'da'fa'guang'ming
赞美诗,zan'mei'shi
赞美诗篇,zan'mei'shi'pian
赞美属我的神,zan'mei'shu'wo'de'shen
赞美我圣父,zan'mei'wo'sheng'fu
赞美我天父,zan'mei'wo'tian'fu
赞美音乐,zan'mei'yin'yue
赞美之泉,zan'mei'zhi'quan
赞美主,zan'mei'zhu
赞美主哈利路亚,zan'mei'zhu'ha'li'lu'ya
赞美主耶稣,zan'mei'zhu'ye'su
赞神颂,zan'shen'song
赞我天父歌,zan'wo'tian'fu'ge
早晨传扬你的慈爱,zao'chen'chuan'yang'ni'de'ci'ai
早晨你必听我的声音,zao'chen'ni'bi'ting'wo'de'sheng'yin
早晨我必向你陈明我的心意,zao'chen'wo'bi'xiang'ni'chen'ming'wo'de'xin'yi
皂荚木,zao'jia'mu
造就,zao'jiu
早期,zao'qi
造物,zao'wu
责备,ze'bei
责备警戒,ze'bei'jing'jie
怎样将一切强盛民,zen'yang'jiang'yi'qie'qiang'sheng'min
怎样明白神的旨意,zen'yang'ming'bai'shen'de'zhi'yi
憎恶,zeng'wu
绽放阳光编制神所造的梦,zhan'fang'yang'guang'bian'zhi'shen'suo'zao'de'meng
站立不住,zhan'li'bu'zhu
长大成人,zhang'da'cheng'ren
长老,zhang'lao
长老会,zhang'lao'hui
长老制,zhang'lao'zhi
长老宗,zhang'lao'zong
章力生,zhang'li'sheng
帐幕,zhang'mu
帐棚,zhang'peng
彰显威严大能垂听呼声,zhang'xian'wei'yan'da'neng'chui'ting'hu'sheng
长子的,zhang'zi'de
长子的名分,zhang'zi'de'ming'fen
找不到可以倾诉,zhao'bu'dao'ke'yi'qing'su
招待员,zhao'dai'yuan
照顾,zhao'gu
照透造化群生,zhao'tou'zao'hua'qun'sheng
赵中辉,zhao'zhong'hui
这本为美事,zhe'ben'wei'mei'shi
这人便为有福,zhe'ren'bian'wei'you'fu
这人是有福的,zhe'ren'shi'you'fu'de
这是恩典之路,zhe'shi'en'dian'zhi'lu
这世界,zhe'shi'jie
这世界需要你我,zhe'shi'jie'xu'yao'ni'wo
这是盼望之路,zhe'shi'pan'wang'zhi'lu
这是圣洁之地神在这里,zhe'shi'sheng'jie'zhi'di'shen'zai'zhe'li
这些终日如水环绕我,zhe'xie'zhong'ri'ru'shui'huan'rao'wo
哲学思想,zhe'xue'si'xiang
这一生都是祝福,zhe'yi'sheng'dou'shi'zhu'fu
这一生最美的祝福,zhe'yi'sheng'zui'mei'de'zhu'fu
这约凡事坚稳,zhe'yue'fan'shi'jian'wen
这灾却不得临近你,zhe'zai'que'bu'de'lin'jin'ni
真诚的,zhen'cheng'de
真诚敬拜,zhen'cheng'jing'bai
真道手册,zhen'dao'shou'ce
真理,zhen'li
真理带我进入那,zhen'li'dai'wo'jin'ru'na
真理与生命,zhen'li'yu'sheng'ming
真理在我心,zhen'li'zai'wo'xin
振我众精神,zhen'wo'zhong'jing'shen
箴言,zhen'yan
真正的,zhen'zheng'de
真知派,zhen'zhi'pai
真自由,zhen'zi'you
正常的基督徒信仰,zheng'chang'de'ji'du'tu'xin'yang
证道,zheng'dao
正典,zheng'dian
正经正典,zheng'jing'zheng'dian
正是他们要灭亡,zheng'shi'ta'men'yao'mie'wang
整体,zheng'ti
拯我避免忧惊,zheng'wo'bi'mian'you'jing
正义,zheng'yi
正直人的赞美是合宜的,zheng'zhi'ren'de'zan'mei'shi'he'yi'de
正直善义公平,zheng'zhi'shan'yi'gong'ping
直奔标竿,zhi'ben'biao'gan
支持,zhi'chi
支搭帐棚,zhi'da'zhang'peng
直到万代,zhi'dao'wan'dai
直到我们看见复兴,zhi'dao'wo'men'kan'jian'fu'xing
知道向你欢呼的,zhi'dao'xiang'ni'huan'hu'de
直到永远,zhi'dao'yong'yuan
职分,zhi'fen
职分与品德,zhi'fen'yu'pin'de
至高上帝的祭司,zhi'gao'shang'di'de'ji'si
至高神,zhi'gao'shen
至高神的祭司,zhi'gao'shen'de'ji'si
智慧,zhi'hui
智慧书,zhi'hui'shu
直街,zhi'jie
至近的亲属,zhi'jin'de'qin'shu
鸷鸟,zhi'niao
支派,zhi'pai
至圣所,zhi'sheng'suo
执事,zhi'shi
指示你当行的路,zhi'shi'ni'dang'hang'de'lu
只是我必,zhi'shi'wo'bi
只是我的信实,zhi'shi'wo'de'xin'shi
治死,zhi'si
至死忠心,zhi'si'zhong'xin
之途,zhi'tu
之物,zhi'wu
脂油,zhi'you
只愿分分秒秒,zhi'yuan'fen'fen'miao'miao
制帐篷,zhi'zhang'peng
指着自己的圣洁起誓,zhi'zhe'zi'ji'de'sheng'jie'qi'shi
之子,zhi'zi
枝子,zhi'zi
知足,zhi'zu
中保,zhong'bao
众光之源三一上主,zhong'guang'zhi'yuan'san'yi'shang'zhu
中国基督教书刊,zhong'guo'ji'du'jiao'shu'kan
中国教会史,zhong'guo'jiao'hui'shi
终极真理,zhong'ji'zhen'li
重浸教,zhong'jin'jiao
终久他必被火焚烧,zhong'jiu'ta'bi'bei'huo'fen'shao
众人都有罪,zhong'ren'dou'you'zui
众山怎样围绕耶路撒冷,zhong'shan'zen'yang'wei'rao'ye'lu'sa'leng
众圣都崇敬,zhong'sheng'dou'chong'jing
众圣颂扬歌,zhong'sheng'song'yang'ge
众天使俯伏深深敬拜你,zhong'tian'shi'fu'fu'shen'shen'jing'bai'ni
众天使围绕你座前,zhong'tian'shi'wei'rao'ni'zuo'qian
中文圣经,zhong'wen'sheng'jing
中文圣经灵修版,zhong'wen'sheng'jing'ling'xiu'ban
中文圣经流源,zhong'wen'sheng'jing'liu'yuan
众先知,zhong'xian'zhi
忠心的管家,zhong'xin'de'guan'jia
忠心的事奉,zhong'xin'de'shi'feng
终于不再流泪,zhong'yu'bu'zai'liu'lei
终于可以停歇,zhong'yu'ke'yi'ting'xie
终止,zhong'zhi
周年会议,zhou'nian'hui'yi
昼夜作南针,zhou'ye'zuo'nan'zhen
咒诅,zhou'zu
主啊你从前凭你的信实,zhu'a'ni'cong'qian'ping'ni'de'xin'shi
主啊求你记念,zhu'a'qiu'ni'ji'nian
主啊我要回到你身旁,zhu'a'wo'yao'hui'dao'ni'shen'pang
诸般善果圣灵所生,zhu'ban'shan'guo'sheng'ling'suo'sheng
主必嗤笑他们,zhu'bi'chi'xiao'ta'men
主曾亲发誓言,zhu'ceng'qin'fa'shi'yan
主持,zhu'chi
主赐的福如春雨,zhu'ci'de'fu'ru'chun'yu
主赐的生命是泉源,zhu'ci'de'sheng'ming'shi'quan'yuan
主祷文,zhu'dao'wen
主的餐,zhu'de'can
主的恩典将如春雨降下,zhu'de'en'dian'jiang'ru'chun'yu'jiang'xia
主的浇灌,zhu'de'jiao'guan
主的仆人,zhu'de'pu'ren
主的权能将是我双翼,zhu'de'quan'neng'jiang'shi'wo'shuang'yi
主的日子,zhu'de'ri'zi
祝福,zhu'fu
主既完成奇事,zhu'ji'wan'cheng'qi'shi
主将赐福在我们之中,zhu'jiang'ci'fu'zai'wo'men'zhi'zhong
主教,zhu'jiao
主教制,zhu'jiao'zhi
主居郇山高处,zhu'ju'xun'shan'gao'chu
主恳求你,zhu'ken'qiu'ni
主恳求你医治我保守我,zhu'ken'qiu'ni'yi'zhi'wo'bao'shou'wo
主恳求你引导我教训我,zhu'ken'qiu'ni'yin'dao'wo'jiao'xun'wo
注目看耶稣,zhu'mu'kan'ye'su
注目看耶稣定睛看耶稣,zhu'mu'kan'ye'su'ding'jing'kan'ye'su
主你是避难所,zhu'ni'shi'bi'nan'suo
主你是我的力量,zhu'ni'shi'wo'de'li'liang
主你是我高台,zhu'ni'shi'wo'gao'tai
主你是我力量,zhu'ni'shi'wo'li'liang
主你是我们的神,zhu'ni'shi'wo'men'de'shen
主你已为我,zhu'ni'yi'wei'wo
住棚节,zhu'peng'jie
主求你保护我搭救我,zhu'qiu'ni'bao'hu'wo'da'jiu'wo
主求你察看我试验我,zhu'qiu'ni'cha'kan'wo'shi'yan'wo
主求你赦免我看顾我,zhu'qiu'ni'she'mian'wo'kan'gu'wo
主求你转向我怜恤我,zhu'qiu'ni'zhuan'xiang'wo'lian'xu'wo
主日,zhu'ri
主日崇拜,zhu'ri'chong'bai
主日崇拜程序,zhu'ri'chong'bai'cheng'xu
主日学,zhu'ri'xue
主日学教师教育,zhu'ri'xue'jiao'shi'jiao'yu
主是我的高台,zhu'shi'wo'de'gao'tai
主是我的力量,zhu'shi'wo'de'li'liang
主所喜悦的名字,zhu'suo'xi'yue'de'ming'zi
诸天藉耶和华的命而造,zhu'tian'ji'ye'he'hua'de'ming'er'zao
诸天穹苍传扬你的荣耀,zhu'tian'qiong'cang'chuan'yang'ni'de'rong'yao
诸天要称赞你的奇事,zhu'tian'yao'cheng'zan'ni'de'qi'shi
主我敬拜你,zhu'wo'jing'bai'ni
主我双手举起,zhu'wo'shuang'shou'ju'qi
助我赞美主名敬献心声,zhu'wo'zan'mei'zhu'ming'jing'xian'xin'sheng
主席,zhu'xi
柱象,zhu'xiang
主耶和华是我的帮助,zhu'ye'he'hua'shi'wo'de'bang'zhu
主耶稣,zhu'ye'su
主耶稣基督,zhu'ye'su'ji'du
主已经为你我而预备,zhu'yi'jing'wei'ni'wo'er'yu'bei
主在十架流血,zhu'zai'shi'jia'liu'xue
住在至高者隐密处的,zhu'zai'zhi'gao'zhe'yin'mi'chu'de
柱子,zhu'zi
主做事有定时,zhu'zuo'shi'you'ding'shi
抓的妇,zhua'de'fu
装备,zhuang'bei
状态,zhuang'tai
庄严广大妙身,zhuang'yan'guang'da'miao'shen
锥克玛,zhui'ke'ma
追随主的众圣,zhui'sui'zhu'de'zhong'sheng
准绳,zhun'sheng
濯足日,zhuo'zu'ri
自古赏赐丰,zi'gu'shang'ci'feng
紫色,zi'se
自由,zi'you
自由地飞,zi'you'de'fei
自有永有,zi'you'yong'you
自由之地,zi'you'zhi'di
宗教,zong'jiao
宗教改革家,zong'jiao'gai'ge'jia
宗教及异端,zong'jiao'ji'yi'duan
宗教礼仪,zong'jiao'li'yi
宗教情操真伪辨,zong'jiao'qing'cao'zhen'wei'bian
宗教盛典,zong'jiao'sheng'dian
纵然仇敌围绕攻击我,zong'ran'chou'di'wei'rao'gong'ji'wo
总是全能的上帝,zong'shi'quan'neng'de'shang'di
纵使人生羁旅多愁,zong'shi'ren'sheng'ji'lv'duo'chou
棕树主日,zong'shu'zhu'ri
棕枝节,zong'zhi'jie
棕枝主日,zong'zhi'zhu'ri
走过伤心走过泪水,zou'guo'shang'xin'zou'guo'lei'shui
走向上帝,zou'xiang'shang'di
走在高山深谷,zou'zai'gao'shan'shen'gu
族类,zu'lei
最大的命令,zui'da'de'ming'ling
最大使命,zui'da'shi'ming
罪的代价,zui'de'dai'jia
罪的权势,zui'de'quan'shi
罪得赦,zui'de'she
罪恶,zui'e
罪过,zui'guo
醉酒,zui'jiu
罪孽,zui'nie
最虔诚最渴慕的祈祷,zui'qian'cheng'zui'ke'mu'de'qi'dao
罪愆得赦免哈利路亚,zui'qian'de'she'mian'ha'li'lu'ya
罪人,zui'ren
罪人不能仰视,zui'ren'bu'neng'yang'shi
罪人在义人的会中,zui'ren'zai'yi'ren'de'hui'zhong
尊主颂,zun'zhu'song
作基督耶稣使徒的保罗,zuo'ji'du'ye'su'shi'tu'de'bao'luo
作路上的光,zuo'lu'shang'de'guang
左手伸到海上,zuo'shou'shen'dao'hai'shang
作完全人,zuo'wan'quan'ren
