埃殆为病,ai'dai'wei'bing
繇繇乎若祭之有社,yao'yao'hu'ruo'ji'zhi'you'she
窈窈冥冥,yao'yao'ming'ming
药也,yao'ye
姚佚启态,yao'yi'qi'tai
尧以天下让许由,yao'yi'tian'xia'rang'xu'you
尧有大章,yao'you'da'zhang
邀于此者,yao'yu'ci'zhe
邀于郊,yao'yu'jiao
尧于是放欢兜于崇山,yao'yu'shi'fang'huan'dou'yu'chong'shan
尧与许由天下,yao'yu'xu'you'tian'xia
尧曰,yao'yue
要在仁义,yao'zai'ren'yi
要在于主,yao'zai'yu'zhu
咬者,yao'zhe
窈者,yao'zhe
尧之师曰许由,yao'zhi'shi'yue'xu'you
尧治天下,yao'zhi'tian'xia
尧之为君也,yao'zhi'wei'jun'ye
尧之治天下,yao'zhi'zhi'tian'xia
夜半,ye'ban
夜半生其子,ye'ban'sheng'qi'zi
夜半于无人之时而与舟人斗,ye'ban'yu'wu'ren'zhi'shi'er'yu'zhou'ren'dou
曳而后往,ye'er'hou'wang
业可得进乎,ye'ke'de'jin'hu
曳履而歌商颂,ye'lv'er'ge'shang'song
野马也,ye'ma'ye
业入而不舍,ye'ru'er'bu'she
夜行昼居,ye'xing'zhou'ju
夜以继日,ye'yi'ji'ri
野有彷徨,ye'you'pang'huang
野语有之曰,ye'yu'you'zhi'yue
谒者复通,ye'zhe'fu'tong
谒者入通,ye'zhe'ru'tong
以爱孝难,yi'ai'xiao'nan
以爱孝易,yi'ai'xiao'yi
以安四乡,yi'an'si'xiang
以敖予,yi'ao'yu
以八千岁为春,yi'ba'qian'sui'wei'chun
以北居畏垒之山,yi'bei'ju'wei'lei'zhi'shan
以本为精,yi'ben'wei'jing
以币从者,yi'bi'cong'zhe
羿必得之,yi'bi'de'zhi
衣弊履穿,yi'bi'lv'chuan
以避薰凿之患,yi'bi'xun'zao'zhi'huan
亦辩也,yi'bian'ye
以宾寡人,yi'bin'gua'ren
亦步,yi'bu
以不材得终其天年,yi'bu'cai'de'zhong'qi'tian'nian
以不材死,yi'bu'cai'si
一不成而万有余丧矣,yi'bu'cheng'er'wan'you'yu'sang'yi
以不当存者寡,yi'bu'dang'cun'zhe'gua
以不当亡者众,yi'bu'dang'wang'zhe'zhong
一不化者也,yi'bu'hua'zhe'ye
以不惑解惑,yi'bu'huo'jie'huo
亦不可以容声矣,yi'bu'ke'yi'rong'sheng'yi
亦不能清,yi'bu'neng'qing
以不平平,yi'bu'ping'ping
以不同形相禅,yi'bu'tong'xing'xiang'chan
亦步也,yi'bu'ye
以不用为愚,yi'bu'yong'wei'yu
以不征征,yi'bu'zheng'zheng
以财分人谓之贤,yi'cai'fen'ren'wei'zhi'xian
以残民人,yi'can'min'ren
以残其形,yi'can'qi'xing
以操为验,yi'cao'wei'yan
以差观之,yi'cha'guan'zhi
益车百乘,yi'che'bai'sheng
以彻为名,yi'che'wei'ming
一成矩,yi'cheng'ju
以盛水浆,yi'cheng'shui'jiang
亦驰,yi'chi
亦驰也,yi'chi'ye
一尺之捶,yi'chi'zhi'chui
以处大山,yi'chu'da'shan
以出乎众为心也,yi'chu'hu'zhong'wei'xin'ye
以处圹琅之野,yi'chu'kuang'lang'zhi'ye
以出六极之外,yi'chu'liu'ji'zhi'wai
以锄其色,yi'chu'qi'se
以处玄宫,yi'chu'xuan'gong
以此白心,yi'ci'bai'xin
以此处上,yi'ci'chu'shang
以此处下,yi'ci'chu'xia
以此畜下,yi'ci'chu'xia
以此教人,yi'ci'jiao'ren
以此进为而抚世,yi'ci'jin'wei'er'fu'shi
以此事上,yi'ci'shi'shang
以此退居而闲游,yi'ci'tui'ju'er'xian'you
以此修身,yi'ci'xiu'shen
以此治物,yi'ci'zhi'wu
以此周行天下,yi'ci'zhou'hang'tian'xia
以此自行,yi'ci'zi'xing
以待其所不知之化已乎,yi'dai'qi'suo'bu'zhi'zhi'hua'yi'hu
一旦名已绝矣,yi'dan'ming'yi'jue'yi
以道德为主,yi'dao'de'wei'zhu
以道泛观,yi'dao'fan'guan
以道观分,yi'dao'guan'fen
以道观能,yi'dao'guan'neng
以道观言,yi'dao'guan'yan
以道观之,yi'dao'guan'zhi
以道为门,yi'dao'wei'men
以德分人谓之圣,yi'de'fen'ren'wei'zhi'sheng
亦得人矣,yi'de'ren'yi
以德为本,yi'de'wei'ben
以德为循,yi'de'wei'xun
以德为循者,yi'de'wei'xun'zhe
以得为在民,yi'de'wei'zai'min
以登云天,yi'deng'yun'tian
一而不变,yi'er'bu'bian
一而不党,yi'er'bu'dang
一而不可不易者,yi'er'bu'ke'bu'yi'zhe
已而不知其然,yi'er'bu'zhi'qi'ran
已而大鱼食之,yi'er'da'yu'shi'zhi
以二缶钟惑,yi'er'fou'zhong'huo
以耳合獾,yi'er'he'huan
已而后世诠才讽说之徒,yi'er'hou'shi'quan'cai'feng'shuo'zhi'tu
以耳听耳,yi'er'ting'er
已而为知者,yi'er'wei'zhi'zhe
易而无私,yi'er'wu'si
意而子见许由,yi'er'zi'jian'xu'you
意而子曰,yi'er'zi'yue
以法为分,yi'fa'wei'fen
以反人为实,yi'fan'ren'wei'shi
一愤一起,yi'fen'yi'qi
已夫,yi'fu
以富为是者,yi'fu'wei'shi'zhe
以扶吾形,yi'fu'wu'xing
以夫子之行为奚如,yi'fu'zi'zhi'xing'wei'xi'ru
以感其意,yi'gan'qi'yi
以告壶子,yi'gao'hu'zi
以告孔子,yi'gao'kong'zi
以告颜回曰,yi'gao'yan'hui'yue
以功观之,yi'gong'guan'zhi
羿工乎中微而拙乎使人无己誉,yi'gong'hu'zhong'wei'er'zhuo'hu'shi'ren'wu'ji'yu
以钩注者惮,yi'gou'zhu'zhe'dan
抑固娄邪,yi'gu'lou'xie
以挂功名,yi'gua'gong'ming
以观无妄,yi'guan'wu'wang
以观众人之耳目哉,yi'guan'zhong'ren'zhi'er'mu'zai
翼广七尺,yi'guang'qi'chi
亦好背而毁之,yi'hao'bei'er'hui'zhi
以豪杰士为夹,yi'hao'jie'shi'wei'jia
以和为量,yi'he'wei'liang
亦何闻焉,yi'he'wen'yan
亦何闻于夫子,yi'he'wen'yu'fu'zi
以候敖者,yi'hou'ao'zhe
已乎,yi'hu
一呼而不闻,yi'hu'er'bu'wen
依乎天理,yi'hu'tian'li
已乎已乎,yi'hu'yi'hu
已化而生,yi'hua'er'sheng
以化齐民,yi'hua'qi'min
以黄帝为知言,yi'huang'di'wei'zhi'yan
以黄金注者昏,yi'huang'jin'zhu'zhe'hun
一晦一明,yi'hui'yi'ming
以奇偶不仵之辞相应,yi'ji'ou'bu'wu'zhi'ci'xiang'ying
以稽为决,yi'ji'wei'jue
异鸡无敢应者,yi'ji'wu'gan'ying'zhe
以坚白同异之辩相訾,yi'jian'bai'tong'yi'zhi'bian'xiang'zi
以贱其亲,yi'jian'qi'qin
义兼于德,yi'jian'yu'de
以奸者七十二君,yi'jian'zhe'qi'shi'er'jun
亦将不与之遗,yi'jiang'bu'yu'zhi'yi
亦将何规哉,yi'jiang'he'gui'zai
以教后世,yi'jiao'hou'shi
夷节归,yi'jie'gui
夷节言之于王,yi'jie'yan'zhi'yu'wang
以禁攻寝兵为外,yi'jin'gong'qin'bing'wei'wai
以敬孝易,yi'jing'xiao'yi
以巨子为圣人,yi'ju'zi'wei'sheng'ren
一君无所钩用,yi'jun'wu'suo'gou'yong
以可不可为一贯者,yi'ke'bu'ke'wei'yi'guan'zhe
义可亏也,yi'ke'kui'ye
亦可以为得矣,yi'ke'yi'wei'de'yi
以空虚不毁万物为实,yi'kong'xu'bu'hui'wan'wu'wei'shi
以苦一国之民,yi'ku'yi'guo'zhi'min
以匡天下之形,yi'kuang'tian'xia'zhi'xing
以窥其所不休者,yi'kui'qi'suo'bu'xiu'zhe
以乐为和,yi'le'wei'he
以礼为行,yi'li'wei'xing
以礼为翼,yi'li'wei'yi
以礼为翼者,yi'li'wei'yi'zhe
以隶相尊,yi'li'xiang'zun
以礼饮酒者,yi'li'yin'jiu'zhe
一龙一蛇,yi'long'yi'she
以鲁国而儒者一人耳,yi'lu'guo'er'ru'zhe'yi'ren'er
颐辂生乎食醢,yi'lu'sheng'hu'shi'hai
亦乱人也,yi'luan'ren'ye
以马喻马之非马,yi'ma'yu'ma'zhi'fei'ma
以每成功,yi'mei'cheng'gong
以媚一世,yi'mei'yi'shi
医门多疾,yi'men'duo'ji
以迷惑天下之主,yi'mi'huo'tian'xia'zhi'zhu
以迷天下之主,yi'mi'tian'xia'zhi'zhu
已灭矣,yi'mie'yi
一命而吕巨,yi'ming'er'lv'ju
义明而物亲,yi'ming'er'wu'qin
异名同实,yi'ming'tong'shi
以名为表,yi'ming'wei'biao
以谬悠之说,yi'miu'you'zhi'shuo
蚁慕羊肉,yi'mu'yang'rou
亦乃取于是者也,yi'nai'qu'yu'shi'zhe'ye
一年而野,yi'nian'er'ye
以其不知也,yi'qi'bu'zhi'ye
遗其耳目,yi'qi'er'mu
倚其户与之语曰,yi'qi'hu'yu'zhi'yu'yue
以岐峤为服,yi'qi'qiao'wei'fu
以其十乘犀庄子,yi'qi'shi'cheng'xi'zhuang'zi
以其忘之也,yi'qi'wang'zhi'ye
以其心得其常心,yi'qi'xin'de'qi'chang'xin
壹其性,yi'qi'xing
遗其玄珠,yi'qi'xuan'zhu
以其知得其心,yi'qi'zhi'de'qi'xin
宜栖之深林,yi'qi'zhi'shen'lin
以其至小,yi'qi'zhi'xiao
以其知之所知,yi'qi'zhi'zhi'suo'zhi
以其知之也,yi'qi'zhi'zhi'ye
以强陵弱,yi'qiang'ling'ruo
以挈天地,yi'qie'tian'di
以挈吾行,yi'qie'wu'xing
以清廉士为锷,yi'qing'lian'shi'wei'e
一清一浊,yi'qing'yi'zhuo
以情欲寡浅为内,yi'qing'yu'gua'qian'wei'nei
以穷为辱,yi'qiong'wei'ru
宜楸柏桑,yi'qiu'bai'sang
以求复其初,yi'qiu'fu'qi'chu
衣裘褐,yi'qiu'he
以求容与其心,yi'qiu'rong'yu'qi'xin
以丘为必使楚王之召己也,yi'qiu'wei'bi'shi'chu'wang'zhi'zhao'ji'ye
以求致其明,yi'qiu'zhi'qi'ming
亦趋,yi'qu
以趣观之,yi'qu'guan'zhi
亦去其害马者而已矣,yi'qu'qi'hai'ma'zhe'er'yi'yi
亦趋也,yi'qu'ye
一曲之人也,yi'qu'zhi'ren'ye
一曲之士也,yi'qu'zhi'shi'ye
异鹊从而利之,yi'que'cong'er'li'zhi
异鹊感吾颡,yi'que'gan'wu'sang
一雀适羿,yi'que'shi'yi
以让卞随,yi'rang'bian'sui
以仁为恩,yi'ren'wei'en
意仁义其非人情乎,yi'ren'yi'qi'fei'ren'qing'hu
以人之言而遗我粟,yi'ren'zhi'yan'er'yi'wo'su
易人之意,yi'ren'zhi'yi
异日,yi'ri
一日浸百畦,yi'ri'jin'bai'qi
以日月为连璧,yi'ri'yue'wei'lian'bi
一汝度,yi'ru'du
意如飘风,yi'ru'piao'feng
易辱人以言,yi'ru'ren'yi'yan
以濡弱谦下为表,yi'ru'ruo'qian'xia'wei'biao
一汝视,yi'ru'shi
以汝为虫臂乎,yi'ru'wei'chong'bi'hu
以汝为鼠肝乎,yi'ru'wei'shu'gan'hu
翼若垂天之云,yi'ruo'chui'tian'zhi'yun
亦若此而已矣,yi'ruo'ci'er'yi'yi
亦若此矣,yi'ruo'ci'yi
一若虎,yi'ruo'hu
亦若是则已矣,yi'ruo'shi'ze'yi'yi
一若志,yi'ruo'zhi
以善处丧盖鲁国,yi'shan'chu'sang'gai'lu'guo
以善毁爵为官师,yi'shan'hui'jue'wei'guan'shi
以伤庶物,yi'shang'shu'wu
一上一下,yi'shang'yi'xia
义设于适,yi'she'yu'shi
以深为根,yi'shen'wei'gen
以神为马,yi'shen'wei'ma
意甚矣哉,yi'shen'yi'zai
亦神者不胜,yi'shen'zhe'bu'sheng
以绳墨自矫,yi'sheng'mo'zi'jiao
以圣人之道,yi'sheng'ren'zhi'dao
以生为脊,yi'sheng'wei'ji
以生为体,yi'sheng'wei'ti
一盛一衰,yi'sheng'yi'shuai
遗生则精不亏,yi'sheng'ze'jing'bu'kui
移是,yi'shi
衣食不足,yi'shi'bu'zu
义士存焉,yi'shi'cun'yan
易世而无以相贱,yi'shi'er'wu'yi'xiang'jian
以是其所非,yi'shi'qi'suo'fei
以十仞之台县众间者也,yi'shi'ren'zhi'tai'xian'zhong'jian'zhe'ye
以事为常,yi'shi'wei'chang
以失为在己,yi'shi'wei'zai'ji
已失矣,yi'shi'yi
以是知其天也,yi'shi'zhi'qi'tian'ye
以收名声,yi'shou'ming'sheng
一受其成形,yi'shou'qi'cheng'xing
以守其盗贼之身乎,yi'shou'qi'dao'zei'zhi'shen'hu
倚树而吟,yi'shu'er'yin
以数之多者号而读之也,yi'shu'zhi'duo'zhe'hao'er'du'zhi'ye
以水救水,yi'shui'jiu'shui
以顺三光,yi'shun'san'guang
以顺四时,yi'shun'si'shi
以顺天下,yi'shun'tian'xia
以舜之德为未至也,yi'shun'zhi'de'wei'wei'zhi'ye
已死不可阻,yi'si'bu'ke'zu
遗死生也,yi'si'sheng'ye
以死为反也,yi'si'wei'fan'ye
以死为决芄溃痈,yi'si'wei'jue'wan'kui'yong
以死为尻,yi'si'wei'kao
已死矣,yi'si'yi
一死一生,yi'si'yi'sheng
以俗观之,yi'su'guan'zhi
以随侯之珠,yi'sui'hou'zhi'zhu
以天待之,yi'tian'dai'zhi
以天地为宗,yi'tian'di'wei'zong
以天属者,yi'tian'shu'zhe
以天为宗,yi'tian'wei'zong
以天下非之,yi'tian'xia'fei'zhi
以天下为之笼,yi'tian'xia'wei'zhi'long
以天下之美为尽在己,yi'tian'xia'zhi'mei'wei'jin'zai'ji
以恬养知,yi'tian'yang'zhi
亦天也,yi'tian'ye
以调海内,yi'tiao'hai'nei
以通乎物之所造,yi'tong'hu'wu'zhi'suo'zao
以瓦注者巧,yi'wa'zhu'zhe'qiao
已外生矣,yi'wai'sheng'yi
已外天下矣,yi'wai'tian'xia'yi
已外物矣,yi'wai'wu'yi
以外镇人心,yi'wai'zhen'ren'xin
遗万物,yi'wan'wu
遗忘其业,yi'wang'qi'ye
以忘亲难,yi'wang'qin'nan
以枉为在己,yi'wang'wei'zai'ji
以为不善矣,yi'wei'bu'shan'yi
以为不知己者诟厉也,yi'wei'bu'zhi'ji'zhe'gou'li'ye
以为道理,yi'wei'dao'li
已为道者解乎此,yi'wei'dao'zhe'jie'hu'ci
以为法式,yi'wei'fa'shi
以为夫绝俗过世之士焉,yi'wei'fu'jue'su'guo'shi'zhi'shi'yan
以为棺椁则速腐,yi'wei'guan'guo'ze'su'fu
以为害于性,yi'wei'hai'yu'xing
以为君车,yi'wei'jun'che
以为门户则液螨,yi'wei'men'hu'ze'ye'man
以为命有所成而形有所适也,yi'wei'ming'you'suo'cheng'er'xing'you'suo'shi'ye
以为莫己若者,yi'wei'mo'ji'ruo'zhe
以为其所为也,yi'wei'qi'suo'wei'ye
以为器则速毁,yi'wei'qi'ze'su'hui
以危其真,yi'wei'qi'zhen
以慰天下之心,yi'wei'tian'xia'zhi'xin
以慰天下之心者,yi'wei'tian'xia'zhi'xin'zhe
亦未闻道,yi'wei'wen'dao
以为无益于天下者,yi'wei'wu'yi'yu'tian'xia'zhe
以为阳虎也,yi'wei'yang'hu'ye
以为有苦而欲死也,yi'wei'you'ku'er'yu'si'ye
以为与己同时而生,yi'wei'yu'ji'tong'shi'er'sheng
亦未之不乐也,yi'wei'zhi'bu'le'ye
以为舟则沉,yi'wei'zhou'ze'chen
以为柱则蠹,yi'wei'zhu'ze'du
一闻人之过,yi'wen'ren'zhi'guo
以我为天子,yi'wo'wei'tian'zi
佚我以老,yi'wo'yi'lao
以五百岁为春,yi'wu'bai'sui'wei'chun
已无变矣,yi'wu'bian'yi
以无待问穷,yi'wu'dai'wen'qiong
以物观之,yi'wu'guan'zhi
以无厚入有间,yi'wu'hou'ru'you'jian
亦无四时之事,yi'wu'si'shi'zhi'shi
一悟万乘之主,yi'wu'wan'sheng'zhi'zhu
以物为粗,yi'wu'wei'cu
以物为量,yi'wu'wei'liang
以无为为常,yi'wu'wei'wei'chang
以无有为有,yi'wu'you'wei'you
以袭昆仑,yi'xi'kun'lun
以袭气母,yi'xi'qi'mu
一西一东,yi'xi'yi'dong
亦奚以异乎牧马哉,yi'xi'yi'yi'hu'mu'ma'zai
以下拂其上者也,yi'xia'fu'qi'shang'zhe'ye
以下伛拊人之民,yi'xia'yu'fu'ren'zhi'min
以贤良士为脊以忠圣士为镡,yi'xian'liang'shi'wei'ji'yi'zhong'sheng'shi'wei'chan
以贤临人,yi'xian'lin'ren
以显为是者,yi'xian'wei'shi'zhe
以贤下人,yi'xian'xia'ren
以相武丁,yi'xiang'wu'ding
一心定而万物服,yi'xin'ding'er'wan'wu'fu
一心定而王天下,yi'xin'ding'er'wang'tian'xia
以心复心,yi'xin'fu'xin
以刑为体,yi'xing'wei'ti
以刑为体者,yi'xing'wei'ti'zhe
亦虚而已,yi'xu'er'yi
一虚一满,yi'xu'yi'man
以言其老洫也,yi'yan'qi'lao'xu'ye
以言其日消也,yi'yan'qi'ri'xiao'ye
以燕溪石城为锋,yi'yan'xi'shi'cheng'wei'feng
亦言也,yi'yan'ye
以养耳目鼻口,yi'yang'er'mu'bi'kou
以养民人,yi'yang'min'ren
毅养其外而病攻其内,yi'yang'qi'wai'er'bing'gong'qi'nei
以养其知之所不知,yi'yang'qi'zhi'zhi'suo'bu'zhi
以养天下之形,yi'yang'tian'xia'zhi'xing
以养吾私与吾神者,yi'yang'wu'si'yu'wu'shen'zhe
易养也,yi'yang'ye
义也,yi'ye
意也,yi'ye
已矣,yi'yi
易以道阴阳,yi'yi'dao'yin'yang
挹挹乎耕而不顾,yi'yi'hu'geng'er'bu'gu
益以荒矣,yi'yi'huang'yi
一已己为马,yi'yi'ji'wei'ma
一以己为牛,yi'yi'ji'wei'niu
以衣食为主,yi'yi'shi'wei'zhu
一以是终,yi'yi'shi'zhong
以义为理,yi'yi'wei'li
衣以文绣,yi'yi'wen'xiu
亦易矣,yi'yi'yi
以异于彼,yi'yi'yu'bi
以义誉之,yi'yi'yu'zhi
翼殷不逝,yi'yin'bu'shi
伊尹何如,yi'yin'he'ru
亦因是也,yi'yin'shi'ye
颐隐于肩,yi'yin'yu'jian
颐隐于脐,yi'yin'yu'qi
以阴召阴,yi'yin'zhao'yin
以应无穷,yi'ying'wu'qiong
以用为知,yi'yong'wei'zhi
亦有辨乎,yi'you'bian'hu
以游大川,yi'you'da'chuan
以有积为不足,yi'you'ji'wei'bu'zu
以游世俗之间者,yi'you'shi'su'zhi'jian'zhe
亦有数乎,yi'you'shu'hu
议有所极,yi'you'suo'ji
意有所随,yi'you'suo'sui
意有所至,yi'you'suo'zhi
以游无极之野,yi'you'wu'ji'zhi'ye
以游无穷者,yi'you'wu'qiong'zhe
以游逍遥之墟,yi'you'xiao'yao'zhi'xu
以有形者象无形者而定矣,yi'you'xing'zhe'xiang'wu'xing'zhe'er'ding'yi
以有涯随无涯,yi'you'ya'sui'wu'ya
已有之矣,yi'you'zhi'yi
倚于槁梧而吟,yi'yu'gao'wu'er'yin
异于己而不欲者,yi'yu'ji'er'bu'yu'zhe
异于己为非之,yi'yu'ji'wei'fei'zhi
揖御寇而进之,yi'yu'kou'er'jin'zhi
以育群生,yi'yu'qun'sheng
以与世俗处,yi'yu'shi'su'chu
以予示之,yi'yu'shi'zhi
一与言为二,yi'yu'yan'wei'er
以寓言为广,yi'yu'yan'wei'guang
亦与之为无町畦,yi'yu'zhi'wei'wu'ding'qi
亦与之为无崖,yi'yu'zhi'wei'wu'ya
亦与之为婴儿,yi'yu'zhi'wei'ying'er
以约其外,yi'yue'qi'wai
以约为纪,yi'yue'wei'ji
一曰无色乱目,yi'yue'wu'se'luan'mu
一月之中不过四五日而已矣,yi'yue'zhi'zhong'bu'guo'si'wu'ri'er'yi'yi
异哉,yi'zai
异哉小童,yi'zai'xiao'tong
以造化为大冶,yi'zao'hua'wei'da'ye
义则反愁我己,yi'ze'fan'chou'wo'ji
一宅而寓于不得已,yi'zhai'er'yu'yu'bu'de'yi
以长得其用,yi'zhang'de'qi'yong
意者其有机缄而不得已邪,yi'zhe'qi'you'ji'jian'er'bu'de'yi'xie
意者其运转而不能自止邪,yi'zhe'qi'yun'zhuan'er'bu'neng'zi'zhi'xie
以赈盛溺,yi'zhen'sheng'ni
以正为在民,yi'zheng'wei'zai'min
以正众生,yi'zheng'zhong'sheng
以至此殛也,yi'zhi'ci'ji'ye
已之大循,yi'zhi'da'xun
意知而力不能行邪,yi'zhi'er'li'bu'neng'xing'xie
一之间,yi'zhi'jian
一之精通,yi'zhi'jing'tong
意治人之过也,yi'zhi'ren'zhi'guo'ye
以之神其交,yi'zhi'shen'qi'jiao
义之失也,yi'zhi'shi'ye
议之所不能察致者,yi'zhi'suo'bu'neng'cha'zhi'zhe
疑之所假,yi'zhi'suo'jia
一之所起,yi'zhi'suo'qi
意之所随者,yi'zhi'suo'sui'zhe
以知为师,yi'zhi'wei'shi
以知为时,yi'zhi'wei'shi
以知为时者,yi'zhi'wei'shi'zhe
以支为旨,yi'zhi'wei'zhi
以卮言为曼衍,yi'zhi'yan'wei'man'yan
已至矣,yi'zhi'yi
益之以博,yi'zhi'yi'bo
益之以怪,yi'zhi'yi'guai
以知勇士为锋,yi'zhi'yong'shi'wei'feng
以至于此其大也,yi'zhi'yu'ci'qi'da'ye
以至于今,yi'zhi'yu'jin
以至于无为,yi'zhi'yu'wu'wei
以指喻指之非指,yi'zhi'yu'zhi'zhi'fei'zhi
易之者,yi'zhi'zhe
一知之所知,yi'zhi'zhi'suo'zhi
以众暴寡,yi'zhong'bao'gua
以众伪,yi'zhong'wei
以重言为真,yi'zhong'yan'wei'zhen
以舟之可行于水也,yi'zhou'zhi'ke'xing'yu'shui'ye
以自苦为极,yi'zi'ku'wei'ji
以卒相丘也,yi'zu'xiang'qiu'ye
以佐五谷,yi'zuo'wu'gu
因案人之所感,yin'an'ren'zhi'suo'gan
因卞随而谋,yin'bian'sui'er'mou
因而问之,yin'er'wen'zhi
因非因是,yin'fei'yin'shi
隐故不自隐,yin'gu'bu'zi'yin
隐将芘其所赖,yin'jiang'pi'qi'suo'lai
饮酒以乐,yin'jiu'yi'le
饮酒以乐为主,yin'jiu'yi'le'wei'zhu
饮酒则欢乐,yin'jiu'ze'huan'le
淫六律,yin'liu'lv
音律同矣,yin'lv'tong'yi
淫僻于仁义之行,yin'pi'yu'ren'yi'zhi'xing
因其大而号以读之则可也,yin'qi'da'er'hao'yi'du'zhi'ze'ke'ye
因其固然,yin'qi'gu'ran
因其所大而大之,yin'qi'suo'da'er'da'zhi
因其所非而非之,yin'qi'suo'fei'er'fei'zhi
因其所然而然之,yin'qi'suo'ran'er'ran'zhi
因其所无而无之,yin'qi'suo'wu'er'wu'zhi
因其所小而小之,yin'qi'suo'xiao'er'xiao'zhi
因其所有而有之,yin'qi'suo'you'er'you'zhi
茵歧支离无胗,yin'qi'zhi'li'wu'zhen
因其自穷,yin'qi'zi'qiong
因任已明而原省次之,yin'ren'yi'ming'er'yuan'sheng'ci'zhi
因人之德以为贤良,yin'ren'zhi'de'yi'wei'xian'liang
饮食取足而不知其所从,yin'shi'qu'zu'er'bu'zhi'qi'suo'cong
因失吾问,yin'shi'wu'wen
因是已,yin'shi'yi
因是因非,yin'shi'yin'fei
饮食之间,yin'shi'zhi'jian
淫文章,yin'wen'zhang
阴阳并毗,yin'yang'bing'pi
阴阳不和,yin'yang'bu'he
阴阳错行,yin'yang'cuo'xing
阴阳和静,yin'yang'he'jing
阴阳食之,yin'yang'shi'zhi
阴阳四时运行,yin'yang'si'shi'yun'xing
阴阳调和,yin'yang'tiao'he
阴阳相照相盖相治,yin'yang'xiang'zhao'xiang'gai'xiang'zhi
阴阳有藏,yin'yang'you'cang
阴阳于人,yin'yang'yu'ren
阴阳者,yin'yang'zhe
阴阳之气有畛,yin'yang'zhi'qi'you'zhen
因以乘是非,yin'yi'cheng'shi'fei
因以己为质,yin'yi'ji'wei'zhi
因以曼衍,yin'yi'man'yan
因以是穷,yin'yi'shi'qiong
因以死偿节,yin'yi'si'chang'jie
因以为波流,yin'yi'wei'bo'liu
因以为弟靡,yin'yi'wei'di'mi
因以为天人矣,yin'yi'wei'tian'ren'yi
因于物而不去,yin'yu'wu'er'bu'qu
阴与夜,yin'yu'ye
引援而飞,yin'yuan'er'fei
因杖荚而去之,yin'zhang'jia'er'qu'zhi
因之舍,yin'zhi'she
因之以曼衍,yin'zhi'yi'man'yan
引之盈贯,yin'zhi'ying'guan
引之则俯,yin'zhi'ze'fu
音中黄钟,yin'zhong'huang'zhong
因众以宁,yin'zhong'yi'ning
因自投清泠之渊,yin'zi'tou'qing'ling'zhi'yuan
应帝王,ying'di'wang
应而不藏,ying'er'bu'cang
撄而后成者也,ying'er'hou'cheng'zhe'ye
婴儿生,ying'er'sheng
赢粮而趣之,ying'liang'er'qu'zhi
撄宁也者,ying'ning'ye'zhe
郢人垩慢其鼻端若蝇翼,ying'ren'e'man'qi'bi'duan'ruo'ying'yi
郢人立不失容,ying'ren'li'bu'shi'rong
应时而变者也,ying'shi'er'bian'zhe'ye
应物而不穷者也,ying'wu'er'bu'qiong'zhe'ye
郢有天下,ying'you'tian'xia
应于礼而不讳,ying'yu'li'er'bu'hui
影之守人也审,ying'zhi'shou'ren'ye'shen
应之以自然,ying'zhi'yi'zi'ran
勇动多怨,yong'dong'duo'yuan
勇敢之士奋患,yong'gan'zhi'shi'fen'huan
用功少,yong'gong'shao
勇悍果敢,yong'han'guo'gan
庸讵知吾所谓不知之非知邪,yong'ju'zhi'wu'suo'wei'bu'zhi'zhi'fei'zhi'xie
庸讵知吾所谓天之非人乎,yong'ju'zhi'wu'suo'wei'tian'zhi'fei'ren'hu
庸讵知吾所谓吾之乎,yong'ju'zhi'wu'suo'wei'wu'zhi'hu
庸讵知吾所谓知之非不知邪,yong'ju'zhi'wu'suo'wei'zhi'zhi'fei'bu'zhi'xie
用力甚寡而见功甚多,yong'li'shen'gua'er'jian'gong'shen'duo
勇歧而不成,yong'qi'er'bu'cheng
勇士一人,yong'shi'yi'ren
臃鞅大瘿说齐桓公,yong'yang'da'ying'shuo'qi'huan'gong
勇也,yong'ye
用也,yong'ye
庸也者,yong'ye'zhe
用也者,yong'ye'zhe
壅则哽,yong'ze'geng
用志不分,yong'zhi'bu'fen
拥肿之与居,yong'zhong'zhi'yu'ju
用锥指地也,yong'zhui'zhi'di'ye
犹百家众技也,you'bai'jia'zhong'ji'ye
有不辩也,you'bu'bian'ye
有不分也,you'bu'fen'ye
有不服之心者,you'bu'fu'zhi'xin'zhe
有不见也,you'bu'jian'ye
有不可无,you'bu'ke'wu
又不能以意其所将为,you'bu'neng'yi'yi'qi'suo'jiang'wei
有不能以有为有,you'bu'neng'yi'you'wei'you
有不任其声而趋举其诗焉,you'bu'ren'qi'sheng'er'qu'ju'qi'shi'yan
有不为大盗积者乎,you'bu'wei'da'dao'ji'zhe'hu
有不为大盗守者乎,you'bu'wei'da'dao'shou'zhe'hu
有长而无本剽者,you'chang'er'wu'ben'piao'zhe
有长而无乎本剽,you'chang'er'wu'hu'ben'piao
有长若不肖,you'chang'ruo'bu'xiao
有成与亏,you'cheng'yu'kui
有瘳矣,you'chou'yi
由此道也,you'ci'dao'ye
由此观之,you'ci'guan'zhi
犹存乎蓬艾之间,you'cun'hu'peng'ai'zhi'jian
有大物也,you'da'wu'ye
有大物者,you'da'wu'zhe
有待也而生,you'dai'ye'er'sheng
有待也而死,you'dai'ye'er'si
