爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
与日月合其明,yu'ri'yue'he'qi'ming
與日月合其明,yu'ri'yue'he'qi'ming
玉山讲义,yu'shan'jiang'yi
与上兴也,yu'shang'xing'ye
狱神得奇,yu'shen'de'qi
於是始作八卦,yu'shi'shi'zuo'ba'gua
与时消息,yu'shi'xiao'xi
与时偕极,yu'shi'xie'ji
與時偕極,yu'shi'xie'ji
与时偕行,yu'shi'xie'xing
與時偕行,yu'shi'xie'xing
与时行也,yu'shi'xing'ye
于食有福,yu'shi'you'fu
迂书,yu'shu
与四时合其序,yu'si'shi'he'qi'xu
與四時合其序,yu'si'shi'he'qi'xu
与天地合其德,yu'tian'di'he'qi'de
玉霄宝鉴,yu'xiao'bao'jian
玉铉在上,yu'xuan'zai'shang
遇也,yu'ye
语以其功下人者也,yu'yi'qi'gong'xia'ren'zhe'ye
雨以润之,yu'yi'run'zhi
与友人书论物理世界及不可思议,yu'you'ren'shu'lun'wu'li'shi'jie'ji'bu'ke'si'yi
遇雨之吉,yu'yu'zhi'ji
遇雨之吉羣疑亡也,yu'yu'zhi'ji'qun'yi'wang'ye
遇主于巷,yu'zhu'yu'xiang
遇主于巷未失道也,yu'zhu'yu'xiang'wei'shi'dao'ye
遇主于巷无咎,yu'zhu'yu'xiang'wu'jiu
鬻子,yu'zi
原道,yuan'dao
渊海子平,yuan'hai'zi'ping
元亨,yuan'heng
元亨利贞,yuan'heng'li'zhen
元吉,yuan'ji
元吉无咎,yuan'ji'wu'jiu
元吉在上,yuan'ji'zai'shang
远近相取而悔吝生,yuan'jin'xiang'qu'er'hui'lin'sheng
原名,yuan'ming
原强,yuan'qiang
远取诸物,yuan'qu'zhu'wu
原人,yuan'ren
原儒,yuan'ru
原善,yuan'shan
元神,yuan'shen
原神,yuan'shen
原筮,yuan'shi
原始反终,yuan'shi'fan'zhong
原始要终,yuan'shi'yao'zhong
元首,yuan'shou
远信必至,yuan'xin'bi'zhi
原性,yuan'xing
怨星,yuan'xing
元者,yuan'zhe
元者善之長也,yuan'zhe'shan'zhi'chang'ye
月带偏官,yue'dai'pian'guan
月带正官,yue'dai'zheng'guan
月德,yue'de
月德贵人,yue'de'gui'ren
月干,yue'gan
曰革,yue'ge
月海六合,yue'hai'lu'he
月海三合,yue'hai'san'he
月合,yue'he
月火六合,yue'huo'lu'he
月火三合,yue'huo'san'he
月建,yue'jian
月将,yue'jiang
月金六合,yue'jin'lu'he
月金三合,yue'jin'san'he
岳珂,yue'ke
月克,yue'ke
月令,yue'ling
月冥六合,yue'ming'lu'he
月冥三合,yue'ming'san'he
月墓,yue'mu
月木六合,yue'mu'lu'he
月木三合,yue'mu'san'he
月破,yue'po
月奇悖师,yue'qi'bei'shi
曰仁与义,yue'ren'yu'yi
月日入卦,yue'ri'ru'gua
曰柔与刚,yue'rou'yu'gang
月上比劫,yue'shang'bi'jie
月上偏财,yue'shang'pian'cai
月上偏印,yue'shang'pian'yin
月上伤官,yue'shang'shang'guan
月上食神,yue'shang'shi'shen
月上正财,yue'shang'zheng'cai
月上正印,yue'shang'zheng'yin
月生,yue'sheng
月水六合,yue'shui'lu'he
月水三合,yue'shui'san'he
月天六合,yue'tian'lu'he
月天三合,yue'tian'san'he
月土六合,yue'tu'lu'he
月土三合,yue'tu'san'he
曰闲舆卫,yue'xian'yu'wei
曰阴与阳,yue'yin'yu'yang
月盈则食,yue'ying'ze'shi
樂則行之憂則違之,yue'ze'xing'zhi'you'ze'wei'zhi
月柱,yue'zhu
月柱管岁运程,yue'zhu'guan'sui'yun'cheng
运程,yun'cheng
运到,yun'dao
云遁,yun'dun
云笈七籤,yun'ji'qi'qian
云上於天,yun'shang'yu'tian
允升,yun'sheng
允升大吉,yun'sheng'da'ji
运限,yun'xian
云行雨施,yun'xing'yu'shi
雲行雨施品物流形,yun'xing'yu'shi'pin'wu'liu'xing
雲行雨施天下平也,yun'xing'yu'shi'tian'xia'ping'ye
云中音诵新科之诫,yun'zhong'yin'song'xin'ke'zhi'jie
雲從龍風從虎,yun'zong'long'feng'zong'hu
杂而不厌,za'er'bu'yan
杂而不越,za'er'bu'yue
杂卦,za'gua
杂气,za'qi
在地成形,zai'di'cheng'xing
灾福,zai'fu
载鬼一车,zai'gui'yi'che
載鬼一車先張之弧,zai'gui'yi'ju'xian'zhang'zhi'hu
灾煞,zai'sha
在师中吉,zai'shi'zhong'ji
在天成象,zai'tian'cheng'xiang
在下位而不忧,zai'xia'wei'er'bu'you
在下位而不憂,zai'xia'wei'er'bu'you
灾在外也,zai'zai'wai'ye
灾滞,zai'zhi
葬书,zang'shu
葬之中野,zang'zhi'zhong'ye
灶神,zao'shen
灶神白羊,zao'shen'bai'yang
灶神处女,zao'shen'chu'nv
灶神金牛,zao'shen'jin'niu
灶神巨蟹,zao'shen'ju'xie
灶神摩羯,zao'shen'mo'jie
灶神射手,zao'shen'she'shou
灶神狮子,zao'shen'shi'zi
灶神双鱼,zao'shen'shuang'yu
灶神双子,zao'shen'shuang'zi
灶神水瓶,zao'shen'shui'ping
灶神天枰,zao'shen'tian'ping
灶神天蝎,zao'shen'tian'xie
燥万物者,zao'wan'wu'zhe
枣下论丛,zao'xia'lun'cong
则得其友,ze'de'qi'you
泽动而下,ze'dong'er'xia
泽风大过,ze'feng'da'guo
则各从其类也,ze'ge'cong'qi'lei'ye
則各從其類也,ze'ge'zong'qi'lei'ye
泽宫八卦,ze'gong'ba'gua
泽卦,ze'gua
则静而正,ze'jing'er'zheng
则困而反则也,ze'kun'er'fan'ze'ye
则乾坤或几乎息矣,ze'qian'kun'huo'ji'hu'xi'yi
泽上有地,ze'shang'you'di
澤上有地臨君子以,ze'shang'you'di'lin'jun'zi'yi
泽上有风,ze'shang'you'feng
泽上有雷,ze'shang'you'lei
泽上有水,ze'shang'you'shui
泽上於地,ze'shang'yu'di
泽上于天,ze'shang'yu'tian
则伤之者至矣,ze'shang'zhi'zhe'zhi'yi
则是天地不交,ze'shi'tian'di'bu'jiao
则损一人,ze'sun'yi'ren
则言语以为阶,ze'yan'yu'yi'wei'jie
泽中有火,ze'zhong'you'huo
泽中有雷,ze'zhong'you'lei
怎么,zen'me
缯缟,zeng'gao
增删卜易,zeng'shan'bu'yi
曾文正公全集,zeng'wen'zheng'gong'quan'ji
战格,zhan'ge
战龙於野,zhan'long'yu'ye
旃蒙,zhan'meng
占事未来,zhan'shi'wei'lai
掌宫,zhang'gong
张横渠集,zhang'heng'qu'ji
掌诀,zhang'jue
丈人,zhang'ren
张申府学术论文集,zhang'shen'fu'xue'shu'lun'wen'ji
张子全书,zhang'zi'quan'shu
长子帅师,zhang'zi'shuai'shi
肇论,zhao'lun
照四国也,zhao'si'guo'ye
昭阳,zhao'yang
浙江,zhe'jiang
折其右肱,zhe'qi'you'gong
哲学,zhe'xue
哲学大纲,zhe'xue'da'gang
哲学到何处去,zhe'xue'dao'he'chu'qu
哲学概论,zhe'xue'gai'lun
哲学及其根本问题,zhe'xue'ji'qi'gen'ben'wen'ti
哲学讲话,zhe'xue'jiang'hua
哲学评论,zhe'xue'ping'lun
哲学三慧,zhe'xue'san'hui
哲学月刊,zhe'xue'yue'kan
震不于其躬于其邻,zhen'bu'yu'qi'gong'yu'qi'lin
贞大人吉,zhen'da'ren'ji
震东方也,zhen'dong'fang'ye
真诰,zhen'gao
震宫,zhen'gong
震宫八卦,zhen'gong'ba'gua
贞固,zhen'gu
貞固足以幹事,zhen'gu'zu'yi'gan'shi
震卦,zhen'gua
贞观者也,zhen'guan'zhe'ye
真鬼刑疾,zhen'gui'xing'ji
振恒,zhen'heng
振恒在上,zhen'heng'zai'shang
振恆在上大无功也,zhen'heng'zai'shang'da'wu'gong'ye
貞吉,zhen'ji
贞吉,zhen'ji
贞疾,zhen'ji
貞吉悔亡,zhen'ji'hui'wang
贞吉悔亡,zhen'ji'hui'wang
貞吉悔亡未感害也,zhen'ji'hui'wang'wei'gan'hai'ye
贞吉升阶,zhen'ji'sheng'jie
震惊百里,zhen'jing'bai'li
震来虩虩,zhen'lai'xi'xi
贞厉,zhen'li
贞厉无咎,zhen'li'wu'jiu
贞吝,zhen'lin
振民育德,zhen'min'yu'de
贞明者也,zhen'ming'zhe'ye
震上,zhen'shang
震上兑下,zhen'shang'dui'xia
震上艮下,zhen'shang'gen'xia
震上坎下,zhen'shang'kan'xia
震上坤下,zhen'shang'kun'xia
震上离下,zhen'shang'li'xia
震上乾下,zhen'shang'qian'xia
震上巽下,zhen'shang'xun'xia
震上震下,zhen'shang'zhen'xia
贞胜者也,zhen'sheng'zhe'ye
震四,zhen'si
震往来厉,zhen'wang'lai'li
震无咎者,zhen'wu'jiu'zhe
真西山集,zhen'xi'shan'ji
震下,zhen'xia
震下兑上,zhen'xia'dui'shang
震下艮上,zhen'xia'gen'shang
震下坎上,zhen'xia'kan'shang
震下坤上,zhen'xia'kun'shang
震下离上,zhen'xia'li'shang
震下乾上,zhen'xia'qian'shang
震下巽上,zhen'xia'xun'shang
震下震上,zhen'xia'zhen'shang
真现实论,zhen'xian'shi'lun
震行无眚,zhen'xing'wu'sheng
贞凶,zhen'xiong
箴洋八股化之理学,zhen'yang'ba'gu'hua'zhi'li'xue
震一索而得男,zhen'yi'suo'er'de'nan
真与善的探索,zhen'yu'shan'de'tan'suo
贞者,zhen'zhe
震者动也,zhen'zhe'dong'ye
貞者事之幹也,zhen'zhe'shi'zhi'gan'ye
整庵存稿,zheng'an'cun'gao
正北方之卦也,zheng'bei'fang'zhi'gua'ye
征不服也,zheng'bu'fu'ye
正财,zheng'cai
正大而天地之情可见矣,zheng'da'er'tian'di'zhi'qing'ke'jian'yi
正大而天地之情可見矣,zheng'da'er'tian'di'zhi'qing'ke'xian'yi
正官,zheng'guan
正官五忌,zheng'guan'wu'ji
正乎凶也,zheng'hu'xiong'ye
正化,zheng'hua
征吉,zheng'ji
正理滴论,zheng'li'di'lun
政论,zheng'lun
正马,zheng'ma
正蒙,zheng'meng
正名,zheng'ming
正位居体,zheng'wei'ju'ti
征凶,zheng'xiong
徵验,zheng'yan
征邑国也,zheng'yi'guo'ye
正印,zheng'yin
知变化之道者,zhi'bian'hua'zhi'dao'zhe
之辰,zhi'chen
支辰一字,zhi'chen'yi'zi
知崇礼卑,zhi'chong'li'bei
知存而不知亡,zhi'cun'er'bu'zhi'wang
志大行也,zhi'da'xing'ye
知得而不知丧,zhi'de'er'bu'zhi'sang
知得而不知喪,zhi'de'er'bu'zhi'sang
止而說男下女,zhi'er'shuo'nan'xia'nv
制而用之,zhi'er'yong'zhi
直方大不习无不利,zhi'fang'da'bu'xi'wu'bu'li
之福,zhi'fu
值符,zhi'fu
值符飞宫,zhi'fu'fei'gong
雉膏不食,zhi'gao'bu'shi
致恭以存其位者也,zhi'gong'yi'cun'qi'wei'zhe'ye
之卦,zhi'gua
知光大也,zhi'guang'da'ye
至坚冰也,zhi'jian'bing'ye
知进而不知退,zhi'jin'er'bu'zhi'tui
知進而不知退,zhi'jin'er'bu'zhi'tui
志可则也,zhi'ke'ze'ye
知来者逆,zhi'lai'zhe'ni
值临,zhi'lin
知临,zhi'lin
至临,zhi'lin
至临无咎,zhi'lin'wu'jiu
至臨无咎,zhi'lin'wu'jiu
之命,zhi'ming
治平通义,zhi'ping'tong'yi
止其所也,zhi'qi'suo'ye
直其正也,zhi'qi'zheng'ye
志穷凶也,zhi'qiong'xiong'ye
志穷灾也,zhi'qiong'zai'ye
置闰,zhi'run
志上行也,zhi'shang'xing'ye
志舍下也,zhi'she'xia'ye
智神,zhi'shen
智神白羊,zhi'shen'bai'yang
智神处女,zhi'shen'chu'nv
智神金牛,zhi'shen'jin'niu
智神巨蟹,zhi'shen'ju'xie
智神摩羯,zhi'shen'mo'jie
智神射手,zhi'shen'she'shou
智神狮子,zhi'shen'shi'zi
智神双鱼,zhi'shen'shuang'yu
智神双子,zhi'shen'shuang'zi
智神水瓶,zhi'shen'shui'ping
智神天枰,zhi'shen'tian'ping
智神天蝎,zhi'shen'tian'xie
直趟六十四手,zhi'tang'liu'shi'si'shou
窒惕,zhi'ti
知通塞也,zhi'tong'sai'ye
志未变也,zhi'wei'bian'ye
志未得也,zhi'wei'de'ye
志未光也,zhi'wei'guang'ye
志未平也,zhi'wei'ping'ye
之象,zhi'xiang
致孝享也,zhi'xiao'xiang'ye
知行合一新论,zhi'xing'he'yi'xin'lun
志行正也,zhi'xing'zheng'ye
执徐,zhi'xu
知言,zhi'yan
止也,zhi'ye
之义,zhi'yi
之意,zhi'yi
知一,zhi'yi
知以藏往,zhi'yi'cang'wang
直以方也,zhi'yi'fang'ye
致役乎坤,zhi'yi'hu'kun
执用黄牛,zhi'yong'huang'niu
至于八月有凶,zhi'yu'ba'yue'you'xiong
至于八月有凶消不久也,zhi'yu'ba'yue'you'xiong'xiao'bu'jiu'ye
置于丛棘,zhi'yu'cong'ji
至于十年,zhi'yu'shi'nian
致远以利天下,zhi'yuan'yi'li'tian'xia
之月,zhi'yue
之运,zhi'yun
之灾,zhi'zai
志在君也,zhi'zai'jun'ye
至哉坤元,zhi'zai'kun'yuan
志在内也,zhi'zai'nei'ye
志在随人,zhi'zai'sui'ren
志在隨人所執下也,zhi'zai'sui'ren'suo'zhi'xia'ye
志在外也,zhi'zai'wai'ye
志在下也,zhi'zai'xia'ye
止斋文集,zhi'zhai'wen'ji
知者观其彖辞,zhi'zhe'guan'qi'tuan'ci
止之,zhi'zhi
知至至之,zhi'zhi'zhi'zhi
知至至之可與幾也,zhi'zhi'zhi'zhi'ke'yu'ji'ye
知终终之,zhi'zhong'zhong'zhi
止诸躬也,zhi'zhu'gong'ye
中不在人,zhong'bu'zai'ren
中传,zhong'chuan
终而所成始也,zhong'er'suo'cheng'shi'ye
中孚,zhong'fu
中孚卦终,zhong'fu'gua'zhong
中孚信也,zhong'fu'xin'ye
中宫,zhong'gong
中国佛学源流略讲,zhong'guo'fo'xue'yuan'liu'lue'jiang
中国古代社会研究,zhong'guo'gu'dai'she'hui'yan'jiu
中国古名家言,zhong'guo'gu'ming'jia'yan
中国国民革命与戴季陶主义,zhong'guo'guo'min'ge'ming'yu'dai'ji'tao'zhu'yi
中国经济问题研究,zhong'guo'jing'ji'wen'ti'yan'jiu
中国经济研究绪论,zhong'guo'jing'ji'yan'jiu'xu'lun
中国伦理学史,zhong'guo'lun'li'xue'shi
中国青年,zhong'guo'qing'nian
中国人生哲学,zhong'guo'ren'sheng'zhe'xue
中国人性论史,zhong'guo'ren'xing'lun'shi
中国社会性质问题论战,zhong'guo'she'hui'xing'zhi'wen'ti'lun'zhan
中国思想通史,zhong'guo'si'xiang'tong'shi
中国通史简编,zhong'guo'tong'shi'jian'bian
中国文化要义,zhong'guo'wen'hua'yao'yi
中国艺术精神,zhong'guo'yi'shu'jing'shen
中国哲学大纲,zhong'guo'zhe'xue'da'gang
中国哲学发微,zhong'guo'zhe'xue'fa'wei
中国哲学简史,zhong'guo'zhe'xue'jian'shi
中国哲学史稿,zhong'guo'zhe'xue'shi'gao
中国哲学十讲,zhong'guo'zhe'xue'shi'jiang
中国哲学原论,zhong'guo'zhe'xue'yuan'lun
中国哲学之精神及发展,zhong'guo'zhe'xue'zhi'jing'shen'ji'fa'zhan
中行,zhong'hang
中行独复,zhong'hang'du'fu
中行獨復,zhong'hang'du'fu
中行獨復以從道也,zhong'hang'du'fu'yi'zong'dao'ye
中行无咎,zhong'hang'wu'jiu
中華書局,zhong'hua'shu'ju
中吉,zhong'ji
終吉,zhong'ji
终吉,zhong'ji
重己,zhong'ji
终来有他,zhong'lai'you'ta
终来有它,zhong'lai'you'ta
终吝,zhong'lin
中论,zhong'lun
仲吕,zhong'lv
重门击柝,zhong'men'ji'tuo
重明以丽乎正,zhong'ming'yi'li'hu'zheng
重明以麗乎正,zhong'ming'yi'li'hu'zheng
终莫之胜,zhong'mo'zhi'sheng
中年,zhong'nian
中气,zhong'qi
終日乾乾,zhong'ri'qian'qian
终日乾乾,zhong'ri'qian'qian
終日乾乾反復道也,zhong'ri'qian'qian'fan'fu'dao'ye
中说,zhong'shuo
中天,zhong'tian
中未变也,zhong'wei'bian'ye
中未大也,zhong'wei'da'ye
中未光也,zhong'wei'guang'ye
中未亡也,zhong'wei'wang'ye
终无功也,zhong'wu'gong'ye
终无咎也,zhong'wu'jiu'ye
中无尤也,zhong'wu'you'ye
终无尤也,zhong'wu'you'ye
忠信,zhong'xin
中心得也,zhong'xin'de'ye
中心愿也,zhong'xin'yuan'ye
终凶,zhong'xiong
众也,zhong'ye
终以誉命,zhong'yi'yu'ming
中庸,zhong'yong
終有大敗,zhong'you'da'bai
终有大败,zhong'you'da'bai
中有庆也,zhong'you'qing'ye
众允,zhong'yun
众允悔亡,zhong'yun'hui'wang
衆允悔亡,zhong'yun'hui'wang
终则有始,zhong'ze'you'shi
中正而应,zhong'zheng'er'ying
中正以觀天下,zhong'zheng'yi'guan'tian'xia
中正以观天下,zhong'zheng'yi'guan'tian'xia
中正以通,zhong'zheng'yi'tong
中正有庆,zhong'zheng'you'qing
终止则乱,zhong'zhi'ze'luan
周髀算经,zhou'bi'suan'jing
周官,zhou'guan
周官新义,zhou'guan'xin'yi
舟楫之利,zhou'ji'zhi'li
周礼,zhou'li
周礼致太平论,zhou'li'zhi'tai'ping'lun
周濂溪集,zhou'lian'xi'ji
周流注虚,zhou'liu'zhu'xu
昼日三接,zhou'ri'san'jie
晝日三接,zhou'ri'san'jie
宙斯,zhou'si
周易,zhou'yi
周易本义,zhou'yi'ben'yi
周易大传,zhou'yi'da'zhuan
周易集解,zhou'yi'ji'jie
周易略例,zhou'yi'lue'li
周易内传,zhou'yi'nei'zhuan
周易探玄,zhou'yi'tan'xuan
周易外传,zhou'yi'wai'zhuan
周易哲学,zhou'yi'zhe'xue
周易正义,zhou'yi'zheng'yi
周易正義,zhou'yi'zheng'yi
周子全书,zhou'zi'quan'shu
朱绂方来,zhu'fu'fang'lai
主卦,zhu'gua
竹罗三限,zhu'luo'san'xian
朱雀,zhu'que
朱雀入墓,zhu'que'ru'mu
朱雀入狱,zhu'que'ru'yu
朱雀投江,zhu'que'tou'jiang
主人有言,zhu'ren'you'yan
朱舜水集,zhu'shun'shui'ji
著雍,zhu'yong
注云,zhu'yun
朱执信集,zhu'zhi'xin'ji
朱子大全,zhu'zi'da'quan
诸子平议,zhu'zi'ping'yi
朱子晚年定论,zhu'zi'wan'nian'ding'lun
朱子文集,zhu'zi'wen'ji
朱子语类,zhu'zi'yu'lei
朱子治家格言,zhu'zi'zhi'jia'ge'yan
转角进化,zhuan'jiao'jin'hua
转角退化,zhuan'jiao'tui'hua
装卦,zhuang'gua
壮于大舆之輹,zhuang'yu'da'yu'zhi'fu
壯于大輿之輹,zhuang'yu'da'yu'zhi'fu
壮于前趾,zhuang'yu'qian'zhi
庄子,zhuang'zi
庄子集解,zhuang'zi'ji'jie
庄子集释,zhuang'zi'ji'shi
缀瑕,zhui'xia
斵木为耜,zhuo'mu'wei'si
子辰,zi'chen
子丑,zi'chou
子丑合化己土,zi'chou'he'hua'ji'tu
子丑寅卯辰巳,zi'chou'yin'mao'chen'si
子丑寅卯辰巳午未申酉戌亥,zi'chou'yin'mao'chen'si'wu'wei'shen'you'xu'hai
紫府,zi'fu
自复,zi'fu
子晋,zi'jin
子卯,zi'mao
子女,zi'nv
子平真诠,zi'ping'zhen'quan
子平真侄,zi'ping'zhen'zhi
紫破,zi'po
自求口实,zi'qiu'kou'shi
自任,zi'ren
子日,zi'ri
自上下下,zi'shang'xia'xia
自上佑也,zi'shang'you'ye
子时,zi'shi
子弑其父,zi'shi'qi'fu
子水,zi'shui
子水父母,zi'shui'fu'mu
子水父母持世,zi'shui'fu'mu'chi'shi
子水官鬼,zi'shui'guan'gui
子水官鬼持世,zi'shui'guan'gui'chi'shi
子水妻财,zi'shui'qi'cai
子水妻财持世,zi'shui'qi'cai'chi'shi
子水兄弟,zi'shui'xiong'di
子水兄弟持世,zi'shui'xiong'di'chi'shi
子水子孙,zi'shui'zi'sun
子水子孙持世,zi'shui'zi'sun'chi'shi
子孙,zi'sun
子孙辰土,zi'sun'chen'tu
子孙辰土持世,zi'sun'chen'tu'chi'shi
子孙持世,zi'sun'chi'shi
子孙丑土,zi'sun'chou'tu
子孙丑土持世,zi'sun'chou'tu'chi'shi
子孙亥水,zi'sun'hai'shui
子孙亥水持世,zi'sun'hai'shui'chi'shi
子孙卯木,zi'sun'mao'mu
子孙卯木持世,zi'sun'mao'mu'chi'shi
子孙申金,zi'sun'shen'jin
子孙申金持世,zi'sun'shen'jin'chi'shi
子孙巳火,zi'sun'si'huo
子孙巳火持世,zi'sun'si'huo'chi'shi
子孙未土,zi'sun'wei'tu
子孙未土持世,zi'sun'wei'tu'chi'shi
子孙午火,zi'sun'wu'huo
子孙午火持世,zi'sun'wu'huo'chi'shi
子孙戌土,zi'sun'xu'tu
子孙戌土持世,zi'sun'xu'tu'chi'shi
子孙寅木,zi'sun'yin'mu
子孙寅木持世,zi'sun'yin'mu'chi'shi
子孙酉金,zi'sun'you'jin
子孙酉金持世,zi'sun'you'jin'chi'shi
子孙子水,zi'sun'zi'shui
子孙子水持世,zi'sun'zi'shui'chi'shi
紫贪,zi'tan
子田,zi'tian
自天佑也,zi'tian'you'ye
自天佑之,zi'tian'you'zhi
自天祐之吉无不利,zi'tian'you'zhi'ji'wu'bu'li
自外来也,zi'wai'lai'ye
自旺,zi'wang
子未,zi'wei
紫微,zi'wei
紫薇,zi'wei
紫微斗数,zi'wei'dou'shu
自我西郊,zi'wo'xi'jiao
自我致寇,zi'wo'zhi'kou
自我致戎,zi'wo'zhi'rong
子午,zi'wu
子午卯酉,zi'wu'mao'you
子午双包,zi'wu'shuang'bao
自下讼上,zi'xia'song'shang
自下訟上患至掇也,zi'xia'song'shang'huan'zhi'duo'ye
紫相,zi'xiang
紫相对破,zi'xiang'dui'po
自信,zi'xin
自刑,zi'xing
子阳,zi'yang
子遥巳格,zi'yao'si'ge
子遥巳禄,zi'yao'si'lu
自邑告命,zi'yi'gao'ming
字义详解,zi'yi'xiang'jie
子寅辰午申戌,zi'yin'chen'wu'shen'xu
子曰,zi'yue
子月,zi'yue
自占,zi'zhan
自昭明德,zi'zhao'ming'de
资政新篇,zi'zheng'xin'pian
子子,zi'zi
总理全集,zong'li'quan'ji
走转,zou'zhuan
卒成之终,zu'cheng'zhi'zhong
足以长人,zu'yi'chang'ren
足以干事,zu'yi'gan'shi
足以合礼,zu'yi'he'li
足以和义,zu'yi'he'yi
罪大而不可解,zui'da'er'bu'ke'jie
最近的中国哲学界,zui'jin'de'zhong'guo'zhe'xue'jie
罪王何论,zui'wang'he'lun
樽酒簋贰,zun'jiu'gui'er
樽酒簋貳剛柔際也,zun'jiu'gui'er'gang'rou'ji'ye
樽酒簋貳用缶,zun'jiu'gui'er'yong'fou
尊隐,zun'yin
左次无咎,zuo'ci'wu'jiu
作噩,zuo'e
左辅,zuo'fu
左三右七,zuo'san'you'qi
左氏春秋,zuo'shi'chun'qiu
坐下有化,zuo'xia'you'hua
左右,zuo'you
左传,zuo'zhuan
