阿大多为,a'da'duo'wei
中心交换技术,zhong'xin'jiao'huan'ji'shu
中心局,zhong'xin'ju
中心局终端,zhong'xin'ju'zhong'duan
中心孔,zhong'xin'kong
中心密实填芯,zhong'xin'mi'shi'tian'xin
中心前端,zhong'xin'qian'duan
中心扫描仪,zhong'xin'sao'miao'yi
中心试验室,zhong'xin'shi'yan'shi
中心四线组,zhong'xin'si'xian'zu
中心套管,zhong'xin'tao'guan
中心填充物,zhong'xin'tian'chong'wu
中心调整,zhong'xin'tiao'zheng
中心通道,zhong'xin'tong'dao
中心线芯放线装置,zhong'xin'xian'xin'fang'xian'zhuang'zhi
中心液压旋风过滤器,zhong'xin'ye'ya'xuan'feng'guo'lv'qi
中心载波海底电缆,zhong'xin'zai'bo'hai'di'dian'lan
中心支承构件,zhong'xin'zhi'cheng'gou'jian
中心支承螺旋管,zhong'xin'zhi'cheng'luo'xuan'guan
中心支承线,zhong'xin'zhi'cheng'xian
中心轴,zhong'xin'zhou
中性,zhong'xing
重型编织机,zhong'xing'bian'zhi'ji
重型成圈机头,zhong'xing'cheng'quan'ji'tou
重型大拉机,zhong'xing'da'la'ji
中性点,zhong'xing'dian
中性点不接地系统,zhong'xing'dian'bu'jie'di'xi'tong
中性点电流保护,zhong'xing'dian'dian'liu'bao'hu
中性点过电压保护,zhong'xing'dian'guo'dian'ya'bao'hu
重型电缆敷设设备,zhong'xing'dian'lan'fu'she'she'bei
中性点组合设备安装图,zhong'xing'dian'zu'he'she'bei'an'zhuang'tu
重型丁腈聚氯乙烯护套,zhong'xing'ding'jing'ju'lv'yi'xi'hu'tao
钟形角,zhong'xing'jiao
钟形绝缘子,zhong'xing'jue'yuan'zi
重型铠装,zhong'xing'kai'zhuang
重型氯化聚乙烯护套,zhong'xing'lv'hua'ju'yi'xi'hu'tao
中性母线,zhong'xing'mu'xian
重型耐磨橡套软电缆,zhong'xing'nai'mo'xiang'tao'ruan'dian'lan
重型切线式包带机,zhong'xing'qie'xian'shi'bao'dai'ji
钟形套管入口套管,zhong'xing'tao'guan'ru'kou'tao'guan
重型同轴电缆,zhong'xing'tong'zhou'dian'lan
重型无轴式放线装置,zhong'xing'wu'zhou'shi'fang'xian'zhuang'zhi
中性线,zhong'xing'xian
重型线盘,zhong'xing'xian'pan
中压,zhong'ya
中轧,zhong'ya
中压侧,zhong'ya'ce
终轧尺寸,zhong'ya'chi'cun
中压电缆,zhong'ya'dian'lan
中压电力电缆,zhong'ya'dian'li'dian'lan
终轧孔型,zhong'ya'kong'xing
终轧速度,zhong'ya'su'du
终轧轧槽,zhong'ya'ya'cao
中央,zhong'yang
中央处理装置,zhong'yang'chu'li'zhuang'zhi
中央控制室,zhong'yang'kong'zhi'shi
中央控制台,zhong'yang'kong'zhi'tai
中央终端试验设备,zhong'yang'zhong'duan'shi'yan'she'bei
重要,zhong'yao
重要的,zhong'yao'de
重要节重要网络节,zhong'yao'jie'zhong'yao'wang'luo'jie
重要性,zhong'yao'xing
重要作用,zhong'yao'zuo'yong
中勇于,zhong'yong'yu
终于,zhong'yu
中元,zhong'yuan
中轧机,zhong'zha'ji
中轧机架,zhong'zha'ji'jia
中轧机列,zhong'zha'ji'lie
中占有,zhong'zhan'you
钟罩式退火,zhong'zhao'shi'tui'huo
钟罩式退火炉,zhong'zhao'shi'tui'huo'lu
中轴线,zhong'zhou'xian
周婵,zhou'chan
轴承,zhou'cheng
轴承档,zhou'cheng'dang
周旦,zhou'dan
周到,zhou'dao
周二,zhou'er
洲湖,zhou'hu
洲湖变,zhou'hu'bian
洲湖变电站,zhou'hu'bian'dian'zhan
洲湖站,zhou'hu'zhan
周会,zhou'hui
周计划,zhou'ji'hua
周杰,zhou'jie
州金,zhou'jin
啁啾声,zhou'jiu'sheng
啁啾噪声,zhou'jiu'zao'sheng
轴孔,zhou'kong
轴孔直径,zhou'kong'zhi'jing
周六,zhou'liu
周密,zhou'mi
周末,zhou'mo
周末值班人员,zhou'mo'zhi'ban'ren'yuan
周期,zhou'qi
周期表,zhou'qi'biao
周期负荷载流量,zhou'qi'fu'he'zai'liu'liang
周期负载试验,zhou'qi'fu'zai'shi'yan
周期平稳特性,zhou'qi'ping'wen'te'xing
周期跳步,zhou'qi'tiao'bu
周期性,zhou'qi'xing
周期性变换扭绞方向,zhou'qi'xing'bian'huan'niu'jiao'fang'xiang
周期性额定因数,zhou'qi'xing'e'ding'yin'shu
周钦,zhou'qin
周日,zhou'ri
周日母差,zhou'ri'mu'cha
周三,zhou'san
轴伸档,zhou'shen'dang
周生产,zhou'sheng'chan
周生产计划,zhou'sheng'chan'ji'hua
轴式恒定张力放线装置,zhou'shi'heng'ding'zhang'li'fang'xian'zhuang'zhi
周四,zhou'si
周岁,zhou'sui
轴锁定环,zhou'suo'ding'huan
轴套,zhou'tao
轴瓦,zhou'wa
轴瓦块轴承,zhou'wa'kuai'zhou'cheng
周围,zhou'wei
周围装设,zhou'wei'zhuang'she
皱纹薄壁钢套,zhou'wen'bao'bi'gang'tao
皱纹表面,zhou'wen'biao'mian
皱纹波谷,zhou'wen'bo'gu
皱纹导体,zhou'wen'dao'ti
皱纹钢带成型机,zhou'wen'gang'dai'cheng'xing'ji
皱纹钢带铠装光缆,zhou'wen'gang'dai'kai'zhuang'guang'lan
皱纹钢管,zhou'wen'gang'guan
皱纹钢管电缆,zhou'wen'gang'guan'dian'lan
皱纹钢护套,zhou'wen'gang'hu'tao
皱纹钢护套电缆,zhou'wen'gang'hu'tao'dian'lan
皱纹管,zhou'wen'guan
皱纹护套,zhou'wen'hu'tao
皱纹护套电缆,zhou'wen'hu'tao'dian'lan
皱纹节距,zhou'wen'jie'ju
皱纹金属带,zhou'wen'jin'shu'dai
皱纹金属带屏蔽铠装系统,zhou'wen'jin'shu'dai'ping'bi'kai'zhuang'xi'tong
皱纹金属护套电缆,zhou'wen'jin'shu'hu'tao'dian'lan
皱纹金属护套电缆生产机组,zhou'wen'jin'shu'hu'tao'dian'lan'sheng'chan'ji'zu
皱纹金属套,zhou'wen'jin'shu'tao
皱纹金属套包覆机,zhou'wen'jin'shu'tao'bao'fu'ji
皱纹铠装钢带,zhou'wen'kai'zhuang'gang'dai
皱纹铝管,zhou'wen'lv'guan
皱纹铝护套,zhou'wen'lv'hu'tao
皱纹铝护套电缆,zhou'wen'lv'hu'tao'dian'lan
皱纹铝聚乙烯护层结构,zhou'wen'lv'ju'yi'xi'hu'ceng'jie'gou
皱纹铝聚乙烯护套结构,zhou'wen'lv'ju'yi'xi'hu'tao'jie'gou
皱纹铝套电缆,zhou'wen'lv'tao'dian'lan
皱纹挠性成型线芯,zhou'wen'nao'xing'cheng'xing'xian'xin
皱纹牛皮纸,zhou'wen'niu'pi'zhi
皱纹青铜带,zhou'wen'qing'tong'dai
皱纹深度,zhou'wen'shen'du
皱纹铜钢复合外导体同轴电缆,zhou'wen'tong'gang'fu'he'wai'dao'ti'tong'zhou'dian'lan
皱纹铜管,zhou'wen'tong'guan
皱纹铜护套,zhou'wen'tong'hu'tao
皱纹同心导体,zhou'wen'tong'xin'dao'ti
皱纹无缝护套,zhou'wen'wu'feng'hu'tao
皱纹系数,zhou'wen'xi'shu
皱纹硬化,zhou'wen'ying'hua
洲线,zhou'xian
轴向加速计,zhou'xiang'jia'su'ji
轴向压缩试验,zhou'xiang'ya'suo'shi'yan
轴向引线,zhou'xiang'yin'xian
轴向应变双模光纤,zhou'xiang'ying'bian'shuang'mo'guang'xian
周小惠,zhou'xiao'hui
轴销式混料螺杆,zhou'xiao'shi'hun'liao'luo'gan
周一,zhou'yi
周玉荣,zhou'yu'rong
周折,zhou'zhe
周振福,zhou'zhen'fu
周志军,zhou'zhi'jun
轴主轴,zhou'zhu'zhou
周转线盘,zhou'zhuan'xian'pan
周总结,zhou'zong'jie
主板,zhu'ban
主板后,zhu'ban'hou
主保护,zhu'bao'hu
主变,zhu'bian
主变保护,zhu'bian'bao'hu
主变保护定检,zhu'bian'bao'hu'ding'jian
主变保护屏,zhu'bian'bao'hu'ping
主变保护装置,zhu'bian'bao'hu'zhuang'zhi
主变本体,zhu'bian'ben'ti
主变部分,zhu'bian'bu'fen
主变测控,zhu'bian'ce'kong
主变测控回路图,zhu'bian'ce'kong'hui'lu'tu
主变差动,zhu'bian'cha'dong
主变差动保护,zhu'bian'cha'dong'bao'hu
主变低后备,zhu'bian'di'hou'bei
主变电缆清册,zhu'bian'dian'lan'qing'ce
主变调挡,zhu'bian'diao'dang
主变定检,zhu'bian'ding'jian
主变非电量,zhu'bian'fei'dian'liang
主变高压侧,zhu'bian'gao'ya'ce
主变高压侧测控,zhu'bian'gao'ya'ce'ce'kong
主变各侧,zhu'bian'ge'ce
主变故障,zhu'bian'gu'zhang
主变故障录波,zhu'bian'gu'zhang'lu'bo
主变及,zhu'bian'ji
主变及电容器,zhu'bian'ji'dian'rong'qi
主变及断路器,zhu'bian'ji'duan'lu'qi
主变交直流,zhu'bian'jiao'zhi'liu
主变井吉线,zhu'bian'jing'ji'xian
主变录波屏,zhu'bian'lu'bo'ping
主变母联,zhu'bian'mu'lian
主变三侧,zhu'bian'san'ce
主变套,zhu'bian'tao
主变套保护,zhu'bian'tao'bao'hu
主变跳闸,zhu'bian'tiao'zha
主变图纸,zhu'bian'tu'zhi
主变系统,zhu'bian'xi'tong
主编系统,zhu'bian'xi'tong
主变压器,zhu'bian'ya'qi
主变压器及,zhu'bian'ya'qi'ji
主变压器区域接线图,zhu'bian'ya'qi'qu'yu'jie'xian'tu
主变有载,zhu'bian'you'zai
主变有载调压,zhu'bian'you'zai'tiao'ya
主变中性点刀闸,zhu'bian'zhong'xing'dian'dao'zha
主变主变,zhu'bian'zhu'bian
驻波系数,zhu'bo'xi'shu
逐步,zhu'bu
逐步聚合,zhu'bu'ju'he
逐步完善,zhu'bu'wan'shan
注册,zhu'ce
注册会员会员,zhu'ce'hui'yuan'hui'yuan
注册证,zhu'ce'zheng
主持,zhu'chi
主持人,zhu'chi'ren
蛀船虫,zhu'chuan'chong
逐次逼近试验法,zhu'ci'bi'jin'shi'yan'fa
主从型触发器,zhu'cong'xing'chu'fa'qi
贮存,zhu'cun
主单位,zhu'dan'wei
主导线,zhu'dao'xian
逐点测量,zhu'dian'ce'liang
主电机,zhu'dian'ji
主电路,zhu'dian'lu
主电源,zhu'dian'yuan
主电源线路,zhu'dian'yuan'xian'lu
主电源线路开关,zhu'dian'yuan'xian'lu'kai'guan
主电子程序装置,zhu'dian'zi'cheng'xu'zhuang'zhi
铸锭,zhu'ding
铸锭机,zhu'ding'ji
铸锭模,zhu'ding'mo
主动,zhu'dong
主动放线装置,zhu'dong'fang'xian'zhuang'zhi
主动光纤,zhu'dong'guang'xian
主动轮,zhu'dong'lun
主动性,zhu'dong'xing
主干布线,zhu'gan'bu'xian
主干布线系统主干布缆系统,zhu'gan'bu'xian'xi'tong'zhu'gan'bu'lan'xi'tong
主干竖井间,zhu'gan'shu'jing'jian
主干竖井子系统,zhu'gan'shu'jing'zi'xi'tong
逐个,zhu'ge
助工,zhu'gong
助工备份,zhu'gong'bei'fen
助工党员,zhu'gong'dang'yuan
猪狗,zhu'gou
主管,zhu'guan
住过,zhu'guo
铸焊,zhu'han
朱虎,zhu'hu
主机,zhu'ji
助剂,zhu'ji
主极点,zhu'ji'dian
逐级升压击穿试验,zhu'ji'sheng'ya'ji'chuan'shi'yan
朱家,zhu'jia
朱建,zhu'jian
逐渐,zhu'jian
铸件,zhu'jian
主交叉连接,zhu'jiao'cha'lian'jie
竹节环,zhu'jie'huan
竹节式,zhu'jie'shi
竹节式绝缘同轴电缆,zhu'jie'shi'jue'yuan'tong'zhou'dian'lan
主接线,zhu'jie'xian
主接线示意图,zhu'jie'xian'shi'yi'tu
铸就,zhu'jiu
主开关,zhu'kai'guan
主控,zhu'kong
主控室,zhu'kong'shi
主控室内,zhu'kong'shi'nei
主控室内保护,zhu'kong'shi'nei'bao'hu
主控谁,zhu'kong'shui
主控制台,zhu'kong'zhi'tai
主馈电线,zhu'kui'dian'xian
主馈线电缆,zhu'kui'xian'dian'lan
助理,zhu'li
助理工程师,zhu'li'gong'cheng'shi
主令电器,zhu'ling'dian'qi
主令开关,zhu'ling'kai'guan
主流,zhu'liu
主螺纹,zhu'luo'wen
朱明,zhu'ming
注明,zhu'ming
主配,zhu'pei
主配拒动,zhu'pei'ju'dong
铸片,zhu'pian
主屏,zhu'ping
主屏柜,zhu'ping'gui
注气挤出机,zhu'qi'ji'chu'ji
注气式物理发泡,zhu'qi'shi'wu'li'fa'pao
注气体挤出机,zhu'qi'ti'ji'chu'ji
注气系统,zhu'qi'xi'tong
注气压力,zhu'qi'ya'li
注气装置,zhu'qi'zhuang'zhi
主群,zhu'qun
主任,zhu'ren
注入,zhu'ru
注入光纤,zhu'ru'guang'xian
注入混料装置,zhu'ru'hun'liao'zhuang'zhi
注入角,zhu'ru'jiao
注入器,zhu'ru'qi
柱塞式挤出机,zhu'sai'shi'ji'chu'ji
柱上变压器,zhu'shang'bian'ya'qi
柱上开关,zhu'shang'kai'guan
主设备,zhu'she'bei
注射机,zhu'she'ji
注射模制塑料线盘,zhu'she'mo'zhi'su'liao'xian'pan
注射式接头,zhu'she'shi'jie'tou
柱式成圈或收线机构,zhu'shi'cheng'quan'huo'shou'xian'ji'gou
柱式荡轮式储线器,zhu'shi'dang'lun'shi'chu'xian'qi
注释荡轮式储线器,zhu'shi'dang'lun'shi'chu'xian'qi
柱式识别装置,zhu'shi'shi'bie'zhuang'zhi
注塑不足,zhu'su'bu'zu
注塑式电缆接头,zhu'su'shi'dian'lan'jie'tou
朱太晨,zhu'tai'chen
主体,zhu'ti
主题,zhu'ti
主题班会,zhu'ti'ban'hui
主题索引,zhu'ti'suo'yin
逐条,zhu'tiao
铸铁分支接头,zhu'tie'fen'zhi'jie'tou
铸铁接头盒,zhu'tie'jie'tou'he
主网,zhu'wang
主网检修计划管理,zhu'wang'jian'xiu'ji'hua'guan'li
祝伟东,zhu'wei'dong
主线芯,zhu'xian'xin
主线芯单位,zhu'xian'xin'dan'wei
逐项,zhu'xiang
蛀牙,zhu'ya
主要,zhu'yao
主要采用,zhu'yao'cai'yong
主要电气设备材料汇总表,zhu'yao'dian'qi'she'bei'cai'liao'hui'zong'biao
主要干线,zhu'yao'gan'xian
主要哦,zhu'yao'o
主要是,zhu'yao'shi
主要网络节,zhu'yao'wang'luo'jie
主要原因,zhu'yao'yuan'yin
朱毅,zhu'yi
注意,zhu'yi
逐一,zhu'yi
朱毅陈向杰,zhu'yi'chen'xiang'jie
注意带点距离,zhu'yi'dai'dian'ju'li
朱毅范斌良,zhu'yi'fan'bin'liang
朱毅葛山,zhu'yi'ge'shan
朱毅郭远明,zhu'yi'guo'yuan'ming
注意核对,zhu'yi'he'dui
朱毅核对定值,zhu'yi'he'dui'ding'zhi
注意核对定值单,zhu'yi'he'dui'ding'zhi'dan
注意将,zhu'yi'jiang
朱毅李尖,zhu'yi'li'jian
朱毅李青锋,zhu'yi'li'qing'feng
朱毅刘杰,zhu'yi'liu'jie
注意事项,zhu'yi'shi'xiang
朱毅自动化,zhu'yi'zi'dong'hua
注意做好,zhu'yi'zuo'hao
主哟,zhu'yo
主油箱,zhu'you'xiang
住在,zhu'zai
铸造设备,zhu'zao'she'bei
助增,zhu'zeng
助增电流,zhu'zeng'dian'liu
助增系数,zhu'zeng'xi'shu
主增音机站,zhu'zeng'yin'ji'zhan
住宅区地下配电系统,zhu'zhai'qu'di'xia'pei'dian'xi'tong
主站,zhu'zhan
主站端,zhu'zhan'duan
主站柜,zhu'zhan'gui
注重,zhu'zhong
逐周期,zhu'zhou'qi
主轴锁定装置,zhu'zhou'suo'ding'zhuang'zhi
柱状催化剂,zhu'zhuang'cui'hua'ji
柱状透镜,zhu'zhuang'tou'jing
抓包,zhua'bao
抓好,zhua'hao
抓好员工,zhua'hao'yuan'gong
抓紧,zhua'jin
抓起,zhua'qi
抓取,zhua'qu
抓住,zhua'zhu
转包方,zhuan'bao'fang
转臂,zhuan'bi
转臂式束线机,zhuan'bi'shi'shu'xian'ji
转地址,zhuan'di'zhi
转动,zhuan'dong
转动轮,zhuan'dong'lun
转发,zhuan'fa
转发表,zhuan'fa'biao
转发器,zhuan'fa'qi
转分,zhuan'fen
专刚集成电路,zhuan'gang'ji'cheng'dian'lu
专工,zhuan'gong
专工保护定检,zhuan'gong'bao'hu'ding'jian
专工临时检修,zhuan'gong'lin'shi'jian'xiu
转辊炉膛式退火炉,zhuan'gun'lu'tang'shi'tui'huo'lu
转化为,zhuan'hua'wei
转换,zhuan'huan
转换插座,zhuan'huan'cha'zuo
转换触点,zhuan'huan'chu'dian
转换点,zhuan'huan'dian
转换过来,zhuan'huan'guo'lai
转换卡,zhuan'huan'ka
转换开关,zhuan'huan'kai'guan
转换来,zhuan'huan'lai
转换器,zhuan'huan'qi
转换头,zhuan'huan'tou
转换为,zhuan'huan'wei
转换装置,zhuan'huan'zhuang'zhi
专家,zhuan'jia
专家鉴定,zhuan'jia'jian'ding
专家数据库,zhuan'jia'shu'ju'ku
专家系统,zhuan'jia'xi'tong
转检修,zhuan'jian'xiu
转检修刘毅,zhuan'jian'xiu'liu'yi
转角处导向轮,zhuan'jiao'chu'dao'xiang'lun
转接,zhuan'jie
转接台,zhuan'jie'tai
转接座外壳,zhuan'jie'zuo'wai'ke
转矩,zhuan'ju
转矩辅助机构,zhuan'ju'fu'zhu'ji'gou
转矩调节环,zhuan'ju'tiao'jie'huan
专科,zhuan'ke
转冷备用,zhuan'leng'bei'yong
专利申请,zhuan'li'shen'qing
专利申请人,zhuan'li'shen'qing'ren
专利说明书,zhuan'li'shuo'ming'shu
专利专家委员会,zhuan'li'zhuan'jia'wei'yuan'hui
转炉工区,zhuan'lu'gong'qu
专门,zhuan'men
砖门,zhuan'men
砖门线,zhuan'men'xian
转盘式成圈机,zhuan'pan'shi'cheng'quan'ji
转盘式放线装置,zhuan'pan'shi'fang'xian'zhuang'zhi
转盘式浇铸设备,zhuan'pan'shi'jiao'zhu'she'bei
转盘式铸锭机,zhuan'pan'shi'zhu'ding'ji
转嵌,zhuan'qian
转热备用,zhuan're'bei'yong
专人,zhuan'ren
专设,zhuan'she
转速表,zhuan'su'biao
转速旋转速度,zhuan'su'xuan'zhuan'su'du
转塔式成圈机,zhuan'ta'shi'cheng'quan'ji
转筒式混合器,zhuan'tong'shi'hun'he'qi
转筒式混料机,zhuan'tong'shi'hun'liao'ji
转弯,zhuan'wan
转为,zhuan'wei
专项,zhuan'xiang
转向环,zhuan'xiang'huan
转向轮,zhuan'xiang'lun
撰写,zhuan'xie
撰写人,zhuan'xie'ren
专业,zhuan'ye
专业班组,zhuan'ye'ban'zu
专业电缆设备制造厂,zhuan'ye'dian'lan'she'bei'zhi'zao'chang
专业工程师,zhuan'ye'gong'cheng'shi
专业及,zhuan'ye'ji
专业普考,zhuan'ye'pu'kao
专业设备,zhuan'ye'she'bei
专业为,zhuan'ye'wei
专业知识,zhuan'ye'zhi'shi
专业知识和,zhuan'ye'zhi'shi'he
专业专业,zhuan'ye'zhuan'ye
专业自动化,zhuan'ye'zi'dong'hua
转移,zhuan'yi
转移阻抗,zhuan'yi'zu'kang
专用,zhuan'yong
专用电缆,zhuan'yong'dian'lan
专用电热器,zhuan'yong'dian're'qi
专用服务器,zhuan'yong'fu'wu'qi
专用桥,zhuan'yong'qiao
专用设备,zhuan'yong'she'bei
专用通信网,zhuan'yong'tong'xin'wang
专用网,zhuan'yong'wang
专用线,zhuan'yong'xian
专用线路,zhuan'yong'xian'lu
专用小型交换机,zhuan'yong'xiao'xing'jiao'huan'ji
专用纸,zhuan'yong'zhi
专用自动交换机,zhuan'yong'zi'dong'jiao'huan'ji
专有网络,zhuan'you'wang'luo
专责,zhuan'ze
转针式线模抛光机,zhuan'zhen'shi'xian'mo'pao'guang'ji
转针旋转针,zhuan'zhen'xuan'zhuan'zhen
专职,zhuan'zhi
转至,zhuan'zhi
转子,zhuan'zi
转子班,zhuan'zi'ban
转子电流,zhuan'zi'dian'liu
转子电枢,zhuan'zi'dian'shu
转子流量计,zhuan'zi'liu'liang'ji
转子嵌线,zhuan'zi'qian'xian
转子铜排,zhuan'zi'tong'pai
装备,zhuang'bei
装备处,zhuang'bei'chu
装备科,zhuang'bei'ke
装锭,zhuang'ding
装锭机,zhuang'ding'ji
装换,zhuang'huan
装机功率,zhuang'ji'gong'lv
装机容量,zhuang'ji'rong'liang
装筋,zhuang'jin
装铠机,zhuang'kai'ji
状况,zhuang'kuang
装料机,zhuang'liao'ji
装料器,zhuang'liao'qi
装料填充充电电荷,zhuang'liao'tian'chong'chong'dian'dian'he
装盘,zhuang'pan
装盘程序,zhuang'pan'cheng'xu
装盘机构,zhuang'pan'ji'gou
装盘架,zhuang'pan'jia
装盘装置,zhuang'pan'zhuang'zhi
装盘准备,zhuang'pan'zhun'bei
装配班,zhuang'pei'ban
装配车间,zhuang'pei'che'jian
装配电动工具,zhuang'pei'dian'dong'gong'ju
装配架,zhuang'pei'jia
装配式终端,zhuang'pei'shi'zhong'duan
装入,zhuang'ru
装上,zhuang'shang
装上卸下,zhuang'shang'xie'xia
装设,zhuang'she
装设接地线,zhuang'she'jie'di'xian
装设围栏,zhuang'she'wei'lan
装设一组,zhuang'she'yi'zu
装设一组围栏,zhuang'she'yi'zu'wei'lan
装设有,zhuang'she'you
状态,zhuang'tai
状态参数,zhuang'tai'can'shu
状态的开关,zhuang'tai'de'kai'guan
状态检测,zhuang'tai'jian'ce
状态检测后台主机柜端子排图,zhuang'tai'jian'ce'hou'tai'zhu'ji'gui'duan'zi'pai'tu
状态监控系统,zhuang'tai'jian'kong'xi'tong
状态检修,zhuang'tai'jian'xiu
状态在线监测,zhuang'tai'zai'xian'jian'ce
庄唐线,zhuang'tang'xian
桩头,zhuang'tou
装线盘,zhuang'xian'pan
装箱单,zhuang'xiang'dan
装卸台,zhuang'xie'tai
装运线盘,zhuang'yun'xian'pan
装置,zhuang'zhi
装置把手,zhuang'zhi'ba'shou
装置被踢,zhuang'zhi'bei'ti
装置本体,zhuang'zhi'ben'ti
装置的,zhuang'zhi'de
装置对时,zhuang'zhi'dui'shi
装置改造,zhuang'zhi'gai'zao
装置告警,zhuang'zhi'gao'jing
装置更换,zhuang'zhi'geng'huan
装置工作,zhuang'zhi'gong'zuo
装置过程层,zhuang'zhi'guo'cheng'ceng
装置及,zhuang'zhi'ji
装置检查,zhuang'zhi'jian'cha
装置校验报告,zhuang'zhi'jiao'yan'bao'gao
装置进行,zhuang'zhi'jin'xing
装置里,zhuang'zhi'li
装置每个,zhuang'zhi'mei'ge
装置面板,zhuang'zhi'mian'ban
装置面板更换,zhuang'zhi'mian'ban'geng'huan
装置母差,zhuang'zhi'mu'cha
装置内,zhuang'zhi'nei
装置能,zhuang'zhi'neng
装置上,zhuang'zhi'shang
装置升级,zhuang'zhi'sheng'ji
装置实际,zhuang'zhi'shi'ji
装置损坏,zhuang'zhi'sun'huai
装置所有,zhuang'zhi'suo'you
装置调试,zhuang'zhi'tiao'shi
装置同步时间,zhuang'zhi'tong'bu'shi'jian
装置为,zhuang'zhi'wei
装置无法,zhuang'zhi'wu'fa
装置需,zhuang'zhi'xu
装置验收,zhuang'zhi'yan'shou
装置验收问题,zhuang'zhi'yan'shou'wen'ti
装置乙,zhuang'zhi'yi
装置正常,zhuang'zhi'zheng'chang
追补,zhui'bu
追赶,zhui'gan
锥环,zhui'huan
追回任务,zhui'hui'ren'wu
锥角,zhui'jiao
锥轮,zhui'lun
坠落,zhui'luo
追求,zhui'qiu
锥体成型器,zhui'ti'cheng'xing'qi
锥体翘边线盘,zhui'ti'qiao'bian'xian'pan
锥形包装机,zhui'xing'bao'zhuang'ji
锥形侧板,zhui'xing'ce'ban
锥形侧板线盘,zhui'xing'ce'ban'xian'pan
锥形插头连接器,zhui'xing'cha'tou'lian'jie'qi
锥形传输线,zhui'xing'chuan'shu'xian
锥形固定式分流梭,zhui'xing'gu'ding'shi'fen'liu'suo
锥形光纤,zhui'xing'guang'xian
锥形光纤温度传感器,zhui'xing'guang'xian'wen'du'chuan'gan'qi
锥形辊轧机,zhui'xing'gun'zha'ji
锥形活动线盘,zhui'xing'huo'dong'xian'pan
锥形拉模,zhui'xing'la'mo
锥形拉深件,zhui'xing'la'shen'jian
锥形拉线鼓轮,zhui'xing'la'xian'gu'lun
锥形模孔,zhui'xing'mo'kong
锥形模块,zhui'xing'mo'kuai
锥形软模具,zhui'xing'ruan'mu'ju
锥形弹性体套管,zhui'xing'tan'xing'ti'tao'guan
锥形筒体,zhui'xing'tong'ti
锥形线,zhui'xing'xian
锥形线盘,zhui'xing'xian'pan
锥形旋转放线架,zhui'xing'xuan'zhuan'fang'xian'jia
锥形越端放线架,zhui'xing'yue'duan'fang'xian'jia
锥形越端放线装置,zhui'xing'yue'duan'fang'xian'zhuang'zhi
准备,zhun'bei
准备好,zhun'bei'hao
准单模光纤,zhun'dan'mo'guang'xian
准分布式光纤传感器,zhun'fen'bu'shi'guang'xian'chuan'gan'qi
准光纤,zhun'guang'xian
准矩形光纤,zhun'ju'xing'guang'xian
准考证,zhun'kao'zheng
准考证号,zhun'kao'zheng'hao
准确,zhun'que
准确度,zhun'que'du
准视频点播,zhun'shi'pin'dian'bo
准同步段终端,zhun'tong'bu'duan'zhong'duan
准同步连接监测,zhun'tong'bu'lian'jie'jian'ce
准同步数字系列,zhun'tong'bu'shu'zi'xi'lie
浊点,zhuo'dian
浊点试验,zhuo'dian'shi'yan
浊度计,zhuo'du'ji
浊度仪,zhuo'du'yi
桌空调,zhuo'kong'tiao
着力,zhuo'li
桌面,zhuo'mian
桌面管理接口,zhuo'mian'guan'li'jie'kou
桌面终端,zhuo'mian'zhong'duan
桌旁,zhuo'pang
酌情,zhuo'qing
着色标志带,zhuo'se'biao'zhi'dai
着色处理,zhuo'se'chu'li
着色剂,zhuo'se'ji
着色机,zhuo'se'ji
着色剂变色,zhuo'se'ji'bian'se
着色系统,zhuo'se'xi'tong
着色质量,zhuo'se'zhi'liang
着手,zhuo'shou
着手做,zhuo'shou'zuo
着重,zhuo'zhong
桌桌,zhuo'zhuo
桌子,zhuo'zi
淄博,zi'bo
自查,zi'cha
自查评,zi'cha'ping
资产,zi'chan
自承式,zi'cheng'shi
自承式长途通信电缆,zi'cheng'shi'chang'tu'tong'xin'dian'lan
自承式电话线,zi'cheng'shi'dian'hua'xian
自承式电缆,zi'cheng'shi'dian'lan
自承式架空电缆,zi'cheng'shi'jia'kong'dian'lan
自承式架空线,zi'cheng'shi'jia'kong'xian
自承式收线装置,zi'cheng'shi'shou'xian'zhuang'zhi
自承式字形光缆,zi'cheng'shi'zi'xing'guang'lan
自承式综合电缆,zi'cheng'shi'zong'he'dian'lan
子电路,zi'dian'lu
自定中心挤出十字机头,zi'ding'zhong'xin'ji'chu'shi'zi'ji'tou
自动,zi'dong
自动磅秤,zi'dong'bang'cheng
自动保护切换,zi'dong'bao'hu'qie'huan
自动报警,zi'dong'bao'jing
自动剥皮机,zi'dong'bao'pi'ji
自动补偿绕线架,zi'dong'bu'chang'rao'xian'jia
自动测试功能,zi'dong'ce'shi'gong'neng
自动查漏,zi'dong'cha'lou
自动称量,zi'dong'cheng'liang
自动称量装置,zi'dong'cheng'liang'zhuang'zhi
自动成批酸洗设备,zi'dong'cheng'pi'suan'xi'she'bei
自动成圈机,zi'dong'cheng'quan'ji
自动成圈一装箱机,zi'dong'cheng'quan'yi'zhuang'xiang'ji
自动重合断开时间,zi'dong'chong'he'duan'kai'shi'jian
自动重合闸装置,zi'dong'chong'he'zha'zhuang'zhi
自动重合中断时间,zi'dong'chong'he'zhong'duan'shi'jian
