阿拉伯联盟经济理事会,a'la'bo'lian'meng'jing'ji'li'shi'hui
乙基戊醇,yi'ji'wu'chun
乙基戊烷,yi'ji'wu'wan
乙基戊烯,yi'ji'wu'xi
乙基纤维素,yi'ji'xian'wei'su
乙基液,yi'ji'ye
乙基乙烯基醚,yi'ji'yi'xi'ji'mi
一级褶皱,yi'ji'zhe'zhou
一级周期,yi'ji'zhou'qi
衣架,yi'jia
议价气体,yi'jia'qi'ti
一阶,yi'jie
一阶波散滤波器,yi'jie'bo'san'lv'bo'qi
一阶差分,yi'jie'cha'fen
一阶差分方程,yi'jie'cha'fen'fang'cheng
一阶垂向导数,yi'jie'chui'xiang'dao'shu
一阶导数,yi'jie'dao'shu
一阶环路,yi'jie'huan'lu
一阶极点,yi'jie'ji'dian
一阶矩,yi'jie'ju
一阶空间导数,yi'jie'kong'jian'dao'shu
一阶马尔柯夫过程,yi'jie'ma'er'ke'fu'guo'cheng
易解石,yi'jie'shi
一阶时间导数,yi'jie'shi'jian'dao'shu
一阶值,yi'jie'zhi
乙肼,yi'jing
伊里亚统,yi'li'ya'tong
伊里亚造山运动,yi'li'ya'zao'shan'yun'dong
乙硫醇,yi'liu'chun
溢流阀,yi'liu'fa
溢流管,yi'liu'guan
溢流检查,yi'liu'jian'cha
溢流喷发,yi'liu'pen'fa
溢流润滑,yi'liu'run'hua
溢流速度,yi'liu'su'du
抑霉剂,yi'mei'ji
异门,yi'men
乙醚,yi'mi
乙醚启动装置,yi'mi'qi'dong'zhuang'zhi
乙萘,yi'nai
乙萘酚,yi'nai'fen
一盘文件带,yi'pan'wen'jian'dai
易劈石,yi'pi'shi
移频键控调制,yi'pin'jian'kong'tiao'zhi
移频键控信号发生器,yi'pin'jian'kong'xin'hao'fa'sheng'qi
仪器耐温,yi'qi'nai'wen
仪器耐压,yi'qi'nai'ya
易起泡沫的原油,yi'qi'pao'mo'de'yuan'you
仪器因素,yi'qi'yin'su
一千,yi'qian
易切削的,yi'qie'xiao'de
乙醛,yi'quan
乙炔,yi'que
乙炔化作用,yi'que'hua'zuo'yong
乙炔基,yi'que'ji
易燃材料,yi'ran'cai'liao
易燃的,yi'ran'de
易燃物,yi'ran'wu
易熔的,yi'rong'de
易熔金属热阱,yi'rong'jin'shu're'jing
易熔塞,yi'rong'sai
易熔盐,yi'rong'yan
易熔质,yi'rong'zhi
医生,yi'sheng
伊士托循环接头,yi'shi'tuo'xun'huan'jie'tou
易水化粘土,yi'shui'hua'nian'tu
意水硼钠石,yi'shui'peng'na'shi
伊斯门测斜仪,yi'si'men'ce'xie'yi
伊斯门造斜涡轮,yi'si'men'zao'xie'wo'lun
乙酸,yi'suan
乙酸乙酯,yi'suan'yi'zhi
异算子,yi'suan'zi
易碎的,yi'sui'de
易碎胶体,yi'sui'jiao'ti
易碎性,yi'sui'xing
易碎岩心,yi'sui'yan'xin
易损零件,yi'sun'ling'jian
以太波,yi'tai'bo
以太波谱,yi'tai'bo'pu
以太网,yi'tai'wang
乙替甲酰胺,yi'ti'jia'xian'an
易挖的,yi'wa'de
意外的障碍,yi'wai'de'zhang'ai
乙烷,yi'wan
乙烷及乙烷以上的烷烃气体,yi'wan'ji'yi'wan'yi'shang'de'wan'ting'qi'ti
乙烷裂解,yi'wan'lie'jie
乙烷收率,yi'wan'shou'lv
乙烯,yi'xi
乙烯丙烯二烯共聚物,yi'xi'bing'xi'er'xi'gong'ju'wu
乙烯丙烯酸丁酯共聚物,yi'xi'bing'xi'suan'ding'zhi'gong'ju'wu
乙烯丙烯酸共聚物,yi'xi'bing'xi'suan'gong'ju'wu
乙烯丙烯酸酯共聚物,yi'xi'bing'xi'suan'zhi'gong'ju'wu
乙烯丙烯橡胶,yi'xi'bing'xi'xiang'jiao
乙烯厂,yi'xi'chang
乙烯醋酸乙烯共聚物,yi'xi'cu'suan'yi'xi'gong'ju'wu
乙烯醋酸乙烯树脂,yi'xi'cu'suan'yi'xi'shu'zhi
乙烯基乙醚,yi'xi'ji'yi'mi
乙烯甲基丙烯酸共聚物,yi'xi'jia'ji'bing'xi'suan'gong'ju'wu
乙烯精馏塔,yi'xi'jing'liu'ta
乙烯氯三氟乙烯共聚物,yi'xi'lv'san'fu'yi'xi'gong'ju'wu
易熄灭性,yi'xi'mie'xing
乙烯水合,yi'xi'shui'he
乙烯四氟乙烯共聚物,yi'xi'si'fu'yi'xi'gong'ju'wu
乙烯项目,yi'xi'xiang'mu
乙烯压缩机,yi'xi'ya'suo'ji
乙烯乙烯醇共聚物,yi'xi'yi'xi'chun'gong'ju'wu
乙烯原,yi'xi'yuan
乙酰化短纤维,yi'xian'hua'duan'xian'wei
易卸扶正器,yi'xie'fu'zheng'qi
已修好,yi'xiu'hao
易修整性,yi'xiu'zheng'xing
异序同晶现象,yi'xu'tong'jing'xian'xiang
乙氧,yi'yang
乙氧基,yi'yang'ji
乙氧基丙三醇磺酸盐,yi'yang'ji'bing'san'chun'huang'suan'yan
乙氧基醇,yi'yang'ji'chun
乙氧基化,yi'yang'ji'hua
乙氧基化醇,yi'yang'ji'hua'chun
乙氧基化烷基酚,yi'yang'ji'hua'wan'ji'fen
乙氧基化物,yi'yang'ji'hua'wu
溢液刮扫器,yi'ye'gua'sao'qi
疑义度,yi'yi'du
易于出错的,yi'yu'chu'cuo'de
易于使用的,yi'yu'shi'yong'de
一月,yi'yue
易蒸发的,yi'zheng'fa'de
抑制剂,yi'zhi'ji
已知井,yi'zhi'jing
抑制器,yi'zhi'qi
一种场效应器件,yi'zhong'chang'xiao'ying'qi'jian
一种伪指令,yi'zhong'wei'zhi'ling
易钻地层,yi'zuan'di'ceng
印版,yin'ban
引爆开关,yin'bao'kai'guan
引爆炸药,yin'bao'zha'yao
隐蔽油藏,yin'bi'you'cang
音叉放大器,yin'cha'fang'da'qi
音叉控制,yin'cha'kong'zhi
音叉振荡器,yin'cha'zhen'dang'qi
引出,yin'chu
引出端,yin'chu'duan
引出线,yin'chu'xian
引火物,yin'huo'wu
引火线,yin'huo'xian
阴极,yin'ji
阴极放射电流,yin'ji'fang'she'dian'liu
阴极栅,yin'ji'shan
引力,yin'li
音量控制器,yin'liang'kong'zhi'qi
饮料,yin'liao
引流接头,yin'liu'jie'tou
引流器,yin'liu'qi
阴螺纹,yin'luo'wen
阴螺纹接头,yin'luo'wen'jie'tou
阴螺纹弯头,yin'luo'wen'wan'tou
引擎起动油泵,yin'qing'qi'dong'you'beng
引人线,yin'ren'xian
引绳,yin'sheng
因数法码,yin'shu'fa'ma
因数重量,yin'shu'zhong'liang
引线,yin'xian
引线孔,yin'xian'kong
音响测深图,yin'xiang'ce'shen'tu
阴影率,yin'ying'lv
因子的,yin'zi'de
因子得分,yin'zi'de'fen
因子方差图,yin'zi'fang'cha'tu
因子分解,yin'zi'fen'jie
因子分解法,yin'zi'fen'jie'fa
因子分析,yin'zi'fen'xi
因子结构,yin'zi'jie'gou
因子模型,yin'zi'mo'xing
因子判别式分析,yin'zi'pan'bie'shi'fen'xi
因子设计,yin'zi'she'ji
因子设计试验,yin'zi'she'ji'shi'yan
因子型式,yin'zi'xing'shi
因子载荷,yin'zi'zai'he
硬币,ying'bi
应变测定,ying'bian'ce'ding
应变仪,ying'bian'yi
硬尺,ying'chi
英尺,ying'chi
英尺磅,ying'chi'bang
英尺磅秒单位,ying'chi'bang'miao'dan'wei
英尺吨,ying'chi'dun
英尺分,ying'chi'fen
英尺朗伯,ying'chi'lang'bo
英尺秒,ying'chi'miao
英尺秒秒,ying'chi'miao'miao
英尺小时,ying'chi'xiao'shi
英尺烛光,ying'chi'zhu'guang
英寸,ying'cun
硬地层,ying'di'ceng
英吨,ying'dun
荧蒽,ying'en
营房经理,ying'fang'jing'li
荧光,ying'guang
荧光薄层,ying'guang'bao'ceng
荧光测定,ying'guang'ce'ding
荧光测定法,ying'guang'ce'ding'fa
荧光测井,ying'guang'ce'jing
荧光灯,ying'guang'deng
荧光灯管,ying'guang'deng'guan
荧光发生反应,ying'guang'fa'sheng'fan'ying
荧光分光光度法,ying'guang'fen'guang'guang'du'fa
荧光分光光度计,ying'guang'fen'guang'guang'du'ji
荧光分析,ying'guang'fen'xi
荧光光度计,ying'guang'guang'du'ji
荧光光密度分析法,ying'guang'guang'mi'du'fen'xi'fa
荧光光谱,ying'guang'guang'pu
荧光光谱法,ying'guang'guang'pu'fa
荧光光谱分析,ying'guang'guang'pu'fen'xi
荧光黄,ying'guang'huang
荧光计,ying'guang'ji
荧光检测器,ying'guang'jian'ce'qi
荧光检查,ying'guang'jian'cha
荧光镜,ying'guang'jing
荧光沥青分析,ying'guang'li'qing'fen'xi
荧光密度测定法,ying'guang'mi'du'ce'ding'fa
荧光屏,ying'guang'ping
荧光屏摄影,ying'guang'ping'she'ying
荧光染色,ying'guang'ran'se
荧光扫描技术,ying'guang'sao'miao'ji'shu
荧光射线光谱分析,ying'guang'she'xian'guang'pu'fen'xi
荧光生成标记技术,ying'guang'sheng'cheng'biao'ji'ji'shu
荧光试剂,ying'guang'shi'ji
荧光示踪法,ying'guang'shi'zong'fa
荧光示踪剂,ying'guang'shi'zong'ji
荧光素,ying'guang'su
荧光素配位剂,ying'guang'su'pei'wei'ji
荧光素试验,ying'guang'su'shi'yan
荧光素试纸,ying'guang'su'shi'zhi
荧光探伤仪,ying'guang'tan'shang'yi
荧光探针技术,ying'guang'tan'zhen'ji'shu
荧光团,ying'guang'tuan
荧光微波双共振法,ying'guang'wei'bo'shuang'gong'zhen'fa
荧光显微镜,ying'guang'xian'wei'jing
荧光学,ying'guang'xue
萤光颜料,ying'guang'yan'liao
荧光增白剂,ying'guang'zeng'bai'ji
萤光增白剂,ying'guang'zeng'bai'ji
荧光照明设备,ying'guang'zhao'ming'she'bei
荧光指示剂,ying'guang'zhi'shi'ji
荧光指示计,ying'guang'zhi'shi'ji
荧光指示剂吸附法,ying'guang'zhi'shi'ji'xi'fu'fa
英国,ying'guo
英国百科全书,ying'guo'bai'ke'quan'shu
英国的,ying'guo'de
英国工程科学数据库,ying'guo'gong'cheng'ke'xue'shu'ju'ku
英国金融时报会议,ying'guo'jin'rong'shi'bao'hui'yi
硬化时间,ying'hua'shi'jian
荧黄素,ying'huang'su
应急程序,ying'ji'cheng'xu
应急出口,ying'ji'chu'kou
应急的通道,ying'ji'de'tong'dao
应急电源,ying'ji'dian'yuan
应急发电机组,ying'ji'fa'dian'ji'zu
应急发动机,ying'ji'fa'dong'ji
应急基地,ying'ji'ji'di
应急开放,ying'ji'kai'fang
应急人员,ying'ji'ren'yuan
应急设备,ying'ji'she'bei
应急维修,ying'ji'wei'xiu
应急装置,ying'ji'zhuang'zhi
鹰金元,ying'jin'yuan
应力,ying'li
应力点,ying'li'dian
盈利状况,ying'li'zhuang'kuang
硬盘,ying'pan
影片噪声,ying'pian'zao'sheng
硬砂质页岩,ying'sha'zhi'ye'yan
英闪玢岩,ying'shan'bin'yan
硬设备,ying'she'bei
萤石,ying'shi
鹰石,ying'shi
硬水,ying'shui
樱桃,ying'tao
荧烷,ying'wan
英文,ying'wen
影象,ying'xiang
影象模糊,ying'xiang'mo'hu
硬橡皮,ying'xiang'pi
硬性联轴节,ying'xing'lian'zhou'jie
英寻,ying'xun
营养丰富,ying'yang'feng'fu
英译本,ying'yi'ben
英语,ying'yu
影源,ying'yuan
英制单位,ying'zhi'dan'wei
用测井曲线划分的层,yong'ce'jing'qu'xian'hua'fen'de'ceng
永电体,yong'dian'ti
永冻层,yong'dong'ceng
永冻土,yong'dong'tu
用端部滑行,yong'duan'bu'hua'xing
永恒,yong'heng
用花键连接,yong'hua'jian'lian'jie
用尽,yong'jin
涌进连接,yong'jin'lian'jie
永久磁铁,yong'jiu'ci'tie
永久的,yong'jiu'de
用空心铆钉接合板材,yong'kong'xin'mao'ding'jie'he'ban'cai
用铆钉铆接,yong'mao'ding'mao'jie
用目镜读数,yong'mu'jing'du'shu
用数字表示,yong'shu'zi'biao'shi
用小数表示的孔隙体积,yong'xiao'shu'biao'shi'de'kong'xi'ti'ji
用眼评定,yong'yan'ping'ding
用液体灌满井筒,yong'ye'ti'guan'man'jing'tong
永远,yong'yuan
游标卡尺,you'biao'ka'chi
油藏地质,you'cang'di'zhi
油藏模拟,you'cang'mo'ni
油藏生态学,you'cang'sheng'tai'xue
有槽圆头螺钉,you'cao'yuan'tou'luo'ding
油层保护,you'ceng'bao'hu
油层变薄,you'ceng'bian'bao
油层产量测定器,you'ceng'chan'liang'ce'ding'qi
油层平衡压力,you'ceng'ping'heng'ya'li
油层套管,you'ceng'tao'guan
油层增产,you'ceng'zeng'chan
油尺,you'chi
有臭味的,you'chou'wei'de
优地槽,you'di'cao
优点,you'dian
游动滑车,you'dong'hua'che
有功部分,you'gong'bu'fen
有功电流,you'gong'dian'liu
有故障,you'gu'zhang
油管,you'guan
油罐浮移,you'guan'fu'yi
油管柱,you'guan'zhu
优化控制,you'hua'kong'zhi
游滑轮,you'hua'lun
优惠条件,you'hui'tiao'jian
油基泥浆,you'ji'ni'jiang
有机碳抽提百分比,you'ji'tan'chou'ti'bai'fen'bi
油脚,you'jiao
油井产量调节阀,you'jing'chan'liang'tiao'jie'fa
有经济价值的产量,you'jing'ji'jia'zhi'de'chan'liang
优境学,you'jing'xue
油勘探,you'kan'tan
有孔虫,you'kong'chong
有孔虫灰岩,you'kong'chong'hui'yan
有孔虫类,you'kong'chong'lei
有孔虫软泥,you'kong'chong'ruan'ni
有孔虫岩,you'kong'chong'yan
油库,you'ku
游离,you'li
游离氨,you'li'an
游离氨基酸,you'li'an'ji'suan
有利的,you'li'de
游离度,you'li'du
有利构造,you'li'gou'zao
游离碱,you'li'jian
游离碱度,you'li'jian'du
尤利卡,you'li'ka
游离沥青,you'li'li'qing
有利流度比,you'li'liu'du'bi
游离氯,you'li'lv
游离器,you'li'qi
游离气,you'li'qi
游离气产量,you'li'qi'chan'liang
游离气带,you'li'qi'dai
游离气顶,you'li'qi'ding
游离气顶驱,you'li'qi'ding'qu
游离气驱动,you'li'qi'qu'dong
游离气驱油藏,you'li'qi'qu'you'cang
游离气突破,you'li'qi'tu'po
游离氰化物,you'li'qing'hua'wu
游离石蜡,you'li'shi'la
游离水分,you'li'shui'fen
游离水分离器,you'li'shui'fen'li'qi
游离酸,you'li'suan
游离酸度,you'li'suan'du
游离碳,you'li'tan
游离铁,you'li'tie
游离烃,you'li'ting
游离烃气,you'li'ting'qi
游离盐,you'li'yan
游离氧化物,you'li'yang'hua'wu
游离有机酸,you'li'you'ji'suan
游离脂肪酸,you'li'zhi'fang'suan
优良,you'liang
游梁支承座板,you'liang'zhi'cheng'zuo'ban
优良指数,you'liang'zhi'shu
油轮固定泊位,you'lun'gu'ding'bo'wei
游码,you'ma
有毛病的组件,you'mao'bing'de'zu'jian
油漆,you'qi
油气比,you'qi'bi
油气层保护,you'qi'ceng'bao'hu
油气分离加热油水分离器,you'qi'fen'li'jia're'you'shui'fen'li'qi
油气井,you'qi'jing
油漆刷,you'qi'shua
油气田,you'qi'tian
油气田边缘租地,you'qi'tian'bian'yuan'zu'di
有穷的,you'qiong'de
有穷矩阵,you'qiong'ju'zhen
有穷区间,you'qiong'qu'jian
有权签字的样本,you'quan'qian'zi'de'yang'ben
由壬,you'ren
油砂,you'sha
油砂侵入井中,you'sha'qin'ru'jing'zhong
优生学,you'sheng'xue
优势,you'shi
有饰纹的,you'shi'wen'de
油水边界异常值,you'shui'bian'jie'yi'chang'zhi
有四个漏斗形导向承口的导向架,you'si'ge'lou'dou'xing'dao'xiang'cheng'kou'de'dao'xiang'jia
优似锯牙形石属,you'si'ju'ya'xing'shi'shu
油田,you'tian
油田饱和压力,you'tian'bao'he'ya'li
油田边界,you'tian'bian'jie
油田编码,you'tian'bian'ma
油田边缘井,you'tian'bian'yuan'jing
油田测井解释中心,you'tian'ce'jing'jie'shi'zhong'xin
油田成本,you'tian'cheng'ben
有填充物的天然树脂,you'tian'chong'wu'de'tian'ran'shu'zhi
油田储罐,you'tian'chu'guan
油田递减动态,you'tian'di'jian'dong'tai
油田范围测井评价,you'tian'fan'wei'ce'jing'ping'jia
油田范围解释模型,you'tian'fan'wei'jie'shi'mo'xing
油田范围刻度,you'tian'fan'wei'ke'du
油田管理,you'tian'guan'li
油田规模,you'tian'gui'mo
油田几何形态,you'tian'ji'he'xing'tai
油田价,you'tian'jia
油田经营,you'tian'jing'ying
油田开采期,you'tian'kai'cai'qi
油田开采寿命,you'tian'kai'cai'shou'ming
油田开发,you'tian'kai'fa
油田开发初期,you'tian'kai'fa'chu'qi
油田扩边井,you'tian'kuo'bian'jing
油田联合开采,you'tian'lian'he'kai'cai
油田论证方案,you'tian'lun'zheng'fang'an
油田潜在产能,you'tian'qian'zai'chan'neng
由天然气处理厂回收的凝析油,you'tian'ran'qi'chu'li'chang'hui'shou'de'ning'xi'you
油田生产动态,you'tian'sheng'chan'dong'tai
油田生产管理,you'tian'sheng'chan'guan'li
油田生产指挥长,you'tian'sheng'chan'zhi'hui'zhang
油田水,you'tian'shui
油田探边井,you'tian'tan'bian'jing
油田图,you'tian'tu
油田位置,you'tian'wei'zhi
油田形态,you'tian'xing'tai
油田压力,you'tian'ya'li
油田用英制单位,you'tian'yong'ying'zhi'dan'wei
油田证实井,you'tian'zheng'shi'jing
油田主流向,you'tian'zhu'liu'xiang
油田注水动态,you'tian'zhu'shui'dong'tai
油田注水试验,you'tian'zhu'shui'shi'yan
油田综合测井评价,you'tian'zong'he'ce'jing'ping'jia
游艇,you'ting
油听堆栈,you'ting'dui'zhan
有味的,you'wei'de
有危险,you'wei'xian
有雾的,you'wu'de
油雾润滑,you'wu'run'hua
优先,you'xian
有限变形,you'xian'bian'xing
有限差,you'xian'cha
有限差分逼近,you'xian'cha'fen'bi'jin
有限差分法,you'xian'cha'fen'fa
有限差分方程,you'xian'cha'fen'fang'cheng
有限差分格式,you'xian'cha'fen'ge'shi
有限差分解,you'xian'cha'fen'jie
有限差分模拟,you'xian'cha'fen'mo'ni
有限差分模型,you'xian'cha'fen'mo'xing
有限差分偏移,you'xian'cha'fen'pian'yi
有限差分深度偏移,you'xian'cha'fen'shen'du'pian'yi
有限差分时间偏移,you'xian'cha'fen'shi'jian'pian'yi
有限差分算子,you'xian'cha'fen'suan'zi
有限乘法群,you'xian'cheng'fa'qun
有限导流性裂缝,you'xian'dao'liu'xing'lie'feng
有限迭代,you'xian'die'dai
有限风区,you'xian'feng'qu
有线广播,you'xian'guang'bo
有限集,you'xian'ji
有限积分解,you'xian'ji'fen'jie
有限级数,you'xian'ji'shu
有限角,you'xian'jiao
有限可终止过程,you'xian'ke'zhong'zhi'guo'cheng
有限空间,you'xian'kong'jian
有限孔径,you'xian'kong'jing
有限量,you'xian'liang
有限脉冲响应,you'xian'mai'chong'xiang'ying
有限脉冲响应系统,you'xian'mai'chong'xiang'ying'xi'tong
有限能量分辨率,you'xian'neng'liang'fen'bian'lv
有限排队,you'xian'pai'dui
有限时间,you'xian'shi'jian
有限维向量空间,you'xian'wei'xiang'liang'kong'jian
有限维最优设计,you'xian'wei'zui'you'she'ji
有限项余弦变换法,you'xian'xiang'yu'xian'bian'huan'fa
有限小数,you'xian'xiao'shu
有限形变,you'xian'xing'bian
有限元,you'xian'yuan
有限元波动方程偏移,you'xian'yuan'bo'dong'fang'cheng'pian'yi
有限元程序,you'xian'yuan'cheng'xu
有限元程序设计,you'xian'yuan'cheng'xu'she'ji
有限元法,you'xian'yuan'fa
有限元分析,you'xian'yuan'fen'xi
有限元计算机程序,you'xian'yuan'ji'suan'ji'cheng'xu
有限元模拟,you'xian'yuan'mo'ni
有限元模型,you'xian'yuan'mo'xing
有限元应力分析,you'xian'yuan'ying'li'fen'xi
有限增量,you'xian'zeng'liang
有限值,you'xian'zhi
有限状态误差,you'xian'zhuang'tai'wu'cha
有限状态语法,you'xian'zhuang'tai'yu'fa
有限自动机,you'xian'zi'dong'ji
有限自旋,you'xian'zi'xuan
有限纵横比,you'xian'zong'heng'bi
有限总体校正因素,you'xian'zong'ti'jiao'zheng'yin'su
油箱,you'xiang
有效半径,you'xiao'ban'jing
有效半衰期,you'xiao'ban'shuai'qi
有效表面,you'xiao'biao'mian
有效标准偏差,you'xiao'biao'zhun'pian'cha
有效波长,you'xiao'bo'chang
有效测程,you'xiao'ce'cheng
有效产层,you'xiao'chan'ceng
有效产量,you'xiao'chan'liang
有效长度,you'xiao'chang'du
有效场强,you'xiao'chang'qiang
有效常数,you'xiao'chang'shu
有效成分,you'xiao'cheng'fen
有效充填,you'xiao'chong'tian
有效传输率,you'xiao'chuan'shu'lv
有效磁化率,you'xiao'ci'hua'lv
有效大地辐射,you'xiao'da'di'fu'she
有效大气压,you'xiao'da'qi'ya
有效带宽,you'xiao'dai'kuan
有效的,you'xiao'de
有效的砾石充填,you'xiao'de'li'shi'chong'tian
有效递减率,you'xiao'di'jian'lv
有效地面辐射,you'xiao'di'mian'fu'she
有效地址,you'xiao'di'zhi
有效电流,you'xiao'dian'liu
有效电容,you'xiao'dian'rong
有效电阻,you'xiao'dian'zu
有效范围,you'xiao'fan'wei
有效放大系数,you'xiao'fang'da'xi'shu
有效分布系数,you'xiao'fen'bu'xi'shu
有效分权,you'xiao'fen'quan
有效分子量,you'xiao'fen'zi'liang
有效俘获截面,you'xiao'fu'huo'jie'mian
有效辐射,you'xiao'fu'she
有效高度,you'xiao'gao'du
有效各向异性,you'xiao'ge'xiang'yi'xing
有效更新率,you'xiao'geng'xin'lv
有效功,you'xiao'gong
有效功率,you'xiao'gong'lv
有效工作,you'xiao'gong'zuo
有效估计量,you'xiao'gu'ji'liang
有效骨架参数,you'xiao'gu'jia'can'shu
有效管理,you'xiao'guan'li
有效含水饱和度,you'xiao'han'shui'bao'he'du
有效厚度,you'xiao'hou'du
有效化,you'xiao'hua
有效挥发度,you'xiao'hui'fa'du
有效剂量,you'xiao'ji'liang
有效价格,you'xiao'jia'ge
有效加热时间,you'xiao'jia're'shi'jian
有效间隙,you'xiao'jian'xi
有效接触半径,you'xiao'jie'chu'ban'jing
有效截面,you'xiao'jie'mian
有效界膜,you'xiao'jie'mo
有效竞争,you'xiao'jing'zheng
有效孔径,you'xiao'kong'jing
有效孔隙度,you'xiao'kong'xi'du
有效粒径,you'xiao'li'jing
有效螺纹,you'xiao'luo'wen
有效马力,you'xiao'ma'li
有效面积,you'xiao'mian'ji
有效粘度,you'xiao'nian'du
有效浓度,you'xiao'nong'du
有效排量,you'xiao'pai'liang
有效炮眼,you'xiao'pao'yan
有效平均压力,you'xiao'ping'jun'ya'li
有效剖面,you'xiao'pou'mian
有效热负荷,you'xiao're'fu'he
有效容量,you'xiao'rong'liang
有效深度,you'xiao'shen'du
有效渗透率,you'xiao'shen'tou'lv
有效声压,you'xiao'sheng'ya
有效生油岩,you'xiao'sheng'you'yan
有效时间,you'xiao'shi'jian
有效试验,you'xiao'shi'yan
有效使用期,you'xiao'shi'yong'qi
有效寿命,you'xiao'shou'ming
有效数据传输率,you'xiao'shu'ju'chuan'shu'lv
有效衰减,you'xiao'shuai'jian
有效速度,you'xiao'su'du
有效提取,you'xiao'ti'qu
有效天线长度,you'xiao'tian'xian'chang'du
有效调制深度,you'xiao'tiao'zhi'shen'du
有效统计量,you'xiao'tong'ji'liang
有效温度,you'xiao'wen'du
有效吸收系数,you'xiao'xi'shou'xi'shu
有效需求,you'xiao'xu'qiu
有效压力,you'xiao'ya'li
有效压缩系数,you'xiao'ya'suo'xi'shu
有效压头,you'xiao'ya'tou
有效岩石体积,you'xiao'yan'shi'ti'ji
有效岩心穿透深度,you'xiao'yan'xin'chuan'tou'shen'du
有效岩心孔隙度,you'xiao'yan'xin'kong'xi'du
有效应力,you'xiao'ying'li
有效原子序数,you'xiao'yuan'zi'xu'shu
有效增殖系数,you'xiao'zeng'zhi'xi'shu
有效振动距离,you'xiao'zhen'dong'ju'li
有效值,you'xiao'zhi
有效制动面积,you'xiao'zhi'dong'mian'ji
有效直径,you'xiao'zhi'jing
有效指令,you'xiao'zhi'ling
有效追索,you'xiao'zhui'suo
有效字,you'xiao'zi
有效组合长度,you'xiao'zu'he'chang'du
有效钻压,you'xiao'zuan'ya
右旋螺纹,you'xuan'luo'wen
有眼端,you'yan'duan
有眼螺栓,you'yan'luo'shuan
有荧光性的,you'ying'guang'xing'de
油毡接触润滑器,you'zhan'jie'chu'run'hua'qi
油毡沥青,you'zhan'li'qing
有着火危险的距离,you'zhao'huo'wei'xian'de'ju'li
优质钢,you'zhi'gang
优质图象,you'zhi'tu'xiang
优质因数,you'zhi'yin'shu
优质因子,you'zhi'yin'zi
右转,you'zhuan
油状虫化石,you'zhuang'chong'hua'shi
游资,you'zi
预报,yu'bao
预报方法,yu'bao'fang'fa
余表达式,yu'biao'da'shi
预测,yu'ce
预测采油量,yu'ce'cai'you'liang
预测产量,yu'ce'chan'liang
预测风险,yu'ce'feng'xian
预测技术,yu'ce'ji'shu
预测阶段,yu'ce'jie'duan
预测模型,yu'ce'mo'xing
预测效率,yu'ce'xiao'lv
预处理,yu'chu'li
余代码,yu'dai'ma
预防火灾,yu'fang'huo'zai
鱼港,yu'gang
预鼓风,yu'gu'feng
鱼骨天线,yu'gu'tian'xian
与管同径的球阀,yu'guan'tong'jing'de'qiu'fa
与管子等径的,yu'guan'zi'deng'jing'de
预混泡沫溶液,yu'hun'pao'mo'rong'ye
雨季,yu'ji
预计储量,yu'ji'chu'liang
预计到达时间,yu'ji'dao'da'shi'jian
淤积谷,yu'ji'gu
淤积湖平原,yu'ji'hu'ping'yuan
预计离岸时间,yu'ji'li'an'shi'jian
预见,yu'jian
羽角,yu'jiao
预警雷达,yu'jing'lei'da
鱼类保护,yu'lei'bao'hu
预冷,yu'leng
预冷器,yu'leng'qi
余量,yu'liang
预料,yu'liao
鱼鳞垢,yu'lin'gou
预留机组,yu'liu'ji'zu
预埋条状物,yu'mai'tiao'zhuang'wu
羽毛,yu'mao
羽毛状的,yu'mao'zhuang'de
玉米,yu'mi
预谋,yu'mou
预期,yu'qi
预期持续时间,yu'qi'chi'xu'shi'jian
预期利润,yu'qi'li'run
预期寿命,yu'qi'shou'ming
预期消耗,yu'qi'xiao'hao
预热管,yu're'guan
预热器,yu're'qi
雨伞,yu'san
淤塞的射孔孔道,yu'se'de'she'kong'kong'dao
与实际尺寸相同的,yu'shi'ji'chi'cun'xiang'tong'de
预算外开支,yu'suan'wai'kai'zhi
鱼头,yu'tou
渔网浮标,yu'wang'fu'biao
鱼尾,yu'wei
鱼尾板螺栓,yu'wei'ban'luo'shuan
鱼尾阀,yu'wei'fa
鱼尾式铁刀,yu'wei'shi'tie'dao
鱼尾误差,yu'wei'wu'cha
鱼尾运动,yu'wei'yun'dong
鱼尾钻头,yu'wei'zuan'tou
余隙,yu'xi
预先警告,yu'xian'jing'gao
预想,yu'xiang
雨靴,yu'xue
语言,yu'yan
鱼眼,yu'yan
鱼眼构造,yu'yan'gou'zao
语言系统,yu'yan'xi'tong
雨衣,yu'yi
语源,yu'yuan
雨源河床,yu'yuan'he'chuang
预兆,yu'zhao
预知,yu'zhi
预制厂,yu'zhi'chang
预制弯头,yu'zhi'wan'tou
羽状断裂,yu'zhuang'duan'lie
羽状构造,yu'zhuang'gou'zao
