阿母白媒人,a'mu'bai'mei'ren
毋从俱死也,wu'cong'ju'si'ye
无从无道始得道,wu'cong'wu'dao'shi'de'dao
吾戴吾头来矣,wu'dai'wu'tou'lai'yi
吾党有直躬者,wu'dang'you'zhi'gong'zhe
吾党之小子狂简,wu'dang'zhi'xiao'zi'kuang'jian
吾党之直者异于是,wu'dang'zhi'zhi'zhe'yi'yu'shi
迕道而说者,wu'dao'er'shuo'zhe
无道桓文之事者,wu'dao'huan'wen'zhi'shi'zhe
吾道一以贯之,wu'dao'yi'yi'guan'zhi
吾道悠悠,wu'dao'you'you
无道则隐,wu'dao'ze'yin
吾得而食诸,wu'de'er'shi'zhu
无德而有知,wu'de'er'you'zhi
无得而逾焉,wu'de'er'yu'yan
吾得兄事之,wu'de'xiong'shi'zhi
物得以生谓之德,wu'de'yi'sheng'wei'zhi'de
武帝祠前云欲散,wu'di'ci'qian'yun'yu'san
屋底达官走避胡,wu'di'da'guan'zou'bi'hu
舞低杨柳楼心月,wu'di'yang'liu'lou'xin'yue
无敌於天下者,wu'di'yu'tian'xia'zhe
五帝之所连,wu'di'zhi'suo'lian
舞殿冷袖,wu'dian'leng'xiu
武丁朝诸侯,wu'ding'chao'zhu'hou
无动而不变,wu'dong'er'bu'bian
无东无西,wu'dong'wu'xi
吾独且奈何哉,wu'du'qie'nai'he'zai
吾独向黄泉,wu'du'xiang'huang'quan
无端抱影销魂处,wu'duan'bao'ying'xiao'hun'chu
无端不寄相思字,wu'duan'bu'ji'xiang'si'zi
无端风雨,wu'duan'feng'yu
无端却被西风误,wu'duan'que'bei'xi'feng'wu
无端啼蛄搅夜,wu'duan'ti'gu'jiao'ye
无端天与娉婷,wu'duan'tian'yu'ping'ting
无端自家疏隔,wu'duan'zi'jia'shu'ge
无对应的,wu'dui'ying'de
勿夺其时,wu'duo'qi'shi
侮夺人之君,wu'duo'ren'zhi'jun
勿夺於时,wu'duo'yu'shi
吾恶乎求之,wu'e'hu'qiu'zhi
吾恶乎知之,wu'e'hu'zhi'zhi
吾恶能知其辩,wu'e'neng'zhi'qi'bian
物而不物,wu'er'bu'wu
吾二臣者,wu'er'chen'zhe
吾二臣者皆不欲也,wu'er'chen'zhe'jie'bu'yu'ye
无乏吾事,wu'fa'wu'shi
吾犯此数患,wu'fan'ci'shu'huan
吾非不知,wu'fei'bu'zhi
无非取於人者,wu'fei'qu'yu'ren'zhe
无非事者,wu'fei'shi'zhe
吾非斯人之徒与而谁与,wu'fei'si'ren'zhi'tu'yu'er'shui'yu
吾非以服有服,wu'fei'yi'fu'you'fu
吾非至于子之门则殆矣,wu'fei'zhi'yu'zi'zhi'men'ze'dai'yi
无非自许,wu'fei'zi'xu
午风吹断江南梦,wu'feng'chui'duan'jiang'nan'meng
午风清暑,wu'feng'qing'shu
吾弗及已,wu'fu'ji'yi
无夫里之布,wu'fu'li'zhi'bu
无复射蛟江水中,wu'fu'she'jiao'jiang'shui'zhong
无父无君,wu'fu'wu'jun
吾服也恒服,wu'fu'ye'heng'fu
勿复怨鬼神,wu'fu'yuan'gui'shen
勿复重纷坛,wu'fu'zhong'fen'tan
吾敢不为邪,wu'gan'bu'wei'xie
无敢应者,wu'gan'ying'zhe
吾告以至人之德,wu'gao'yi'zhi'ren'zhi'de
吾告之以至人之德,wu'gao'zhi'yi'zhi'ren'zhi'de
物各有主,wu'ge'you'zhu
五更鼓角声悲壮,wu'geng'gu'jiao'sheng'bei'zhuang
五更疏欲断,wu'geng'shu'yu'duan
五更依旧落花朝,wu'geng'yi'jiu'luo'hua'chao
无功而亲,wu'gong'er'qin
无功名而治,wu'gong'ming'er'zhi
无攻人之恶,wu'gong'ren'zhi'e
吴宫闲地,wu'gong'xian'di
吾固不辞远道而来愿见,wu'gu'bu'ci'yuan'dao'er'lai'yuan'jian
五谷不登,wu'gu'bu'deng
五谷不分,wu'gu'bu'fen
五谷多寡同,wu'gu'duo'gua'tong
吾固告汝曰,wu'gu'gao'ru'yue
吾固告子矣,wu'gu'gao'zi'yi
无古今而后能入于不死不生,wu'gu'jin'er'hou'neng'ru'yu'bu'si'bu'sheng
五谷熟而民人育,wu'gu'shu'er'min'ren'yu
无古无今,wu'gu'wu'jin
物固相累,wu'gu'xiang'lei
物固有所可,wu'gu'you'suo'ke
物固有所然,wu'gu'you'suo'ran
吾固愿见,wu'gu'yuan'jian
物固自生,wu'gu'zi'sheng
吴馆巢荒,wu'guan'chao'huang
吾观夫俗之所乐,wu'guan'fu'su'zhi'suo'le
五官殊职,wu'guan'shu'zhi
五管在上,wu'guan'zai'shang
吾观之本,wu'guan'zhi'ben
吾观自古贤达人,wu'guan'zi'gu'xian'da'ren
务光怒之,wu'guang'nu'zhi
无鬼生于贫贱,wu'gui'sheng'yu'pin'jian
无贵无贱,wu'gui'wu'jian
吾何爱一牛,wu'he'ai'yi'niu
无赫赫之功,wu'he'he'zhi'gong
吾何快於是,wu'he'kuai'yu'shi
吾何慊乎哉,wu'he'qian'hu'zai
吾何畏彼哉,wu'he'wei'bi'zai
吾何为不豫哉,wu'he'wei'bu'yu'zai
吾何为独不然,wu'he'wei'du'bu'ran
物何为最之哉,wu'he'wei'zui'zhi'zai
吾何修而可以比於先王观也,wu'he'xiu'er'ke'yi'bi'yu'xian'wang'guan'ye
吾何以观之哉,wu'he'yi'guan'zhi'zai
吾何以过人哉,wu'he'yi'guo'ren'zai
吾何以识其不才而舍之,wu'he'yi'shi'qi'bu'cai'er'she'zhi
吾何以休,wu'he'yi'xiu
吾何以知其然哉,wu'he'yi'zhi'qi'ran'zai
吾何以知天下然哉,wu'he'yi'zhi'tian'xia'ran'zai
吾何以知众甫之状哉,wu'he'yi'zhi'zhong'fu'zhi'zhuang'zai
吾何以助,wu'he'yi'zhu
无恒安息,wu'heng'an'xi
无恒产而有恒心者,wu'heng'chan'er'you'heng'xin'zhe
无恒产者无恒心,wu'heng'chan'zhe'wu'heng'xin
吴鸿好为传归信,wu'hong'hao'wei'chuan'gui'xin
武侯超然不对,wu'hou'chao'ran'bu'dui
武侯祠屋常邻近,wu'hou'ci'wu'chang'lin'jin
武侯大悦而笑,wu'hou'da'yue'er'xiao
武侯劳之曰,wu'hou'lao'zhi'yue
无後为大,wu'hou'wei'da
五湖料理,wu'hu'liao'li
芴乎芒乎,wu'hu'mang'hu
呜呼圣皇及圣相,wu'hu'sheng'huang'ji'sheng'xiang
无乎逃物,wu'hu'tao'wu
呜呼吾意其蹉跎,wu'hu'wu'yi'qi'cuo'tuo
五湖烟水独忘机,wu'hu'yan'shui'du'wang'ji
五花连钱旋作冰,wu'hua'lian'qian'xuan'zuo'bing
无花无酒锄作田,wu'hua'wu'jiu'chu'zuo'tian
武皇开边意未已,wu'huang'kai'bian'yi'wei'yi
无惛惛之事者,wu'hun'hun'zhi'shi'zhe
物或恶之,wu'huo'e'zhi
吾既不及,wu'ji'bu'ji
无计重见,wu'ji'chong'jian
无几何而使之于燕,wu'ji'he'er'shi'zhi'yu'yan
无几何也,wu'ji'he'ye
无计留春住,wu'ji'liu'chun'zhu
吾及亲仕,wu'ji'qin'shi
吾藉王倪以要之,wu'ji'wang'ni'yi'yao'zhi
无几无时,wu'ji'wu'shi
无计相回避,wu'ji'xiang'hui'bi
吴姬压酒唤客尝,wu'ji'ya'jiu'huan'ke'chang
无极之外,wu'ji'zhi'wai
吾家读书久不效,wu'jia'du'shu'jiu'bu'xiao
吾家后日当甚贫,wu'jia'hou'ri'dang'shen'pin
无家问死生,wu'jia'wen'si'sheng
吾家洗砚池头树,wu'jia'xi'yan'chi'tou'shu
吾见蹈而死者矣,wu'jian'dao'er'si'zhe'yi
吾见怪焉,wu'jian'guai'yan
吾见其不得已,wu'jian'qi'bu'de'yi
吾见其杜权矣,wu'jian'qi'du'quan'yi
吾见其进也,wu'jian'qi'jin'ye
吾见其居于位也,wu'jian'qi'ju'yu'wei'ye
吾见其难为,wu'jian'qi'nan'wei
吾见其人矣,wu'jian'qi'ren'yi
物见其物,wu'jian'qi'wu
无见小利,wu'jian'xiao'li
吴笺银粉砑,wu'jian'yin'fen'ya
无江海而闲,wu'jiang'hai'er'xian
吾将良人之所之也,wu'jiang'liang'ren'zhi'suo'zhi'ye
吾将三月,wu'jiang'san'yue
吾将上下而求索,wu'jiang'shang'xia'er'qiu'suo
乌江十五兄,wu'jiang'shi'wu'xiong
吾将仕矣,wu'jiang'shi'yi
吾将为宾乎,wu'jiang'wei'bin'hu
吾将为名乎,wu'jiang'wei'ming'hu
吾将问之,wu'jiang'wen'zhi
吾将曳尾于涂中,wu'jiang'ye'wei'yu'tu'zhong
巫匠亦然,wu'jiang'yi'ran
吾将以为教父,wu'jiang'yi'wei'jiao'fu
吾将游焉,wu'jiang'you'yan
吾将语若,wu'jiang'yu'ruo
吾将镇之以无名之朴,wu'jiang'zhen'zhi'yi'wu'ming'zhi'pu
物将自壮,wu'jiang'zi'zhuang
吾今不能见汝矣,wu'jin'bu'neng'jian'ru'yi
吾今且报府,wu'jin'qie'bao'fu
吾今且赴府,wu'jin'qie'fu'fu
吾今死无余撼,wu'jin'si'wu'yu'han
吾今以此书与汝永别矣,wu'jin'yi'ci'shu'yu'ru'yong'bie'yi
吾今与汝无言矣,wu'jin'yu'ru'wu'yan'yi
吾今则可以见矣,wu'jin'ze'ke'yi'jian'yi
吾惊怖其言,wu'jing'bu'qi'yan
吾惊怖其言犹河汉而无极也,wu'jing'bu'qi'yan'you'he'han'er'wu'ji'ye
吾敬鬼尊贤,wu'jing'gui'zun'xian
午镜澡兰帘幕,wu'jing'zao'lan'lian'mu
吾惊之以雷霆,wu'jing'zhi'yi'lei'ting
无拘而志,wu'ju'er'zhi
吾居九泉之下遥闻汝哭声,wu'ju'jiu'quan'zhi'xia'yao'wen'ru'ku'sheng
无聚禄以望人之腹,wu'ju'lu'yi'wang'ren'zhi'fu
恶居下流而讪上者,wu'ju'xia'liu'er'shan'shang'zhe
吾君不能谓之贼,wu'jun'bu'neng'wei'zhi'zei
无君人之位以济乎人之死,wu'jun'ren'zhi'wei'yi'ji'hu'ren'zhi'si
无君于上,wu'jun'yu'shang
吾君之子也,wu'jun'zhi'zi'ye
无君子莫治野人,wu'jun'zi'mo'zhi'ye'ren
无可奈何花落去,wu'ke'nai'he'hua'luo'qu
无可无不可,wu'ke'wu'bu'ke
吾恐回与齐侯言尧,wu'kong'hui'yu'qi'hou'yan'yao
吾恐季孙之忧,wu'kong'ji'sun'zhi'you
吾恐其惊而遂至于惑也,wu'kong'qi'jing'er'sui'zhi'yu'huo'ye
吾恐其为天下笑,wu'kong'qi'wei'tian'xia'xiao
无窥其情,wu'kui'qi'qing
舞鹍镜匣开频掩,wu'kun'jing'xia'kai'pin'yan
舞困榆钱自落,wu'kun'yu'qian'zi'luo
无劳女形,wu'lao'nv'xing
误了乍来双燕,wu'le'zha'lai'shuang'yan
无累则正平,wu'lei'ze'zheng'ping
无力蔷薇卧晓枝,wu'li'qiang'wei'wo'xiao'zhi
无礼无义,wu'li'wu'yi
五里一徘徊,wu'li'yi'pai'huai
吾力犹能肆汝杯,wu'li'you'neng'si'ru'bei
吾力犹能肆诸市朝,wu'li'you'neng'si'zhu'shi'chao
吾力足以举百钧,wu'li'zu'yi'ju'bai'jun
无聊倦旅,wu'liao'juan'lv
勿临渴而掘井,wu'lin'ke'er'jue'jing
五陵北原上,wu'ling'bei'yuan'shang
五陵佳气无时无,wu'ling'jia'qi'wu'shi'wu
五陵年少争缠头,wu'ling'nian'shao'zheng'chan'tou
吾令人望其气,wu'ling'ren'wang'qi'qi
吾灵尚依依旁汝也,wu'ling'shang'yi'yi'pang'ru'ye
勿留亟退,wu'liu'ji'tui
五六月累丸二而不坠,wu'liu'yue'lei'wan'er'er'bu'zhui
无论事之大小,wu'lun'shi'zhi'da'xiao
误落尘网中,wu'luo'chen'wang'zhong
无落吾事,wu'luo'wu'shi
五马莫留连,wu'ma'mo'liu'lian
巫马期以告,wu'ma'qi'yi'gao
无门无毒,wu'men'wu'du
无门无房,wu'men'wu'fang
午梦扶头,wu'meng'fu'tou
午梦千山,wu'meng'qian'shan
务民之义,wu'min'zhi'yi
无名故无为,wu'ming'gu'wu'wei
无名人曰,wu'ming'ren'yue
无名天地之始,wu'ming'tian'di'zhi'shi
无名无实,wu'ming'wu'shi
吾命有所制矣,wu'ming'you'suo'zhi'yi
吾命有在外者也,wu'ming'you'zai'wai'zhe'ye
物莫不若是,wu'mo'bu'ruo'shi
吾末如之何也已矣,wu'mo'ru'zhi'he'ye'yi'yi
物莫之伤,wu'mo'zhi'shang
吾谋适不用,wu'mou'shi'bu'yong
五亩之宅,wu'mu'zhi'zhai
无那尘缘容易绝,wu'na'chen'yuan'rong'yi'jue
无南无北,wu'na'mo'bei
无奈被他情担阁,wu'nai'bei'ta'qing'dan'ge
无奈朝来寒雨晚来风,wu'nai'chao'lai'han'yu'wan'lai'feng
无乃尔是过与,wu'nai'er'shi'guo'yu
无奈归心,wu'nai'gui'xin
吾乃今于是乎见龙,wu'nai'jin'yu'shi'hu'jian'long
无奈酒阑时,wu'nai'jiu'lan'shi
无奈苒苒魂惊,wu'nai'ran'ran'hun'jing
无乃太简乎,wu'nai'tai'jian'hu
无乃为佞乎,wu'nai'wei'ning'hu
无乃与仆私心剌谬乎,wu'nai'yu'pu'si'xin'la'miu'hu
无奈朝来寒雨晚来风,wu'nai'zhao'lai'han'yu'wan'lai'feng
吾奈之何,wu'nai'zhi'he
无内无外,wu'nei'wu'wai
毋内诸侯,wu'nei'zhu'hou
吾能冬爨鼎而夏造冰矣,wu'neng'dong'cuan'ding'er'xia'zao'bing'yi
无能改於其德,wu'neng'gai'yu'qi'de
吾能之乎,wu'neng'zhi'hu
五年而来,wu'nian'er'lai
五年而未得也,wu'nian'er'wei'de'ye
乌鸟私情,wu'niao'si'qing
吾宁爱与憎,wu'ning'ai'yu'zeng
无宁汝先吾而死,wu'ning'ru'xian'wu'er'si
无宁死于二三子之手乎,wu'ning'si'yu'er'san'zi'zhi'shou'hu
雾浓香鸭,wu'nong'xiang'ya
悟平反之已奏,wu'ping'fan'zhi'yi'zou
吾平日不信有鬼,wu'ping'ri'bu'xin'you'gui
吾平生未尝以吾所志语汝,wu'ping'sheng'wei'chang'yi'wu'suo'zhi'yu'ru
吾其孢瓜也哉,wu'qi'bao'gua'ye'zai
无器而民滔乎前,wu'qi'er'min'tao'hu'qian
吾妻归宁,wu'qi'gui'ning
吾妻来归,wu'qi'lai'gui
吾其披发左衽矣,wu'qi'pi'fa'zuo'ren'yi
吾岂若使是君为尧,wu'qi'ruo'shi'shi'jun'wei'yao
吾岂若使是民为尧,wu'qi'ruo'shi'shi'min'wei'yao
吾岂若於吾身亲见之哉,wu'qi'ruo'yu'wu'shen'qin'jian'zhi'zai
吾妻死之年所手植也,wu'qi'si'zhi'nian'suo'shou'zhi'ye
吾其为东周乎,wu'qi'wei'dong'zhou'hu
吾其与闻之,wu'qi'yu'wen'zhi
五千仞岳山摩天,wu'qian'ren'yue'shan'mo'tian
五千仞岳上摩天,wu'qian'ren'yue'shang'mo'tian
吾且不得及彼乎,wu'qie'bu'de'ji'bi'hu
无亲则不爱,wu'qin'ze'bu'ai
无亲者尽人,wu'qin'zhe'jin'ren
无情不似多情苦,wu'qing'bu'si'duo'qing'ku
无青耳矣,wu'qing'er'yi
无情风雨,wu'qing'feng'yu
无情画舸,wu'qing'hua'ge
无情水都不管,wu'qing'shui'dou'bu'guan
物情惟有醉中真,wu'qing'wei'you'zui'zhong'zhen
物情无巨细,wu'qing'wu'ju'xi
无情燕子,wu'qing'yan'zi
无情野火,wu'qing'ye'huo
无情有思,wu'qing'you'si
无情圆又缺,wu'qing'yuan'you'que
雾轻云薄,wu'qing'yun'bo
无穷官柳,wu'qiong'guan'liu
无穷无尽是离愁,wu'qiong'wu'jin'shi'li'chou
无穷无止,wu'qiong'wu'zhi
无求备于一人,wu'qiu'bei'yu'yi'ren
无求生以害仁,wu'qiu'sheng'yi'hai'ren
勿求於气,wu'qiu'yu'qi
勿求於心,wu'qiu'yu'xin
吾求之末,wu'qiu'zhi'mo
吾求之于度数,wu'qiu'zhi'yu'du'shu
吾求之于阴阳,wu'qiu'zhi'yu'yin'yang
乌鹊南飞,wu'que'nan'fei
乌鹊正南飞,wu'que'zheng'nan'fei
舞裙歌板尽情欢,wu'qun'ge'ban'jin'qing'huan
无然泄泄,wu'ran'xie'xie
无人道也,wu'ren'dao'ye
无人乎缪公之侧,wu'ren'hu'miu'gong'zhi'ce
无人尽日花飞雪,wu'ren'jin'ri'hua'fei'xue
无人收废帐,wu'ren'shou'fei'zhang
无人收拾理则那,wu'ren'shou'shi'li'ze'na
无人信高洁,wu'ren'xin'gao'jie
无人野水荒湾,wu'ren'ye'shui'huang'wan
无仁义而修,wu'ren'yi'er'xiu
无人知此意,wu'ren'zhi'ci'yi
无人之情,wu'ren'zhi'qing
无人知是荔枝来,wu'ren'zhi'shi'li'zhi'lai
吾日三省乎吾身,wu'ri'san'xing'hu'wu'shen
五日移舟明山下作,wu'ri'yi'zhou'ming'shan'xia'zuo
无容质疑,wu'rong'zhi'yi
无如此处学长生,wu'ru'ci'chu'xue'zhang'sheng
无入而藏,wu'ru'er'cang
无如寡人之用心者,wu'ru'gua'ren'zhi'yong'xin'zhe
误入藕花深处,wu'ru'ou'hua'shen'chu
吾若取之何哉,wu'ruo'qu'zhi'he'zai
吾若是何哉,wu'ruo'shi'he'zai
无若宋人然,wu'ruo'song'ren'ran
吾洒然异之,wu'sa'ran'yi'zhi
五色不乱,wu'se'bu'luan
物色旧时同,wu'se'jiu'shi'tong
五色令人目盲,wu'se'ling'ren'mu'mang
无杀戮之刑者,wu'sha'lu'zhi'xing'zhe
吴山点点愁,wu'shan'dian'dian'chou
无伤口中珠,wu'shang'kou'zhong'zhu
屋上松风吹急雨,wu'shang'song'feng'chui'ji'yu
屋上无片瓦,wu'shang'wu'pian'wa
无伤吾行,wu'shang'wu'xing
无伤吾足,wu'shang'wu'zu
吾少也贱,wu'shao'ye'jian
无赦如虎,wu'she'ru'hu
吾谁与为邻,wu'shei'yu'wei'lin
吾谁与为亲,wu'shei'yu'wei'qin
吾身不能居仁由义,wu'shen'bu'neng'ju'ren'you'yi
吾甚惭於孟子,wu'shen'can'yu'meng'zi
吾身非吾有也,wu'shen'fei'wu'you'ye
吾甚栗之,wu'shen'li'zhi
五声不乱,wu'sheng'bu'luan
侮圣人之言,wu'sheng'ren'zhi'yan
吾生也有涯,wu'sheng'ye'you'ya
吾生于陵而安于陵,wu'sheng'yu'ling'er'an'yu'ling
无声之中,wu'sheng'zhi'zhong
吾师道也,wu'shi'dao'ye
无时而不移,wu'shi'er'bu'yi
无适而非君也,wu'shi'er'fei'jun'ye
无始而非卒也,wu'shi'er'fei'zu'ye
五十而慕者,wu'shi'er'mu'zhe
无事而生定,wu'shi'er'sheng'ding
五世而斩,wu'shi'er'zhan
五十而知天命,wu'shi'er'zhi'tian'ming
无是非之心,wu'shi'fei'zhi'xin
无事过这一夏,wu'shi'guo'zhe'yi'xia
吾始乎故,wu'shi'hu'gu
无使蛟龙得,wu'shi'jiao'long'de
雾失楼台,wu'shi'lou'tai
午事梦中休,wu'shi'meng'zhong'xiu
五十年间似反掌,wu'shi'nian'jian'si'fan'zhang
无失其时,wu'shi'qi'shi
物视其所一而不见其所丧,wu'shi'qi'suo'yi'er'bu'jian'qi'suo'sang
物是人非事事休,wu'shi'ren'fei'shi'shi'xiu
无使汝思虑营营,wu'shi'ru'si'lv'ying'ying
无是三者,wu'shi'san'zhe
无食桑葚,wu'shi'sang'shen
吾使司命复生子形,wu'shi'si'ming'fu'sheng'zi'xing
无使土亲肤,wu'shi'tu'qin'fu
吾始闻之惧,wu'shi'wen'zhi'ju
吾失我常与,wu'shi'wo'chang'yu
无视无听,wu'shi'wu'ting
无始无终,wu'shi'wu'zhong
五世希不失矣,wu'shi'xi'bu'shi'yi
五十弦翻塞外声,wu'shi'xian'fan'sai'wai'sheng
吾始也疑子,wu'shi'ye'yi'zi
吾食也执粗而不臧,wu'shi'ye'zhi'cu'er'bu'zang
吾是以不释于老聃之言,wu'shi'yi'bu'shi'yu'lao'dan'zhi'yan
五十镒而受,wu'shi'yi'er'shou
吾是以泣也,wu'shi'yi'qi'ye
吾是以亡足,wu'shi'yi'wang'zu
吾是以务全之也,wu'shi'yi'wu'quan'zhi'ye
五十以学易,wu'shi'yi'xue'yi
吾是以忧,wu'shi'yi'you
吾是以知无为之有,wu'shi'yi'zhi'wu'wei'zhi'you
吾是以知无为之有益,wu'shi'yi'zhi'wu'wei'zhi'you'yi
吾十有五而志于学,wu'shi'you'wu'er'zhi'yu'xue
勿施于人,wu'shi'yu'ren
五十者可以衣帛以,wu'shi'zhe'ke'yi'yi'bo'yi
五十者可以衣帛矣,wu'shi'zhe'ke'yi'yi'bo'yi
吾示子乎吾道,wu'shi'zi'hu'wu'dao
无受人益难,wu'shou'ren'yi'nan
无受天损易,wu'shou'tian'sun'yi
吾守形而忘身,wu'shou'xing'er'wang'shen
物孰不资焉,wu'shu'bu'zi'yan
吾属今为之虏矣,wu'shu'jin'wei'zhi'lu'yi
吾衰也久矣,wu'shuai'ye'jiu'yi
吾谁使正之,wu'shui'shi'zheng'zhi
无硕师而能言,wu'shuo'shi'er'neng'yan
无说则死,wu'shuo'ze'si
无思不服,wu'si'bu'fu
吾思夫使我至此极者而弗得也,wu'si'fu'shi'wo'zhi'ci'ji'zhe'er'fu'de'ye
无思无虑始知道,wu'si'wu'lv'shi'zhi'dao
吾死矣夫,wu'si'yi'fu
吾斯之未能信,wu'si'zhi'wei'neng'xin
乌孙部落家乡远,wu'sun'bu'luo'jia'xiang'yuan
无所不极,wu'suo'bu'ji
无所不在,wu'suo'bu'zai
无所不至矣,wu'suo'bu'zhi'yi
吾所待又有待而然者邪,wu'suo'dai'you'you'dai'er'ran'zhe'xie
无所祷也,wu'suo'dao'ye
无所苟而已矣,wu'suo'gou'er'yi'yi
无所可用,wu'suo'ke'yong
无所穷终,wu'suo'qiong'zhong
无所取材,wu'suo'qu'cai
无所去忧也,wu'suo'qu'you'ye
无所甚疏,wu'suo'shen'shu
无所逃于天地之间,wu'suo'tao'yu'tian'di'zhi'jian
吾所谓聪者,wu'suo'wei'cong'zhe
吾所谓明者,wu'suo'wei'ming'zhe
吾所谓无情者,wu'suo'wei'wu'qing'zhe
吾所谓臧者,wu'suo'wei'zang'zhe
无所问涂,wu'suo'wen'tu
吾所学者,wu'suo'xue'zhe
吾所以不庭也,wu'suo'yi'bu'ting'ye
吾所以说吾君者,wu'suo'yi'shuo'wu'jun'zhe
吾所以有大患者,wu'suo'yi'you'da'huan'zhe
无所用心,wu'suo'yong'xin
无所用之,wu'suo'yong'zhi
无所于逆,wu'suo'yu'ni
无所于忤,wu'suo'yu'wu
吾所与吾子游者,wu'suo'yu'wu'zi'you'zhe
无所终穷乎,wu'suo'zhong'qiong'hu
吾他日未尝学问,wu'ta'ri'wei'chang'xue'wen
吾特与汝,wu'te'yu'ru
无题二首之二,wu'ti'er'shou'zhi'er
无题二首之一,wu'ti'er'shou'zhi'yi
无听之以耳而听之以心,wu'ting'zhi'yi'er'er'ting'zhi'yi'xin
无听之以心而听之以气,wu'ting'zhi'yi'xin'er'ting'zhi'yi'qi
梧桐半死清霜后,wu'tong'ban'si'qing'shuang'hou
梧桐更兼细雨,wu'tong'geng'jian'xi'yu
梧桐相待老,wu'tong'xiang'dai'lao
梧桐叶上三更雨,wu'tong'ye'shang'san'geng'yu
吴头楚尾,wu'tou'chu'wei
吾土地也,wu'tu'di'ye
无徒骥于锱坛之宫,wu'tu'ji'yu'zi'tan'zhi'gong
无万分之一,wu'wan'fen'zhi'yi
武王不泄迩,wu'wang'bu'xie'er
吾王不游,wu'wang'bu'you
吾王不豫,wu'wang'bu'yu
武王耻之,wu'wang'chi'zhi
武王伐纣,wu'wang'fa'zhou
吴王浮于江,wu'wang'fu'yu'jiang
吾往来焉而不知其所终,wu'wang'lai'yan'er'bu'zhi'qi'suo'zhong
武王逆纣而不肯顺,wu'wang'ni'zhou'er'bu'ken'shun
武王是也,wu'wang'shi'ye
吴王使之将,wu'wang'shi'zhi'jiang
吾王庶几无疾病与,wu'wang'shu'ji'wu'ji'bing'yu
无往焉而不知其所至,wu'wang'yan'er'bu'zhi'qi'suo'zhi
吾王之好鼓乐,wu'wang'zhi'hao'gu'yue
吾王之好田猎,wu'wang'zhi'hao'tian'lie
无为爱之,wu'wei'ai'zhi
吾未哺食,wu'wei'bu'shi
吾唯不知务而轻用吾身,wu'wei'bu'zhi'wu'er'qing'yong'wu'shen
吾未尝不得见也,wu'wei'chang'bu'de'jian'ye
吾未尝为牧而,wu'wei'chang'wei'mu'er
吾未尝无诲焉,wu'wei'chang'wu'hui'yan
五为此惧,wu'wei'ci'ju
无为而才自然矣,wu'wei'er'cai'zi'ran'yi
无为而万物化,wu'wei'er'wan'wu'hua
无为而无不为,wu'wei'er'wu'bu'wei
无为而无不为也,wu'wei'er'wu'bu'wei'ye
无为而已矣,wu'wei'er'yi'yi
无为而治者,wu'wei'er'zhi'zhe
无为而尊者,wu'wei'er'zun'zhe
无为复朴,wu'wei'fu'pu
无违夫子,wu'wei'fu'zi
吾未见刚者,wu'wei'jian'gang'zhe
吾未见好德如好色者也,wu'wei'jian'hao'de'ru'hao'se'zhe'ye
吾未见能见其过而内自讼者也,wu'wei'jian'neng'jian'qi'guo'er'nei'zi'song'zhe'ye
吾未见其明也,wu'wei'jian'qi'ming'ye
吾未见其人也,wu'wei'jian'qi'ren'ye
勿违今日言,wu'wei'jin'ri'yan
无为可以定是非,wu'wei'ke'yi'ding'shi'fei
五味令人口爽,wu'wei'ling'ren'kou'shuang
吾谓鲁君曰,wu'wei'lu'jun'yue
无为名尸,wu'wei'ming'shi
无为谋府,wu'wei'mou'fu
吾未能有行焉,wu'wei'neng'you'xing'yan
吾为其无用而掊之,wu'wei'qi'wu'yong'er'pou'zhi
吾未如之何也已矣,wu'wei'ru'zhi'he'ye'yi'yi
无为事任,wu'wei'shi'ren
无为谓不应我,wu'wei'wei'bu'ying'wo
无为为之之谓天,wu'wei'wei'zhi'zhi'wei'tian
吾未闻枉己而正人者也,wu'wei'wen'wang'ji'er'zheng'ren'zhe'ye
无为无形,wu'wei'wu'xing
无为小人儒,wu'wei'xiao'ren'ru
无为言之之谓德,wu'wei'yan'zhi'zhi'wei'de
无为也而尊,wu'wei'ye'er'zun
无为有处有还无,wu'wei'you'chu'you'hai'wu
无谓有谓,wu'wei'you'wei
无为在歧路,wu'wei'zai'qi'lu
无为则俞俞,wu'wei'ze'yu'yu
物谓之而然,wu'wei'zhi'er'ran
吾未之乐也,wu'wei'zhi'le'ye
吾未知善之诚善邪,wu'wei'zhi'shan'zhi'cheng'shan'xie
吾未知圣知之不为桁杨,wu'wei'zhi'sheng'zhi'zhi'bu'wei'hang'yang
吾未之闻也,wu'wei'zhi'wen'ye
吾为之我驰驱,wu'wei'zhi'wo'chi'qu
吾未之学也,wu'wei'zhi'xue'ye
无为之益,wu'wei'zhi'yi
勿谓知音稀,wu'wei'zhi'yin'xi
无为知主,wu'wei'zhi'zhu
吾闻楚有神龟,wu'wen'chu'you'shen'gui
吾闻出於幽谷,wu'wen'chu'yu'you'gu
吾闻道矣,wu'wen'dao'yi
吾闻夫子圣人也,wu'wen'fu'zi'sheng'ren'ye
吾闻观近臣以其所为主,wu'wen'guan'jin'chen'yi'qi'suo'wei'zhu
吾闻君子不党,wu'wen'jun'zi'bu'dang
吾问狂屈,wu'wen'kuang'qu
吾闻庖丁之言,wu'wen'pao'ding'zhi'yan
无问其名,wu'wen'qi'ming
