阿比可糖,a'bi'ke'tang
吸引剂,xi'yin'ji
析因因子,xi'yin'yin'zi
吸印杂交技术,xi'yin'za'jiao'ji'shu
喜荫植物,xi'yin'zhi'wu
喜阴植物,xi'yin'zhi'wu
稀有氨基酸,xi'you'an'ji'suan
稀有碱基,xi'you'jian'ji
蜥鱼亚目的鱼,xi'yu'ya'mu'de'yu
喜雨植物,xi'yu'zhi'wu
蜥螈目,xi'yuan'mu
西藏龙胆碱,xi'zang'long'dan'jian
吸涨,xi'zhang
吸胀作用,xi'zhang'zuo'yong
吸涨作用,xi'zhang'zuo'yong
系褶,xi'zhe
吸着作用,xi'zhe'zuo'yong
细针抽吸活检,xi'zhen'chou'xi'huo'jian
系枝发生,xi'zhi'fa'sheng
细支气管,xi'zhi'qi'guan
细支气管肺泡癌,xi'zhi'qi'guan'fei'pao'ai
细支气管炎,xi'zhi'qi'guan'yan
息止位垂直关系,xi'zhi'wei'chui'zhi'guan'xi
膝状节神经痛,xi'zhuang'jie'shen'jing'tong
隙状器,xi'zhuang'qi
膝状体,xi'zhuang'ti
螅状幼体,xi'zhuang'you'ti
下孢囊,xia'bao'nang
夏孢囊,xia'bao'nang
夏孢子,xia'bao'zi
夏孢子堆,xia'bao'zi'dui
夏孢子期,xia'bao'zi'qi
狭布群落,xia'bu'qun'luo
下层浮游生物,xia'ceng'fu'you'sheng'wu
下层液,xia'ceng'ye
下层自游生物,xia'ceng'zi'you'sheng'wu
下产孢组织,xia'chan'bao'zu'zhi
下沉物,xia'chen'wu
狭翅,xia'chi
下唇瓣,xia'chun'ban
下唇上叶,xia'chun'shang'ye
下唇线,xia'chun'xian
下唇须,xia'chun'xu
下唇正中裂,xia'chun'zheng'zhong'lie
下次小尖,xia'ci'xiao'jian
下担子,xia'dan'zi
下第二尖,xia'di'er'jian
下第三系,xia'di'san'xi
下颚基,xia'e'ji
下颚盲囊,xia'e'mang'nang
下颚突出,xia'e'tu'chu
下腹甲,xia'fu'jia
下疳样脓皮病,xia'gan'yang'nong'pi'bing
虾蛄,xia'gu
虾蛄幼体,xia'gu'you'ti
下关节,xia'guan'jie
下颌弓,xia'he'gong
下颌骨侧位投照术,xia'he'gu'ce'wei'tou'zhao'shu
下颌骨后前位投照术,xia'he'gu'hou'qian'wei'tou'zhao'shu
下颌骨颜面发育不全,xia'he'gu'yan'mian'fa'yu'bu'quan
下颌后缩,xia'he'hou'suo
下颌或下颌骨,xia'he'huo'xia'he'gu
下颌寄生胎,xia'he'ji'sheng'tai
下颌角点,xia'he'jiao'dian
下颌髁突切除术,xia'he'ke'tu'qie'chu'shu
下颌隆凸,xia'he'long'tu
下颌面骨发育不全,xia'he'mian'gu'fa'yu'bu'quan
下颌平面角,xia'he'ping'mian'jiao
下颌前突,xia'he'qian'tu
下颌切迹,xia'he'qie'ji
下颌韧带,xia'he'ren'dai
下颌神经阻滞麻醉,xia'he'shen'jing'zu'zhi'ma'zui
下颌升支侧位体层片,xia'he'sheng'zhi'ce'wei'ti'ceng'pian
下颌体,xia'he'ti
下颌突,xia'he'tu
下颌位,xia'he'wei
下颌息止位,xia'he'xi'zhi'wei
下颌下间隙,xia'he'xia'jian'xi
下颌下腺管,xia'he'xia'xian'guan
下颌牙,xia'he'ya
下颌牙槽座点,xia'he'ya'cao'zuo'dian
下颌运动,xia'he'yun'dong
下颌运动复制器,xia'he'yun'dong'fu'zhi'qi
下颌运动描记仪,xia'he'yun'dong'miao'ji'yi
下颌正中囊肿,xia'he'zheng'zhong'nang'zhong
下颌正中线最低点,xia'he'zheng'zhong'xian'zui'di'dian
下颌支截骨术,xia'he'zhi'jie'gu'shu
下颌支支架种植体,xia'he'zhi'zhi'jia'zhong'zhi'ti
下颌中切牙,xia'he'zhong'qie'ya
下颌中切牙切缘点,xia'he'zhong'qie'ya'qie'yuan'dian
虾红素,xia'hong'su
下后侧板,xia'hou'ce'ban
下后侧片,xia'hou'ce'pian
下后尖,xia'hou'jian
下喙骨,xia'hui'gu
下系带,xia'ji'dai
夏季瘙痒,xia'ji'sao'yang
下脊索,xia'ji'suo
下睑袋,xia'jian'dai
下睑袋修复术,xia'jian'dai'xiu'fu'shu
下睑紧缩术,xia'jian'jin'suo'shu
下睑缘,xia'jian'yuan
下降花序,xia'jiang'hua'xu
下角层,xia'jiao'ceng
下近中颊尖,xia'jin'zhong'jia'jian
下静脉,xia'jing'mai
下菌环,xia'jun'huan
下壳面,xia'ke'mian
下口板,xia'kou'ban
夏块菌,xia'kuai'jun
下肋凹,xia'lei'ao
狭颅症,xia'lu'zheng
夏卵,xia'luan
虾卵绿蛋白,xia'luan'lv'dan'bai
狭霉素,xia'mei'su
下内尖,xia'nei'jian
下盘层,xia'pan'ceng
下胚层,xia'pei'ceng
夏佩纤维,xia'pei'xian'wei
下胚轴,xia'pei'zhou
下皮层,xia'pi'ceng
夏皮氏纤维,xia'pi'shi'xian'wei
下皮细胞,xia'pi'xi'bao
夏皮纤维,xia'pi'xian'wei
下皮质,xia'pi'zhi
下前侧片,xia'qian'ce'pian
下腔静脉瓣,xia'qiang'jing'mai'ban
虾青蛋白,xia'qing'dan'bai
下丘臂,xia'qiu'bi
下丘脑,xia'qiu'nao
下丘脑促垂体激素,xia'qiu'nao'cu'chui'ti'ji'su
下丘脑激素,xia'qiu'nao'ji'su
下丘脑释放激素,xia'qiu'nao'shi'fang'ji'su
下丘脑释放因子,xia'qiu'nao'shi'fang'yin'zi
下鳃盖骨,xia'sai'gai'gu
下伞面,xia'san'mian
下身麻痹,xia'shen'ma'bi
下生殖板,xia'sheng'zhi'ban
夏氏酶,xia'shi'mei
狭食性,xia'shi'xing
下矢状窦,xia'shi'zhuang'dou
下位基因,xia'wei'ji'yin
下位式,xia'wei'shi
下位瘦果,xia'wei'shou'guo
下尾纤毛结构,xia'wei'xian'mao'jie'gou
下位子房,xia'wei'zi'fang
狭温动物,xia'wen'dong'wu
狭温性,xia'wen'xing
下陷气孔,xia'xian'qi'kong
下陷芽,xia'xian'ya
下效基因,xia'xiao'ji'yin
下楔,xia'xie
下斜曲线,xia'xie'qu'xian
下行层析,xia'xing'ceng'xi
下行层折,xia'xing'ceng'zhe
下行电流,xia'xing'dian'liu
下行色谱法,xia'xing'se'pu'fa
下行通路,xia'xing'tong'lu
下行途径,xia'xing'tu'jing
下胸部,xia'xiong'bu
下咽头,xia'yan'tou
狭盐性,xia'yan'xing
狭样区,xia'yang'qu
下腋瓣,xia'ye'ban
下阴片,xia'yin'pian
下游加工,xia'you'jia'gong
下游序列,xia'you'xu'lie
下原尖,xia'yuan'jian
夏蛰,xia'zhe
下肢不等长,xia'zhi'bu'deng'chang
夏至草素,xia'zhi'cao'su
下主静脉,xia'zhu'jing'mai
下转胚珠,xia'zhuan'pei'zhu
下锥部,xia'zhui'bu
下子座,xia'zi'zuo
腺癌,xian'ai
酰胺,xian'an
酰胺合成酶,xian'an'he'cheng'mei
酰胺黑,xian'an'hei
酰胺化肽酰胺脒,xian'an'hua'tai'xian'an'mi
酰氨基,xian'an'ji
酰氨基已糖苷酶,xian'an'ji'yi'tang'gan'mei
酰胺键,xian'an'jian
酰胺键胺霉素,xian'an'jian'an'mei'su
酰胺磷酸核糖转移酶,xian'an'lin'suan'he'tang'zhuan'yi'mei
酰胺酶,xian'an'mei
腺被囊,xian'bei'nang
腺病毒,xian'bing'du
腺病毒子,xian'bing'du'zi
氙测年法,xian'ce'nian'fa
现场抢救,xian'chang'qiang'jiu
现成副食品,xian'cheng'fu'shi'pin
先成抗体,xian'cheng'kang'ti
先成论,xian'cheng'lun
先成说,xian'cheng'shuo
先成现象,xian'cheng'xian'xiang
线虫病,xian'chong'bing
线虫的单细胞排泄管,xian'chong'de'dan'xi'bao'pai'xie'guan
线虫纲,xian'chong'gang
线虫类,xian'chong'lei
线虫学,xian'chong'xue
先出叶,xian'chu'ye
腺垂体,xian'chui'ti
限雌遗传,xian'ci'yi'chuan
现存生物学,xian'cun'sheng'wu'xue
显带,xian'dai
显带技术,xian'dai'ji'shu
先担子,xian'dan'zi
先导蛋白,xian'dao'dan'bai
先导化合物,xian'dao'hua'he'wu
先导离子,xian'dao'li'zi
先导链,xian'dao'lian
涎窦,xian'dou
涎反应,xian'fan'ying
先锋霉素,xian'feng'mei'su
先锋生物,xian'feng'sheng'wu
先锋植物,xian'feng'zhi'wu
嫌风植物,xian'feng'zhi'wu
酰辅酶,xian'fu'mei
先父遗传,xian'fu'yi'chuan
纤匐枝,xian'fu'zhi
嫌钙植物,xian'gai'zhi'wu
腺苷,xian'gan
腺苷蛋氨酸,xian'gan'dan'an'suan
腺苷二磷酸,xian'gan'er'lin'suan
腺苷二磷酸葡糖,xian'gan'er'lin'suan'pu'tang
腺苷二磷酸葡萄糖,xian'gan'er'lin'suan'pu'tao'tang
腺苷高半胱氨酸,xian'gan'gao'ban'guang'an'suan
腺苷基,xian'gan'ji
腺苷激酶,xian'gan'ji'mei
腺苷甲硫氨酸,xian'gan'jia'liu'an'suan
腺苷甲硫氨酸脱羧酶,xian'gan'jia'liu'an'suan'tuo'suo'mei
腺苷酶,xian'gan'mei
腺苷三磷酸,xian'gan'san'lin'suan
腺苷三磷酸酶,xian'gan'san'lin'suan'mei
腺苷三磷酸双磷酸酶,xian'gan'san'lin'suan'shuang'lin'suan'mei
腺苷酸,xian'gan'suan
腺苷酸环化酶,xian'gan'suan'huan'hua'mei
腺苷酸环化酶腺,xian'gan'suan'huan'hua'mei'xian
腺苷酸基琥珀酸,xian'gan'suan'ji'hu'po'suan
腺苷酸基琥珀酸合成酶,xian'gan'suan'ji'hu'po'suan'he'cheng'mei
腺苷酸基琥珀酸裂解酶,xian'gan'suan'ji'hu'po'suan'lie'jie'mei
腺苷酸激酶,xian'gan'suan'ji'mei
腺苷酸能荷,xian'gan'suan'neng'he
腺苷酸脱氨酶,xian'gan'suan'tuo'an'mei
腺苷酸盐,xian'gan'suan'yan
腺苷脱氨酶,xian'gan'tuo'an'mei
腺苷脱氨酶缺乏症,xian'gan'tuo'an'mei'que'fa'zheng
腺苷酰,xian'gan'xian
腺苷酰虫荧光素,xian'gan'xian'chong'ying'guang'su
腺苷酰虫萤光素,xian'gan'xian'chong'ying'guang'su
腺苷酰化,xian'gan'xian'hua
腺苷酰化作用,xian'gan'xian'hua'zuo'yong
腺苷酰基,xian'gan'xian'ji
腺苷酰基转移酶,xian'gan'xian'ji'zhuan'yi'mei
腺苷酰焦磷酸酶,xian'gan'xian'jiao'lin'suan'mei
腺苷酰硫酸,xian'gan'xian'liu'suan
腺苷酰硫酸激酶,xian'gan'xian'liu'suan'ji'mei
腺苷酰硫酸焦磷酸化酶,xian'gan'xian'liu'suan'jiao'lin'suan'hua'mei
腺苷酰氧化虫萤光素,xian'gan'xian'yang'hua'chong'ying'guang'su
腺甘酰氧化虫荧光素,xian'gan'xian'yang'hua'chong'ying'guang'su
腺苷一磷酸,xian'gan'yi'lin'suan
藓纲,xian'gang
腺管,xian'guan
涎管,xian'guan
涎管成形术,xian'guan'cheng'xing'shu
涎管狭窄,xian'guan'xia'zhai
涎管炎,xian'guan'yan
嫌寒植物,xian'han'zhi'wu
先合成链,xian'he'cheng'lian
酰化,xian'hua
酰化氨基酸水解酶,xian'hua'an'ji'suan'shui'jie'mei
酰化剂,xian'hua'ji
酰化试剂,xian'hua'shi'ji
显花植物,xian'hua'zhi'wu
酰化作用,xian'hua'zuo'yong
酰基,xian'ji
酰基辅酶,xian'ji'fu'mei
酰基赖氨酸脱酰酶,xian'ji'lai'an'suan'tuo'xian'mei
腺棘皮瘤,xian'ji'pi'liu
酰基鞘氨醇己三糖苷酶缺乏症,xian'ji'qiao'an'chun'ji'san'tang'gan'mei'que'fa'zheng
酰基神经氨糖酸,xian'ji'shen'jing'an'tang'suan
酰基神经鞘氨醇胶酰酶,xian'ji'shen'jing'qiao'an'chun'jiao'xian'mei
酰基载体蛋白,xian'ji'zai'ti'dan'bai
酰基正离子,xian'ji'zheng'li'zi
酰基转移酶,xian'ji'zhuan'yi'mei
酰基转移作用,xian'ji'zhuan'yi'zuo'yong
嫌碱,xian'jian
嫌碱性植物,xian'jian'xing'zhi'wu
先节,xian'jie
衔接分子,xian'jie'fen'zi
衔接联会,xian'jie'lian'hui
衔接物,xian'jie'wu
衔接易位,xian'jie'yi'wei
衔接子,xian'jie'zi
线聚血纤维蛋白,xian'ju'xue'xian'wei'dan'bai
限菌区系,xian'jun'qu'xi
先菌丝,xian'jun'si
限菌饲养,xian'jun'si'yang
陷孔,xian'kong
藓类,xian'lei
藓类的蒴齿,xian'lei'de'shuo'chi
藓类沼泽,xian'lei'zhao'ze
线粒基因,xian'li'ji'yin
线粒体,xian'li'ti
线粒体分裂,xian'li'ti'fen'lie
线粒体核蛋白体,xian'li'ti'he'dan'bai'ti
线粒体核糖体,xian'li'ti'he'tang'ti
线粒体互补,xian'li'ti'hu'bu
线粒体嵴,xian'li'ti'ji
线粒体基因,xian'li'ti'ji'yin
线粒体球,xian'li'ti'qiu
线粒体区,xian'li'ti'qu
线粒体系,xian'li'ti'xi
线粒体遗传,xian'li'ti'yi'chuan
纤连蛋白,xian'lian'dan'bai
限量底物,xian'liang'di'wu
腺淋巴瘤,xian'lin'ba'liu
腺瘤,xian'liu
酰卤,xian'lu
显露气孔,xian'lu'qi'kong
酰氯,xian'lv
腺毛,xian'mao
纤毛,xian'mao
纤毛虫,xian'mao'chong
纤毛虫纲,xian'mao'chong'gang
纤毛带,xian'mao'dai
纤毛发生,xian'mao'fa'sheng
纤毛浮浪幼虫,xian'mao'fu'lang'you'chong
纤毛冠,xian'mao'guan
纤毛环,xian'mao'huan
纤毛抗原,xian'mao'kang'yuan
纤毛漏斗,xian'mao'lou'dou
纤毛轮,xian'mao'lun
纤毛帽,xian'mao'mao
纤毛上皮,xian'mao'shang'pi
纤毛形成,xian'mao'xing'cheng
纤毛焰,xian'mao'yan
纤毛蚴,xian'mao'you
纤毛幼虫,xian'mao'you'chong
涎酶,xian'mei
腺嘧啶核,xian'mi'ding'he
腺嘧啶脱氧核,xian'mi'ding'tuo'yang'he
涎沫,xian'mo
腺泡,xian'pao
腺泡细胞癌,xian'pao'xi'bao'ai
线片,xian'pian
腺嘌呤,xian'piao'ling
腺嘌呤核苷,xian'piao'ling'he'gan
腺嘌呤核苷二磷酸,xian'piao'ling'he'gan'er'lin'suan
腺嘌呤核苷基,xian'piao'ling'he'gan'ji
腺嘌呤核苷三磷酸,xian'piao'ling'he'gan'san'lin'suan
腺嘌呤核苷酸,xian'piao'ling'he'gan'suan
腺嘌呤核苷酸基,xian'piao'ling'he'gan'suan'ji
腺嘌呤核苷脱氨酶,xian'piao'ling'he'gan'tuo'an'mei
腺嘌呤核苷酰基,xian'piao'ling'he'gan'xian'ji
腺嘌呤基,xian'piao'ling'ji
腺嘌呤磷酸核糖转移酶,xian'piao'ling'lin'suan'he'tang'zhuan'yi'mei
腺嘌呤脱氨酶,xian'piao'ling'tuo'an'mei
腺嘌呤脱氧核苷,xian'piao'ling'tuo'yang'he'gan
腺嘌呤转磷酸核糖基转移酶,xian'piao'ling'zhuan'lin'suan'he'tang'ji'zhuan'yi'mei
先期开花,xian'qi'kai'hua
酰去饱和酶,xian'qu'bao'he'mei
先驱生物,xian'qu'sheng'wu
腺染色体,xian'ran'se'ti
仙人球毒碱,xian'ren'qiu'du'jian
仙人掌甾醇,xian'ren'zhang'zai'chun
腺溶分泌,xian'rong'fen'mi
纤溶酶原激活物,xian'rong'mei'yuan'ji'huo'wu
腺三个核苷酸,xian'san'ge'he'gan'suan
腺三磷,xian'san'lin
显色剂,xian'se'ji
嫌色细胞,xian'se'xi'bao
腺上皮,xian'shang'pi
线烧伤,xian'shao'shang
腺舌管,xian'she'guan
涎石,xian'shi
涎石病,xian'shi'bing
线式型,xian'shi'xing
涎石形成,xian'shi'xing'cheng
显示杂合子,xian'shi'za'he'zi
涎石摘除术,xian'shi'zhai'chu'shu
嫌水物,xian'shui'wu
嫌水植物,xian'shui'zhi'wu
纤丝滑动模型,xian'si'hua'dong'mo'xing
限速步骤,xian'su'bu'zhou
限速反应,xian'su'fan'ying
限速因素,xian'su'yin'su
嫌酸性植物,xian'suan'xing'zhi'wu
涎酸贮积症,xian'suan'zhu'ji'zheng
仙台病毒,xian'tai'bing'du
先天病,xian'tian'bing
先天发育不全,xian'tian'fa'yu'bu'quan
先天畸形,xian'tian'ji'xing
先天梅毒,xian'tian'mei'du
先天免疫,xian'tian'mian'yi
先天缺损,xian'tian'que'sun
先天释放机制,xian'tian'shi'fang'ji'zhi
先天萎缩,xian'tian'wei'suo
先天性扳机拇指,xian'tian'xing'ban'ji'mu'zhi
先天性并趾,xian'tian'xing'bing'zhi
先天性并指,xian'tian'xing'bing'zhi
先天性垂直距骨,xian'tian'xing'chui'zhi'ju'gu
先天性唇窦道,xian'tian'xing'chun'dou'dao
先天性毳毛性多毛症,xian'tian'xing'cui'mao'xing'duo'mao'zheng
先天性代谢缺陷,xian'tian'xing'dai'xie'que'xian
先天性单趾,xian'tian'xing'dan'zhi
先天性单指,xian'tian'xing'dan'zhi
先天性胆总管扩张,xian'tian'xing'dan'zong'guan'kuo'zhang
先天性胆总管囊肿,xian'tian'xing'dan'zong'guan'nang'zhong
先天性短颈综合征,xian'tian'xing'duan'jing'zong'he'zheng
先天性短食管,xian'tian'xing'duan'shi'guan
先天性耳前窦道,xian'tian'xing'er'qian'dou'dao
先天性耳前瘘管,xian'tian'xing'er'qian'lou'guan
先天性肺囊肿,xian'tian'xing'fei'nang'zhong
先天性肺叶性肺气肿,xian'tian'xing'fei'ye'xing'fei'qi'zhong
先天性风疹综合征,xian'tian'xing'feng'zhen'zong'he'zheng
先天性肝内胆管扩张,xian'tian'xing'gan'nei'dan'guan'kuo'zhang
先天性肛门闭锁,xian'tian'xing'gang'men'bi'suo
先天性肛门狭窄,xian'tian'xing'gang'men'xia'zhai
先天性肛门直肠畸形,xian'tian'xing'gang'men'zhi'chang'ji'xing
先天性高氨血症,xian'tian'xing'gao'an'xue'zheng
先天性膈疝,xian'tian'xing'ge'shan
先天性关节挛缩,xian'tian'xing'guan'jie'luan'suo
先天性环状缩窄,xian'tian'xing'huan'zhuang'suo'zhai
先天性甲肥厚,xian'tian'xing'jia'fei'hou
先天性角化不良,xian'tian'xing'jiao'hua'bu'liang
先天性巨结肠,xian'tian'xing'ju'jie'chang
先天性巨肾盏,xian'tian'xing'ju'shen'zhan
先天性巨输尿管,xian'tian'xing'ju'shu'niao'guan
先天性髋脱位,xian'tian'xing'kuan'tuo'wei
先天性淋巴水肿,xian'tian'xing'lin'ba'shui'zhong
先天性脑积水,xian'tian'xing'nao'ji'shui
先天性膀胱颈挛缩,xian'tian'xing'pang'guang'jing'luan'suo
先天性皮肤发育不全,xian'tian'xing'pi'fu'fa'yu'bu'quan
先天性皮肤异色症,xian'tian'xing'pi'fu'yi'se'zheng
先天性气管食管瘘,xian'tian'xing'qi'guan'shi'guan'lou
先天性鞘膜积液,xian'tian'xing'qiao'mo'ji'ye
先天性缺肢,xian'tian'xing'que'zhi
先天性缺趾,xian'tian'xing'que'zhi
先天性缺指,xian'tian'xing'que'zhi
先天性桡尺骨融合,xian'tian'xing'rao'chi'gu'rong'he
先天性肾囊性病,xian'tian'xing'shen'nang'xing'bing
先天性食管闭锁,xian'tian'xing'shi'guan'bi'suo
先天性秃发,xian'tian'xing'tu'fa
先天性唾液腺缺失,xian'tian'xing'tuo'ye'xian'que'shi
先天性胃扭转,xian'tian'xing'wei'niu'zhuan
先天性无臂,xian'tian'xing'wu'bi
先天性无耳,xian'tian'xing'wu'er
先天性无神经节症,xian'tian'xing'wu'shen'jing'jie'zheng
先天性无痛症,xian'tian'xing'wu'tong'zheng
先天性无肢,xian'tian'xing'wu'zhi
先天性无趾,xian'tian'xing'wu'zhi
先天性无指,xian'tian'xing'wu'zhi
先天性下唇瘘管,xian'tian'xing'xia'chun'lou'guan
先天性涎腺缺失,xian'tian'xing'xian'xian'que'shi
先天性胸骨后膈疝,xian'tian'xing'xiong'gu'hou'ge'shan
先天性牙龈瘤,xian'tian'xing'ya'yin'liu
先天性异位输尿管,xian'tian'xing'yi'wei'shu'niao'guan
先天性阴道闭锁,xian'tian'xing'yin'dao'bi'suo
先天性阴茎弯曲,xian'tian'xing'yin'jing'wan'qu
先天性鱼鳞癣胎儿,xian'tian'xing'yu'lin'xuan'tai'er
先天性障碍,xian'tian'xing'zhang'ai
先天性趾侧弯,xian'tian'xing'zhi'ce'wan
先天性指侧弯,xian'tian'xing'zhi'ce'wan
先天性直肠闭锁,xian'tian'xing'zhi'chang'bi'suo
先天性直肠狭窄,xian'tian'xing'zhi'chang'xia'zhai
先天性指关节融合,xian'tian'xing'zhi'guan'jie'rong'he
先天性指屈曲,xian'tian'xing'zhi'qu'qu
先天性痣细胞痣,xian'tian'xing'zhi'xi'bao'zhi
先天性重唇,xian'tian'xing'zhong'chun
先天性肿瘤,xian'tian'xing'zhong'liu
先天性转运障碍症,xian'tian'xing'zhuan'yun'zhang'ai'zheng
先天愚型,xian'tian'yu'xing
线条结构,xian'tiao'jie'gou
显头类,xian'tou'lei
线头影测量机,xian'tou'ying'ce'liang'ji
线头影测量片,xian'tou'ying'ce'liang'pian
酰脱氢酶,xian'tuo'qing'mei
显微,xian'wei
纤维斑块,xian'wei'ban'kuai
纤维变性,xian'wei'bian'xing
显微操纵器,xian'wei'cao'zong'qi
显微操作,xian'wei'cao'zuo
显微操作器,xian'wei'cao'zuo'qi
显微操作术,xian'wei'cao'zuo'shu
纤维层,xian'wei'ceng
纤维蛋白,xian'wei'dan'bai
纤维蛋白裂解产物,xian'wei'dan'bai'lie'jie'chan'wu
纤维蛋白酶,xian'wei'dan'bai'mei
纤维蛋白溶解抑制剂,xian'wei'dan'bai'rong'jie'yi'zhi'ji
纤维蛋白溶解作用,xian'wei'dan'bai'rong'jie'zuo'yong
纤维蛋白溶酶原,xian'wei'dan'bai'rong'mei'yuan
纤维蛋白肽,xian'wei'dan'bai'tai
纤维蛋白套,xian'wei'dan'bai'tao
纤维蛋白性血栓,xian'wei'dan'bai'xing'xue'shuan
纤维蛋白性炎,xian'wei'dan'bai'xing'yan
纤维蛋白样变性,xian'wei'dan'bai'yang'bian'xing
纤维蛋白样坏死,xian'wei'dan'bai'yang'huai'si
纤维蛋白原,xian'wei'dan'bai'yuan
显微电影术,xian'wei'dian'ying'shu
纤维二糖,xian'wei'er'tang
纤维二糖磷酸化酶,xian'wei'er'tang'lin'suan'hua'mei
纤维二糖酶,xian'wei'er'tang'mei
纤维二糖醛酸,xian'wei'er'tang'quan'suan
纤维发生,xian'wei'fa'sheng
显微放射自显术,xian'wei'fang'she'zi'xian'shu
显微放射自显影,xian'wei'fang'she'zi'xian'ying
显微放射自显影术,xian'wei'fang'she'zi'xian'ying'shu
显微分光光度计,xian'wei'fen'guang'guang'du'ji
显微分光计,xian'wei'fen'guang'ji
显微缝合,xian'wei'feng'he
纤维根,xian'wei'gen
纤维寡糖,xian'wei'gua'tang
显微光度计,xian'wei'guang'du'ji
显微光密度测定法,xian'wei'guang'mi'du'ce'ding'fa
显微光密度计,xian'wei'guang'mi'du'ji
显微光谱图,xian'wei'guang'pu'tu
纤维糊精,xian'wei'hu'jing
纤维糊精磷酸化酶,xian'wei'hu'jing'lin'suan'hua'mei
纤维化,xian'wei'hua
显微灰化法,xian'wei'hui'hua'fa
显微技术,xian'wei'ji'shu
纤维己糖,xian'wei'ji'tang
显微结构,xian'wei'jie'gou
显微解剖,xian'wei'jie'pou
显微解削,xian'wei'jie'xue
显微镜载片,xian'wei'jing'zai'pian
纤维空洞性骨炎,xian'wei'kong'dong'xing'gu'yan
纤维连接蛋白,xian'wei'lian'jie'dan'bai
纤维连结蛋白,xian'wei'lian'jie'dan'bai
纤维瘤病,xian'wei'liu'bing
显微美容外科,xian'wei'mei'rong'wai'ke
纤维膜,xian'wei'mo
纤维皮层,xian'wei'pi'ceng
显微切割,xian'wei'qie'ge
显微切片,xian'wei'qie'pian
纤维球蛋白,xian'wei'qiu'dan'bai
纤维肉瘤,xian'wei'rou'liu
纤维软骨,xian'wei'ruan'gu
纤维三糖,xian'wei'san'tang
纤维上皮瘤,xian'wei'shang'pi'liu
显微摄影术,xian'wei'she'ying'shu
纤维神经胶质,xian'wei'shen'jing'jiao'zhi
显微神经外科,xian'wei'shen'jing'wai'ke
显微术,xian'wei'shu
纤维束,xian'wei'shu
纤维四糖,xian'wei'si'tang
纤维素废液,xian'wei'su'fei'ye
纤维素浸碱作用,xian'wei'su'jin'jian'zuo'yong
纤维素离子交换剂,xian'wei'su'li'zi'jiao'huan'ji
纤维素酶,xian'wei'su'mei
纤维素食物,xian'wei'su'shi'wu
显微探针,xian'wei'tan'zhen
显微投影器,xian'wei'tou'ying'qi
显微外科,xian'wei'wai'ke
显微外科技术,xian'wei'wai'ke'ji'shu
显微外科术,xian'wei'wai'ke'shu
显微物镜,xian'wei'wu'jing
纤维戊糖,xian'wei'wu'tang
纤维细胞,xian'wei'xi'bao
纤维腺瘤,xian'wei'xian'liu
纤维性颤动,xian'wei'xing'chan'dong
纤维形成酶,xian'wei'xing'cheng'mei
纤维性骨炎,xian'wei'xing'gu'yan
纤维性甲状腺炎,xian'wei'xing'jia'zhuang'xian'yan
纤维性星形细胞,xian'wei'xing'xing'xing'xi'bao
纤维性牙龈瘤,xian'wei'xing'ya'yin'liu
纤维性粘连,xian'wei'xing'zhan'lian
显微血管外科,xian'wei'xue'guan'wai'ke
显微样品,xian'wei'yang'pin
显微荧光测定术,xian'wei'ying'guang'ce'ding'shu
显微荧光分光计,xian'wei'ying'guang'fen'guang'ji
显微荧光光度术,xian'wei'ying'guang'guang'du'shu
纤维粘连蛋白,xian'wei'zhan'lian'dan'bai
显微照片,xian'wei'zhao'pian
显微照相,xian'wei'zhao'xiang
显微照相器,xian'wei'zhao'xiang'qi
纤维中心,xian'wei'zhong'xin
显微注射,xian'wei'zhu'she
纤维状,xian'wei'zhuang
纤维状蛋白质,xian'wei'zhuang'dan'bai'zhi
纤维状肌动蛋白,xian'wei'zhuang'ji'dong'dan'bai
纤维组织,xian'wei'zu'zhi
纤维组织形成,xian'wei'zu'zhi'xing'cheng
陷窝,xian'wo
陷窝韧带疝,xian'wo'ren'dai'shan
腺细胞,xian'xi'bao
线系进化,xian'xi'jin'hua
陷线,xian'xian
涎腺,xian'xian
涎腺病毒,xian'xian'bing'du
涎腺导管癌,xian'xian'dao'guan'ai
涎腺导管闭锁,xian'xian'dao'guan'bi'suo
涎腺导管扩张,xian'xian'dao'guan'kuo'zhang
涎腺分泌抑制,xian'xian'fen'mi'yi'zhi
涎腺化生,xian'xian'hua'sheng
涎腺瘘,xian'xian'lou
涎腺囊肿,xian'xian'nang'zhong
涎腺切除术,xian'xian'qie'chu'shu
涎腺切开引流术,xian'xian'qie'kai'yin'liu'shu
涎腺融合,xian'xian'rong'he
腺纤维瘤,xian'xian'wei'liu
涎腺下颌骨舌侧陷入,xian'xian'xia'he'gu'she'ce'xian'ru
涎腺炎,xian'xian'yan
涎腺造影术,xian'xian'zao'ying'shu
涎腺增生,xian'xian'zeng'sheng
涎腺肿大,xian'xian'zhong'da
显象剂,xian'xiang'ji
显象记录,xian'xiang'ji'lu
现象系数,xian'xiang'xi'shu
线形孢子,xian'xing'bao'zi
显性比,xian'xing'bi
腺性垂体,xian'xing'chui'ti
腺性唇炎,xian'xing'chun'yan
线性代谢途径,xian'xing'dai'xie'tu'jing
显性等位基因,xian'xing'deng'wei'ji'yin
线形动物门,xian'xing'dong'wu'men
显性度,xian'xing'du
线性对应,xian'xing'dui'ying
线性多聚磷酸,xian'xing'duo'ju'lin'suan
