阿拔斯一世,a'ba'si'yi'shi
在中国自,zai'zhong'guo'zi
在中书监令,zai'zhong'shu'jian'ling
在中央,zai'zhong'yang
在中原,zai'zhong'yuan
在中原地区,zai'zhong'yuan'di'qu
在中原汉地,zai'zhong'yuan'han'di
在中原建立政权,zai'zhong'yuan'jian'li'zheng'quan
再逐步兼并,zai'zhu'bu'jian'bing
在诸部争战中,zai'zhu'bu'zheng'zhan'zhong
在诸曹中,zai'zhu'cao'zhong
在诸侯国中,zai'zhu'hou'guo'zhong
在诸侯间,zai'zhu'hou'jian
在诸侯中,zai'zhu'hou'zhong
在诸王压力下不断让步,zai'zhu'wang'ya'li'xia'bu'duan'rang'bu
在左国城,zai'zuo'guo'cheng
暂时获得统一,zan'shi'huo'de'tong'yi
暂时制止了金国的南侵,zan'shi'zhi'zhi'le'jin'guo'de'nan'qin
葬仪,zang'yi
葬于峻阳陵,zang'yu'jun'yang'ling
造成的影响,zao'cheng'de'ying'xiang
早成了,zao'cheng'le
造成了,zao'cheng'le
造成四分五裂,zao'cheng'si'fen'wu'lie
遭到破坏,zao'dao'po'huai
遭到失败,zao'dao'shi'bai
遭到战争的破坏,zao'dao'zhan'zheng'de'po'huai
躁公,zao'gong
早了近隋代的,zao'le'jin'sui'dai'de
早年曾,zao'nian'ceng
早期基督教,zao'qi'ji'du'jiao
早期那种,zao'qi'na'zhong
造型轻巧灵便,zao'xing'qing'qiao'ling'bian
早在,zao'zai
早在刘裕,zao'zai'liu'yu
早在三国,zao'zai'san'guo
则称为,ze'cheng'wei
则基本上,ze'ji'ben'shang
则秘密遣使,ze'mi'mi'qian'shi
则普遍认为唐朝是,ze'pu'bian'ren'wei'tang'chao'shi
则起源于,ze'qi'yuan'yu
择善而从,ze'shan'er'cong
则设郡,ze'she'jun
则深忌之,ze'shen'ji'zhi
则是在,ze'shi'zai
则唯有选择河北为当,ze'wei'you'xuan'ze'he'bei'wei'dang
则先,ze'xian
则又,ze'you
贼法,zei'fa
贼法治杀人,zei'fa'zhi'sha'ren
怎么能,zen'me'neng
曾巩,zeng'gong
曾国藩,zeng'guo'fan
增加剥削量,zeng'jia'bo'xue'liang
增加财政收入,zeng'jia'cai'zheng'shou'ru
增加了,zeng'jia'le
增加肉刑,zeng'jia'rou'xing
增强了,zeng'qiang'le
扎克雷起义,zha'ke'lei'qi'yi
札剌亦儿部,zha'la'yi'er'bu
札撒约孙,zha'sa'yue'sun
宅地法,zhai'di'fa
翟让,zhai'rang
湛阪之战,zhan'ban'zhi'zhan
战场从洛阳,zhan'chang'cong'luo'yang
战船多坏,zhan'chuan'duo'huai
战国策,zhan'guo'ce
战国长期的,zhan'guo'chang'qi'de
战国初,zhan'guo'chu
战国初期,zhan'guo'chu'qi
战国末年,zhan'guo'mo'nian
战国七雄,zhan'guo'qi'xiong
战国时,zhan'guo'shi
战国时代,zhan'guo'shi'dai
战国时期,zhan'guo'shi'qi
战国时期赵国,zhan'guo'shi'qi'zhao'guo
战国时期赵国人,zhan'guo'shi'qi'zhao'guo'ren
战国四公子,zhan'guo'si'gong'zi
战国以来,zhan'guo'yi'lai
战国中期,zhan'guo'zhong'qi
战国中期开始,zhan'guo'zhong'qi'kai'shi
粘罕,zhan'han
战火连天,zhan'huo'lian'tian
斩晋,zhan'jin
战局的发展,zhan'ju'de'fa'zhan
占据杭州地区,zhan'ju'hang'zhou'di'qu
占据交州,zhan'ju'jiao'zhou
占据荆州,zhan'ju'jing'zhou
占据凉州,zhan'ju'liang'zhou
占据辽东,zhan'ju'liao'dong
占据青州,zhan'ju'qing'zhou
占据全蜀,zhan'ju'quan'shu
占据宛城,zhan'ju'wan'cheng
占据扬州的淮南部分刘表,zhan'ju'yang'zhou'de'huai'nan'bu'fen'liu'biao
占据扬州的江东部分,zhan'ju'yang'zhou'de'jiang'dong'bu'fen
占据益州孙策,zhan'ju'yi'zhou'sun'ce
占据幽州,zhan'ju'you'zhou
占据着,zhan'ju'zhe
占据中国,zhan'ju'zhong'guo
展开了,zhan'kai'le
展开了长达四年的,zhan'kai'le'chang'da'si'nian'de
战利品的,zhan'li'pin'de
战利品中,zhan'li'pin'zhong
占领长安,zhan'ling'chang'an
占领关中,zhan'ling'guan'zhong
占领荆州大部,zhan'ling'jing'zhou'da'bu
占领中原以后不给骑兵粮草,zhan'ling'zhong'yuan'yi'hou'bu'gei'qi'bing'liang'cao
占六分之五,zhan'liu'fen'zhi'wu
占六分之一,zhan'liu'fen'zhi'yi
斩刘瑞,zhan'liu'rui
战乱规模扩大,zhan'luan'gui'mo'kuo'da
战略级,zhan'lue'ji
战神,zhan'shen
战胜出身于,zhan'sheng'chu'shen'yu
战胜强大的对手,zhan'sheng'qiang'da'de'dui'shou
战事持续两年,zhan'shi'chi'xu'liang'nian
战时共产主义,zhan'shi'gong'chan'zhu'yi
战事稍息,zhan'shi'shao'xi
展示他们,zhan'shi'ta'men
战死饿死,zhan'si'e'si
占田法,zhan'tian'fa
占田制,zhan'tian'zhi
占统治地位的,zhan'tong'zhi'di'wei'de
战无不胜,zhan'wu'bu'sheng
斩吴将头,zhan'wu'jiang'tou
占西女王,zhan'xi'nv'wang
战役中击溃斡罗思诸国王公与钦察汗的联军,zhan'yi'zhong'ji'kui'wo'luo'si'zhu'guo'wang'gong'yu'qin'cha'han'de'lian'jun
占有佃客,zhan'you'dian'ke
占有福建全境,zhan'you'fu'jian'quan'jing
占有两浙十馀州之地,zhan'you'liang'zhe'shi'yu'zhou'zhi'di
占有十顷,zhan'you'shi'qing
占有潭衡诸州,zhan'you'tan'heng'zhu'zhou
占有田地,zhan'you'tian'di
站在,zhan'zai
战争不休,zhan'zheng'bu'xiu
战争不已,zhan'zheng'bu'yi
战争策源地,zhan'zheng'ce'yuan'di
战争持续不断,zhan'zheng'chi'xu'bu'duan
战争破坏,zhan'zheng'po'huai
战争中,zhan'zheng'zhong
展子虔,zhan'zi'qian
张爱玲,zhang'ai'ling
张邦昌,zhang'bang'chang
张邦昌在,zhang'bang'chang'zai
张宾的划策,zhang'bin'de'hua'ce
张宾建议,zhang'bin'jian'yi
张宾劝石勒,zhang'bin'quan'shi'le
张宾说,zhang'bin'shuo
张伯伦,zhang'bo'lun
张昌,zhang'chang
杖朝之年,zhang'chao'zhi'nian
张重华,zhang'chong'hua
掌典机要地方则,zhang'dian'ji'yao'di'fang'ze
掌断刑狱,zhang'duan'xing'yu
掌管和起草,zhang'guan'he'qi'cao
张国焘,zhang'guo'tao
杖国之年,zhang'guo'zhi'nian
张衡,zhang'heng
张华,zhang'hua
张荩忱,zhang'jin'chen
掌纠弹不法,zhang'jiu'dan'bu'fa
张九龄,zhang'jiu'ling
张居正,zhang'ju'zheng
张居正变法,zhang'ju'zheng'bian'fa
张居正辅政十年,zhang'ju'zheng'fu'zheng'shi'nian
张居正还启用,zhang'ju'zheng'hai'qi'yong
张居正逝世之后,zhang'ju'zheng'shi'shi'zhi'hou
张居正死后初期,zhang'ju'zheng'si'hou'chu'qi
张浚,zhang'jun
张骏,zhang'jun
张狂跋扈,zhang'kuang'ba'hu
张良,zhang'liang
张鲁,zhang'lu
张茂,zhang'mao
张骞,zhang'qian
掌任命官员的,zhang'ren'ming'guan'yuan'de
张实,zhang'shi
张士诚,zhang'shi'cheng
张士诚杀刘福通大宋红巾军亡,zhang'shi'cheng'sha'liu'fu'tong'da'song'hong'jin'jun'wang
张士诚十夫妇危急将要投降,zhang'shi'cheng'shi'fu'fu'wei'ji'jiang'yao'tou'xiang
张士诚自称诚王,zhang'shi'cheng'zi'cheng'cheng'wang
张士诚自尽,zhang'shi'cheng'zi'jin
张天锡,zhang'tian'xi
掌握兵权,zhang'wo'bing'quan
掌握大权,zhang'wo'da'quan
掌握的,zhang'wo'de
掌握国政,zhang'wo'guo'zheng
掌握权,zhang'wo'quan
掌握实权,zhang'wo'shi'quan
章西女王,zhang'xi'nv'wang
张献忠,zhang'xian'zhong
杖乡之年,zhang'xiang'zhi'nian
张玄靓,zhang'xuan'liang
张学良,zhang'xue'liang
张勋复辟,zhang'xun'fu'bi
张云逸,zhang'yun'yi
长子之孙,zhang'zi'zhi'sun
章宗,zhang'zong
章宗完颜璟,zhang'zong'wan'yan'jing
张祚,zhang'zuo
张作霖,zhang'zuo'lin
赵昺,zhao'bing
召曹嶷,zhao'cao'yi
昭成帝,zhao'cheng'di
昭成帝拓跋什翼键,zhao'cheng'di'tuo'ba'shi'yi'jian
赵成侯,zhao'cheng'hou
赵代王,zhao'dai'wang
赵代王嘉,zhao'dai'wang'jia
赵悼襄王,zhao'dao'xiang'wang
昭帝死后,zhao'di'si'hou
赵都邯郸,zhao'du'han'dan
赵惇,zhao'dun
赵飞燕,zhao'fei'yan
赵飞燕姐妹,zhao'fei'yan'jie'mei
招抚流亡,zhao'fu'liu'wang
赵高勾结,zhao'gao'gou'jie
赵构,zhao'gou
赵构为帝,zhao'gou'wei'di
赵光义,zhao'guang'yi
赵国北部边境,zhao'guo'bei'bu'bian'jing
赵国的中国人,zhao'guo'de'zhong'guo'ren
赵国及其,zhao'guo'ji'qi
赵国平原君,zhao'guo'ping'yuan'jun
赵国骑军,zhao'guo'qi'jun
赵国在公元前,zhao'guo'zai'gong'yuan'qian
赵合德,zhao'he'de
赵恒,zhao'heng
赵桓,zhao'huan
赵桓子,zhao'huan'zi
赵惠文王,zhao'hui'wen'wang
赵佶,zhao'ji
赵将,zhao'jiang
赵敬侯,zhao'jing'hou
赵炅,zhao'jiong
招聚山泽亡命,zhao'ju'shan'ze'wang'ming
赵军,zhao'jun
赵军大旗,zhao'jun'da'qi
赵军的,zhao'jun'de
赵军红旗,zhao'jun'hong'qi
赵郡名望,zhao'jun'ming'wang
赵军主力,zhao'jun'zhu'li
赵军主力的,zhao'jun'zhu'li'de
赵军主帅,zhao'jun'zhu'shuai
赵军辎重兵,zhao'jun'zi'zhong'bing
赵匡义,zhao'kuang'yi
赵匡胤,zhao'kuang'yin
赵扩,zhao'kuo
赵括,zhao'kuo
赵括和,zhao'kuo'he
招徕士人,zhao'lai'shi'ren
赵烈侯,zhao'lie'hou
诏令,zhao'ling
召陵之盟,zhao'ling'zhi'meng
赵禥,zhao'qi
赵迁,zhao'qian
赵奢,zhao'she
赵昚,zhao'shen
赵胜,zhao'sheng
赵昰,zhao'shi
赵氏姐妹,zhao'shi'jie'mei
赵世炎,zhao'shi'yan
赵曙,zhao'shu
赵肃侯,zhao'su'hou
爪哇统治者降元,zhao'wa'tong'zhi'zhe'jiang'yuan
昭王,zhao'wang
赵王,zhao'wang
赵王便,zhao'wang'bian
赵王伦,zhao'wang'lun
赵王伦篡位后,zhao'wang'lun'cuan'wei'hou
赵王慕容麟,zhao'wang'mu'rong'lin
昭文帝,zhao'wen'di
昭文帝慕容熙,zhao'wen'di'mu'rong'xi
昭武帝,zhao'wu'di
昭武帝冯弘,zhao'wu'di'feng'hong
赵武灵王,zhao'wu'ling'wang
招贤,zhao'xian
赵显,zhao'xian
赵献侯,zhao'xian'hou
赵相,zhao'xiang
招降收买政策,zhao'xiang'shou'mai'zheng'ce
赵襄子,zhao'xiang'zi
赵孝成王,zhao'xiao'cheng'wang
赵孝成王丹,zhao'xiao'cheng'wang'dan
赵煦,zhao'xu
赵顼,zhao'xu
昭宣二帝,zhao'xuan'er'di
昭宣中兴,zhao'xuan'zhong'xing
赵延寿,zhao'yan'shou
赵昀,zhao'yun
赵祯,zhao'zhen
赵主,zhao'zhu
赵主刘曜,zhao'zhu'liu'yao
赵紫阳,zhao'zi'yang
这北方五朝,zhe'bei'fang'wu'chao
这本书稿,zhe'ben'shu'gao
哲别,zhe'bie
这部书记载了,zhe'bu'shu'ji'zai'le
这场斗争,zhe'chang'dou'zheng
这次结盟,zhe'ci'jie'meng
者达,zhe'da
浙党等,zhe'dang'deng
浙东,zhe'dong
这都是农业发展的标志,zhe'dou'shi'nong'ye'fa'zhan'de'biao'zhi
这段历史,zhe'duan'li'shi
这对,zhe'dui
这方圆不过,zhe'fang'yuan'bu'guo
这个家族,zhe'ge'jia'zu
这个阶层一边,zhe'ge'jie'ceng'yi'bian
这个形势,zhe'ge'xing'shi
这个游牧民族在行进时,zhe'ge'you'mu'min'zu'zai'xing'jin'shi
这个转型期,zhe'ge'zhuan'xing'qi
这给,zhe'gei
这国号,zhe'guo'hao
这极大,zhe'ji'da
这既可以,zhe'ji'ke'yi
这就是,zhe'jiu'shi
这南方四朝,zhe'nan'fang'si'chao
这是八王之乱以来,zhe'shi'ba'wang'zhi'luan'yi'lai
这是古代,zhe'shi'gu'dai
这时胡汉各族,zhe'shi'hu'han'ge'zu
这是笼络,zhe'shi'long'luo
这是其霸业的,zhe'shi'qi'ba'ye'de
这是少数民族,zhe'shi'shao'shu'min'zu
这时实权,zhe'shi'shi'quan
这时虽被解放,zhe'shi'sui'bei'jie'fang
这时他仍企图奉币称臣议和,zhe'shi'ta'reng'qi'tu'feng'bi'cheng'chen'yi'he
这使他丧失了,zhe'shi'ta'sang'shi'le
这是一个,zhe'shi'yi'ge
这是元廷的大错误,zhe'shi'yuan'ting'de'da'cuo'wu
这套政权机构,zhe'tao'zheng'quan'ji'gou
这为东晋,zhe'wei'dong'jin
这五万名,zhe'wu'wan'ming
这五万名少女,zhe'wu'wan'ming'shao'nv
这无疑是,zhe'wu'yi'shi
浙西,zhe'xi
这些变化正是,zhe'xie'bian'hua'zheng'shi
这些成就,zhe'xie'cheng'jiu
这些吃人,zhe'xie'chi'ren
这些词解释为,zhe'xie'ci'jie'shi'wei
这些大国之间,zhe'xie'da'guo'zhi'jian
这些地区的,zhe'xie'di'qu'de
这些都是,zhe'xie'dou'shi
这些贵族,zhe'xie'gui'zu
这些汉族女子,zhe'xie'han'zu'nv'zi
这些汉族少女,zhe'xie'han'zu'shao'nv
这些来自,zhe'xie'lai'zi
这些游牧民的进攻,zhe'xie'you'mu'min'de'jin'gong
这样的,zhe'yang'de
这样人民群众被迫起来反抗,zhe'yang'ren'min'qun'zhong'bei'po'qi'lai'fan'kang
这样以来为经济的,zhe'yang'yi'lai'wei'jing'ji'de
这也反映了,zhe'ye'fan'ying'le
这也可说是一种国家灭亡的基本规律,zhe'ye'ke'shuo'shi'yi'zhong'guo'jia'mie'wang'de'ji'ben'gui'lv
这一策略,zhe'yi'ce'lue
这一地区,zhe'yi'di'qu
这一改革,zhe'yi'gai'ge
这一进程,zhe'yi'jin'cheng
这一军事改革,zhe'yi'jun'shi'gai'ge
这一历史阶段,zhe'yi'li'shi'jie'duan
这一时期,zhe'yi'shi'qi
这一条例,zhe'yi'tiao'li
这一围,zhe'yi'wei
这一习惯,zhe'yi'xi'guan
这一政策,zhe'yi'zheng'ce
这在突厥,zhe'zai'tu'jue
这证明元军势力之衰弱国败朝亡,zhe'zheng'ming'yuan'jun'shi'li'zhi'shuai'ruo'guo'bai'chao'wang
这只军队,zhe'zhi'jun'dui
这种嗜血性,zhe'zhong'shi'xue'xing
这种说法,zhe'zhong'shuo'fa
这种田租,zhe'zhong'tian'zu
哲宗,zhe'zong
这座由,zhe'zuo'you
珍宝岛,zhen'bao'dao
珍宝岛事件,zhen'bao'dao'shi'jian
珍宝和,zhen'bao'he
镇边宗王,zhen'bian'zong'wang
侦查和逮捕,zhen'cha'he'dai'bu
贞德,zhen'de
镇东大将军,zhen'dong'da'jiang'jun
珍贵书籍,zhen'gui'shu'ji
镇海镇东节度使,zhen'hai'zhen'dong'jie'du'shi
镇冀,zhen'ji
镇将,zhen'jiang
贞明二年,zhen'ming'er'nian
真纳,zhen'na
镇南王脱欢,zhen'nan'wang'tuo'huan
真实的,zhen'shi'de
镇守河西的安西王,zhen'shou'he'xi'de'an'xi'wang
镇守建业的,zhen'shou'jian'ye'de
珍玩,zhen'wan
镇许昌的,zhen'xu'chang'de
镇压黄巢起义,zhen'ya'huang'chao'qi'yi
镇邺的,zhen'ye'de
真正才能,zhen'zheng'cai'neng
真正天子的,zhen'zheng'tian'zi'de
真正准则,zhen'zheng'zhun'ze
珍珠港事件,zhen'zhu'gang'shi'jian
真宗,zhen'zong
郑哀公,zheng'ai'gong
郑哀公姬易,zheng'ai'gong'ji'yi
争霸,zheng'ba
争霸于东南,zheng'ba'yu'dong'nan
争霸中原,zheng'ba'zhong'yuan
政变局限在宫廷,zheng'bian'ju'xian'zai'gong'ting
政变频繁,zheng'bian'pin'fan
政不出房户,zheng'bu'chu'fang'hu
郑成公,zheng'cheng'gong
郑成公姬婨,zheng'cheng'gong'ji'lun
正处于一种积极,zheng'chu'yu'yi'zhong'ji'ji
正当秦国,zheng'dang'qin'guo
郑悼公,zheng'dao'gong
郑悼公姬费,zheng'dao'gong'ji'fei
正德,zheng'de
争得了霸权,zheng'de'le'ba'quan
郑定公,zheng'ding'gong
郑定公姬宁,zheng'ding'gong'ji'ning
整顿国政,zheng'dun'guo'zheng
整顿户籍,zheng'dun'hu'ji
整顿邮传,zheng'dun'you'chuan
争夺霸权,zheng'duo'ba'quan
争夺皇权战争,zheng'duo'huang'quan'zhan'zheng
争夺中心,zheng'duo'zhong'xin
征服朝鲜,zheng'fu'chao'xian
征服东海女真,zheng'fu'dong'hai'nv'zhen
政府完全,zheng'fu'wan'quan
整个一年,zheng'ge'yi'nian
整个中国,zheng'ge'zhong'guo
整个中原地区,zheng'ge'zhong'yuan'di'qu
郑共公,zheng'gong'gong
郑共公姬丑,zheng'gong'gong'ji'chou
郑观应,zheng'guan'ying
正光四年,zheng'guang'si'nian
郑国渠,zheng'guo'qu
郑桓公,zheng'huan'gong
郑桓公姬友,zheng'huan'gong'ji'you
郑简公,zheng'jian'gong
郑简公姬嘉,zheng'jian'gong'ji'jia
政教合一,zheng'jiao'he'yi
政局安定,zheng'ju'an'ding
政局不稳,zheng'ju'bu'wen
政局非常不稳,zheng'ju'fei'chang'bu'wen
郑君,zheng'jun
郑君姬乙,zheng'jun'ji'yi
整军经武,zheng'jun'jing'wu
整理党务案,zheng'li'dang'wu'an
郑厉公,zheng'li'gong
郑厉公姬突,zheng'li'gong'ji'tu
徵敛苛重,zheng'lian'ke'zhong
政令的统一,zheng'ling'de'tong'yi
郑灵公,zheng'ling'gong
郑灵公姬夷,zheng'ling'gong'ji'yi
政令失当,zheng'ling'shi'dang
郑穆公,zheng'mu'gong
郑穆公姬兰,zheng'mu'gong'ji'lan
争取改变自己的,zheng'qu'gai'bian'zi'ji'de
争取了,zheng'qu'le
政区名称,zheng'qu'ming'cheng
政权的南迁,zheng'quan'de'nan'qian
争权和分封,zheng'quan'he'fen'feng
政权落入乂手,zheng'quan'luo'ru'yi'shou
政权统治下,zheng'quan'tong'zhi'xia
政权下的,zheng'quan'xia'de
正确意见,zheng'que'yi'jian
郑繻公,zheng'ru'gong
郑繻公姬骀,zheng'ru'gong'ji'dai
争杀频繁,zheng'sha'pin'fan
郑声公,zheng'sheng'gong
郑声公姬胜,zheng'sheng'gong'ji'sheng
正式称帝,zheng'shi'cheng'di
正式承认了,zheng'shi'cheng'ren'le
正式承认三家,zheng'shi'cheng'ren'san'jia
正式成为,zheng'shi'cheng'wei
正式即位,zheng'shi'ji'wei
正式进入,zheng'shi'jin'ru
证实了,zheng'shi'le
正是为了,zheng'shi'wei'le
正是西晋,zheng'shi'xi'jin
政事愈坏,zheng'shi'yu'huai
正是在公元前,zheng'shi'zai'gong'yuan'qian
征收田税,zheng'shou'tian'shui
征收一定的,zheng'shou'yi'ding'de
征收一定量的,zheng'shou'yi'ding'liang'de
征宋,zheng'song
正统十四年发生,zheng'tong'shi'si'nian'fa'sheng
郑文公,zheng'wen'gong
郑文公姬踕,zheng'wen'gong'ji'jie
郑武公,zheng'wu'gong
郑武公姬掘突,zheng'wu'gong'ji'jue'tu
郑僖公,zheng'xi'gong
郑僖公姬恽,zheng'xi'gong'ji'yun
郑献公,zheng'xian'gong
郑献公姬虿,zheng'xian'gong'ji'chai
郑襄公,zheng'xiang'gong
郑襄公姬坚,zheng'xiang'gong'ji'jian
政刑紊乱,zheng'xing'wen'luan
正义者同盟,zheng'yi'zhe'tong'meng
郑幽公,zheng'you'gong
郑幽公姬已,zheng'you'gong'ji'yi
政友会民政党,zheng'you'hui'min'zheng'dang
郑昭公,zheng'zhao'gong
郑昭公姬祭仲,zheng'zhao'gong'ji'zhai'zhong
政治措施,zheng'zhi'cuo'shi
正直的,zheng'zhi'de
政治法则,zheng'zhi'fa'ze
政治方面,zheng'zhi'fang'mian
政治腐败,zheng'zhi'fu'bai
政治改革,zheng'zhi'gai'ge
政治概况,zheng'zhi'gai'kuang
政治婚姻,zheng'zhi'hun'yin
政治家,zheng'zhi'jia
政治经济和军事,zheng'zhi'jing'ji'he'jun'shi
政治面貌,zheng'zhi'mian'mao
政治上,zheng'zhi'shang
政治势力,zheng'zhi'shi'li
政治形势,zheng'zhi'xing'shi
政治一度较为清明,zheng'zhi'yi'du'jiao'wei'qing'ming
政治优势,zheng'zhi'you'shi
政治制度,zheng'zhi'zhi'du
政治中心,zheng'zhi'zhong'xin
郑庄公,zheng'zhuang'gong
郑庄公姬寐生,zheng'zhuang'gong'ji'mei'sheng
只被,zhi'bei
至北宋,zhi'bei'song
至沧州,zhi'cang'zhou
纸草,zhi'cao
之策,zhi'ce
之称,zhi'cheng
支持和效忠,zhi'chi'he'xiao'zhong
支持司马睿,zhi'chi'si'ma'rui
至此忽必烈控制了岭北局势,zhi'ci'hu'bi'lie'kong'zhi'le'ling'bei'ju'shi
直达,zhi'da
之大将,zhi'da'jiang
至大四年正月,zhi'da'si'nian'zheng'yue
至大业十四年,zhi'da'ye'shi'si'nian
直道,zhi'dao
直到崇祯初年,zhi'dao'chong'zhen'chu'nian
直到公元前,zhi'dao'gong'yuan'qian
直到辽圣宗时期,zhi'dao'liao'sheng'zong'shi'qi
直到梃击案发生,zhi'dao'ting'ji'an'fa'sheng
直到万历廿九年,zhi'dao'wan'li'nian'jiu'nian
直到王莽,zhi'dao'wang'mang
只得又加封其为,zhi'de'you'jia'feng'qi'wei
直抵海滨,zhi'di'hai'bin
制订的,zhi'ding'de
制定法律,zhi'ding'fa'lv
制定和颁行,zhi'ding'he'ban'xing
制定了,zhi'ding'le
制定了一系列的政策方针,zhi'ding'le'yi'xi'lie'de'zheng'ce'fang'zhen
之东,zhi'dong
至东海,zhi'dong'hai
知非之年,zhi'fei'zhi'nian
知府廿五名,zhi'fu'nian'wu'ming
至高无上,zhi'gao'wu'shang
之固,zhi'gu
治国的思想,zhi'guo'de'si'xiang
治国用兵之术,zhi'guo'yong'bing'zhi'shu
治国之要,zhi'guo'zhi'yao
只好问计于张宾,zhi'hao'wen'ji'yu'zhang'bin
治河,zhi'he
致和元年七月,zhi'he'yuan'nian'qi'yue
之侯,zhi'hou
之后趁,zhi'hou'chen
之后的,zhi'hou'de
之后霍光,zhi'hou'huo'guang
之后是,zhi'hou'shi
之后所,zhi'hou'suo
之后又将,zhi'hou'you'jiang
之后朱元璋继续消灭,zhi'hou'zhu'yuan'zhang'ji'xu'xiao'mie
之后朱元璋又消灭,zhi'hou'zhu'yuan'zhang'you'xiao'mie
指挥抗金北伐,zhi'hui'kang'jin'bei'fa
指挥使,zhi'hui'shi
之计,zhi'ji
置祭酒以治民在这些割据者中,zhi'ji'jiu'yi'zhi'min'zai'zhe'xie'ge'ju'zhe'zhong
之间的,zhi'jian'de
之间又为领土争端爆发了长期战争,zhi'jian'you'wei'ling'tu'zheng'duan'bao'fa'le'chang'qi'zhan'zheng
之间争夺,zhi'jian'zheng'duo
直接控制下,zhi'jie'kong'zhi'xia
直接任命,zhi'jie'ren'ming
治今,zhi'jin
治今河南淮阳,zhi'jin'he'nan'huai'yang
制科,zhi'ke
治理地方,zhi'li'di'fang
治理黄河,zhi'li'huang'he
治理黄河水患,zhi'li'huang'he'shui'huan
至辽东,zhi'liao'dong
之名,zhi'ming
之命与,zhi'ming'yu
知命之年,zhi'ming'zhi'nian
只怕是这,zhi'pa'shi'zhe
治平尚德行,zhi'ping'shang'de'xing
至平阳,zhi'ping'yang
直迫,zhi'po
指秦朝的政权,zhi'qin'chao'de'zheng'quan
之上,zhi'shang
纸上谈兵,zhi'shang'tan'bing
至少留下,zhi'shao'liu'xia
之势,zhi'shi
指使,zhi'shi
至十八世纪后期,zhi'shi'ba'shi'ji'hou'qi
至十八世纪中叶,zhi'shi'ba'shi'ji'zhong'ye
智氏出兵,zhi'shi'chu'bing
知识分子和,zhi'shi'fen'zi'he
之时攻击,zhi'shi'gong'ji
只是还保存着,zhi'shi'hai'bao'cun'zhe
只是零星下诏以地方军相抗击或镇压罢了,zhi'shi'ling'xing'xia'zhao'yi'di'fang'jun'xiang'kang'ji'huo'zhen'ya'ba'le
只是人事布局而已,zhi'shi'ren'shi'bu'ju'er'yi
致使隋朝,zhi'shi'sui'chao
致使严重的通货膨胀,zhi'shi'yan'zhong'de'tong'huo'peng'zhang
致事之年,zhi'shi'zhi'nian
至顺二年,zhi'shun'er'nian
至顺三年八月,zhi'shun'san'nian'ba'yue
至顺四年六月,zhi'shun'si'nian'liu'yue
至托里图,zhi'tuo'li'tu
之外的,zhi'wai'de
知祥死,zhi'xiang'si
指向中原,zhi'xiang'zhong'yuan
执行皇帝诏命,zhi'xing'huang'di'zhao'ming
支雄,zhi'xiong
秩序稳定,zhi'xu'wen'ding
芷阳,zhi'yang
只要长平,zhi'yao'chang'ping
只要向政府,zhi'yao'xiang'zheng'fu
之义,zhi'yi
之役,zhi'yi
之一的,zhi'yi'de
只有贾后,zhi'you'jia'hou
只有少数作为,zhi'you'shao'shu'zuo'wei
只有西汉,zhi'you'xi'han
只有向四周称帝各国称臣,zhi'you'xiang'si'zhou'cheng'di'ge'guo'cheng'chen
只有一小块,zhi'you'yi'xiao'kuai
只有与,zhi'you'yu
至于四周地区,zhi'yu'si'zhou'di'qu
只余下智,zhi'yu'xia'zhi
至于匈奴人,zhi'yu'xiong'nu'ren
至元八年,zhi'yuan'ba'nian
至元八年十一月诏告天下正式建国号大元,zhi'yuan'ba'nian'shi'yi'yue'zhao'gao'tian'xia'zheng'shi'jian'guo'hao'da'yuan
至元初年,zhi'yuan'chu'nian
至元六年,zhi'yuan'liu'nian
至元三十一年正月,zhi'yuan'san'shi'yi'nian'zheng'yue
至元十年初,zhi'yuan'shi'nian'chu
至元五年,zhi'yuan'wu'nian
至元元年阿里不哥投降,zhi'yuan'yuan'nian'a'li'bu'ge'tou'xiang
至元元年升燕京为中都,zhi'yuan'yuan'nian'sheng'yan'jing'wei'zhong'du
制造文字,zhi'zao'wen'zi
至正宝钞,zhi'zheng'bao'chao
执政的,zhi'zheng'de
至正二十三年春,zhi'zheng'er'shi'san'nian'chun
至正二十三年二月张士诚进攻安丰小明王遣人向,zhi'zheng'er'shi'san'nian'er'yue'zhang'shi'cheng'jin'gong'an'feng'xiao'ming'wang'qian'ren'xiang
执政期间,zhi'zheng'qi'jian
至正十八年五月,zhi'zheng'shi'ba'nian'wu'yue
至正十六年,zhi'zheng'shi'liu'nian
至正十七年张士诚投降元廷被封为太尉,zhi'zheng'shi'qi'nian'zhang'shi'cheng'tou'xiang'yuan'ting'bei'feng'wei'tai'wei
至正十四年九月,zhi'zheng'shi'si'nian'jiu'yue
至正十五年二月,zhi'zheng'shi'wu'nian'er'yue
至正十一年,zhi'zheng'shi'yi'nian
至正十一年十月,zhi'zheng'shi'yi'nian'shi'yue
