阿贝他片苯扎贝特,a'bei'ta'pian'ben'zha'bei'te
牙根尖囊肿,ya'gen'jian'nang'zhong
牙根尖囊肿切除术,ya'gen'jian'nang'zhong'qie'chu'shu
牙根尖挺,ya'gen'jian'ting
牙根肉芽肿,ya'gen'rou'ya'zhong
牙弓关系异常,ya'gong'guan'xi'yi'chang
牙弓夹板,ya'gong'jia'ban
牙骨锤,ya'gu'chui
牙骨锉,ya'gu'cuo
牙骨膜分离器,ya'gu'mo'fen'li'qi
牙骨凿,ya'gu'zao
牙冠延长术,ya'guan'yan'chang'shu
牙冠周脓肿,ya'guan'zhou'nong'zhong
牙合垫,ya'he'dian
雅衡庄针水溶性维生素,ya'heng'zhuang'zhen'shui'rong'xing'wei'sheng'su
亚急性包涵体性脑炎,ya'ji'xing'bao'han'ti'xing'nao'yan
亚急性丙型病毒性肝炎重型,ya'ji'xing'bing'xing'bing'du'xing'gan'yan'zhong'xing
亚急性肺型氧中毒,ya'ji'xing'fei'xing'yang'zhong'du
亚急性肝坏死,ya'ji'xing'gan'huai'si
亚急性肝炎,ya'ji'xing'gan'yan
亚急性海绵状脑病,ya'ji'xing'hai'mian'zhuang'nao'bing
亚急性坏死性脊髓病,ya'ji'xing'huai'si'xing'ji'sui'bing
亚急性坏死性淋巴结炎,ya'ji'xing'huai'si'xing'lin'ba'jie'yan
亚急性甲状腺炎,ya'ji'xing'jia'zhuang'xian'yan
亚急性阑尾炎,ya'ji'xing'lan'wei'yan
亚急性粒细胞性白血病,ya'ji'xing'li'xi'bao'xing'bai'xue'bing
亚急性联合病变,ya'ji'xing'lian'he'bing'bian
亚急性皮肤型红斑狼疮,ya'ji'xing'pi'fu'xing'hong'ban'lang'chuang
亚急性粟粒性肺结核,ya'ji'xing'su'li'xing'fei'jie'he
亚急性细菌性心内膜炎,ya'ji'xing'xi'jun'xing'xin'nei'mo'yan
亚急性小脑变性,ya'ji'xing'xiao'nao'bian'xing
亚急性心肌梗死,ya'ji'xing'xin'ji'geng'si
亚急性血行播散性肺结核,ya'ji'xing'xue'hang'bo'san'xing'fei'jie'he
亚急性胰腺炎,ya'ji'xing'yi'xian'yan
亚急性重型病毒性肝炎,ya'ji'xing'zhong'xing'bing'du'xing'gan'yan
亚甲兰注射液,ya'jia'lan'zhu'she'ye
亚甲蓝注射液,ya'jia'lan'zhu'she'ye
牙胶尖,ya'jiao'jian
牙矫正术,ya'jiao'zheng'shu
押金单,ya'jin'dan
牙开窗助萌术,ya'kai'chuang'zhu'meng'shu
雅克什病婴儿假白血病性贫血,ya'ke'shi'bing'ying'er'jia'bai'xue'bing'xing'pin'xue
牙科手机清洗润滑剂,ya'ke'shou'ji'qing'xi'run'hua'ji
牙科手术盘,ya'ke'shou'shu'pan
牙科针头,ya'ke'zhen'tou
牙科综合治疗台国产,ya'ke'zong'he'zhi'liao'tai'guo'chan
牙科综合治疗台进口,ya'ke'zong'he'zhi'liao'tai'jin'kou
压力泵,ya'li'beng
压力传感器,ya'li'chuan'gan'qi
氩离子激光国产机分钟,ya'li'zi'ji'guang'guo'chan'ji'fen'zhong
氩离子激光国产机分钟内,ya'li'zi'ji'guang'guo'chan'ji'fen'zhong'nei
氩离子激光进口机分钟,ya'li'zi'ji'guang'jin'kou'ji'fen'zhong
氩离子激光进口机分钟内,ya'li'zi'ji'guang'jin'kou'ji'fen'zhong'nei
氩离子染料激光含染料费分钟,ya'li'zi'ran'liao'ji'guang'han'ran'liao'fei'fen'zhong
氩离子染料激光含染料费分钟内,ya'li'zi'ran'liao'ji'guang'han'ran'liao'fei'fen'zhong'nei
雅连,ya'lian
牙列不齐,ya'lie'bu'qi
牙瘤,ya'liu
牙瘤切除术,ya'liu'qie'chu'shu
亚硫酸氢钠,ya'liu'suan'qing'na
亚硫酸氢钠甲萘醌,ya'liu'suan'qing'na'jia'nai'kun
亚硫酸氢钠甲萘醌注射液,ya'liu'suan'qing'na'jia'nai'kun'zhu'she'ye
牙买加,ya'mai'jia
亚美尼亚,ya'mei'ni'ya
牙面光洁术,ya'mian'guang'jie'shu
亚莫利格列美脲,ya'mo'li'ge'lie'mei'niao
牙模型测量,ya'mo'xing'ce'liang
牙囊肿切除术,ya'nang'zhong'qie'chu'shu
压宁定缓释胶囊,ya'ning'ding'huan'shi'jiao'nang
压宁定注射液,ya'ning'ding'zhu'she'ye
牙脓肿切开引流术,ya'nong'zhong'qie'kai'yin'liu'shu
牙片,ya'pian
鸦片酊,ya'pian'ding
鸦片片,ya'pian'pian
牙片使用感绿片加收,ya'pian'shi'yong'gan'lv'pian'jia'shou
鸦片制剂药物反应,ya'pian'zhi'ji'yao'wu'fan'ying
压平眼压测量,ya'ping'yan'ya'ce'liang
压平眼压计法检查,ya'ping'yan'ya'ji'fa'jian'cha
氩气刀,ya'qi'dao
牙签,ya'qian
牙钳拔牙术,ya'qian'ba'ya'shu
牙嵌顿整复术,ya'qian'dun'zheng'fu'shu
牙神经摘除术,ya'shen'jing'zhai'chu'shu
亚砷酸注射液,ya'shen'suan'zhu'she'ye
芽生菌病酿母菌病,ya'sheng'jun'bing'niang'mu'jun'bing
芽生菌性脓皮病,ya'sheng'jun'xing'nong'pi'bing
芽生菌性皮炎,ya'sheng'jun'xing'pi'yan
雅施达片,ya'shi'da'pian
雅施达片培哚普利,ya'shi'da'pian'pei'duo'pu'li
牙髓活力检查,ya'sui'huo'li'jian'cha
牙髓活力检查冷测,ya'sui'huo'li'jian'cha'leng'ce
牙髓活力检查热测,ya'sui'huo'li'jian'cha're'ce
牙髓脓肿,ya'sui'nong'zhong
牙髓切除术,ya'sui'qie'chu'shu
牙髓失活,ya'sui'shi'huo
牙髓失活术,ya'sui'shi'huo'shu
牙髓塑化,ya'sui'su'hua
牙髓塑化治疗术,ya'sui'su'hua'zhi'liao'shu
牙髓炎,ya'sui'yan
牙髓摘除术,ya'sui'zhai'chu'shu
压缩脱脂棉,ya'suo'tuo'zhi'mian
压缩脱脂纱布,ya'suo'tuo'zhi'sha'bu
压缩雾化吸入,ya'suo'wu'hua'xi'ru
压缩原棉,ya'suo'yuan'mian
牙体缺损粘接修复术,ya'ti'que'sun'zhan'jie'xiu'fu'shu
牙体桩钉固位修复术,ya'ti'zhuang'ding'gu'wei'xiu'fu'shu
亚铁氰化钾,ya'tie'qing'hua'jia
牙挺,ya'ting
牙托,ya'tuo
牙托粉,ya'tuo'fen
牙托净,ya'tuo'jing
牙脱敏,ya'tuo'min
牙脱敏治疗,ya'tuo'min'zhi'liao
牙脱敏治疗使用激光脱敏仪,ya'tuo'min'zhi'liao'shi'yong'ji'guang'tuo'min'yi
牙托水,ya'tuo'shui
牙脱位,ya'tuo'wei
牙外科正畸术,ya'wai'ke'zheng'ji'shu
牙外科正畸术后,ya'wai'ke'zheng'ji'shu'hou
牙外伤结扎固定术,ya'wai'shang'jie'za'gu'ding'shu
牙外伤腊线结扎固定,ya'wai'shang'la'xian'jie'za'gu'ding
亚硒酸钠片,ya'xi'suan'na'pian
亚硝基铁氰化钠,ya'xiao'ji'tie'qing'hua'na
亚硝酸钴钠,ya'xiao'suan'gu'na
亚硝酸钠,ya'xiao'suan'na
亚硝酸钠粉,ya'xiao'suan'na'fen
亚硝酸钠中毒,ya'xiao'suan'na'zhong'du
亚硝酸铁氰化钠,ya'xiao'suan'tie'qing'hua'na
亚硝酸盐试验,ya'xiao'suan'yan'shi'yan
亚硝酸意外中毒,ya'xiao'suan'yi'wai'zhong'du
亚硝酸异戊酯气雾剂,ya'xiao'suan'yi'wu'zhi'qi'wu'ji
亚型凝集素鉴定进口试剂,ya'xing'ning'ji'su'jian'ding'jin'kou'shi'ji
亚叶酸钙,ya'ye'suan'gai
亚叶酸钙片,ya'ye'suan'gai'pian
亚叶酸钙注射剂,ya'ye'suan'gai'zhu'she'ji
亚叶酸钙注射液,ya'ye'suan'gai'zhu'she'ye
牙移植,ya'yi'zhi
牙移植术,ya'yi'zhi'shu
牙龈出血,ya'yin'chu'xue
牙龈创伤性溃疡,ya'yin'chuang'shang'xing'kui'yang
牙龈恶性肿瘤,ya'yin'e'xing'zhong'liu
牙龈翻瓣术,ya'yin'fan'ban'shu
牙龈翻瓣牙拔除术,ya'yin'fan'ban'ya'ba'chu'shu
牙龈结核,ya'yin'jie'he
牙龈溃疡,ya'yin'kui'yang
牙龈良性肿瘤,ya'yin'liang'xing'zhong'liu
牙龈裂伤,ya'yin'lie'shang
牙龈瘤,ya'yin'liu
牙龈瘘管,ya'yin'lou'guan
牙龈脓肿,ya'yin'nong'zhong
牙银钳,ya'yin'qian
牙龈切除术,ya'yin'qie'chu'shu
牙龈撕裂伤,ya'yin'si'lie'shang
牙龈息肉,ya'yin'xi'rou
牙龈压排器,ya'yin'ya'pai'qi
牙龈炎,ya'yin'yan
牙龈炎冠周炎治疗,ya'yin'yan'guan'zhou'yan'zhi'liao
牙龈再生术,ya'yin'zai'sheng'shu
牙龈增生,ya'yin'zeng'sheng
牙龈肿瘤切除术,ya'yin'zhong'liu'qie'chu'shu
牙用煤酚醛液,ya'yong'mei'fen'quan'ye
牙用镊,ya'yong'nie
牙原性角化囊肿,ya'yuan'xing'jiao'hua'nang'zhong
牙源性面部皮肤瘘管,ya'yuan'xing'mian'bu'pi'fu'lou'guan
牙原性粘液瘤,ya'yuan'xing'nian'ye'liu
牙再植术,ya'zai'zhi'shu
牙折断,ya'zhe'duan
鸭跖草,ya'zhi'cao
牙种植体植入术,ya'zhong'zhi'ti'zhi'ru'shu
牙周病,ya'zhou'bing
牙周袋内上药,ya'zhou'dai'nei'shang'yao
牙周骨成形手术,ya'zhou'gu'cheng'xing'shou'shu
牙周固定,ya'zhou'gu'ding
牙周固定腊线,ya'zhou'gu'ding'la'xian
牙周夹板普通,ya'zhou'jia'ban'pu'tong
牙周洁治,ya'zhou'jie'zhi
牙周宁,ya'zhou'ning
牙周宁片,ya'zhou'ning'pian
牙周脓肿,ya'zhou'nong'zhong
牙周手术,ya'zhou'shou'shu
牙周纤维环状切断术,ya'zhou'xian'wei'huan'zhuang'qie'duan'shu
牙周消炎上药,ya'zhou'xiao'yan'shang'yao
牙周炎,ya'zhou'yan
牙周植骨术,ya'zhou'zhi'gu'shu
牙周组织瓣移植术,ya'zhou'zu'zhi'ban'yi'zhi'shu
牙周组织区交界恶性肿瘤,ya'zhou'zu'zhi'qu'jiao'jie'e'xing'zhong'liu
鸭嘴,ya'zui
咽癌术后,yan'ai'shu'hou
延安常泰药业有限公司,yan'an'chang'tai'yao'ye'you'xian'gong'si
眼氨肽滴眼液,yan'an'tai'di'yan'ye
眼氨肽针,yan'an'tai'zhen
眼白化病,yan'bai'hua'bing
眼半导体激光,yan'ban'dao'ti'ji'guang
眼包扎,yan'bao'za
咽壁恶性肿瘤,yan'bi'e'xing'zhong'liu
掩蔽级差试验,yan'bi'ji'cha'shi'yan
炎必灵,yan'bi'ling
炎必灵片,yan'bi'ling'pian
咽部分切除术,yan'bu'fen'qie'chu'shu
咽部坏疽性肉芽肿,yan'bu'huai'ju'xing'rou'ya'zhong
咽部坏死性肉芽肿,yan'bu'huai'si'xing'rou'ya'zhong
眼部疾病药物离子导入,yan'bu'ji'bing'yao'wu'li'zi'dao'ru
咽部畸形,yan'bu'ji'xing
咽部交界恶性肿瘤,yan'bu'jiao'jie'e'xing'zhong'liu
咽部结核,yan'bu'jie'he
眼部冷冻治疗,yan'bu'leng'dong'zhi'liao
咽部淋巴结肿大,yan'bu'lin'ba'jie'zhong'da
咽部淋巴组织电凝术,yan'bu'lin'ba'zu'zhi'dian'ning'shu
眼部脓肿切开引流术,yan'bu'nong'zhong'qie'kai'yin'liu'shu
咽部脓肿引流术,yan'bu'nong'zhong'yin'liu'shu
眼部皮下肿物摘除术,yan'bu'pi'xia'zhong'wu'zhai'chu'shu
眼部人工骨植入,yan'bu'ren'gong'gu'zhi'ru
眼部手术后异常反应,yan'bu'shou'shu'hou'yi'chang'fan'ying
眼部手术使用玻璃体切割仪加收,yan'bu'shou'shu'shi'yong'bo'li'ti'qie'ge'yi'jia'shou
眼部手术使用超声乳化仪加收,yan'bu'shou'shu'shi'yong'chao'sheng'ru'hua'yi'jia'shou
眼部手术使用冷凝器加收,yan'bu'shou'shu'shi'yong'leng'ning'qi'jia'shou
咽部水肿,yan'bu'shui'zhong
咽部损害切除术,yan'bu'sun'hai'qie'chu'shu
咽部特殊治疗,yan'bu'te'shu'zhi'liao
咽部特殊治疗喉咽部异物取出术,yan'bu'te'shu'zhi'liao'hou'yan'bu'yi'wu'qu'chu'shu
咽部特殊治疗口咽部异物取出术,yan'bu'te'shu'zhi'liao'kou'yan'bu'yi'wu'qu'chu'shu
咽部特殊治疗声带息肉气化术,yan'bu'te'shu'zhi'liao'sheng'dai'xi'rou'qi'hua'shu
眼部痛,yan'bu'tong
咽部血管瘤,yan'bu'xue'guan'liu
岩部炎颞骨,yan'bu'yan'nie'gu
岩部炎岩部切除术,yan'bu'yan'yan'bu'qie'chu'shu
咽部异物,yan'bu'yi'wu
咽部异物经腔口进入,yan'bu'yi'wu'jing'qiang'kou'jin'ru
咽部异物取出术,yan'bu'yi'wu'qu'chu'shu
眼部脂肪瘤,yan'bu'zhi'fang'liu
咽部肿物,yan'bu'zhong'wu
眼部肿物切除术,yan'bu'zhong'wu'qie'chu'shu
咽侧壁炎性肿物,yan'ce'bi'yan'xing'zhong'wu
盐城蒂菱体温计厂,yan'cheng'di'ling'ti'wen'ji'chang
盐城生缘制药有限公司,yan'cheng'sheng'yuan'zhi'yao'you'xian'gong'si
咽成形术,yan'cheng'xing'shu
盐城制药有限公司,yan'cheng'zhi'yao'you'xian'gong'si
延迟月经,yan'chi'yue'jing
眼冲洗,yan'chong'xi
咽出血,yan'chu'xie
眼挫伤,yan'cuo'shang
咽带血管蒂皮瓣转移修复术,yan'dai'xue'guan'di'pi'ban'zhuan'yi'xiu'fu'shu
眼袋整形术,yan'dai'zheng'xing'shu
眼带状疱疹,yan'dai'zhuang'pao'zhen
眼底出血,yan'di'chu'xie
眼底检查,yan'di'jian'cha
眼底检查间接镜散瞳,yan'di'jian'cha'jian'jie'jing'san'tong
眼底检查普通,yan'di'jian'cha'pu'tong
眼底静脉栓塞,yan'di'jing'mai'shuan'se
眼底血管造影,yan'di'xue'guan'zao'ying
眼底照相,yan'di'zhao'xiang
咽淀粉样变,yan'dian'fen'yang'bian
咽淀粉样变性,yan'dian'fen'yang'bian'xing
眼电生理检查,yan'dian'sheng'li'jian'cha
眼动检查,yan'dong'jian'cha
眼动脉动脉瘤,yan'dong'mai'dong'mai'liu
眼动脉瘤夹闭术,yan'dong'mai'liu'jia'bi'shu
眼动脉栓塞,yan'dong'mai'shuan'sai
眼动脉压测定,yan'dong'mai'ya'ce'ding
咽腭成形术,yan'e'cheng'xing'shu
咽鹅口疮,yan'e'kou'chuang
眼恶性淋巴瘤,yan'e'xing'lin'ba'liu
咽恶性肿瘤,yan'e'xing'zhong'liu
眼恶性肿瘤,yan'e'xing'zhong'liu
眼二期羟磷灰石植入术,yan'er'qi'qiang'lin'hui'shi'zhi'ru'shu
眼二期羟磷灰植入术,yan'er'qi'qiang'lin'hui'zhi'ru'shu
眼房角磁性异物,yan'fang'jiao'ci'xing'yi'wu
眼分裂痣切除,yan'fen'lie'zhi'qie'chu
咽封闭,yan'feng'bi
咽蜂窝织炎,yan'feng'wo'zhi'yan
眼副器血管瘤,yan'fu'qi'xue'guan'liu
眼干燥综合征,yan'gan'zao'zong'he'zheng
严格隔离,yan'ge'ge'li
岩骨骨折,yan'gu'gu'zhe
咽鼓管波氏球吹张术,yan'gu'guan'bo'shi'qiu'chui'zhang'shu
咽鼓管吹张波氏法,yan'gu'guan'chui'zhang'bo'shi'fa
咽鼓管吹张导管法,yan'gu'guan'chui'zhang'dao'guan'fa
咽鼓管导管吹张术,yan'gu'guan'dao'guan'chui'zhang'shu
咽鼓管的其他疾患,yan'gu'guan'de'qi'ta'ji'huan
咽鼓管恶性肿瘤,yan'gu'guan'e'xing'zhong'liu
咽鼓管梗阻,yan'gu'guan'geng'zu
咽鼓管开放症,yan'gu'guan'kai'fang'zheng
咽鼓管窥镜检查,yan'gu'guan'kui'jing'jian'cha
咽鼓管扩张术,yan'gu'guan'kuo'zhang'shu
咽鼓管通气术,yan'gu'guan'tong'qi'shu
咽鼓管狭窄,yan'gu'guan'xia'zhai
咽鼓管压力测定,yan'gu'guan'ya'li'ce'ding
咽鼓管炎,yan'gu'guan'yan
咽鼓管再造术,yan'gu'guan'zai'zao'shu
岩骨尖综合征,yan'gu'jian'zong'he'zheng
岩骨脑膜瘤,yan'gu'nao'mo'liu
验光,yan'guang
验光单眼科,yan'guang'dan'yan'ke
验光每增加一项加收,yan'guang'mei'zeng'jia'yi'xiang'jia'shou
研光器,yan'guang'qi
眼硅胶排异反应,yan'gui'jiao'pai'yi'fan'ying
眼硅胶取出术,yan'gui'jiao'qu'chu'shu
眼核磁共振检查,yan'he'ci'gong'zhen'jian'cha
眼和视觉的检查,yan'he'shi'jue'de'jian'cha
眼虹膜磁性异物,yan'hong'mo'ci'xing'yi'wu
咽后壁恶性肿瘤,yan'hou'bi'e'xing'zhong'liu
咽后壁脓肿,yan'hou'bi'nong'zhong
咽后壁脓肿切开引流术,yan'hou'bi'nong'zhong'qie'kai'yin'liu'shu
咽喉鼻腔血管瘤,yan'hou'bi'qiang'xue'guan'liu
咽后壁组织瓣成形术,yan'hou'bi'zu'zhi'ban'cheng'xing'shu
咽后壁组织瓣修复术,yan'hou'bi'zu'zhi'ban'xiu'fu'shu
咽喉部烫伤,yan'hou'bu'tang'shang
咽喉部意外异物,yan'hou'bu'yi'wai'yi'wu
咽喉冲洗道,yan'hou'chong'xi'dao
咽后嵴成形术,yan'hou'ji'cheng'xing'shu
咽喉镜,yan'hou'jing
咽喉溃疡,yan'hou'kui'yang
咽后脓肿,yan'hou'nong'zhong
咽喉脓肿切开,yan'hou'nong'zhong'qie'kai
咽后脓肿切开引流术,yan'hou'nong'zhong'qie'kai'yin'liu'shu
咽喉片,yan'hou'pian
咽喉痛,yan'hou'tong
咽喉通气道,yan'hou'tong'qi'dao
咽喉异物取出,yan'hou'yi'wu'qu'chu
炎后遗症,yan'hou'yi'zheng
延胡,yan'hu
炎琥宁粉针,yan'hu'ning'fen'zhen
延胡索,yan'hu'suo
延胡索免煎,yan'hu'suo'mian'jian
延胡索酸比索洛尔片,yan'hu'suo'suan'bi'suo'luo'er'pian
烟花爆炸伤,yan'hua'bao'zha'shang
咽化学性烧伤,yan'hua'xue'xing'shao'shang
眼坏死型色素膜炎,yan'huai'si'xing'se'su'mo'yan
眼活体组织检查,yan'huo'ti'zu'zhi'jian'cha
眼基底膜剥脱综合征,yan'ji'di'mo'bo'tuo'zong'he'zheng
咽继发恶性肿瘤,yan'ji'fa'e'xing'zhong'liu
眼继发性恶性肿瘤,yan'ji'fa'xing'e'xing'zhong'liu
眼肌后徙术,yan'ji'hou'xi'shu
眼肌检查,yan'ji'jian'cha
眼肌力检查,yan'ji'li'jian'cha
眼肌麻痹,yan'ji'ma'bi
眼肌麻痹肌移位术,yan'ji'ma'bi'ji'yi'wei'shu
盐基品红,yan'ji'pin'hong
眼肌瘫痪型偏头痛,yan'ji'tan'huan'xing'pian'tou'tong
眼睑板重建术,yan'jian'ban'chong'jian'shu
眼睑闭锁,yan'jian'bi'suo
眼睑出血,yan'jian'chu'xie
眼睑唇粘膜移植术,yan'jian'chun'nian'mo'yi'zhi'shu
眼睑挫伤,yan'jian'cuo'shang
眼睑带状疱疹,yan'jian'dai'zhuang'pao'zhen
岩尖胆脂瘤,yan'jian'dan'zhi'liu
眼睑倒睫,yan'jian'dao'jie
眼睑恶性肿瘤,yan'jian'e'xing'zhong'liu
眼睑缝合术后,yan'jian'feng'he'shu'hou
眼睑蜂窝织炎,yan'jian'feng'wo'zhi'yan
眼睑黑变病,yan'jian'hei'bian'bing
眼睑黑色素瘤,yan'jian'hei'se'su'liu
眼睑后天性畸形,yan'jian'hou'tian'xing'ji'xing
眼睑化学灼伤,yan'jian'hua'xue'zhuo'shang
眼睑坏死,yan'jian'huai'si
眼睑黄斑瘤,yan'jian'huang'ban'liu
眼睑交界恶性肿瘤,yan'jian'jiao'jie'e'xing'zhong'liu
眼睑结膜裂伤缝合术,yan'jian'jie'mo'lie'shang'feng'he'shu
眼睑结膜囊整形术,yan'jian'jie'mo'nang'zheng'xing'shu
眼睑痉挛,yan'jian'jing'luan
眼睑开放性外伤,yan'jian'kai'fang'xing'wai'shang
眼睑良性肿瘤,yan'jian'liang'xing'zhong'liu
眼睑裂伤,yan'jian'lie'shang
眼睑裂伤伴泪小管断裂,yan'jian'lie'shang'ban'lei'xiao'guan'duan'lie
眼睑瘘,yan'jian'lou
眼睑轮匝肌切断术,yan'jian'lun'za'ji'qie'duan'shu
眼睑囊肿,yan'jian'nang'zhong
眼睑内翻,yan'jian'nei'fan
眼睑脓肿,yan'jian'nong'zhong
眼睑皮肤恶性肿瘤,yan'jian'pi'fu'e'xing'zhong'liu
眼睑皮肤裂伤,yan'jian'pi'fu'lie'shang
眼睑皮肤松垂,yan'jian'pi'fu'song'chui
眼睑皮片移植重建术,yan'jian'pi'pian'yi'zhi'chong'jian'shu
眼睑皮炎,yan'jian'pi'yan
眼睑皮脂腺囊肿,yan'jian'pi'zhi'xian'nang'zhong
眼睑切开引流术,yan'jian'qie'kai'yin'liu'shu
眼睑清创缝合术,yan'jian'qing'chuang'feng'he'shu
眼睑全层切除术,yan'jian'quan'ceng'qie'chu'shu
眼睑缺损,yan'jian'que'sun
眼睑缺损修复术,yan'jian'que'sun'xiu'fu'shu
眼睑缺损整形术,yan'jian'que'sun'zheng'xing'shu
眼睑缺损植皮术,yan'jian'que'sun'zhi'pi'shu
眼睑肉芽肿,yan'jian'rou'ya'zhong
眼睑烧伤,yan'jian'shao'shang
眼睑蜀黍红斑睑糙皮病,yan'jian'shu'shu'hong'ban'jian'cao'pi'bing
眼睑水肿,yan'jian'shui'zhong
眼睑撕裂伤累及泪道,yan'jian'si'lie'shang'lei'ji'lei'dao
眼睑新生物,yan'jian'xin'sheng'wu
眼碱性烧伤,yan'jian'xing'shao'shang
眼睑血肿,yan'jian'xue'zhong
眼睑炎,yan'jian'yan
眼睑异物,yan'jian'yi'wu
眼睑异物取出术,yan'jian'yi'wu'qu'chu'shu
眼睑缘缝合术,yan'jian'yuan'feng'he'shu
岩尖凿开术,yan'jian'zao'kai'shu
眼睑粘连分离术,yan'jian'zhan'lian'fen'li'shu
眼睑粘连性疤痕,yan'jian'zhan'lian'xing'ba'hen
眼睑整形术,yan'jian'zheng'xing'shu
眼睑肿物,yan'jian'zhong'wu
眼睑肿物切除术,yan'jian'zhong'wu'qie'chu'shu
眼睑肿物切除术植皮时加收,yan'jian'zhong'wu'qie'chu'shu'zhi'pi'shi'jia'shou
咽角化症,yan'jiao'hua'zheng
眼交界恶性肿瘤,yan'jiao'jie'e'xing'zhong'liu
眼角膜缝针,yan'jiao'mo'feng'zhen
眼角膜溃疡穿孔,yan'jiao'mo'kui'yang'chuan'kong
眼角膜移植术后排异反应,yan'jiao'mo'yi'zhi'shu'hou'pai'yi'fan'ying
咽结核,yan'jie'he
眼结核,yan'jie'he
咽结合膜热,yan'jie'he'mo're
眼结膜冷冻术,yan'jie'mo'leng'dong'shu
咽结膜热,yan'jie'mo're
眼结膜脱垂,yan'jie'mo'tuo'chui
眼节前手术伤口修正术,yan'jie'qian'shou'shu'shang'kou'xiu'zheng'shu
眼晶体磁性异物,yan'jing'ti'ci'xing'yi'wu
研究模型,yan'jiu'mo'xing
研究生处,yan'jiu'sheng'chu
眼开放性外伤,yan'kai'fang'xing'wai'shang
眼科,yan'ke
眼科病房,yan'ke'bing'fang
眼科材料,yan'ke'cai'liao
眼科穿刺刀,yan'ke'chuan'ci'dao
眼科护理常规,yan'ke'hu'li'chang'gui
眼科活检,yan'ke'huo'jian
眼科活检术,yan'ke'huo'jian'shu
眼氪激光点,yan'ke'ji'guang'dian
眼科剪,yan'ke'jian
眼科检查单,yan'ke'jian'cha'dan
眼科接触镜检查,yan'ke'jie'chu'jing'jian'cha
眼科军干诊室,yan'ke'jun'gan'zhen'shi
眼科冷冻治疗,yan'ke'leng'dong'zhi'liao
眼科门诊,yan'ke'men'zhen
眼科镊,yan'ke'nie
眼科普通病区,yan'ke'pu'tong'bing'qu
眼科师干病室,yan'ke'shi'gan'bing'shi
眼科实验室,yan'ke'shi'yan'shi
眼科线,yan'ke'xian
眼科小儿病区,yan'ke'xiao'er'bing'qu
眼科综合性眼检查,yan'ke'zong'he'xing'yan'jian'cha
眼口生殖器综合征,yan'kou'sheng'zhi'qi'zong'he'zheng
眼眶壁骨折整复术,yan'kuang'bi'gu'zhe'zheng'fu'shu
眼眶挫伤,yan'kuang'cuo'shang
眼眶非特异性炎症,yan'kuang'fei'te'yi'xing'yan'zheng
眼眶骨上颌骨折复位术,yan'kuang'gu'shang'he'gu'zhe'fu'wei'shu
眼眶骨折,yan'kuang'gu'zhe
眼眶假瘤,yan'kuang'jia'liu
眼眶减压术,yan'kuang'jian'ya'shu
眼眶尖综合征,yan'kuang'jian'zong'he'zheng
眼眶交界恶性肿瘤,yan'kuang'jiao'jie'e'xing'zhong'liu
眼眶结核,yan'kuang'jie'he
眼眶开放性骨折,yan'kuang'kai'fang'xing'gu'zhe
眼眶良性肿瘤,yan'kuang'liang'xing'zhong'liu
眼眶内脓肿,yan'kuang'nei'nong'zhong
眼眶内异物,yan'kuang'nei'yi'wu
眼眶痛,yan'kuang'tong
眼眶修补术,yan'kuang'xiu'bu'shu
眼眶炎性肉芽肿,yan'kuang'yan'xing'rou'ya'zhong
眼眶严重畸形,yan'kuang'yan'zhong'ji'xing
眼眶正侧位片,yan'kuang'zheng'ce'wei'pian
眼眶肿瘤,yan'kuang'zhong'liu
眼眶综合征,yan'kuang'zong'he'zheng
咽冷冻,yan'leng'dong
闫利平,yan'li'ping
眼力爽眼液,yan'li'shuang'yan'ye
炎链球菌性肺炎,yan'lian'qiu'jun'xing'fei'yan
咽良性肿瘤,yan'liang'xing'zhong'liu
眼良性肿瘤,yan'liang'xing'zhong'liu
咽裂伤缝合术,yan'lie'shang'feng'he'shu
咽淋巴肉瘤,yan'lin'ba'rou'liu
延龄长春丹,yan'ling'chang'chun'dan
延龄长寿丹,yan'ling'chang'shou'dan
咽瘘,yan'lou
咽瘘皮瓣修复术,yan'lou'pi'ban'xiu'fu'shu
咽瘘修补术,yan'lou'xiu'bu'shu
盐卤意外中毒,yan'lu'yi'wai'zhong'du
盐卤中毒,yan'lu'zhong'du
眼轮匝肌麻痹,yan'lun'za'ji'ma'bi
眼脉络膜裂伤,yan'mai'luo'mo'lie'shang
燕麦细胞癌,yan'mai'xi'bao'ai
眼眉撕裂伤缝合术,yan'mei'si'lie'shang'feng'he'shu
颜面播散性粟粒性狼疮,yan'mian'bo'san'xing'su'li'xing'lang'chuang
颜面部开放性伤口伴感染,yan'mian'bu'kai'fang'xing'shang'kou'ban'gan'ran
颜面部开放性伤口伴异物,yan'mian'bu'kai'fang'xing'shang'kou'ban'yi'wu
颜面部遗留金属异物,yan'mian'bu'yi'liu'jin'shu'yi'wu
颜面器官缺损种植体植入术,yan'mian'qi'guan'que'sun'zhong'zhi'ti'zhi'ru'shu
颜面切痂植皮术,yan'mian'qie'jia'zhi'pi'shu
颜面萎缩矫正术,yan'mian'wei'suo'jiao'zheng'shu
颜面萎缩症,yan'mian'wei'suo'zheng
眼囊虫病,yan'nang'chong'bing
咽囊炎,yan'nang'yan
眼内出血,yan'nei'chu'xue
眼内恶性肿瘤,yan'nei'e'xing'zhong'liu
