艾箱灸,ai'xiang'jiu
血一氧化碳分析,xue'yi'yang'hua'tan'fen'xi
血友病甲基因分析,xue'you'bing'jia'ji'yin'fen'xi
血游离脂肪酸测定,xue'you'li'zhi'fang'suan'ce'ding
血脂及脂蛋白测定,xue'zhi'ji'zhi'dan'bai'ce'ding
牙槽骨烧伤清创术,ya'cao'gu'shao'shang'qing'chuang'shu
牙槽骨修整术,ya'cao'gu'xiu'zheng'shu
牙槽嵴增高术,ya'cao'ji'zeng'gao'shu
牙槽突骨折结扎固定术,ya'cao'tu'gu'zhe'jie'za'gu'ding'shu
牙槽突裂植骨成形术,ya'cao'tu'lie'zhi'gu'cheng'xing'shu
牙齿萌出囊肿袋形术,ya'chi'meng'chu'nang'zhong'dai'xing'shu
牙齿漂白术,ya'chi'piao'bai'shu
牙冠延长术,ya'guan'yan'chang'shu
氩激光治疗,ya'ji'guang'zhi'liao
牙开窗助萌术,ya'kai'chuang'zhu'meng'shu
牙面光洁术,ya'mian'guang'jie'shu
牙片,ya'pian
芽生菌血清学试验,ya'sheng'jun'xue'qing'xue'shi'yan
牙髓活力检查,ya'sui'huo'li'jian'cha
牙髓失活术,ya'sui'shi'huo'shu
牙髓塑化治疗术,ya'sui'su'hua'zhi'liao'shu
牙髓摘除术,ya'sui'zhai'chu'shu
牙体缺损粘接修复术,ya'ti'que'sun'zhan'jie'xiu'fu'shu
牙体牙髓检查,ya'ti'ya'sui'jian'cha
牙体牙髓治疗,ya'ti'ya'sui'zhi'liao
牙体桩钉固位修复术,ya'ti'zhuang'ding'gu'wei'xiu'fu'shu
牙脱敏治疗,ya'tuo'min'zhi'liao
牙脱色术,ya'tuo'se'shu
牙外科正畸术,ya'wai'ke'zheng'ji'shu
牙外伤结扎固定术,ya'wai'shang'jie'za'gu'ding'shu
牙移植术,ya'yi'zhi'shu
牙龈保护剂塞治,ya'yin'bao'hu'ji'sai'zhi
牙龈翻瓣术,ya'yin'fan'ban'shu
牙龈切除术,ya'yin'qie'chu'shu
牙龈再生术,ya'yin'zai'sheng'shu
牙再植术,ya'zai'zhi'shu
牙种植体植入术,ya'zhong'zhi'ti'zhi'ru'shu
牙周骨成形手术,ya'zhou'gu'cheng'xing'shou'shu
牙周固定,ya'zhou'gu'ding
牙周检查,ya'zhou'jian'cha
牙周纤维环状切断术,ya'zhou'xian'wei'huan'zhuang'qie'duan'shu
牙周植骨术,ya'zhou'zhi'gu'shu
牙周治疗,ya'zhou'zhi'liao
牙周组织瓣移植术,ya'zhou'zu'zhi'ban'yi'zhi'shu
眼部冷冻治疗,yan'bu'leng'dong'zhi'liao
眼部脓肿切开引流术,yan'bu'nong'zhong'qie'kai'yin'liu'shu
咽部手术,yan'bu'shou'shu
咽部特殊治疗,yan'bu'te'shu'zhi'liao
眼袋整形术,yan'dai'zheng'xing'shu
眼底检查,yan'di'jian'cha
眼底血管造影,yan'di'xue'guan'zao'ying
眼底照相,yan'di'zhao'xiang
眼动检查,yan'dong'jian'cha
咽封闭,yan'feng'bi
咽鼓管扩张术,yan'gu'guan'kuo'zhang'shu
咽鼓管压力测定,yan'gu'guan'ya'li'ce'ding
咽鼓管再造术,yan'gu'guan'zai'zao'shu
验光,yan'guang
咽后壁脓肿切开引流术,yan'hou'bi'nong'zhong'qie'kai'yin'liu'shu
咽后壁组织瓣成形术,yan'hou'bi'zu'zhi'ban'cheng'xing'shu
咽喉部诊疗,yan'hou'bu'zhen'liao
咽后嵴成形术,yan'hou'ji'cheng'xing'shu
眼活体组织检查,yan'huo'ti'zu'zhi'jian'cha
眼肌力检查,yan'ji'li'jian'cha
眼睑结膜裂伤缝合术,yan'jian'jie'mo'lie'shang'feng'he'shu
眼睑手术,yan'jian'shou'shu
眼睑肿物切除术,yan'jian'zhong'wu'qie'chu'shu
眼结膜囊穴位注射,yan'jie'mo'nang'xue'wei'zhu'she
眼眶壁骨折整复术,yan'kuang'bi'gu'zhe'zheng'fu'shu
眼眶和眼球手术,yan'kuang'he'yan'qiu'shou'shu
眼眶减压术,yan'kuang'jian'ya'shu
咽瘘皮瓣修复术,yan'lou'pi'ban'xiu'fu'shu
颜面部软组织不对称带血管游离组织瓣修复畸形矫正术,yan'mian'bu'ruan'zu'zhi'bu'dui'chen'dai'xue'guan'you'li'zu'zhi'ban'xiu'fu'ji'xing'jiao'zheng'shu
颜面部软组织不对称局部组织瓣修复畸形矫正术,yan'mian'bu'ruan'zu'zhi'bu'dui'chen'ju'bu'zu'zhi'ban'xiu'fu'ji'xing'jiao'zheng'shu
颜面器官缺损种植体植入术,yan'mian'qi'guan'que'sun'zhong'zhi'ti'zhi'ru'shu
颜面切痂植皮术,yan'mian'qie'jia'zhi'pi'shu
颜面赝复体种植修复,yan'mian'yan'fu'ti'zhong'zhi'xiu'fu
眼内容摘除术,yan'nei'rong'zhai'chu'shu
岩浅大神经切断术,yan'qian'da'shen'jing'qie'duan'shu
眼前段重建术,yan'qian'duan'chong'jian'shu
眼前段照相,yan'qian'duan'zhao'xiang
眼球裂伤缝合术,yan'qiu'lie'shang'feng'he'shu
眼球突出度测量,yan'qiu'tu'chu'du'ce'liang
眼球异物定位摄影,yan'qiu'yi'wu'ding'wei'she'ying
眼球摘除术,yan'qiu'zhai'chu'shu
盐水介质交叉配血,yan'shui'jie'zhi'jiao'cha'pei'xue
眼外肌功能检查,yan'wai'ji'gong'neng'jian'cha
眼外肌手术,yan'wai'ji'shou'shu
眼位照相,yan'wei'zhao'xiang
眼窝填充术,yan'wo'tian'chong'shu
眼窝再造术,yan'wo'zai'zao'shu
厌恶治疗,yan'wu'zhi'liao
眼像差检查,yan'xiang'cha'jian'cha
眼血流图,yan'xue'liu'tu
眼压检查,yan'ya'jian'cha
眼压描记,yan'ya'miao'ji
眼压日曲线检查,yan'ya'ri'qu'xian'jian'cha
厌氧菌培养及鉴定,yan'yang'jun'pei'yang'ji'jian'ding
厌氧菌药敏试验,yan'yang'jun'yao'min'shi'yan
言语测听,yan'yu'ce'ting
言语能力评定,yan'yu'neng'li'ping'ding
言语训练,yan'yu'xun'lian
眼针,yan'zhen
眼震电图,yan'zhen'dian'tu
眼震矫正术,yan'zhen'jiao'zheng'shu
炎症局部显像,yan'zheng'ju'bu'xian'xiang
严重烧伤手畸形矫正术,yan'zhong'shao'shang'shou'ji'xing'jiao'zheng'shu
羊膜镜检查,yang'mo'jing'jian'cha
羊膜腔穿刺术,yang'mo'qiang'chuan'ci'shu
羊膜移植术,yang'mo'yi'zhi'shu
氧气吸入,yang'qi'xi'ru
羊水结晶检查,yang'shui'jie'jing'jian'cha
羊水泡沫振荡试验,yang'shui'pao'mo'zhen'dang'shi'yan
羊水置换,yang'shui'zhi'huan
药棒穴位按摩治疗,yao'bang'xue'wei'an'mo'zhi'liao
遥测心电监护,yao'ce'xin'dian'jian'hu
腰骶部潜毛窦切除术,yao'di'bu'qian'mao'dou'qie'chu'shu
腰骶髂连接部肿瘤切除术,yao'di'qia'lian'jie'bu'zhong'liu'qie'chu'shu
咬合片,yao'he'pian
药物罐,yao'wu'guan
药物面膜综合治疗,yao'wu'mian'mo'zong'he'zhi'liao
药物敏感试验,yao'wu'min'gan'shi'yan
药物性引产处置术,yao'wu'xing'yin'chan'chu'zhi'shu
药物血管功能试验,yao'wu'xue'guan'gong'neng'shi'yan
药线引流治疗,yao'xian'yin'liu'zhi'liao
腰椎穿刺术,yao'zhui'chuan'ci'shu
腰椎骶化横突切除术,yao'zhui'di'hua'heng'tu'qie'chu'shu
腰椎横突间融合术,yao'zhui'heng'tu'jian'rong'he'shu
腰椎滑脱植骨融合术,yao'zhui'hua'tuo'zhi'gu'rong'he'shu
腰椎滑脱椎弓根螺钉内固定植骨融合术,yao'zhui'hua'tuo'zhui'gong'gen'luo'ding'nei'gu'ding'zhi'gu'rong'he'shu
腰椎间盘极外侧突出摘除术,yao'zhui'jian'pan'ji'wai'ce'tu'chu'zhai'chu'shu
腰椎间盘突出推拿治疗,yao'zhui'jian'pan'tu'chu'tui'na'zhi'liao
腰椎间盘突出摘除术,yao'zhui'jian'pan'tu'chu'zhai'chu'shu
腋臭切除术,ye'chou'qie'chu'shu
液氮冷冻治疗,ye'dan'leng'dong'zhi'liao
耶尔森氏菌血清学试验,ye'er'sen'shi'jun'xue'qing'xue'shi'yan
腋股动脉人工血管转流术,ye'gu'dong'mai'ren'gong'xue'guan'zhuan'liu'shu
液基薄层细胞制片术,ye'ji'bao'ceng'xi'bao'zhi'pian'shu
夜间阴茎胀大试验,ye'jian'yin'jing'zhang'da'shi'yan
腋双股动脉人工血管转流术,ye'shuang'gu'dong'mai'ren'gong'xue'guan'zhuan'liu'shu
叶酸测定,ye'suan'ce'ding
野兔热血清学试验,ye'tu're'xue'qing'xue'shi'yan
腋窝淋巴结清扫术,ye'wo'lin'ba'jie'qing'sao'shu
一般物理降温,yi'ban'wu'li'jiang'wen
一般细菌培养及鉴定,yi'ban'xi'jun'pei'yang'ji'jian'ding
一般细菌涂片检查,yi'ban'xi'jun'tu'pian'jian'cha
一般专项护理,yi'ban'zhuan'xiang'hu'li
异常白细胞形态检查,yi'chang'bai'xi'bao'xing'tai'jian'cha
异常红细胞形态检查,yi'chang'hong'xi'bao'xing'tai'jian'cha
义齿接长基托,yi'chi'jie'chang'ji'tuo
义齿裂纹及折裂修理,yi'chi'lie'wen'ji'zhe'lie'xiu'li
义齿压痛定位仪检查,yi'chi'ya'tong'ding'wei'yi'jian'cha
义齿组织面重衬,yi'chi'zu'zhi'mian'chong'chen
遗传疾病的分子生物学诊断,yi'chuan'ji'bing'de'fen'zi'sheng'wu'xue'zhen'duan
乙醇胶试验,yi'chun'jiao'shi'yan
胰岛功能试验,yi'dao'gong'neng'shi'yan
胰岛素泵持续皮下注射胰岛素,yi'dao'su'beng'chi'xu'pi'xia'zhu'she'yi'dao'su
胰岛素低血糖和休克治疗,yi'dao'su'di'xue'tang'he'xiu'ke'zhi'liao
胰岛素低血糖兴奋试验,yi'dao'su'di'xue'tang'xing'fen'shi'yan
胰岛素释放试验,yi'dao'su'shi'fang'shi'yan
胰岛细胞瘤摘除术,yi'dao'xi'bao'liu'zhai'chu'shu
胰岛细胞移植术,yi'dao'xi'bao'yi'zhi'shu
胰高血糖素激发试验,yi'gao'xue'tang'su'ji'fa'shi'yan
胰高血糖素试验,yi'gao'xue'tang'su'shi'yan
胰管空肠吻合术,yi'guan'kong'chang'wen'he'shu
胰管切开取石术,yi'guan'qie'kai'qu'shi'shu
翼管神经切断术,yi'guan'shen'jing'qie'duan'shu
义颌修复,yi'he'xiu'fu
溢泪试验,yi'lei'shi'yan
医疗气功治疗,yi'liao'qi'gong'zhi'liao
疑难病理会诊,yi'nan'bing'li'hui'zhen
疑难交叉配血,yi'nan'jiao'cha'pei'xue
一期耳廓成形术,yi'qi'er'kuo'cheng'xing'shu
仪器平衡功能评定,yi'qi'ping'heng'gong'neng'ping'ding
异体供肝切除术,yi'ti'gong'gan'qie'chu'shu
异体供肾取肾术,yi'ti'gong'shen'qu'shen'shu
异体供胰切除术,yi'ti'gong'yi'qie'chu'shu
异体皮打洞嵌植自体皮术,yi'ti'pi'da'dong'qian'zhi'zi'ti'pi'shu
异体皮移植术,yi'ti'pi'yi'zhi'shu
异体脾脏移植术,yi'ti'pi'zang'yi'zhi'shu
异体皮制备,yi'ti'pi'zhi'bei
异体肾移植术,yi'ti'shen'yi'zhi'shu
胰体尾切除术,yi'ti'wei'qie'chu'shu
异体组织制备,yi'ti'zu'zhi'zhi'bei
异位胃粘膜显像,yi'wei'wei'nian'mo'xian'xiang
异位异体移植胰腺切除术,yi'wei'yi'ti'yi'zhi'yi'xian'qie'chu'shu
胰腺穿刺术,yi'xian'chuan'ci'shu
胰腺假性囊肿内引流术,yi'xian'jia'xing'nang'zhong'nei'yin'liu'shu
胰腺假性囊肿切除术,yi'xian'jia'xing'nang'zhong'qie'chu'shu
胰腺囊肿内引流术,yi'xian'nang'zhong'nei'yin'liu'shu
胰腺囊肿外引流术,yi'xian'nang'zhong'wai'yin'liu'shu
胰腺手术,yi'xian'shou'shu
胰腺显像,yi'xian'xian'xiang
胰腺修补术,yi'xian'xiu'bu'shu
胰腺移植术,yi'xian'yi'zhi'shu
胰腺周围神经切除术,yi'xian'zhou'wei'shen'jing'qie'chu'shu
一小时尿沉渣计数,yi'xiao'shi'niao'chen'zha'ji'shu
一小时尿细胞排泄率,yi'xiao'shi'niao'xi'bao'pai'xie'lv
义眼安装,yi'yan'an'zhuang
义眼台打孔术,yi'yan'tai'da'kong'shu
衣原体检查,yi'yuan'ti'jian'cha
衣原体培养,yi'yuan'ti'pei'yang
移植取骨术,yi'zhi'qu'gu'shu
移植肾肾周血肿清除术,yi'zhi'shen'shen'zhou'xue'zhong'qing'chu'shu
移植肾探查术,yi'zhi'shen'tan'cha'shu
乙状结肠镜检查,yi'zhuang'jie'chang'jing'jian'cha
乙状结肠悬吊术,yi'zhuang'jie'chang'xuan'diao'shu
翼状胬肉切除术,yi'zhuang'nu'rou'qie'chu'shu
阴道疤痕切除术,yin'dao'ba'hen'qie'chu'shu
阴道闭锁切开术,yin'dao'bi'suo'qie'kai'shu
阴道壁血肿切开术,yin'dao'bi'xue'zhong'qie'kai'shu
阴道成形术,yin'dao'cheng'xing'shu
阴道分泌物检查,yin'dao'fen'mi'wu'jian'cha
引导骨组织再生术,yin'dao'gu'zu'zhi'zai'sheng'shu
阴道灌洗上药,yin'dao'guan'xi'shang'yao
阴道横纵膈切开术,yin'dao'heng'zong'ge'qie'kai'shu
阴道镜检查,yin'dao'jing'jian'cha
阴道扩张术,yin'dao'kuo'zhang'shu
阴道良性肿物切除术,yin'dao'liang'xing'zhong'wu'qie'chu'shu
阴道裂伤缝合术,yin'dao'lie'shang'feng'he'shu
阴道内人工授精术,yin'dao'nei'ren'gong'shou'jing'shu
阴道尿道瘘显像,yin'dao'niao'dao'lou'xian'xiang
阴道前后壁修补术,yin'dao'qian'hou'bi'xiu'bu'shu
引导式教育训练,yin'dao'shi'jiao'yu'xun'lian
阴道手术,yin'dao'shou'shu
阴道缩紧术,yin'dao'suo'jin'shu
阴道填塞,yin'dao'tian'sai
引导性牙周组织再生术,yin'dao'xing'ya'zhou'zu'zhi'zai'sheng'shu
阴道异物取出术,yin'dao'yi'wu'qu'chu'shu
阴道直肠瘘修补术,yin'dao'zhi'chang'lou'xiu'bu'shu
阴道中隔成形术,yin'dao'zhong'ge'cheng'xing'shu
阴蒂短缩成型术,yin'di'duan'suo'cheng'xing'shu
阴蒂肥大整复术,yin'di'fei'da'zheng'fu'shu
龈沟液量测定,yin'gou'ye'liang'ce'ding
印迹杂交技术,yin'ji'za'jiao'ji'shu
阴茎包皮过短整形术,yin'jing'bao'pi'guo'duan'zheng'xing'shu
阴茎勃起神经检查,yin'jing'bo'qi'shen'jing'jian'cha
阴茎部分切除术,yin'jing'bu'fen'qie'chu'shu
阴茎超声血流图检查,yin'jing'chao'sheng'xue'liu'tu'jian'cha
阴茎重建成形术,yin'jing'chong'jian'cheng'xing'shu
阴茎动脉测压术,yin'jing'dong'mai'ce'ya'shu
阴茎海绵体分离术,yin'jing'hai'mian'ti'fen'li'shu
阴茎海绵体灌流治疗术,yin'jing'hai'mian'ti'guan'liu'zhi'liao'shu
阴茎海绵体内药物注射,yin'jing'hai'mian'ti'nei'yao'wu'zhu'she
阴茎海绵体造影,yin'jing'hai'mian'ti'zao'ying
阴茎畸型整形术,yin'jing'ji'xing'zheng'xing'shu
阴茎假体置放术,yin'jing'jia'ti'zhi'fang'shu
阴茎静脉结扎术,yin'jing'jing'mai'jie'za'shu
阴茎囊肿切除术,yin'jing'nang'zhong'qie'chu'shu
阴茎全切术,yin'jing'quan'qie'shu
阴茎手术,yin'jing'shou'shu
阴茎外伤清创术,yin'jing'wai'shang'qing'chuang'shu
阴茎血管重建术,yin'jing'xue'guan'chong'jian'shu
阴茎延长术,yin'jing'yan'chang'shu
阴茎阴囊全切术,yin'jing'yin'nang'quan'qie'shu
阴茎阴囊移位整形术,yin'jing'yin'nang'yi'wei'zheng'xing'shu
阴茎再造术,yin'jing'zai'zao'shu
阴茎再植术,yin'jing'zai'zhi'shu
阴茎赘生物电灼术,yin'jing'zhui'sheng'wu'dian'zhuo'shu
引流管冲洗,yin'liu'guan'chong'xi
龈瘤切除术,yin'liu'qie'chu'shu
阴囊成形术,yin'nang'cheng'xing'shu
阴囊坏死扩创术,yin'nang'huai'si'kuo'chuang'shu
阴囊脓肿引流术,yin'nang'nong'zhong'yin'liu'shu
阴囊显像,yin'nang'xian'xiang
阴囊肿物切除术,yin'nang'zhong'wu'qie'chu'shu
龈上菌斑检查,yin'shang'jun'ban'jian'cha
阴式全子宫切除术,yin'shi'quan'zi'gong'qie'chu'shu
龈下刮治,yin'xia'gua'zhi
隐形眼镜配置,yin'xing'yan'jing'pei'zhi
音乐治疗,yin'yue'zhi'liao
婴儿氧舱治疗,ying'er'yang'cang'zhi'liao
荧光检查,ying'guang'jian'cha
硬膜外连续镇痛,ying'mo'wai'lian'xu'zhen'tong
硬脑膜下穿刺术,ying'nao'mo'xia'chuan'ci'shu
硬性鼻咽镜检查,ying'xing'bi'yan'jing'jian'cha
硬性耳内镜检查,ying'xing'er'nei'jing'jian'cha
硬性气管镜检查,ying'xing'qi'guan'jing'jian'cha
硬性食管镜检查,ying'xing'shi'guan'jing'jian'cha
婴幼儿健康体检,ying'you'er'jian'kang'ti'jian
永存动脉干修复术,yong'cun'dong'mai'gan'xiu'fu'shu
永久起搏器安置术,yong'jiu'qi'bo'qi'an'zhi'shu
永久起搏器更换术,yong'jiu'qi'bo'qi'geng'huan'shu
有创性心内电生理检查,you'chuang'xing'xin'nei'dian'sheng'li'jian'cha
游离骨移植颌骨重建术,you'li'gu'yi'zhi'he'gu'chong'jian'shu
游离空肠代食管术,you'li'kong'chang'dai'shi'guan'shu
游离皮瓣切取移植术,you'li'pi'ban'qie'qu'yi'zhi'shu
游离皮片移植术,you'li'pi'pian'yi'zhi'shu
游离植皮睑成形术,you'li'zhi'pi'jian'cheng'xing'shu
幽门成形术,you'men'cheng'xing'shu
幽门螺杆菌培养及鉴定,you'men'luo'gan'jun'pei'yang'ji'jian'ding
右室双出口矫治术,you'shi'shuang'chu'kou'jiao'zhi'shu
右心导管检查术,you'xin'dao'guan'jian'cha'shu
右心声学造影,you'xin'sheng'xue'zao'ying
有氧训练,you'yang'xun'lian
游走罐,you'zou'guan
远程会诊,yuan'cheng'hui'zhen
远端胃大部切除术,yuan'duan'wei'da'bu'qie'chu'shu
院际会诊,yuan'ji'hui'zhen
院内会诊,yuan'nei'hui'zhen
院前急救费,yuan'qian'ji'jiu'fei
院外影像学会诊,yuan'wai'ying'xiang'xue'hui'zhen
原位杂交技术,yuan'wei'za'jiao'ji'shu
月骨骨折不愈合血管植入术,yue'gu'gu'zhe'bu'yu'he'xue'guan'zhi'ru'shu
月骨骨折切开复位内固定术,yue'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
月骨摘除肌腱填塞术,yue'gu'zhai'chu'ji'jian'tian'sai'shu
月骨摘除术,yue'gu'zhai'chu'shu
运动激发试验,yun'dong'ji'fa'shi'yan
运动疗法,yun'dong'liao'fa
运动心肺功能检查,yun'dong'xin'fei'gong'neng'jian'cha
运动诱发电位,yun'dong'you'fa'dian'wei
孕期子宫内口缝合术,yun'qi'zi'gong'nei'kou'feng'he'shu
孕酮测定,yun'tong'ce'ding
云纹仪检查,yun'wen'yi'jian'cha
脏器动态扫描,zang'qi'dong'tai'sao'miao
脏器断层显像,zang'qi'duan'ceng'xian'xiang
脏器灰阶立体成像,zang'qi'hui'jie'li'ti'cheng'xiang
脏器静态扫描,zang'qi'jing'tai'sao'miao
脏器声学造影,zang'qi'sheng'xue'zao'ying
早产儿或病儿护理,zao'chan'er'huo'bing'er'hu'li
造瘘护理,zao'lou'hu'li
早期颜面不对称正畸治疗,zao'qi'yan'mian'bu'dui'chen'zheng'ji'zhi'liao
造血干细胞计数,zao'xue'gan'xi'bao'ji'shu
增加加固装置,zeng'jia'jia'gu'zhuang'zhi
增加铸造基托,zeng'jia'zhu'zao'ji'tuo
掌骨间背动脉倒转皮瓣术,zhang'gu'jian'bei'dong'mai'dao'zhuan'pi'ban'shu
掌骨截骨矫形术,zhang'gu'jie'gu'jiao'xing'shu
掌筋膜挛缩切除术,zhang'jin'mo'luan'suo'qie'chu'shu
掌指骨软骨瘤刮除植骨术,zhang'zhi'gu'ruan'gu'liu'gua'chu'zhi'gu'shu
掌指关节成形术,zhang'zhi'guan'jie'cheng'xing'shu
掌指结核病灶清除术,zhang'zhi'jie'he'bing'zao'qing'chu'shu
蔗糖溶血试验,zhe'tang'rong'xue'shi'yan
针刺麻醉,zhen'ci'ma'zui
针刺运动疗法,zhen'ci'yun'dong'liao'fa
枕大池穿刺术,zhen'da'chi'chuan'ci'shu
真耳分析,zhen'er'fen'xi
枕骨大孔扩大及环椎后弓减压术,zhen'gu'da'kong'kuo'da'ji'huan'zhui'hou'gong'jian'ya'shu
真菌培养及鉴定,zhen'jun'pei'yang'ji'jian'ding
真菌涂片检查,zhen'jun'tu'pian'jian'cha
真菌药敏试验,zhen'jun'yao'min'shi'yan
正颌外科手术前设计,zheng'he'wai'ke'shou'shu'qian'she'ji
正颌外科手术设计与面型预测,zheng'he'wai'ke'shou'shu'she'ji'yu'mian'xing'yu'ce
正颌外科术前术后正畸治疗,zheng'he'wai'ke'shu'qian'shu'hou'zheng'ji'zhi'liao
正畸保持器治疗,zheng'ji'bao'chi'qi'zhi'liao
正畸检查,zheng'ji'jian'cha
正畸治疗,zheng'ji'zhi'liao
正切尺检查,zheng'qie'chi'jian'cha
直肠癌扩大根治术,zhi'chang'ai'kuo'da'gen'zhi'shu
直肠癌术后复发盆腔脏器切除术,zhi'chang'ai'shu'hou'fu'fa'pen'qiang'zang'qi'qie'chu'shu
直肠出血缝扎术,zhi'chang'chu'xie'feng'zha'shu
直肠肛门假性憩室切除术,zhi'chang'gang'men'jia'xing'qi'shi'qie'chu'shu
直肠肛门手术,zhi'chang'gang'men'shou'shu
直肠肛门特殊治疗,zhi'chang'gang'men'te'shu'zhi'liao
直肠肛门诊疗,zhi'chang'gang'men'zhen'liao
直肠肛门周围脓肿切开排脓术,zhi'chang'gang'men'zhou'wei'nong'zhong'qie'kai'pai'nong'shu
直肠后间隙切开术,zhi'chang'hou'jian'xi'qie'kai'shu
直肠镜检查,zhi'chang'jing'jian'cha
直肠良性肿物切除术,zhi'chang'liang'xing'zhong'wu'qie'chu'shu
直肠粘膜环切术,zhi'chang'nian'mo'huan'qie'shu
直肠膀胱术,zhi'chang'pang'guang'shu
直肠前壁切除缝合术,zhi'chang'qian'bi'qie'chu'feng'he'shu
直肠前突开放式修补术,zhi'chang'qian'tu'kai'fang'shi'xiu'bu'shu
直肠前突修补术,zhi'chang'qian'tu'xiu'bu'shu
直肠脱出复位治疗,zhi'chang'tuo'chu'fu'wei'zhi'liao
直肠脱垂悬吊术,zhi'chang'tuo'chui'xuan'diao'shu
直肠狭窄扩张术,zhi'chang'xia'zhai'kuo'zhang'shu
直肠周围硬化剂注射治疗,zhi'chang'zhou'wei'ying'hua'ji'zhu'she'zhi'liao
支撑喉镜检查,zhi'cheng'hou'jing'jian'cha
直达喉镜检查,zhi'da'hou'jing'jian'cha
制戴固定式缺隙保持器,zhi'dai'gu'ding'shi'que'xi'bao'chi'qi
制戴活动矫正器,zhi'dai'huo'dong'jiao'zheng'qi
制戴活动式缺隙保持器,zhi'dai'huo'dong'shi'que'xi'bao'chi'qi
脂肪抽吸术,zhi'fang'chou'xi'shu
指固有伸肌腱移位功能重建术,zhi'gu'you'shen'ji'jian'yi'wei'gong'neng'chong'jian'shu
指关节成形术,zhi'guan'jie'cheng'xing'shu
指甲成形术,zhi'jia'cheng'xing'shu
指甲肌酐测定,zhi'jia'ji'gan'ce'ding
指间关节融合术,zhi'jian'guan'jie'rong'he'shu
指间或掌指关节侧副韧带修补术,zhi'jian'huo'zhang'zhi'guan'jie'ce'fu'ren'dai'xiu'bu'shu
直流电治疗,zhi'liu'dian'zhi'liao
指脉氧监测,zhi'mai'yang'jian'ce
智能电针治疗,zhi'neng'dian'zhen'zhi'liao
指蹼成形术,zhi'pu'cheng'xing'shu
支气管激发试验,zhi'qi'guan'ji'fa'shi'yan
支气管内麻醉,zhi'qi'guan'nei'ma'zui
支气管舒张试验,zhi'qi'guan'shu'zhang'shi'yan
支气管造影,zhi'qi'guan'zao'ying
肢体动静脉切开取栓术,zhi'ti'dong'jing'mai'qie'kai'qu'shuan'shu
肢体动静脉修复术,zhi'ti'dong'jing'mai'xiu'fu'shu
肢体动脉内膜剥脱成形术,zhi'ti'dong'mai'nei'mo'bo'tuo'cheng'xing'shu
肢体动脉血管旁路移植术,zhi'ti'dong'mai'xue'guan'pang'lu'yi'zhi'shu
肢体静脉动脉化,zhi'ti'jing'mai'dong'mai'hua
植物神经功能检查,zhi'wu'shen'jing'gong'neng'jian'cha
直线加速器适型治疗,zhi'xian'jia'su'qi'shi'xing'zhi'liao
职业功能训练,zhi'ye'gong'neng'xun'lian
职业能力评定,zhi'ye'neng'li'ping'ding
支原体检查,zhi'yuan'ti'jian'cha
支原体培养及药敏,zhi'yuan'ti'pei'yang'ji'yao'min
终板造瘘术,zhong'ban'zao'lou'shu
中鼻甲部分切除术,zhong'bi'jia'bu'fen'qie'chu'shu
重度鞍鼻畸形矫正术,zhong'du'an'bi'ji'xing'jiao'zheng'shu
中耳共振频率测定,zhong'er'gong'zhen'pin'lv'ce'ding
中耳手术,zhong'er'shou'shu
中换药,zhong'huan'yao
肿瘤局部断层显像,zhong'liu'ju'bu'duan'ceng'xian'xiang
肿瘤全身断层显像,zhong'liu'quan'shen'duan'ceng'xian'xiang
肿瘤细胞化疗药物敏感试验,zhong'liu'xi'bao'hua'liao'yao'wu'min'gan'shi'yan
肿瘤相关抗原测定,zhong'liu'xiang'guan'kang'yuan'ce'ding
中频脉冲电治疗,zhong'pin'mai'chong'dian'zhi'liao
中潜伏期诱发电位,zhong'qian'fu'qi'you'fa'dian'wei
中抢救,zhong'qiang'jiu
中清创缝合,zhong'qing'chuang'feng'he
中心静脉穿刺置管术,zhong'xin'jing'mai'chuan'ci'zhi'guan'shu
中性粒细胞趋化功能试验,zhong'xing'li'xi'bao'qu'hua'gong'neng'shi'yan
中药封包治疗,zhong'yao'feng'bao'zhi'liao
中药化腐清创术,zhong'yao'hua'fu'qing'chuang'shu
中药热奄包治疗,zhong'yao're'yan'bao'zhi'liao
中药塌渍治疗,zhong'yao'ta'zi'zhi'liao
中药特殊调配,zhong'yao'te'shu'tiao'pei
中药涂擦治疗,zhong'yao'tu'ca'zhi'liao
中药熏洗治疗,zhong'yao'xun'xi'zhi'liao
中药熏药治疗,zhong'yao'xun'yao'zhi'liao
中药硬膏热贴敷治疗,zhong'yao'ying'gao're'tie'fu'zhi'liao
中药蒸汽浴治疗,zhong'yao'zheng'qi'yu'zhi'liao
中药直肠滴入治疗,zhong'yao'zhi'chang'di'ru'zhi'liao
重症监护,zhong'zheng'jian'hu
种植覆盖义齿,zhong'zhi'fu'gai'yi'chi
种植过渡义齿,zhong'zhi'guo'du'yi'chi
种植模型制备,zhong'zhi'mo'xing'zhi'bei
种植体二期手术,zhong'zhi'ti'er'qi'shou'shu
种植体取出术,zhong'zhi'ti'qu'chu'shu
种植体周软组织成形术,zhong'zhi'ti'zhou'ruan'zu'zhi'cheng'xing'shu
种植治疗设计,zhong'zhi'zhi'liao'she'ji
舟骨骨折不愈合植骨术,zhou'gu'gu'zhe'bu'yu'he'zhi'gu'shu
