啊公平,a'gong'ping
新牌坊,xin'pai'fang
心欠欠,xin'qian'qian
新桥,xin'qiao
新桥医院,xin'qiao'yi'yuan
新山村,xin'shan'cun
新天泽,xin'tian'ze
心头,xin'tou
心头不舒服,xin'tou'bu'shu'fu
心头不爽,xin'tou'bu'shuang
心头到,xin'tou'dao
心头烦,xin'tou'fan
心头慌,xin'tou'huang
心头怕,xin'tou'pa
新校门,xin'xiao'men
欣阳广场,xin'yang'guang'chang
新邮局,xin'you'ju
醒不到,xing'bu'dao
行不嘛,xing'bu'ma
星都会,xing'dou'hui
幸福广场,xing'fu'guang'chang
幸福撒,xing'fu'sa
星光时代,xing'guang'shi'dai
醒豁,xing'huo
兴科,xing'ke
醒瞌睡,xing'ke'shui
行了怕,xing'le'pa
行了撒,xing'le'sa
行了噻,xing'le'sai
行了啥,xing'le'sha
兴龙湖,xing'long'hu
兴茂,xing'mao
醒没得,xing'mei'de
兴旺路,xing'wang'lu
星宇花园,xing'yu'hua'yuan
星悦荟,xing'yue'hui
凶得,xiong'de
凶得很,xiong'de'hen
兄弟过,xiong'di'guo
兄弟伙,xiong'di'huo
兄弟伙些,xiong'di'huo'xie
熊嘎婆,xiong'ga'po
熊家,xiong'jia
熊家婆,xiong'jia'po
凶些,xiong'xie
休不到,xiu'bu'dao
秀湖,xiu'hu
秀山,xiu'shan
秀山的,xiu'shan'de
秀山县,xiu'shan'xian
休息不到,xiu'xi'bu'dao
休息撒,xiu'xi'sa
休息哟,xiu'xi'yo
秀芽,xiu'ya
需不着,xu'bu'zhao
徐生记,xu'sheng'ji
旭硕,xu'shuo
需要服务,xu'yao'fu'wu
选不起,xuan'bu'qi
炫地,xuan'di
悬吊吊,xuan'diao'diao
选哈,xuan'ha
萱花,xuan'hua
萱花路,xuan'hua'lu
选起,xuan'qi
选撒,xuan'sa
选啥子,xuan'sha'zi
旋挖桩,xuan'wa'zhuang
雪宝山,xue'bao'shan
学不走,xue'bu'zou
学到起,xue'dao'qi
学府大道,xue'fu'da'dao
学管委,xue'guan'wei
学豪,xue'hao
学酒,xue'jiu
雪拉瑞,xue'la'rui
学林雅苑,xue'lin'ya'yuan
学撒,xue'sa
学撒子,xue'sa'zi
学啥子,xue'sha'zi
学生妹儿,xue'sheng'mei'er
学生娃儿,xue'sheng'wa'er
学堂湾,xue'tang'wan
学田湾,xue'tian'wan
血旺,xue'wang
学习指要,xue'xi'zhi'yao
学校没得,xue'xiao'mei'de
学校撒,xue'xiao'sa
学校耍,xue'xiao'shua
学校哟,xue'xiao'yo
雪玉洞,xue'yu'dong
学员旅,xue'yuan'lv
学月,xue'yue
呀吧,ya'ba
哑巴兔,ya'ba'tu
鸭肠王,ya'chang'wang
鸭儿,ya'er
鸭儿哟,ya'er'yo
压发,ya'fa
压发圈,ya'fa'quan
鸭江,ya'jiang
鸭脚板,ya'jiao'ban
娅姐,ya'jie
呀克,ya'ke
压起,ya'qi
牙刷,ya'shua
牙刷儿,ya'shua'er
牙刷哦,ya'shua'o
牙刷哟,ya'shua'yo
呀帅,ya'shuai
亚太商谷,ya'tai'shang'gu
鸭娃,ya'wa
鸭血,ya'xue
鸭子汤,ya'zi'tang
盐蛋,yan'dan
晏家,yan'jia
盐煎肉,yan'jian'rou
盐井,yan'jing
眼镜面,yan'jing'mian
眼睛水,yan'jing'shui
岩口,yan'kou
眼欠,yan'qian
烟摊,yan'tan
言子儿,yan'zi'er
杨重百,yang'chong'bai
杨二娃,yang'er'wa
洋房,yang'fang
杨凤,yang'feng
杨公桥,yang'gong'qiao
阳光华庭,yang'guang'hua'ting
阳光水城,yang'guang'shui'cheng
阳光小镇,yang'guang'xiao'zhen
洋河花园,yang'he'hua'yuan
洋河路,yang'he'lu
杨家坪,yang'jia'ping
杨家坪的,yang'jia'ping'de
杨家坪了,yang'jia'ping'le
杨梨路,yang'li'lu
杨柳街,yang'liu'jie
养鹿,yang'lu
洋人街,yang'ren'jie
羊肉粉,yang'rou'fen
羊肉汤锅,yang'rou'tang'guo
养娃儿,yang'wa'er
洋芋片,yang'yu'pian
扬子岛,yang'zi'dao
幺爸,yao'ba
要不到好久,yao'bu'dao'hao'jiu
要不到台,yao'bu'dao'tai
要不得,yao'bu'de
要不得哟,yao'bu'de'yo
要不嘛,yao'bu'ma
要不要得,yao'bu'yao'de
要不要的嘛,yao'bu'yao'de'ma
要不要楞个,yao'bu'yao'leng'ge
要不要嫩个,yao'bu'yao'nen'ge
要不住了,yao'bu'zhu'le
要出去耍,yao'chu'qu'shua
要当然,yao'dang'ran
要的啊,yao'de'a
要的不,yao'de'bu
要的不嘛,yao'de'bu'ma
要的不那,yao'de'bu'na
要的不哇,yao'de'bu'wa
要得哈,yao'de'ha
要的嘛,yao'de'ma
要的撒,yao'de'sa
要得噻,yao'de'sai
要得啥,yao'de'sha
要的呀,yao'de'ya
要得要得,yao'de'yao'de
要的也,yao'de'ye
要等哈,yao'deng'ha
幺地人,yao'di'ren
要颠,yao'dian
要跌,yao'die
要堵车,yao'du'che
要多些,yao'duo'xie
要诶,yao'ei
幺儿,yao'er
幺儿的,yao'er'de
幺儿乖,yao'er'guai
幺儿了,yao'er'le
幺儿呢,yao'er'ne
幺儿幺儿,yao'er'yao'er
要翻天,yao'fan'tian
腰杆,yao'gan
要干撒子,yao'gan'sa'zi
要干啥子,yao'gan'sha'zi
腰杆痛,yao'gan'tong
要跟到,yao'gen'dao
幺公,yao'gong
幺姑爷,yao'gu'ye
要贵些,yao'gui'xie
要过生,yao'guo'sheng
要过生了,yao'guo'sheng'le
要喊他,yao'han'ta
要好大,yao'hao'da
要好看些,yao'hao'kan'xie
要好生,yao'hao'sheng
要好些,yao'hao'xie
摇机,yao'ji
要记到,yao'ji'dao
药剂校,yao'ji'xiao
药交所,yao'jiao'suo
幺姐,yao'jie
幺舅,yao'jiu
幺舅公,yao'jiu'gong
幺舅妈,yao'jiu'ma
幺舅娘,yao'jiu'niang
要决,yao'jue
要看哈,yao'kan'ha
遥控板,yao'kong'ban
摇裤,yao'ku
摇裤儿,yao'ku'er
要快些,yao'kuai'xie
要来重庆,yao'lai'chong'qing
要来哈,yao'lai'ha
要来撒,yao'lai'sa
要来耍,yao'lai'shua
要来哟,yao'lai'yo
要啷个,yao'lang'ge
幺老子,yao'lao'zi
要楞个,yao'leng'ge
咬卵,yao'luan
要落雨,yao'luo'yu
吆妈,yao'ma
要迈,yao'mai
幺毛,yao'mao
要冒火,yao'mao'huo
幺妹,yao'mei
要没得,yao'mei'de
要囊个,yao'nang'ge
要嫩个,yao'nen'ge
幺女儿,yao'nv'er
要去重庆,yao'qu'chong'qing
要去撒,yao'qu'sa
要去耍,yao'qu'shua
要日天,yao'ri'tian
要撒,yao'sa
要撒子,yao'sa'zi
要耍,yao'shua
要死老,yao'si'lao
幺台,yao'tai
要娃儿,yao'wa'er
要问哈,yao'wen'ha
要要得,yao'yao'de
要也,yao'ye
幺爷爷,yao'ye'ye
吆姨,yao'yi
幺姨爹,yao'yi'die
要一路,yao'yi'lu
幺姨妈,yao'yi'ma
幺姨婆,yao'yi'po
要哟,yao'yo
药友,yao'you
要遭,yao'zao
要遭打,yao'zao'da
要遭决,yao'zao'jue
要长肥,yao'zhang'fei
要长胖,yao'zhang'pang
要找钱,yao'zhao'qian
要做好久,yao'zuo'hao'jiu
要做啥子,yao'zuo'sha'zi
也安逸,ye'an'yi
也不安逸,ye'bu'an'yi
也不得行,ye'bu'de'xing
也不好耍,ye'bu'hao'shua
也不看哈,ye'bu'kan'ha
也不啷个,ye'bu'lang'ge
也不撇,ye'bu'pie
夜不收,ye'bu'shou
也不耍,ye'bu'shua
也德行,ye'de'xing
也多好,ye'duo'hao
也多好的,ye'duo'hao'de
也过生,ye'guo'sheng
也好撒,ye'hao'sa
也好耍,ye'hao'shua
也可以撒,ye'ke'yi'sa
也来不到,ye'lai'bu'dao
也来了的,ye'lai'le'de
也老火,ye'lao'huo
也楞个,ye'leng'ge
也没得,ye'mei'de
也没得法,ye'mei'de'fa
也没得了,ye'mei'de'le
也没得钱,ye'mei'de'qian
也没的人,ye'mei'de'ren
也没得撒子,ye'mei'de'sa'zi
也没得啥子,ye'mei'de'sha'zi
也没得事,ye'mei'de'shi
也没得用,ye'mei'de'yong
也没撒子,ye'mei'sa'zi
也没啥子,ye'mei'sha'zi
也没耍,ye'mei'shua
也恼火,ye'nao'huo
夜啤,ye'pi
夜啤酒,ye'pi'jiu
也撇,ye'pie
也去不到,ye'qu'bu'dao
也去了的,ye'qu'le'de
也认不到,ye'ren'bu'dao
也撒子,ye'sa'zi
也啥子,ye'sha'zi
也耍,ye'shua
也耍不到,ye'shua'bu'dao
也说了的,ye'shuo'le'de
夜蚊子,ye'wen'zi
也晓不得,ye'xiao'bu'de
夜艳,ye'yan
也要不得,ye'yao'bu'de
也要得,ye'yao'de
也要遭,ye'yao'zao
爷爷婆婆,ye'ye'po'po
也也也,ye'ye'ye
也在重庆,ye'zai'chong'qing
也在耍,ye'zai'shua
也遭,ye'zao
也遭了,ye'zao'le
叶子菜,ye'zi'cai
叶子烟,ye'zi'yan
逸安,yi'an
一般不得,yi'ban'bu'de
一般个,yi'ban'ge
一般拉萨,yi'ban'la'sa
逸翠,yi'cui
一点都不好耍,yi'dian'dou'bu'hao'shua
艺雕,yi'diao
一定哟,yi'ding'yo
一定子,yi'ding'zi
一耳屎,yi'er'shi
一耳死,yi'er'si
衣服裤儿,yi'fu'ku'er
衣服撒,yi'fu'sa
衣服哟,yi'fu'yo
一个二个,yi'ge'er'ge
一个妹儿,yi'ge'mei'er
一个女娃儿,yi'ge'nv'wa'er
一个撒,yi'ge'sa
一哈儿,yi'ha'er
一哈哈儿,yi'ha'ha'er
一哈嘛,yi'ha'ma
一号桥,yi'hao'qiao
一横街,yi'heng'jie
一回儿,yi'hui'er
易家坝,yi'jia'ba
艺尖,yi'jian
壹江城,yi'jiang'cheng
一脚尖,yi'jiao'jian
一街区,yi'jie'qu
一句去,yi'ju'qu
一凯,yi'kai
一路不,yi'lu'bu
一路的,yi'lu'de
一路嘛,yi'lu'ma
一路去,yi'lu'qu
一路撒,yi'lu'sa
一路耍,yi'lu'shua
一路一路,yi'lu'yi'lu
移民广场,yi'min'guang'chang
忆念美,yi'nian'mei
一匹哥,yi'pi'ge
一片色,yi'pian'se
一坡,yi'po
一起撒,yi'qi'sa
一起耍,yi'qi'shua
一去一来,yi'qu'yi'lai
一全一休,yi'quan'yi'xiu
一三八,yi'san'ba
一耍,yi'shua
意思哟,yi'si'yo
一天斗,yi'tian'dou
一天都晓得,yi'tian'dou'xiao'de
一天好耍,yi'tian'hao'shua
一天好无聊,yi'tian'hao'wu'liao
一天就晓得,yi'tian'jiu'xiao'de
一天就在,yi'tian'jiu'zai
一天没得,yi'tian'mei'de
一天门,yi'tian'men
一天耍,yi'tian'shua
一天无聊,yi'tian'wu'liao
一天只晓得,yi'tian'zhi'xiao'de
移通,yi'tong
移通学院,yi'tong'xue'yuan
一外,yi'wai
一碗水,yi'wan'shui
一心一客,yi'xin'yi'ke
医学院路,yi'xue'yuan'lu
一样的撒,yi'yang'de'sa
一样撒,yi'yang'sa
一诊,yi'zhen
一支路,yi'zhi'lu
一直耍,yi'zhi'shua
一组团,yi'zu'tuan
银钢,yin'gang
银乐迪,yin'le'di
隐起身,yin'qi'shen
阴痛,yin'tong
印象武隆,yin'xiang'wu'long
瘾子,yin'zi
应该不得,ying'gai'bu'de
应该得行,ying'gai'de'xing
应该没得,ying'gai'mei'de
赢老,ying'lao
英利,ying'li
英利国际,ying'li'guo'ji
迎龙,ying'long
赢没得,ying'mei'de
营盘山,ying'pan'shan
赢起,ying'qi
赢钱钱,ying'qian'qian
营维部,ying'wei'bu
英业达,ying'ye'da
哟豁,yo'huo
哟嘛,yo'ma
永安镇,yong'an'zhen
用不起了,yong'bu'qi'le
用不准,yong'bu'zhun
永川,yong'chuan
永川的,yong'chuan'de
永川了,yong'chuan'le
永川区,yong'chuan'qu
永川人,yong'chuan'ren
永川市,yong'chuan'shi
用到起,yong'dao'qi
永辉,yong'hui
永辉超市,yong'hui'chao'shi
永隆山,yong'long'shan
用没得,yong'mei'de
用起,yong'qi
用撒子,yong'sa'zi
雍溪,yong'xi
又别,you'bie
又不安逸,you'bu'an'yi
又不存在,you'bu'cun'zai
又不得行,you'bu'de'xing
又不好耍,you'bu'hao'shua
又不慌,you'bu'huang
游不来,you'bu'lai
又不奇怪,you'bu'qi'guai
又不耍,you'bu'shua
又不晓得,you'bu'xiao'de
有重庆,you'chong'qing
悠到,you'dao
悠到点,you'dao'dian
邮电大学,you'dian'da'xue
有点乖,you'dian'guai
有点好耍,you'dian'hao'shua
有点黑人,you'dian'hei'ren
有点老火,you'dian'lao'huo
有点霉,you'dian'mei
有点恼火,you'dian'nao'huo
有点撇,you'dian'pie
有个妹儿,you'ge'mei'er
有个撒子,you'ge'sa'zi
有哈子,you'ha'zi
又还,you'hai
有好丑,you'hao'chou
有好大,you'hao'da
有好多嘛,you'hao'duo'ma
有好多钱,you'hao'duo'qian
有好高,you'hao'gao
有好耍,you'hao'shua
有好帅,you'hao'shuai
有好痛,you'hao'tong
有好无聊,you'hao'wu'liao
有好想,you'hao'xiang
有好远,you'hao'yuan
有好重,you'hao'zhong
有黑多,you'hei'duo
右客,you'ke
有可能哟,you'ke'neng'yo
有空出来耍,you'kong'chu'lai'shua
有空来耍,you'kong'lai'shua
有空没得,you'kong'mei'de
有空撒,you'kong'sa
油辣子,you'la'zi
又来老,you'lai'lao
有啷个,you'lang'ge
游了泳,you'le'yong
有楞个,you'leng'ge
有没得,you'mei'de
有没得空,you'mei'de'kong
有没得嘛,you'mei'de'ma
有没得钱,you'mei'de'qian
有没得人,you'mei'de'ren
有没得撒子,you'mei'de'sa'zi
有没得啥子,you'mei'de'sha'zi
有没得事,you'mei'de'shi
有妹儿,you'mei'er
又没喊你,you'mei'han'ni
有莫子,you'mo'zi
有哪里去,you'na'li'qu
有哪些作业,you'na'xie'zuo'ye
有囊个,you'nang'ge
有嫩个,you'nen'ge
有钱没得,you'qian'mei'de
有轻轨,you'qing'gui
又认不到,you'ren'bu'dao
有人没得,you'ren'mei'de
有撒子,you'sa'zi
有撒子嘛,you'sa'zi'ma
有撒子事,you'sa'zi'shi
有撒子用,you'sa'zi'yong
有啥子,you'sha'zi
有啥子嘛,you'sha'zi'ma
有啥子事,you'sha'zi'shi
有啥子用,you'sha'zi'yong
有什么嘛,you'shen'me'ma
有时间没得,you'shi'jian'mei'de
有事迈,you'shi'mai
有事没得,you'shi'mei'de
有事无事,you'shi'wu'shi
有耍事,you'shua'shi
邮亭,you'ting
邮亭鲫鱼,you'ting'ji'yu
优图,you'tu
有娃儿,you'wa'er
油溪,you'xi
又晓得,you'xiao'de
有些啥子,you'xie'sha'zi
有盐有味,you'yan'you'wei
酉阳,you'yang
酉阳县,you'yang'xian
又要不到,you'yao'bu'dao
又要遭,you'yao'zao
有哟,you'yo
有咋子,you'za'zi
又在打游戏,you'zai'da'you'xi
又在耍,you'zai'shua
又遭,you'zao
又遭了,you'zao'le
又怎么嘛,you'zen'me'ma
渝澳,yu'ao
渝澳大桥,yu'ao'da'qiao
鱼摆摆,yu'bai'bai
渝百家,yu'bai'jia
渝报,yu'bao
渝北,yu'bei
渝北的,yu'bei'de
渝碚路,yu'bei'lu
渝北区,yu'bei'qu
渝北校区,yu'bei'xiao'qu
渝北职教,yu'bei'zhi'jiao
渝北中学,yu'bei'zhong'xue
育才学院,yu'cai'xue'yuan
育才中学,yu'cai'zhong'xue
玉带山,yu'dai'shan
遇到起,yu'dao'qi
遇得到,yu'de'dao
遇得到你,yu'de'dao'ni
遇得到你哦,yu'de'dao'ni'o
遇得到你哟,yu'de'dao'ni'yo
遇得到哦,yu'de'dao'o
遇得到哟,yu'de'dao'yo
鱼洞,yu'dong
鱼洞的,yu'dong'de
鱼洞了,yu'dong'le
渝东南,yu'dong'nan
渝都,yu'du
芋儿,yu'er
芋儿鸡,yu'er'ji
渝发,yu'fa
渝丰,yu'feng
玉峰山,yu'feng'shan
渝富,yu'fu
俞福记,yu'fu'ji
渝高,yu'gao
玉观,yu'guan
渝海,yu'hai
渝航,yu'hang
鱼胡路,yu'hu'lu
余家,yu'jia
渝江,yu'jiang
御景天成,yu'jing'tian'cheng
渝开发,yu'kai'fa
渝康,yu'kang
渝鲁,yu'lu
渝鲁大道,yu'lu'da'dao
郁闷惨了,yu'men'can'le
郁闷你,yu'men'ni
郁闷哟,yu'men'yo
渝南大道,yu'nan'da'dao
渝能国际,yu'neng'guo'ji
渝洽会,yu'qia'hui
渝黔,yu'qian
玉清寺,yu'qing'si
遇求得到,yu'qiu'de'dao
鱼泉,yu'quan
郁山,yu'shan
雨台山,yu'tai'shan
渝通,yu'tong
渝通宾馆,yu'tong'bin'guan
鱼头的,yu'tou'de
渝西,yu'xi
渝西广场,yu'xi'guang'chang
雨嘻嘻,yu'xi'xi
与与与,yu'yu'yu
遇缘,yu'yuan
渝之旅,yu'zhi'lv
渝中,yu'zhong
渝中区,yu'zhong'qu
渝州,yu'zhou
渝州路,yu'zhou'lu
渝州新都,yu'zhou'xin'du
院坝,yuan'ba
园博园,yuan'bo'yuan
远不嘛,yuan'bu'ma
元旦节,yuan'dan'jie
远东百货,yuan'dong'bai'huo
院馆,yuan'guan
袁家,yuan'jia
袁家岗,yuan'jia'gang
远林,yuan'lin
袁驿,yuan'yi
愿意不嘛,yuan'yi'bu'ma
远哟,yuan'yo
院院,yuan'yuan
圆缘园,yuan'yuan'yuan
源著,yuan'zhu
远祖桥,yuan'zu'qiao
约不起,yue'bu'qi
约得到,yue'de'dao
悦峰,yue'feng
越乖,yue'guai
跃进村,yue'jin'cun
约克郡,yue'ke'jun
月亮田,yue'liang'tian
月母子,yue'mu'zi
约起,yue'qi
越耍,yue'shua
岳溪,yue'xi
越长越乖,yue'zhang'yue'guai
云枫,yun'feng
云湖天都,yun'hu'tian'du
云辉丽都,yun'hui'li'du
云满庭,yun'man'ting
晕你,yun'ni
晕你们,yun'ni'men
晕你哦,yun'ni'o
晕你哟,yun'ni'yo
运气霉,yun'qi'mei
晕撒子,yun'sa'zi
晕啥子,yun'sha'zi
云师,yun'shi
云阳,yun'yang
云阳的,yun'yang'de
云阳了,yun'yang'le
云阳县,yun'yang'xian
晕哟,yun'yo
云篆山,yun'zhuan'shan
杂包,za'bao
杂酱,za'jiang
杂皮,za'pi
杂事情,za'shi'qing
杂物柜,za'wu'gui
杂子,za'zi
咋子啊,za'zi'a
咋子老,za'zi'lao
咋子了嘛,za'zi'le'ma
咋子嘛,za'zi'ma
咋子哦,za'zi'o
咋子事,za'zi'shi
咋子哇,za'zi'wa
咋子也,za'zi'ye
咋子哟,za'zi'yo
在北碚,zai'bei'bei
在璧山,zai'bi'shan
在边边,zai'bian'bian
在别个,zai'bie'ge
在不嘛,zai'bu'ma
在不那,zai'bu'na
在不哦,zai'bu'o
在不我,zai'bu'wo
在不也,zai'bu'ye
在不哟,zai'bu'yo
在不在哟,zai'bu'zai'yo
在长寿,zai'chang'shou
在车上的,zai'che'shang'de
在重百,zai'chong'bai
在重庆,zai'chong'qing
在重庆的,zai'chong'qing'de
在重庆呢,zai'chong'qing'ne
在床上的,zai'chuang'shang'de
在大渡口,zai'da'du'kou
在大坪,zai'da'ping
在大足,zai'da'zu
在垫江,zai'dian'jiang
崽儿,zai'er
在丰都,zai'feng'du
在奉节,zai'feng'jie
在涪陵,zai'fu'ling
在干哈子,zai'gan'ha'zi
在干啷个,zai'gan'lang'ge
在干嘛哟,zai'gan'ma'yo
在干么子,zai'gan'me'zi
在干莫子,zai'gan'mo'zi
在干撒子,zai'gan'sa'zi
在干撒子嘛,zai'gan'sa'zi'ma
在干撒子哦,zai'gan'sa'zi'o
在干撒子也,zai'gan'sa'zi'ye
在干撒子哟,zai'gan'sa'zi'yo
在干啥子,zai'gan'sha'zi
在干啥子啊,zai'gan'sha'zi'a
在干啥子嘛,zai'gan'sha'zi'ma
在干啥子哦,zai'gan'sha'zi'o
在干啥子哟,zai'gan'sha'zi'yo
在干什么嘛,zai'gan'shen'me'ma
在干什么哟,zai'gan'shen'me'yo
在干咋子,zai'gan'za'zi
在干爪子,zai'gan'zhua'zi
在搞么里,zai'gao'me'li
在搞茉莉,zai'gao'mo'li
在搞撒子,zai'gao'sa'zi
再隔,zai'ge
在观音桥,zai'guan'yin'qiao
在哈子,zai'ha'zi
在合川,zai'he'chuan
在家没得,zai'jia'mei'de
在家撒,zai'jia'sa
仔姜,zai'jiang
在江北,zai'jiang'bei
在江津,zai'jiang'jin
在解放碑,zai'jie'fang'bei
在开县,zai'kai'xian
再看嘛,zai'kan'ma
在看撒子,zai'kan'sa'zi
在看啥子,zai'kan'sha'zi
在啷个,zai'lang'ge
在老家的,zai'lao'jia'de
在楞个,zai'leng'ge
在李家沱,zai'li'jia'tuo
在两路,zai'liang'lu
在两路口,zai'liang'lu'kou
在梁平,zai'liang'ping
再聊嘛,zai'liao'ma
在龙水,zai'long'shui
在落雨,zai'luo'yu
在忙没有,zai'mang'mei'you
在忙撒子,zai'mang'sa'zi
在忙啥子,zai'mang'sha'zi
在没得,zai'mei'de
在哪点,zai'na'dian
在哪点的,zai'na'dian'de
在哪点儿,zai'na'dian'er
在哪点嘛,zai'na'dian'ma
在哪点哦,zai'na'dian'o
在哪点哟,zai'na'dian'yo
在哪哈,zai'na'ha
在哪里嘛,zai'na'li'ma
在哪里去,zai'na'li'qu
在哪里去了,zai'na'li'qu'le
在哪里耍,zai'na'li'shua
在哪里哇,zai'na'li'wa
在哪里我,zai'na'li'wo
在哪里也,zai'na'li'ye
在哪里哟,zai'na'li'yo
在哪哦,zai'na'o
在哪去,zai'na'qu
在哪哟,zai'na'yo
在南川,zai'nan'chuan
在南平,zai'nan'ping
在囊个,zai'nang'ge
在嫩个,zai'nen'ge
在你屋头,zai'ni'wu'tou
宰牛场,zai'niu'chang
在弄饭,zai'nong'fan
在彭水,zai'peng'shui
在綦江,zai'qi'jiang
在黔江,zai'qian'jiang
在寝室的,zai'qin'shi'de
在轻轨,zai'qing'gui
在轻轨上,zai'qing'gui'shang
在群头,zai'qun'tou
在人和,zai'ren'he
在荣昌,zai'rong'chang
在撒子,zai'sa'zi
在撒子嘛,zai'sa'zi'ma
在沙坪坝,zai'sha'ping'ba
在啥子,zai'sha'zi
在啥子嘛,zai'sha'zi'ma
在上班没得,zai'shang'ban'mei'de
在上班没有,zai'shang'ban'mei'you
在石桥铺,zai'shi'qiao'pu
在石柱,zai'shi'zhu
在输水,zai'shu'shui
在耍,zai'shua
在耍朋友,zai'shua'peng'you
在耍啥子,zai'shua'sha'zi
在耍什么,zai'shua'shen'me
在耍手机,zai'shua'shou'ji
在耍游戏,zai'shua'you'xi
在铜梁,zai'tong'liang
在潼南,zai'tong'nan
在外面耍,zai'wai'mian'shua
在万盛,zai'wan'sheng
在万州,zai'wan'zhou
在我屋头,zai'wo'wu'tou
在武隆,zai'wu'long
在五桥,zai'wu'qiao
在巫山,zai'wu'shan
在屋头,zai'wu'tou
在屋头的,zai'wu'tou'de
在下雨没,zai'xia'yu'mei
在秀山,zai'xiu'shan
在杨家坪,zai'yang'jia'ping
再也不的,zai'ye'bu'de
在一句,zai'yi'ju
在一路,zai'yi'lu
在一起耍,zai'yi'qi'shua
在哟,zai'yo
在永川,zai'yong'chuan
在永辉,zai'yong'hui
在酉阳,zai'you'yang
在渝北,zai'yu'bei
在鱼洞,zai'yu'dong
在鱼头,zai'yu'tou
在云阳,zai'yun'yang
在咋子嘛,zai'za'zi'ma
在重大,zai'zhong'da
在忠县,zai'zhong'xian
在主城,zai'zhu'cheng
在爪子嘛,zai'zhua'zi'ma
在爪子哦,zai'zhua'zi'o
在做莫子,zai'zuo'mo'zi
在做那样,zai'zuo'na'yang
在做撒,zai'zuo'sa
在做撒子,zai'zuo'sa'zi
在做撒子嘛,zai'zuo'sa'zi'ma
在做啥子,zai'zuo'sha'zi
在做啥子嘛,zai'zuo'sha'zi'ma
在做什么嘛,zai'zuo'shen'me'ma
赞了的,zan'le'de
遭不,zao'bu
早不忙,zao'bu'mang
遭不遭,zao'bu'zao
早不早的,zao'bu'zao'de
遭不住,zao'bu'zhu
遭不住了,zao'bu'zhu'le
遭不住你,zao'bu'zhu'ni
遭打,zao'da
遭打了,zao'da'le
遭的,zao'de
早的很,zao'de'hen
遭得住,zao'de'zhu
遭得住你,zao'de'zhu'ni
早点不说,zao'dian'bu'shuo
早点睡嘛,zao'dian'shui'ma
早点休息嘛,zao'dian'xiu'xi'ma
早斗,zao'dou
遭过,zao'guo
遭急,zao'ji
遭决,zao'jue
遭了,zao'le
遭了遭了,zao'le'zao'le
遭你们,zao'ni'men
造孽,zao'nie
造孽得很,zao'nie'de'hen
遭虐,zao'nue
遭骗,zao'pian
遭骗了,zao'pian'le
遭说,zao'shuo
遭偷了,zao'tou'le
遭我,zao'wo
遭我妈,zao'wo'ma
遭我们,zao'wo'men
早晓得,zao'xiao'de
早哟,zao'yo
泽科,ze'ke
泽胜,ze'sheng
怎么办也,zen'me'ban'ye
怎么办哟,zen'me'ban'yo
怎么的也,zen'me'de'ye
怎么了也,zen'me'le'ye
怎么了哟,zen'me'le'yo
怎么嘛,zen'me'ma
怎么耍,zen'me'shua
怎么耍嘛,zen'me'shua'ma
怎么样嘛,zen'me'yang'ma
怎么哟,zen'me'yo
曾家,zeng'jia
曾家岩,zeng'jia'yan
曾家镇,zeng'jia'zhen
扎包,zha'bao
渣渣钱,zha'zha'qian
渣滓洞,zha'zi'dong
宅起,zhai'qi
站起,zhan'qi
站起的,zhan'qi'de
占强,zhan'qiang
站西路,zhan'xi'lu
展运,zhan'yun
长得乖,zhang'de'guai
张二娃,zhang'er'wa
长肥,zhang'fei
长肥了,zhang'fei'le
张飞庙,zhang'fei'miao
张乖,zhang'guai
张关,zhang'guan
张家坝,zhang'jia'ba
张家湾,zhang'jia'wan
张茂,zhang'mao
张实,zhang'shi
樟树林,zhang'shu'lin
张鸭子,zhang'ya'zi
找别个,zhao'bie'ge
找不到钱,zhao'bu'dao'qian
照不起,zhao'bu'qi
找大钱,zhao'da'qian
找到没得,zhao'dao'mei'de
找得到不,zhao'de'dao'bu
照店,zhao'dian
赵家,zhao'jia
赵家坝,zhao'jia'ba
找了的,zhao'le'de
找了你的,zhao'le'ni'de
找了钱,zhao'le'qian
找了我的,zhao'le'wo'de
找妹儿,zhao'mei'er
照母,zhao'mu
照母山,zhao'mu'shan
找你们耍,zhao'ni'men'shua
找你撒,zhao'ni'sa
找你耍,zhao'ni'shua
找你耍朋友,zhao'ni'shua'peng'you
照片没得,zhao'pian'mei'de
照片撒,zhao'pian'sa
找钱,zhao'qian
找钱了,zhao'qian'le
找钱钱,zhao'qian'qian
找撒子,zhao'sa'zi
找啥子,zhao'sha'zi
找他耍,zhao'ta'shua
找我撒,zhao'wo'sa
找我耍朋友,zhao'wo'shua'peng'you
朝阳中学,zhao'yang'zhong'xue
找哟,zhao'yo
着不住,zhe'bu'zhu
着不住了,zhe'bu'zhu'le
遮到,zhe'dao
着得住,zhe'de'zhu
这个娃儿,zhe'ge'wa'er
这么暗,zhe'me'an
这么暗了,zhe'me'an'le
这么好耍,zhe'me'hao'shua
这么恼火,zhe'me'nao'huo
这妹儿,zhe'mei'er
这撒子,zhe'sa'zi
这是撒子,zhe'shi'sa'zi
这娃儿,zhe'wa'er
这样所,zhe'yang'suo
这里耍,zhei'li'shua
真安逸,zhen'an'yi
真的不晓得,zhen'de'bu'xiao'de
真的给,zhen'de'gei
真的迈,zhen'de'mai
真的没得,zhen'de'mei'de
真的也,zhen'de'ye
真好耍,zhen'hao'shua
