阿而胜之,a'er'sheng'zhi
无虑则反复虚矣,wu'lv'ze'fan'fu'xu'yi
五漫漫,wu'man'man
五昧者何,wu'mei'zhe'he
务民力,wu'min'li
务明法术,wu'ming'fa'shu
污名满天下,wu'ming'man'tian'xia
无名则乱,wu'ming'ze'luan
无名则死,wu'ming'ze'si
无名之至,wu'ming'zhi'zhi
毋乃不可乎,wu'nai'bu'ke'hu
毋乃害乎,wu'nai'hai'hu
无乃失诸乎,wu'nai'shi'zhu'hu
五内已具,wu'nei'yi'ju
毋能上通,wu'neng'shang'tong
诬能之人易知也,wu'neng'zhi'ren'yi'zhi'ye
五年,wu'nian
五年而破,wu'nian'er'po
五年始兴车践乘,wu'nian'shi'xing'che'jian'cheng
吾念有而勿失,wu'nian'you'er'wu'shi
乌鸟之狡,wu'niao'zhi'jiao
五剽之状,wu'piao'zhi'zhuang
毋其爵,wu'qi'jue
毋其禄,wu'qi'lu
五七三十五尺而至于泉,wu'qi'san'shi'wu'chi'er'zhi'yu'quan
无奇行,wu'qi'xing
务其应,wu'qi'ying
无气则死,wu'qi'ze'si
务其职,wu'qi'zhi
吾岂知善之为善也,wu'qi'zhi'shan'zhi'wei'shan'ye
无弃之言,wu'qi'zhi'yan
无迁无衍,wu'qian'wu'yan
毋强不能,wu'qiang'bu'neng
无亲矣,wu'qin'yi
无求无设则无虑,wu'qiu'wu'she'ze'wu'lv
毋曲堤,wu'qu'di
五衢之众皆作,wu'qu'zhi'zhong'jie'zuo
毋全禄,wu'quan'lu
吾权任子以死亡,wu'quan'ren'zi'yi'si'wang
毋全赏,wu'quan'shang
五壤之状,wu'rang'zhi'zhuang
吴人伐穀,wu'ren'fa'gu
吾人设诈,wu'ren'she'zha
吴人逃,wu'ren'tao
五人为伍,wu'ren'wei'wu
五日,wu'ri
五日不食,wu'ri'bu'shi
无若诸侯何,wu'ruo'zhu'hou'he
吾三人者之于齐国也,wu'san'ren'zhe'zhi'yu'qi'guo'ye
五色杂英,wu'se'za'ying
五色之质也,wu'se'zhi'zhi'ye
毋杀畜生,wu'sha'chu'sheng
毋杀飞鸟,wu'sha'fei'niao
无杀麑夭,wu'sha'ni'yao
五沙之状,wu'sha'zhi'zhuang
无擅废嫡子,wu'shan'fei'di'zi
无善事而有善治者,wu'shan'shi'er'you'shan'zhi'zhe
毋上拂之事,wu'shang'fu'zhi'shi
无设无形焉,wu'she'wu'xing'yan
无赦有罪,wu'she'you'zui
毋赦者,wu'she'zhe
五声既调,wu'sheng'ji'tiao
五声于六律也,wu'sheng'yu'liu'lv'ye
五事,wu'shi
吾士不练,wu'shi'bu'lian
毋使谗人乱普,wu'shi'chan'ren'luan'pu
五十而取一,wu'shi'er'qu'yi
无事而总,wu'shi'er'zong
吾士既练,wu'shi'ji'lian
无失经常,wu'shi'jing'chang
武事立也,wu'shi'li'ye
毋失民命,wu'shi'min'ming
毋使民幸,wu'shi'min'xing
无使其内使其外,wu'shi'qi'nei'shi'qi'wai
毋失其始,wu'shi'qi'shi
毋使人曲之,wu'shi'ren'qu'zhi
毋使人图之,wu'shi'ren'tu'zhi
务市事,wu'shi'shi
五事五经也,wu'shi'wu'jing'ye
毋仕异国之人,wu'shi'yi'guo'zhi'ren
毋事亦事也,wu'shi'yi'shi'ye
吾是以语女,wu'shi'yi'yu'nv
务时因,wu'shi'yin
勿施于人,wu'shi'yu'ren
武事在右,wu'shi'zai'you
无时则必视,wu'shi'ze'bi'shi
无事则归之于民,wu'shi'ze'gui'zhi'yu'min
无市则民乏,wu'shi'ze'min'fa
无实则无势,wu'shi'ze'wu'shi
务时殖谷,wu'shi'zhi'gu
毋事治职,wu'shi'zhi'zhi
毋受其货财,wu'shou'qi'huo'cai
无守也,wu'shou'ye
毋数变易,wu'shu'bian'yi
五属大夫,wu'shu'dai'fu
五属大夫复事于公,wu'shu'dai'fu'fu'shi'yu'gong
毋数据大臣之家而饮酒,wu'shu'ju'da'chen'zhi'jia'er'yin'jiu
五属一五大夫,wu'shu'yi'wu'dai'fu
五怷之状,wu'shu'zhi'zhuang
无私覆也,wu'si'fu'ye
无私近也,wu'si'jin'ye
无私远也,wu'si'yuan'ye
无私载也,wu'si'zai'ye
无私憎也,wu'si'zeng'ye
无私者,wu'si'zhe
务四支之力,wu'si'zhi'zhi'li
五粟五章,wu'su'wu'zhang
五粟之土,wu'su'zhi'tu
五粟之物,wu'su'zhi'wu
五粟之状,wu'su'zhi'zhuang
五岁兵出,wu'sui'bing'chu
五岁修界,wu'sui'xiu'jie
无损言,wu'sun'yan
无所不入焉,wu'suo'bu'ru'yan
无所朝处,wu'suo'chao'chu
无所伏矣,wu'suo'fu'yi
无所归死,wu'suo'gui'si
无所计而讼者,wu'suo'ji'er'song'zhe
无所往而得之,wu'suo'wang'er'de'zhi
无所位迕,wu'suo'wei'wu
毋提提,wu'ti'ti
无听辩,wu'ting'bian
无徒归也,wu'tu'gui'ye
武王,wu'wang
武王地方不过百里,wu'wang'di'fang'bu'guo'bai'li
勿望而距,wu'wang'er'ju
勿望而许,wu'wang'er'xu
武王伐殷克之,wu'wang'fa'yin'ke'zhi
武王伐纣,wu'wang'fa'zhou
武王非于甲子之朝而后胜也,wu'wang'fei'yu'jia'zi'zhi'chao'er'hou'sheng'ye
吴王好剑而国士轻死,wu'wang'hao'jian'er'guo'shi'qing'si
无亡荒之行于身,wu'wang'huang'zhi'xing'yu'shen
武王是也,wu'wang'shi'ye
毋亡天极,wu'wang'tian'ji
武王贤,wu'wang'xian
武王以一心存,wu'wang'yi'yi'xin'cun
武王有臣三千而一心,wu'wang'you'chen'san'qian'er'yi'xin
武王有灵台之复,wu'wang'you'ling'tai'zhi'fu
无王主焉,wu'wang'zhu'yan
务为不久,wu'wei'bu'jiu
五味不同物而能和,wu'wei'bu'tong'wu'er'neng'he
五味不至,wu'wei'bu'zhi
无为而制窍者也,wu'wei'er'zhi'qiao'zhe'ye
无伟服,wu'wei'fu
武威既明,wu'wei'ji'ming
吾畏事,wu'wei'shi
吾畏言,wu'wei'yan
无委云,wu'wei'yun
无为者帝,wu'wei'zhe'di
无为之道,wu'wei'zhi'dao
无为之事,wu'wei'zhi'shi
五位之土,wu'wei'zhi'tu
五位之物,wu'wei'zhi'wu
五味之中也,wu'wei'zhi'zhong'ye
五位之状,wu'wei'zhi'zhuang
吾闻之先人,wu'wen'zhi'xian'ren
吾闻之也,wu'wen'zhi'ye
五沃五物,wu'wo'wu'wu
五沃之土,wu'wo'zhi'tu
五沃之物,wu'wo'zhi'wu
五沃之状,wu'wo'zhi'zhuang
伍无非其人,wu'wu'fei'qi'ren
务五谷,wu'wu'gu
务五谷也,wu'wu'gu'ye
武毋一赦,wu'wu'yi'she
物无遗者,wu'wu'yi'zhe
五务者何,wu'wu'zhe'he
毋扱免,wu'xi'mian
毋下比之说,wu'xia'bi'zhi'shuo
无贤士焉,wu'xian'shi'yan
毋先物动,wu'xian'wu'dong
无相渎也,wu'xiang'du'ye
五乡一师,wu'xiang'yi'shi
五乡之师,wu'xiang'zhi'shi
五乡之师出朝,wu'xiang'zhi'shi'chu'chao
五乡之师率之,wu'xiang'zhi'shi'lv'zhi
五行第四十一,wu'xing'di'si'shi'yi
无刑罚则主无以威众,wu'xing'fa'ze'zhu'wu'yi'wei'zhong
五行九惠之教,wu'xing'jiu'hui'zhi'jiao
无形无声,wu'xing'wu'sheng
无形无为焉,wu'xing'wu'wei'yan
无形则无所位迕,wu'xing'ze'wu'suo'wei'wu
务行正理,wu'xing'zheng'li
毋蓄于谄,wu'xu'yu'chan
毋夭英,wu'yao'ying
武也,wu'ye
无叶无荣,wu'ye'wu'rong
勿已,wu'yi
无以不从也,wu'yi'bu'cong'ye
无以不受也,wu'yi'bu'shou'ye
无以畜之,wu'yi'chu'zhi
无翼而飞者声也,wu'yi'er'fei'zhe'sheng'ye
无仪法程式,wu'yi'fa'cheng'shi
吾以故知古从之同也,wu'yi'gu'zhi'gu'cong'zhi'tong'ye
毋以官乱心,wu'yi'guan'luan'xin
吾亦鉴焉,wu'yi'jian'yan
吾以鉴焉,wu'yi'jian'yan
毋遗老忘亲,wu'yi'lao'wang'qin
无遗利,wu'yi'li
毋异礼,wu'yi'li
无以牧之,wu'yi'mu'zhi
无以旁言为事成,wu'yi'pang'yan'wei'shi'cheng
毋异汝度,wu'yi'ru'du
无遗善,wu'yi'shan
毋以私好恶害公正,wu'yi'si'hao'wu'hai'gong'zheng
吾以五乘之实距路,wu'yi'wu'cheng'zhi'shi'ju'lu
无以物乱官,wu'yi'wu'luan'guan
无益无损也,wu'yi'wu'sun'ye
无益言,wu'yi'yan
无宜也,wu'yi'ye
无以有其国,wu'yi'you'qi'guo
无以有其位,wu'yi'you'qi'wei
无仪则令不行,wu'yi'ze'ling'bu'xing
勿已者,wu'yi'zhe
吾已知战胜之器,wu'yi'zhi'zhan'sheng'zhi'qi
无隐奸,wu'yin'jian
勿引勿推,wu'yin'wu'tui
无隐治,wu'yin'zhi
五蔭之状,wu'yin'zhi'zhuang
无用则辟之,wu'yong'ze'pi'zhi
武勇者长,wu'yong'zhe'chang
无用之物,wu'yong'zhi'wu
无有常先作难,wu'you'chang'xian'zuo'nan
无有进者,wu'you'jin'zhe
物有所宜,wu'you'suo'yi
物有所余有所不足,wu'you'suo'yu'you'suo'bu'zu
毋有一日之师役,wu'you'yi'ri'zhi'shi'yi
毋有淫佚者,wu'you'yin'yi'zhe
毋有隐肘,wu'you'yin'zhou
无有应当本错不敢忿,wu'you'ying'dang'ben'cuo'bu'gan'fen
五幼又予之葆,wu'you'you'yu'zhi'bao
五犹之状如粪,wu'you'zhi'zhuang'ru'fen
勿予,wu'yu
吾欲北伐,wu'yu'bei'fa
吾欲遍知天下若何,wu'yu'bian'zhi'tian'xia'ruo'he
毋与不可,wu'yu'bu'ke
吾欲从事于天下诸侯,wu'yu'cong'shi'yu'tian'xia'zhu'hou
吾欲从事于诸侯,wu'yu'cong'shi'yu'zhu'hou
毋逾等之服,wu'yu'deng'zhi'fu
吾欲独有是,wu'yu'du'you'shi
吾欲伐大国之不服者奈何,wu'yu'fa'da'guo'zhi'bu'fu'zhe'nai'he
吾欲发小兵以服大兵,wu'yu'fa'xiao'bing'yi'fu'da'bing
勿与分于利,wu'yu'fen'yu'li
勿与分于强,wu'yu'fen'yu'qiang
吾欲南伐,wu'yu'nan'fa
吾欲轻重罪而移之于甲兵,wu'yu'qing'zhong'zui'er'yi'zhi'yu'jia'bing
勿与任大,wu'yu'ren'da
吾语若大明之极,wu'yu'ruo'da'ming'zhi'ji
毋于三时,wu'yu'san'shi
务于善,wu'yu'shan
伍于四时,wu'yu'si'shi
吾欲西伐,wu'yu'xi'fa
吾欲效而为之,wu'yu'xiao'er'wei'zhi
吾欲行广仁大义,wu'yu'xing'guang'ren'da'yi
吾欲优患除害,wu'yu'you'huan'chu'hai
无逾于民,wu'yu'yu'min
毋育于凶,wu'yu'yu'xiong
吾欲致诸侯,wu'yu'zhi'zhu'hou
吾欲致诸侯而不至,wu'yu'zhi'zhu'hou'er'bu'zhi
吾欲诛大国之不道者,wu'yu'zhu'da'guo'zhi'bu'dao'zhe
吾愿一朝安仲父也,wu'yuan'yi'zhao'an'zhong'fu'ye
无源则遫竭,wu'yuan'ze'chi'jie
五月,wu'yue
毋曰不同国,wu'yue'bu'tong'guo
毋曰不同生,wu'yue'bu'tong'sheng
毋曰不同乡,wu'yue'bu'tong'xiang
五月而成,wu'yue'er'cheng
五曰工事竞于刻镂,wu'yue'gong'shi'jing'yu'ke'lou
五曰合独,wu'yue'he'du
五曰黑钟隐其常,wu'yue'hei'zhong'yin'qi'chang
五曰教其心以赏罚之诚,wu'yue'jiao'qi'xin'yi'shang'fa'zhi'cheng
五曰举鸟章,wu'yue'ju'niao'zhang
五曰深察其谋,wu'yue'shen'cha'qi'mou
五曰天时,wu'yue'tian'shi
毋杂俗,wu'za'su
务在四时,wu'zai'si'shi
务在行道,wu'zai'xing'dao
五藏已具,wu'zang'yi'ju
五则去半,wu'ze'qu'ban
吾贼也,wu'zei'ye
伍长,wu'zhang
伍长案行之,wu'zhang'an'xing'zhi
伍长行里,wu'zhang'hang'li
伍长行里顺之,wu'zhang'hang'li'shun'zhi
伍长者,wu'zhang'zhe
五者不可害,wu'zhe'bu'ke'hai
五者而天下治矣,wu'zhe'er'tian'xia'zhi'yi
五者其理可知也,wu'zhe'qi'li'ke'zhi'ye
五者死而无赦,wu'zhe'si'er'wu'she
五者已具,wu'zhe'yi'ju
五者一作,wu'zhe'yi'zuo
五政苟时,wu'zheng'gou'shi
毋征薮泽,wu'zheng'sou'ze
武政听属,wu'zheng'ting'shu
无争以相逆也,wu'zheng'yi'xiang'ni'ye
勿征于关,wu'zheng'yu'guan
勿征于市,wu'zheng'yu'shi
五政曰,wu'zheng'yue
物至而对形,wu'zhi'er'dui'xing
物至而命之耳,wu'zhi'er'ming'zhi'er
物至而名自治之,wu'zhi'er'ming'zi'zhi'zhi
物之高者也,wu'zhi'gao'zhe'ye
无知怒,wu'zhi'nu
无置妾以为妻,wu'zhi'qie'yi'wei'qi
屋之烧者不得复葺也,wu'zhi'shao'zhe'bu'de'fu'qi'ye
吾知生之有为阻也,wu'zhi'sheng'zhi'you'wei'zu'ye
无智土焉,wu'zhi'tu'yan
五制为一田,wu'zhi'wei'yi'tian
物之小者也,wu'zhi'xiao'zhe'ye
勿止以力,wu'zhi'yi'li
无之则与物异矣,wu'zhi'ze'yu'wu'yi'yi
五殖之次,wu'zhi'zhi'ci
五殖之状,wu'zhi'zhi'zhuang
五种无不宜,wu'zhong'wu'bu'yi
毋贮粟,wu'zhu'su
毋专杀大臣,wu'zhuan'sha'da'chen
五壮之状如鼠肝,wu'zhuang'zhi'zhuang'ru'shu'gan
吾子就舍,wu'zi'jiu'she
毋自生矣,wu'zi'sheng'yi
毋自胜矣,wu'zi'sheng'yi
吾子犹如是乎,wu'zi'you'ru'shi'hu
无坐抑而讼狱者,wu'zuo'yi'er'song'yu'zhe
毋作淫巧,wu'zuo'yin'qiao
无佐则君卑,wu'zuo'ze'jun'bei
细萯,xi'bei
希不灭亡,xi'bu'mie'wang
奚待于国,xi'dai'yu'guo
奚待于家,xi'dai'yu'jia
奚待于人,xi'dai'yu'ren
奚待于天下,xi'dai'yu'tian'xia
奚待于乡,xi'dai'yu'xiang
徙都邑,xi'du'yi
西伐大夏,xi'fa'da'xia
西方本图,xi'fang'ben'tu
西方副图,xi'fang'fu'tu
西方曰辰,xi'fang'yue'chen
羲封泰山,xi'feng'tai'shan
西服流沙西虞,xi'fu'liu'sha'xi'yu
习盖天下,xi'gai'tian'xia
僖公之母弟夷仲年生公孙无知,xi'gong'zhi'mu'di'yi'zhong'nian'sheng'gong'sun'wu'zhi
僖公卒,xi'gong'zu
习故能偕,xi'gu'neng'xie
西郭有狗啀啀,xi'guo'you'gou'ai'ai
析骸而爨之,xi'hai'er'cuan'zhi
西海致比翼之鸟,xi'hai'zhi'bi'yi'zhi'niao
细邯郸,xi'han'dan
细华,xi'hua
昔黄帝以其缓急作五声,xi'huang'di'yi'qi'huan'ji'zuo'wu'sheng
细稷,xi'ji
觿解,xi'jie
细樛杞,xi'jiu'qi
细秬,xi'ju
喜决难知以塞明,xi'jue'nan'zhi'yi'sai'ming
细荔,xi'li
喜怒取予,xi'nu'qu'yu
喜怒无度,xi'nu'wu'du
隰朋,xi'peng
隰朋不对,xi'peng'bu'dui
隰朋参乘,xi'peng'can'cheng
隰朋聪明捷给,xi'peng'cong'ming'jie'gei
隰朋对曰,xi'peng'dui'yue
隰朋见,xi'peng'jian
隰朋可,xi'peng'ke
隰朋趋而出,xi'peng'qu'er'chu
隰朋为东国,xi'peng'wei'dong'guo
隰朋为行,xi'peng'wei'xing
隰朋亦卒,xi'peng'yi'zu
喜其爱而贪其利,xi'qi'ai'er'tan'qi'li
戏其工瞽,xi'qi'gong'gu
牺牷圭璧,xi'quan'gui'bi
昔人之受命者,xi'ren'zhi'shou'ming'zhe
西戎,xi'rong
奚若,xi'ruo
昔三代受命,xi'san'dai'shou'ming
昔三代之受命者,xi'san'dai'zhi'shou'ming'zhe
昔三王者,xi'san'wang'zhe
徙山十九施,xi'shan'shi'jiu'shi
喜赏恶罚之人,xi'shang'e'fa'zhi'ren
牺牲不劳,xi'sheng'bu'lao
牺牲珪璧不足以享鬼神,xi'sheng'gui'bi'bu'zu'yi'xiang'gui'shen
西施,xi'shi
夕失其功,xi'shi'qi'gong
细菽,xi'shu
细水肠,xi'shui'chang
习俗,xi'su
细粟如麻,xi'su'ru'ma
奚谓当,xi'wei'dang
奚为而可,xi'wei'er'ke
细苇无,xi'wei'wu
昔无怀氏封泰山,xi'wu'huai'shi'feng'tai'shan
夕无见功,xi'wu'jian'gong
昔吾先王周昭王,xi'wu'xian'wang'zhou'zhao'wang
喜无以赏,xi'wu'yi'shang
夕下露,xi'xia'lu
昔先王之理人也,xi'xian'wang'zhi'li'ren'ye
犀胁,xi'xie
习也,xi'ye
喜也者,xi'ye'zhe
喜以赏,xi'yi'shang
徙邑移市,xi'yi'yi'shi
奚以知其然也,xi'yi'zhi'qi'ran'ye
奚有于高,xi'you'yu'gao
奚有于深,xi'you'yu'shen
西虞,xi'yu
习于人事之终始者也,xi'yu'ren'shi'zhi'zhong'shi'zhe'ye
戏乐笑语,xi'yue'xiao'yu
昔者,xi'zhe
昔者大王贤,xi'zhe'da'wang'xian
昔者黄帝得蚩尤而明于天道,xi'zhe'huang'di'de'chi'you'er'ming'yu'tian'dao
昔者桀纣是也,xi'zhe'jie'zhou'shi'ye
昔者明王之爱天下,xi'zhe'ming'wang'zhi'ai'tian'xia
昔者三代之相授也,xi'zhe'san'dai'zhi'xiang'shou'ye
昔者圣王之治其民也,xi'zhe'sheng'wang'zhi'zhi'qi'min'ye
昔者圣王之治其民也不然,xi'zhe'sheng'wang'zhi'zhi'qi'min'ye'bu'ran
昔者圣王之治人也,xi'zhe'sheng'wang'zhi'zhi'ren'ye
昔者天子中立,xi'zhe'tian'zi'zhong'li
昔者无道之臣,xi'zhe'wu'dao'zhi'chen
昔者无道之君,xi'zhe'wu'dao'zhi'jun
昔者吴干战,xi'zhe'wu'gan'zhan
昔者尧之治天下也,xi'zhe'yao'zhi'zhi'tian'xia'ye
昔者有道之臣,xi'zhe'you'dao'zhi'chen
昔者有道之君,xi'zhe'you'dao'zhi'jun
昔者禹平治天下,xi'zhe'yu'ping'zhi'tian'xia
西征攘白狄之地,xi'zheng'rang'bai'di'zhi'di
西至流沙,xi'zhi'liu'sha
昔之日已往而不来矣,xi'zhi'ri'yi'wang'er'bu'lai'yi
细之属也,xi'zhi'shu'ye
喜之无征,xi'zhi'wu'zheng
喜之有征,xi'zhi'you'zheng
西至于济,xi'zhi'yu'ji
奚仲之巧,xi'zhong'zhi'qiao
奚仲之巧非斫削也,xi'zhong'zhi'qiao'fei'zhuo'xue'ye
奚仲之所以为器也,xi'zhong'zhi'suo'yi'wei'qi'ye
奚仲之为车器也,xi'zhong'zhi'wei'che'qi'ye
下必听从,xia'bi'ting'cong
下不合于乡里,xia'bu'he'yu'xiang'li
下不圹地,xia'bu'kuang'di
下不旷其产,xia'bu'kuang'qi'chan
下不听而强以刑罚,xia'bu'ting'er'qiang'yi'xing'fa
下察于地,xia'cha'yu'di
夏处阴,xia'chu'yin
下从,xia'cong
下得明上,xia'de'ming'shang
下地方百二十里,xia'di'fang'bai'er'shi'li
下度之地宜,xia'du'zhi'di'yi
下敦其业,xia'dun'qi'ye
下凫之山,xia'fu'zhi'shan
下观不及者以自隐也,xia'guan'bu'ji'zhe'yi'zi'yin'ye
下及官中之事,xia'ji'guan'zhong'zhi'shi
下及上之事谓之胜,xia'ji'shang'zhi'shi'wei'zhi'sheng
下极于地,xia'ji'yu'di
下交,xia'jiao
下绝地理,xia'jue'di'li
下爵赏,xia'jue'shang
下令于流水之原,xia'ling'yu'liu'shui'zhi'yuan
下令于流水之原者,xia'ling'yu'liu'shui'zhi'yuan'zhe
下卯,xia'mao
下乃解怠惰失,xia'nai'jie'dai'duo'shi
下乃以泽,xia'nai'yi'ze
下年什取一,xia'nian'shen'qu'yi
瑕其瑕者,xia'qi'xia'zhe
下情不上通谓之塞,xia'qing'bu'shang'tong'wei'zhi'sai
下情求不上通谓之塞,xia'qing'qiu'bu'shang'tong'wei'zhi'sai
下情上而道止,xia'qing'shang'er'dao'zhi
下情上而道止谓之侵,xia'qing'shang'er'dao'zhi'wei'zhi'qin
下泉于地之下,xia'quan'yu'di'zhi'xia
夏日之不炀,xia'ri'zhi'bu'yang
夏赏五德,xia'shang'wu'de
下上有分,xia'shang'you'fen
下生五谷,xia'sheng'wu'gu
瑕适皆见,xia'shi'jie'jian
夏失其苗,xia'shi'qi'miao
下失其事,xia'shi'qi'shi
下十伍以征,xia'shi'wu'yi'zheng
下索而不得,xia'suo'er'bu'de
下听其上,xia'ting'qi'shang
下听于人也,xia'ting'yu'ren'ye
下土曰五犹,xia'tu'yue'wu'you
下瓦必笞,xia'wa'bi'chi
下瓦则慈母笞之,xia'wa'ze'ci'mu'chi'zhi
下为二,xia'wei'er
夏无遏水达名川,xia'wu'e'shui'da'ming'chuan
下毋近水,xia'wu'jin'shui
下无礼诸侯,xia'wu'li'zhu'hou
下无侵争,xia'wu'qin'zheng
夏行春政,xia'xing'chun'zheng
夏行春政则风,xia'xing'chun'zheng'ze'feng
夏养长,xia'yang'chang
下以此事上,xia'yi'ci'shi'shang
下以法与上从事,xia'yi'fa'yu'shang'cong'shi
下以索民,xia'yi'suo'min
下以义辅佐者,xia'yi'yi'fu'zuo'zhe
下以振民之病者,xia'yi'zhen'min'zhi'bing'zhe
夏有大露原烟,xia'you'da'lu'yuan'yan
下有分职也,xia'you'fen'zhi'ye
夏有霜雪,xia'you'shuang'xue
下有畏于上,xia'you'wei'yu'shang
下有五横以揆其官,xia'you'wu'heng'yi'kui'qi'guan
下有疑心,xia'you'yi'xin
下愈覆鸷而不听从,xia'yu'fu'zhi'er'bu'ting'cong
下雨降,xia'yu'jiang
夏雨乃至也,xia'yu'nai'zhi'ye
下于苋,xia'yu'xian
下怨其上,xia'yuan'qi'shang
下怨上,xia'yuan'shang
下则堤之,xia'ze'di'zhi
下则买誉于民,xia'ze'mai'yu'yu'min
下泽也,xia'ze'ye
夏长于前,xia'zhang'yu'qian
夏者,xia'zhe
夏者司徒也,xia'zhe'si'tu'ye
夏政不禁则五谷不成,xia'zheng'bu'jin'ze'wu'gu'bu'cheng
下致力于民,xia'zhi'li'yu'min
下之人守其职,xia'zhi'ren'shou'qi'zhi
下之事上不虚,xia'zhi'shi'shang'bu'xu
下之事也,xia'zhi'shi'ye
下之所以侵法乱主也,xia'zhi'suo'yi'qin'fa'luan'zhu'ye
下之所以侵上乱主也,xia'zhi'suo'yi'qin'shang'luan'zhu'ye
下之毋乱,xia'zhi'wu'luan
下之职也,xia'zhi'zhi'ye
夏忠,xia'zhong
下注者,xia'zhu'zhe
狭坐则起,xia'zuo'ze'qi
先爱四封之内,xian'ai'si'feng'zhi'nei
贤不齿第择众,xian'bu'chi'di'ze'zhong
贤不官,xian'bu'guan
贤不可威,xian'bu'ke'wei
贤不肖,xian'bu'xiao
贤不肖之知于上,xian'bu'xiao'zhi'zhi'yu'shang
贤材遂,xian'cai'sui
县车柬马,xian'che'jian'ma
贤大夫不恃宗至,xian'dai'fu'bu'shi'zong'zhi
先德后刑,xian'de'hou'xing
先定卿大夫之家,xian'ding'qing'da'fu'zhi'jia
鲜而不垢,xian'er'bu'gou
先傅曲木,xian'fu'qu'mu
先傅直木,xian'fu'zhi'mu
先攻而后取地,xian'gong'er'hou'qu'di
先贵与骄,xian'gui'yu'jiao
县乎日月无已也,xian'hu'ri'yue'wu'yi'ye
宪既布,xian'ji'bu
宪籍分于君前,xian'ji'fen'yu'jun'qian
先举可以王,xian'ju'ke'yi'wang
贤举能不可得,xian'ju'neng'bu'ke'de
先举者王,xian'ju'zhe'wang
先举者危,xian'ju'zhe'wei
县爵禄以劝其民,xian'jue'lu'yi'quan'qi'min
先立象而定期,xian'li'xiang'er'ding'qi
贤良俊材,xian'liang'jun'cai
县令仰制,xian'ling'yang'zhi
衔令者君之尊也,xian'ling'zhe'jun'zhi'zun'ye
宪令著明,xian'ling'zhu'ming
先论其理义,xian'lun'qi'li'yi
宪律制度必法道,xian'lv'zhi'du'bi'fa'dao
先民服也,xian'min'fu'ye
先民与地,xian'min'yu'di
衔命者,xian'ming'zhe
先难而后易,xian'nan'er'hou'yi
闲男女之畜,xian'nan'nv'zhi'chu
先其君以恶者,xian'qi'jun'yi'e'zhe
先其君以善者,xian'qi'jun'yi'shan'zhe
先起其利,xian'qi'qi'li
贤其生也,xian'qi'sheng'ye
先其士者之为自犯,xian'qi'shi'zhe'zhi'wei'zi'fan
贤其死也,xian'qi'si'ye
贤人不来,xian'ren'bu'lai
贤人不至谓之蔽,xian'ren'bu'zhi'wei'zhi'bi
先人而自后而无以为仁也,xian'ren'er'zi'hou'er'wu'yi'wei'ren'ye
贤人进而奸民退,xian'ren'jin'er'jian'min'tui
贤人退而奸民进,xian'ren'tui'er'jian'min'jin
先人有言曰,xian'ren'you'yan'yue
县人有主,xian'ren'you'zhu
贤人之臣其主也,xian'ren'zhi'chen'qi'zhu'ye
贤人之处乱世也,xian'ren'zhi'chu'luan'shi'ye
贤人之守也,xian'ren'zhi'shou'ye
贤人之行,xian'ren'zhi'xing
贤人之行其身也,xian'ren'zhi'xing'qi'shen'ye
纤嗇省用,xian'se'sheng'yong
先生既息,xian'sheng'ji'xi
先生将食,xian'sheng'jiang'shi
先生将息,xian'sheng'jiang'xi
先生将要休息,xian'sheng'jiang'yao'xiu'xi
先生乃作,xian'sheng'nai'zuo
先生乃坐,xian'sheng'nai'zuo
先生若作,xian'sheng'ruo'zuo
先生施教,xian'sheng'shi'jiao
先生已食,xian'sheng'yi'shi
先生有命,xian'sheng'you'ming
显生之功将何如,xian'sheng'zhi'gong'jiang'he'ru
先王不独举,xian'wang'bu'du'ju
先王不货交,xian'wang'bu'huo'jiao
先王不以勇猛为边竟,xian'wang'bu'yi'yong'meng'wei'bian'jing
先王不约束,xian'wang'bu'yue'shu
先王贵诚信,xian'wang'gui'cheng'xin
先王取天下,xian'wang'qu'tian'xia
先王善牧之于民者也,xian'wang'shan'mu'zhi'yu'min'zhe'ye
先王善与民为一体,xian'wang'shan'yu'min'wei'yi'ti
先王事以合交,xian'wang'shi'yi'he'jiao
先王因其参而慎所入所出,xian'wang'yin'qi'can'er'shen'suo'ru'suo'chu
先王用一阴二阳者霸,xian'wang'yong'yi'yin'er'yang'zhe'ba
先王有游夕之业于人,xian'wang'you'you'xi'zhi'ye'yu'ren
先王者善为民除害兴利,xian'wang'zhe'shan'wei'min'chu'hai'xing'li
先王之禁山泽之作者,xian'wang'zhi'jin'shan'ze'zhi'zuo'zhe
先王之书,xian'wang'zhi'shu
先王之所以最重也,xian'wang'zhi'suo'yi'zui'zhong'ye
先王之游也,xian'wang'zhi'you'ye
先王之在天下也,xian'wang'zhi'zai'tian'xia'ye
先王之治国也,xian'wang'zhi'zhi'guo'ye
先王重其宝器,xian'wang'zhong'qi'bao'qi
先王重荣辱,xian'wang'zhong'rong'ru
宪未布,xian'wei'bu
先为之政,xian'wei'zhi'zheng
苋下于蒲,xian'xia'yu'pu
闲燕则父与父言义,xian'yan'ze'fu'yu'fu'yan'yi
仙也是以无乏,xian'ye'shi'yi'wu'fa
先易而后难,xian'yi'er'hou'nan
险易也,xian'yi'ye
显于后世者,xian'yu'hou'shi'zhe
显于天下,xian'yu'tian'xia
先雨芸耨,xian'yu'yun'nou
