阿巴鲁,a'ba'lu
张家园子,zhang'jia'yuan'zi
张家院子,zhang'jia'yuan'zi
张家寨,zhang'jia'zhai
张家子,zhang'jia'zi
樟木箐,zhang'mu'jing
张新田,zhang'xin'tian
张寨,zhang'zhai
獐子沟,zhang'zi'gou
赵坝,zhao'ba
照壁村,zhao'bi'cun
照壁山,zhao'bi'shan
招呼站,zhao'hu'zhan
赵家坝,zhao'jia'ba
赵家冲,zhao'jia'chong
赵家村,zhao'jia'cun
赵家沟,zhao'jia'gou
赵家海,zhao'jia'hai
赵家海村,zhao'jia'hai'cun
赵家坪,zhao'jia'ping
赵家坡,zhao'jia'po
赵家山,zhao'jia'shan
赵家弯,zhao'jia'wan
赵家湾,zhao'jia'wan
赵家屋基,zhao'jia'wu'ji
赵家岩,zhao'jia'yan
赵家营,zhao'jia'ying
赵家院,zhao'jia'yuan
赵家院子,zhao'jia'yuan'zi
赵家寨,zhao'jia'zhai
昭交集团,zhao'jiao'ji'tuan
赵坪,zhao'ping
昭师附小,zhao'shi'fu'xiao
昭通财校,zhao'tong'cai'xiao
昭通大酒店,zhao'tong'da'jiu'dian
昭通电视台,zhao'tong'dian'shi'tai
昭通机场,zhao'tong'ji'chang
昭通技校,zhao'tong'ji'xiao
昭通卷烟厂,zhao'tong'juan'yan'chang
昭通民族中学,zhao'tong'min'zu'zhong'xue
昭通日报社,zhao'tong'ri'bao'she
昭通市,zhao'tong'shi
昭通市财校,zhao'tong'shi'cai'xiao
昭通市财政局,zhao'tong'shi'cai'zheng'ju
昭通市第一中学,zhao'tong'shi'di'yi'zhong'xue
昭通市公安局,zhao'tong'shi'gong'an'ju
昭通市供电局,zhao'tong'shi'gong'dian'ju
昭通市检察院,zhao'tong'shi'jian'cha'yuan
昭通市建设局,zhao'tong'shi'jian'she'ju
昭通市交通局,zhao'tong'shi'jiao'tong'ju
昭通市教育局,zhao'tong'shi'jiao'yu'ju
昭通市林业局,zhao'tong'shi'lin'ye'ju
昭通市民政局,zhao'tong'shi'min'zheng'ju
昭通市农业局,zhao'tong'shi'nong'ye'ju
昭通市人大,zhao'tong'shi'ren'da
昭通市人事局,zhao'tong'shi'ren'shi'ju
昭通市商务局,zhao'tong'shi'shang'wu'ju
昭通市实验小学,zhao'tong'shi'shi'yan'xiao'xue
昭通市水利局,zhao'tong'shi'shui'li'ju
昭通市司法局,zhao'tong'shi'si'fa'ju
昭通市委,zhao'tong'shi'wei
昭通市委党校,zhao'tong'shi'wei'dang'xiao
昭通市文体局,zhao'tong'shi'wen'ti'ju
昭通市邮政局,zhao'tong'shi'you'zheng'ju
昭通市政府,zhao'tong'shi'zheng'fu
昭通卫校,zhao'tong'wei'xiao
昭通站,zhao'tong'zhan
昭通制药厂,zhao'tong'zhi'yao'chang
赵溪村,zhao'xi'cun
朝阳坝,zhao'yang'ba
昭阳区,zhao'yang'qu
昭阳一中,zhao'yang'yi'zhong
昭苑,zhao'yuan
昭苑小区,zhao'yuan'xiao'qu
罩子坪,zhao'zi'ping
罩子山,zhao'zi'shan
折耳根,zhe'er'gen
者房子,zhe'fang'zi
浙江省商会,zhe'jiang'sheng'shang'hui
折歪,zhe'wai
镇河村,zhen'he'cun
镇龙,zhen'long
真武山,zhen'wu'shan
镇雄县,zhen'xiong'xian
镇雄县公安局,zhen'xiong'xian'gong'an'ju
镇雄县政府,zhen'xiong'xian'zheng'fu
正榜,zheng'bang
郑炳山,zheng'bing'shan
正大厂,zheng'da'chang
正沟,zheng'gou
正沟村,zheng'gou'cun
正河,zheng'he
郑家坝,zheng'jia'ba
郑家坟,zheng'jia'fen
郑家沟,zheng'jia'gou
郑家坪,zheng'jia'ping
郑家坡,zheng'jia'po
郑家山,zheng'jia'shan
郑家湾,zheng'jia'wan
郑家湾子,zheng'jia'wan'zi
郑家营,zheng'jia'ying
郑家院子,zheng'jia'yuan'zi
郑家寨,zheng'jia'zhai
正湾,zheng'wan
郑营,zheng'ying
纸槽,zhi'cao
纸槽村,zhi'cao'cun
纸槽沟,zhi'cao'gou
纸厂,zhi'chang
纸厂坝,zhi'chang'ba
纸厂村,zhi'chang'cun
纸厂沟,zhi'chang'gou
纸厂湾,zhi'chang'wan
志达家居布艺,zhi'da'jia'ju'bu'yi
纸房沟,zhi'fang'gou
支锅山,zhi'guo'shan
治乐村,zhi'le'cun
指路碑,zhi'lu'bei
知味园,zhi'wei'yuan
支溪,zhi'xi
职业中学,zhi'ye'zhong'xue
中坝,zhong'ba
中坝村,zhong'ba'cun
中坝子,zhong'ba'zi
中堡村,zhong'bao'cun
中厂,zhong'chang
中厂村,zhong'chang'cun
中城镇,zhong'cheng'zhen
中村,zhong'cun
中村坝,zhong'cun'ba
中村村,zhong'cun'cun
中大沟,zhong'da'gou
中洞,zhong'dong
中岗,zhong'gang
中埂,zhong'geng
中梗,zhong'geng
中沟,zhong'gou
中沟村,zhong'gou'cun
中沟河,zhong'gou'he
中鼓,zhong'gu
中国电信,zhong'guo'dian'xin
中国南方电网,zhong'guo'nan'fang'dian'wang
中国人寿,zhong'guo'ren'shou
中国邮政储蓄,zhong'guo'you'zheng'chu'xu
中海,zhong'hai
中海子,zhong'hai'zi
中河坝,zhong'he'ba
中河村,zhong'he'cun
中和乡,zhong'he'xiang
中横,zhong'heng
中华嘴,zhong'hua'zui
中级人民法院,zhong'ji'ren'min'fa'yuan
钟家村,zhong'jia'cun
钟家沟,zhong'jia'gou
钟家山,zhong'jia'shan
钟家田,zhong'jia'tian
钟家湾,zhong'jia'wan
钟家营,zhong'jia'ying
仲家寨,zhong'jia'zhai
中间房子,zhong'jian'fang'zi
中间院子,zhong'jian'yuan'zi
中咀,zhong'ju
中咀上,zhong'ju'shang
中梁,zhong'liang
中梁子,zhong'liang'zi
中良子,zhong'liang'zi
中岭,zhong'ling
中岭村,zhong'ling'cun
中没用,zhong'mei'yong
钟鸣乡,zhong'ming'xiang
中坪,zhong'ping
钟坪,zhong'ping
中坪村,zhong'ping'cun
中坪子,zhong'ping'zi
中沙坝,zhong'sha'ba
中山,zhong'shan
中山片,zhong'shan'pian
中山诊所,zhong'shan'zhen'suo
中十,zhong'shi
中田坝,zhong'tian'ba
中屯,zhong'tun
中屯村,zhong'tun'cun
中屯乡,zhong'tun'xiang
中心村,zhong'xin'cun
中心坡,zhong'xin'po
中雪山,zhong'xue'shan
中堰,zhong'yan
中医院,zhong'yi'yuan
中营,zhong'ying
中营村,zhong'ying'cun
中营坪,zhong'ying'ping
中玉路,zhong'yu'lu
中院子,zhong'yuan'zi
中寨,zhong'zhai
钟寨,zhong'zhai
中寨村,zhong'zhai'cun
中寨乡,zhong'zhai'xiang
中寨子,zhong'zhai'zi
中嘴,zhong'zui
中嘴上,zhong'zui'shang
周家坝,zhou'jia'ba
周家包,zhou'jia'bao
周家厂,zhou'jia'chang
周家大山,zhou'jia'da'shan
周家岗,zhou'jia'gang
周家沟,zhou'jia'gou
周家河坝,zhou'jia'he'ba
周家梁子,zhou'jia'liang'zi
周家坪,zhou'jia'ping
周家坪村,zhou'jia'ping'cun
周家坡,zhou'jia'po
周家山,zhou'jia'shan
周家塆,zhou'jia'wan
周家湾,zhou'jia'wan
周家围墙,zhou'jia'wei'qiang
周家营,zhou'jia'ying
周家院,zhou'jia'yuan
周家院子,zhou'jia'yuan'zi
周家寨,zhou'jia'zhai
周家庄,zhou'jia'zhuang
周坡,zhou'po
猪场坪,zhu'chang'ping
朱店,zhu'dian
猪店,zhu'dian
诸葛营,zhu'ge'ying
竹根坡,zhu'gen'po
朱家堡,zhu'jia'bao
朱家包包,zhu'jia'bao'bao
朱家村,zhu'jia'cun
朱家房子,zhu'jia'fang'zi
朱家沟,zhu'jia'gou
朱家林,zhu'jia'lin
朱家坪,zhu'jia'ping
朱家坡,zhu'jia'po
朱家山,zhu'jia'shan
祝家山,zhu'jia'shan
朱家湾,zhu'jia'wan
祝家湾,zhu'jia'wan
朱家垭口,zhu'jia'ya'kou
朱家岩,zhu'jia'yan
朱家营,zhu'jia'ying
朱家院子,zhu'jia'yuan'zi
朱家寨,zhu'jia'zhai
竹林,zhu'lin
竹林坝,zhu'lin'ba
竹林边,zhu'lin'bian
竹林沟,zhu'lin'gou
竹林坪,zhu'lin'ping
竹林头,zhu'lin'tou
竹林塆,zhu'lin'wan
竹林湾,zhu'lin'wan
诸路,zhu'lu
竹麻林,zhu'ma'lin
朱砂洞,zhu'sha'dong
竹山,zhu'shan
竹山村,zhu'shan'cun
猪头山,zhu'tou'shan
猪熊,zhu'xiong
竹园子,zhu'yuan'zi
诸宗村,zhu'zong'cun
砖城,zhuan'cheng
砖房,zhuan'fang
砖房子,zhuan'fang'zi
转拐,zhuan'guai
转角楼,zhuan'jiao'lou
转咀,zhuan'ju
转马路,zhuan'ma'lu
转山,zhuan'shan
转山田,zhuan'shan'tian
转转田,zhuan'zhuan'tian
庄房,zhuang'fang
庄家村,zhuang'jia'cun
庄子上,zhuang'zi'shang
卓多姿,zhuo'duo'zi
卓基,zhuo'ji
啄木,zhuo'mu
訾家村,zi'jia'cun
紫金山,zi'jin'shan
自生桥,zi'sheng'qiao
自由鸟,zi'you'niao
自由休闲,zi'you'xiu'xian
宗海,zong'hai
综合批发大市场,zong'he'pi'fa'da'shi'chang
宗家坳村,zong'jia'ao'cun
宗家营,zong'jia'ying
棕树坪,zong'shu'ping
棕树田,zong'shu'tian
棕树湾,zong'shu'wan
邹家坡,zou'jia'po
邹家院子,zou'jia'yuan'zi
走马坝,zou'ma'ba
走马村,zou'ma'cun
走马岭,zou'ma'ling
走马坪,zou'ma'ping
走马田,zou'ma'tian
走马岩,zou'ma'yan
祖家村,zu'jia'cun
祖山,zu'shan
钻天坡,zuan'tian'po
醉仙楼,zui'xian'lou
作房,zuo'fang
座房,zuo'fang
酢房,zuo'fang
作坊沟,zuo'fang'gou
作坊湾,zuo'fang'wan
左家坝,zuo'jia'ba
左家沟,zuo'jia'gou
左家坪,zuo'jia'ping
左家湾,zuo'jia'wan
左家营,zuo'jia'ying
左家寨,zuo'jia'zhai
座脚村,zuo'jiao'cun
佐块,zuo'kuai
左营,zuo'ying
