艾封人之子也,ai'feng'ren'zhi'zi'ye
以说吴王,yi'shuo'wu'wang
已死不可阻,yi'si'bu'ke'zu
遗死生也,yi'si'sheng'ye
以死为反也,yi'si'wei'fan'ye
以死为决,yi'si'wei'jue
以死为尻,yi'si'wei'kao
已死矣,yi'si'yi
一死一生,yi'si'yi'sheng
以俗观之,yi'su'guan'zhi
以随侯之珠,yi'sui'hou'zhi'zhu
以天待之,yi'tian'dai'zhi
以天地为宗,yi'tian'di'wei'zong
以天属者,yi'tian'shu'zhe
以天下非之,yi'tian'xia'fei'zhi
以天下为之笼,yi'tian'xia'wei'zhi'long
以天下之美为尽在己,yi'tian'xia'zhi'mei'wei'jin'zai'ji
以恬养知,yi'tian'yang'zhi
亦天也,yi'tian'ye
以通乎物之所造,yi'tong'hu'wu'zhi'suo'zao
以瓦注者巧,yi'wa'zhu'zhe'qiao
已外生矣,yi'wai'sheng'yi
已外天下矣,yi'wai'tian'xia'yi
已外物矣,yi'wai'wu'yi
遗万物,yi'wan'wu
遗忘其业,yi'wang'qi'ye
以枉为在己,yi'wang'wei'zai'ji
以为不善矣,yi'wei'bu'shan'yi
以为不知己者诟厉也,yi'wei'bu'zhi'ji'zhe'gou'li'ye
已为道者解乎此,yi'wei'dao'zhe'jie'hu'ci
以为饵,yi'wei'er
以为夫绝俗过世之士焉,yi'wei'fu'jue'su'guo'shi'zhi'shi'yan
以为棺椁则速腐,yi'wei'guan'guo'ze'su'fu
以为害于性,yi'wei'hai'yu'xing
以为君车,yi'wei'jun'che
以为门户则液,yi'wei'men'hu'ze'ye
以为命有所成而形有所适也,yi'wei'ming'you'suo'cheng'er'xing'you'suo'shi'ye
以为莫己若者,yi'wei'mo'ji'ruo'zhe
以为其所为也,yi'wei'qi'suo'wei'ye
以为器则速毁,yi'wei'qi'ze'su'hui
以慰天下之心者,yi'wei'tian'xia'zhi'xin'zhe
亦未闻道,yi'wei'wen'dao
以为阳虎也,yi'wei'yang'hu'ye
以为有苦而欲死也,yi'wei'you'ku'er'yu'si'ye
以为与己同时而生,yi'wei'yu'ji'tong'shi'er'sheng
亦未之不乐也,yi'wei'zhi'bu'le'ye
以为舟则沉,yi'wei'zhou'ze'chen
以为柱则蠹,yi'wei'zhu'ze'du
以我为天子,yi'wo'wei'tian'zi
佚我以老,yi'wo'yi'lao
以五百岁为春,yi'wu'bai'sui'wei'chun
已无变矣,yi'wu'bian'yi
以物观之,yi'wu'guan'zhi
以无厚入有间,yi'wu'hou'ru'you'jian
以无内待问穷,yi'wu'nei'dai'wen'qiong
亦无四时之事,yi'wu'si'shi'zhi'shi
以物为量,yi'wu'wei'liang
以无为为常,yi'wu'wei'wei'chang
以无有为首,yi'wu'you'wei'shou
亦无罪,yi'wu'zui
以袭昆仑,yi'xi'kun'lun
以袭气母,yi'xi'qi'mu
一西一东,yi'xi'yi'dong
亦奚以异乎牧马者哉,yi'xi'yi'yi'hu'mu'ma'zhe'zai
以下拂其上者也,yi'xia'fu'qi'shang'zhe'ye
以贤良士为脊,yi'xian'liang'shi'wei'ji
以贤临人,yi'xian'lin'ren
以显为是者,yi'xian'wei'shi'zhe
以贤下人,yi'xian'xia'ren
以相武丁,yi'xiang'wu'ding
一心定而万物服,yi'xin'ding'er'wan'wu'fu
一心定而王天下,yi'xin'ding'er'wang'tian'xia
以心复心,yi'xin'fu'xin
以刑为体,yi'xing'wei'ti
以刑为体者,yi'xing'wei'ti'zhe
亦虚而已,yi'xu'er'yi
一虚一满,yi'xu'yi'man
以燕,yi'yan
以言其老洫也,yi'yan'qi'lao'xu'ye
以言其日消也,yi'yan'qi'ri'xiao'ye
以养耳目鼻口,yi'yang'er'mu'bi'kou
以养民人,yi'yang'min'ren
毅养其外而病攻其内,yi'yang'qi'wai'er'bing'gong'qi'nei
以养天下之形,yi'yang'tian'xia'zhi'xing
以养吾私与吾神者,yi'yang'wu'si'yu'wu'shen'zhe
易养也,yi'yang'ye
一也,yi'ye
义也,yi'ye
意也,yi'ye
已矣,yi'yi
一以己为马,yi'yi'ji'wei'ma
一以己为牛,yi'yi'ji'wei'niu
一以是终,yi'yi'shi'zhong
亦易矣,yi'yi'yi
翼殷不逝,yi'yin'bu'shi
伊尹何如,yi'yin'he'ru
亦因是也,yi'yin'shi'ye
颐隐于齐,yi'yin'yu'qi
以阴召阴,yi'yin'zhao'yin
以应无穷,yi'ying'wu'qiong
以用为知,yi'yong'wei'zhi
亦有辩乎,yi'you'bian'hu
以游大川,yi'you'da'chuan
以游世俗之间者,yi'you'shi'su'zhi'jian'zhe
亦有数乎,yi'you'shu'hu
议有所极,yi'you'suo'ji
意有所随,yi'you'suo'sui
意有所至而爱有所亡,yi'you'suo'zhi'er'ai'you'suo'wang
以游无极之野,yi'you'wu'ji'zhi'ye
以游无穷者,yi'you'wu'qiong'zhe
以游逍遥之虚,yi'you'xiao'yao'zhi'xu
以有形者象无形者而定矣,yi'you'xing'zhe'xiang'wu'xing'zhe'er'ding'yi
以有涯随无涯,yi'you'ya'sui'wu'ya
已有之矣,yi'you'zhi'yi
倚于槁梧而吟,yi'yu'gao'wu'er'yin
异于己而不欲者,yi'yu'ji'er'bu'yu'zhe
异于己为非之,yi'yu'ji'wei'fei'zhi
揖御寇而进之,yi'yu'kou'er'jin'zhi
以予示之,yi'yu'shi'zhi
一与言为二,yi'yu'yan'wei'er
亦与之为无町畦,yi'yu'zhi'wei'wu'ding'qi
亦与之为无崖,yi'yu'zhi'wei'wu'ya
亦与之为婴儿,yi'yu'zhi'wei'ying'er
一曰五色乱目,yi'yue'wu'se'luan'mu
一月之中不过四五日而已矣,yi'yue'zhi'zhong'bu'guo'si'wu'ri'er'yi'yi
异哉,yi'zai
异哉小童,yi'zai'xiao'tong
以造化为大冶,yi'zao'hua'wei'da'ye
义则反愁我己,yi'ze'fan'chou'wo'ji
一宅而寓于不得已则几矣,yi'zhai'er'yu'yu'bu'de'yi'ze'ji'yi
以长得其用,yi'zhang'de'qi'yong
意者其有机缄而不得已乎,yi'zhe'qi'you'ji'jian'er'bu'de'yi'hu
意者其运转而不能自止邪,yi'zhe'qi'yun'zhuan'er'bu'neng'zi'zhi'xie
以正为在民,yi'zheng'wei'zai'min
以正众生,yi'zheng'zhong'sheng
以至此殛也,yi'zhi'ci'ji'ye
意知而力不能行邪,yi'zhi'er'li'bu'neng'xing'xie
弋之害,yi'zhi'hai
一之间无敢设也,yi'zhi'jian'wu'gan'she'ye
一之精通,yi'zhi'jing'tong
以之神其交,yi'zhi'shen'qi'jiao
义之失也,yi'zhi'shi'ye
意之所不能察致者,yi'zhi'suo'bu'neng'cha'zhi'zhe
疑之所假,yi'zhi'suo'jia
一之所起,yi'zhi'suo'qi
意之所随者,yi'zhi'suo'sui'zhe
以知为师,yi'zhi'wei'shi
以知为时,yi'zhi'wei'shi
以知为时者,yi'zhi'wei'shi'zhe
已至矣,yi'zhi'yi
益之以博,yi'zhi'yi'bo
以知勇士为锋,yi'zhi'yong'shi'wei'feng
以至于此其大也,yi'zhi'yu'ci'qi'da'ye
以至于三,yi'zhi'yu'san
以至于无为,yi'zhi'yu'wu'wei
以指喻指之非指,yi'zhi'yu'zhi'zhi'fei'zhi
易之者,yi'zhi'zhe
一知之所知而心未尝死者乎,yi'zhi'zhi'suo'zhi'er'xin'wei'chang'si'zhe'hu
以众暴寡,yi'zhong'bao'gua
以钟鼓也,yi'zhong'gu'ye
以忠圣士为镡,yi'zhong'sheng'shi'wei'tan
以众为,yi'zhong'wei
以舟之可行于水也,yi'zhou'zhi'ke'xing'yu'shui'ye
以卒相丘也,yi'zu'xiang'qiu'ye
以佐五谷,yi'zuo'wu'gu
因案人之所感,yin'an'ren'zhi'suo'gan
因卞随而谋,yin'bian'sui'er'mou
因而问之,yin'er'wen'zhi
因非因是,yin'fei'yin'shi
隐故不自隐,yin'gu'bu'zi'yin
淫六律,yin'liu'lv
音律同矣,yin'lv'tong'yi
淫僻于仁义之行,yin'pi'yu'ren'yi'zhi'xing
因其大以号而读之则可也,yin'qi'da'yi'hao'er'du'zhi'ze'ke'ye
因其固然,yin'qi'gu'ran
因其所大而大之,yin'qi'suo'da'er'da'zhi
因其所非而非之,yin'qi'suo'fei'er'fei'zhi
因其所然而然之,yin'qi'suo'ran'er'ran'zhi
因其所无而无之,yin'qi'suo'wu'er'wu'zhi
因其所小而小之,yin'qi'suo'xiao'er'xiao'zhi
因其所有而有之,yin'qi'suo'you'er'you'zhi
因其自穷,yin'qi'zi'qiong
因任已明而原省次之,yin'ren'yi'ming'er'yuan'sheng'ci'zhi
因人之德以为贤良,yin'ren'zhi'de'yi'wei'xian'liang
音生乎九猷,yin'sheng'hu'jiu'you
饮食取足而不知其所从,yin'shi'qu'zu'er'bu'zhi'qi'suo'cong
因失吾问,yin'shi'wu'wen
因是已,yin'shi'yi
因是因非,yin'shi'yin'fei
饮食之间,yin'shi'zhi'jian
淫文章,yin'wen'zhang
阴阳并毗,yin'yang'bing'pi
阴阳错行,yin'yang'cuo'xing
阴阳和静,yin'yang'he'jing
阴阳四时运行,yin'yang'si'shi'yun'xing
阴阳调和,yin'yang'tiao'he
阴阳相照相盖相治,yin'yang'xiang'zhao'xiang'gai'xiang'zhi
阴阳有藏,yin'yang'you'cang
阴阳于人,yin'yang'yu'ren
阴阳者,yin'yang'zhe
阴阳之气有,yin'yang'zhi'qi'you
因以乘是非,yin'yi'cheng'shi'fei
因以己为质,yin'yi'ji'wei'zhi
因以曼衍,yin'yi'man'yan
因以死偿节,yin'yi'si'chang'jie
因以为波流,yin'yi'wei'bo'liu
因以为弟靡,yin'yi'wei'di'mi
因以为天人矣,yin'yi'wei'tian'ren'yi
喑噫物也,yin'yi'wu'ye
因于物而不去,yin'yu'wu'er'bu'qu
阴与夜,yin'yu'ye
引援而飞,yin'yuan'er'fei
因杖,yin'zhang
因之舍,yin'zhi'she
因之以曼衍,yin'zhi'yi'man'yan
引之盈贯,yin'zhi'ying'guan
引之则俯,yin'zhi'ze'fu
音中黄钟,yin'zhong'huang'zhong
因众以宁所闻,yin'zhong'yi'ning'suo'wen
因自投清泠之渊,yin'zi'tou'qing'ling'zhi'yuan
应而不藏,ying'er'bu'cang
撄而后成者也,ying'er'hou'cheng'zhe'ye
婴儿生,ying'er'sheng
赢粮而趣之,ying'liang'er'qu'zhi
撄宁也者,ying'ning'ye'zhe
郢人垩慢其鼻端若蝇翼,ying'ren'e'man'qi'bi'duan'ruo'ying'yi
郢人立不失容,ying'ren'li'bu'shi'rong
应时而变者也,ying'shi'er'bian'zhe'ye
应物而不穷者也,ying'wu'er'bu'qiong'zhe'ye
应于礼而不讳,ying'yu'li'er'bu'hui
影之守人也审,ying'zhi'shou'ren'ye'shen
应之以自然,ying'zhi'yi'zi'ran
勇敢之士奋患,yong'gan'zhi'shi'fen'huan
勇悍果敢,yong'han'guo'gan
庸讵知夫造物者之不息我黥而补我劓,yong'ju'zhi'fu'zao'wu'zhe'zhi'bu'xi'wo'qing'er'bu'wo'yi
庸讵知吾所谓不知之非知邪,yong'ju'zhi'wu'suo'wei'bu'zhi'zhi'fei'zhi'xie
庸讵知吾所谓天之非人乎,yong'ju'zhi'wu'suo'wei'tian'zhi'fei'ren'hu
庸讵知吾所谓吾之乎,yong'ju'zhi'wu'suo'wei'wu'zhi'hu
庸讵知吾所谓知之非不知邪,yong'ju'zhi'wu'suo'wei'zhi'zhi'fei'bu'zhi'xie
用力少,yong'li'shao
用力甚寡而见功多,yong'li'shen'gua'er'jian'gong'duo
勇士一人,yong'shi'yi'ren
勇也,yong'ye
用也,yong'ye
庸也者,yong'ye'zhe
用也者,yong'ye'zhe
壅则哽,yong'ze'geng
用志不分,yong'zhi'bu'fen
勇忮而不成,yong'zhi'er'bu'cheng
拥肿之与居,yong'zhong'zhi'yu'ju
用锥指地也,yong'zhui'zhi'di'ye
有不辩也,you'bu'bian'ye
有不分也,you'bu'fen'ye
有不服之心者,you'bu'fu'zhi'xin'zhe
有不见也,you'bu'jian'ye
有不可无,you'bu'ke'wu
又不能以意其所将为,you'bu'neng'yi'yi'qi'suo'jiang'wei
有不能以有为有,you'bu'neng'yi'you'wei'you
有不任其声而趋举其诗焉,you'bu'ren'qi'sheng'er'qu'ju'qi'shi'yan
有不为大盗积者乎,you'bu'wei'da'dao'ji'zhe'hu
有不为大盗守者乎,you'bu'wei'da'dao'shou'zhe'hu
有长而无本剽者,you'chang'er'wu'ben'piao'zhe
有长而无乎本剽,you'chang'er'wu'hu'ben'piao
有长者教予曰,you'chang'zhe'jiao'yu'yue
有成与亏,you'cheng'yu'kui
有瘳矣,you'chou'yi
由此道也,you'ci'dao'ye
由此观之,you'ci'guan'zhi
犹存乎蓬艾之间,you'cun'hu'peng'ai'zhi'jian
有大物也,you'da'wu'ye
有大物者,you'da'wu'zhe
有待也而生,you'dai'ye'er'sheng
有待也而死,you'dai'ye'er'si
有旦宅而无情死,you'dan'zhai'er'wu'qing'si
有道邪,you'dao'xie
有道与,you'dao'yu
有弟而兄啼,you'di'er'xiong'ti
犹掇之也,you'duo'zhi'ye
又恶取君子小人于其间哉,you'e'qu'jun'zi'xiao'ren'yu'qi'jian'zai
又恶用人,you'e'yong'ren
又恶知散木,you'e'zhi'san'mu
又恶知死生先后之所在,you'e'zhi'si'sheng'xian'hou'zhi'suo'zai
忧而不救,you'er'bu'jiu
右繁体字,you'fan'ti'zi
有分有辩,you'fen'you'bian
又复问,you'fu'wen
又鼓盆而歌,you'gu'pen'er'ge
有过而问者,you'guo'er'wen'zhe
有国于蜗之右角者,you'guo'yu'wo'zhi'you'jiao'zhe
有国于蜗之左角者,you'guo'yu'wo'zhi'zuo'jiao'zhe
又何卜焉,you'he'bo'yan
又何偈偈乎揭仁义,you'he'ji'ji'hu'jie'ren'yi
又何赏之有,you'he'shang'zhi'you
又何暇乎天之怨哉,you'he'xia'hu'tian'zhi'yuan'zai
又何以梦为乎,you'he'yi'meng'wei'hu
又何以有问乎,you'he'yi'you'wen'hu
又何以知毫末之足以定至细之倪,you'he'yi'zhi'hao'mo'zhi'zu'yi'ding'zhi'xi'zhi'ni
又何以知天地之足以穷至大之域,you'he'yi'zhi'tian'di'zhi'zu'yi'qiong'zhi'da'zhi'yu
又何足以称扬哉,you'he'zu'yi'cheng'yang'zai
有恒者,you'heng'zhe
有乎出,you'hu'chu
有乎出而莫见其门,you'hu'chu'er'mo'jian'qi'men
游乎九州,you'hu'jiu'zhou
又胡可得而有邪,you'hu'ke'de'er'you'xie
有乎入,you'hu'ru
有乎生,you'hu'sheng
有乎死,you'hu'si
游乎万物之所终始,you'hu'wan'wu'zhi'suo'zhong'shi
忧乎知,you'hu'zhi
又化而死,you'hua'er'si
有患,you'huan
忧患不能处,you'huan'bu'neng'chu
幽昏而无声,you'hun'er'wu'sheng
右击槁枝,you'ji'gao'zhi
犹疾视而盛气,you'ji'shi'er'sheng'qi
有机事者必有机心,you'ji'shi'zhe'bi'you'ji'xin
有机械者必有机事,you'ji'xie'zhe'bi'you'ji'shi
犹迹也,you'ji'ye
有间,you'jian
又将奚为矣,you'jiang'xi'wei'yi
又将奚以汝为,you'jiang'xi'yi'ru'wei
有竞有争,you'jing'you'zheng
游居寝卧其下,you'ju'qin'wo'qi'xia
游居学者之所好也,you'ju'xue'zhe'zhi'suo'hao'ye
犹狙之异乎周公也,you'ju'zhi'yi'hu'zhou'gong'ye
有卷娄者,you'juan'lou'zhe
有可以活身者无有哉,you'ke'yi'huo'shen'zhe'wu'you'zai
犹可致也,you'ke'zhi'ye
又况夫体道者乎,you'kuang'fu'ti'dao'zhe'hu
又况乎昆弟亲戚之謦,you'kuang'hu'kun'di'qin'qi'zhi'qing
又况他物乎,you'kuang'ta'wu'hu
又况支离其德者乎,you'kuang'zhi'li'qi'de'zhe'hu
有老者哭之,you'lao'zhe'ku'zhi
有理,you'li
又乱人也,you'luan'ren'ye
有伦生于无形,you'lun'sheng'yu'wu'xing
有伦有义,you'lun'you'yi
有冥海者,you'ming'hai'zhe
有铭焉,you'ming'yan
有名有实,you'ming'you'shi
有莫举名,you'mo'ju'ming
有目有趾者,you'mu'you'zhi'zhe
有能与不能者,you'neng'yu'bu'neng'zhe
犹睨也,you'ni'ye
又鸟,you'niao
又鸟不能伏鹄卵,you'niao'bu'neng'fu'hu'luan
又鸟狗之音相闻,you'niao'gou'zhi'yin'xiang'wen
又鸟固能矣,you'niao'gu'neng'yi
又鸟鸣狗吠,you'niao'ming'gou'fei
又鸟虽有鸣者,you'niao'sui'you'ming'zhe
又鸟无敢应者,you'niao'wu'gan'ying'zhe
有鸟焉,you'niao'yan
又鸟已乎,you'niao'yi'hu
又鸟之与又鸟,you'niao'zhi'yu'you'niao
有暖姝者,you'nuan'shu'zhe
犹其车却也,you'qi'che'que'ye
有其具而无其数,you'qi'ju'er'wu'qi'shu
有其声而无宫角,you'qi'sheng'er'wu'gong'jiao
犹其有物也,you'qi'you'wu'ye
犹其有物也无已,you'qi'you'wu'ye'wu'yi
犹且胥疏于江湖之上而求食焉,you'qie'xu'shu'yu'jiang'hu'zhi'shang'er'qiu'shi'yan
又且以人之言,you'qie'yi'ren'zhi'yan
有亲,you'qin
有情而无形,you'qing'er'wu'xing
又请之,you'qing'zhi
油然不形而神,you'ran'bu'xing'er'shen
油然寥然,you'ran'liao'ran
又让于子州支父,you'rang'yu'zi'zhou'zhi'fu
有人,you'ren
有人道,you'ren'dao
有人于彼,you'ren'yu'bi
有人于此,you'ren'yu'ci
有人治道若相放,you'ren'zhi'dao'ruo'xiang'fang
有人之形,you'ren'zhi'xing
又入而叹,you'ru'er'tan
有濡需者,you'ru'xu'zhe
又三年,you'san'nian
右上,you'shang
有上仿徨,you'shang'fang'huang
犹涉海凿河而使蚊负山也,you'she'hai'zao'he'er'shi'wen'fu'shan'ye
有神人居焉,you'shen'ren'ju'yan
有甚忧两陷而无所逃,you'shen'you'liang'xian'er'wu'suo'tao
有生,you'sheng
有生必先无离形,you'sheng'bi'xian'wu'li'xing
有士二人处于孤竹,you'shi'er'ren'chu'yu'gu'zhu
有实而无乎处,you'shi'er'wu'hu'chu
有实而无乎处者,you'shi'er'wu'hu'chu'zhe
由是观之,you'shi'guan'zhi
犹时女也,you'shi'nv'ye
又失其故行矣,you'shi'qi'gu'xing'yi
又适其偃焉,you'shi'qi'yan'yan
犹师心者也,you'shi'xin'zhe'ye
有始也者,you'shi'ye'zhe
右手持颐以听,you'shou'chi'yi'yi'ting
右手攫之则左手废,you'shou'jue'zhi'ze'zuo'shou'fei
有数存乎其间,you'shu'cun'hu'qi'jian
有庶人剑,you'shu'ren'jian
有说则可,you'shuo'ze'ke
又俗之所大苦也,you'su'zhi'suo'da'ku'ye
有孙休者,you'sun'xiu'zhe
有所出而无窍者有实,you'suo'chu'er'wu'qiao'zhe'you'shi
有所谓蜗者,you'suo'wei'wo'zhe
有所正者有所差,you'suo'zheng'zhe'you'suo'cha
犹螳螂之怒臂以当车轶,you'tang'lang'zhi'nu'bi'yi'dang'che'yi
有天,you'tian
有天道,you'tian'dao
有天子剑,you'tian'zi'jian
有土者之不知也,you'tu'zhe'zhi'bu'zhi'ye
有土之君与,you'tu'zhi'jun'yu
由外入者,you'wai'ru'zhe
有万不同之谓富,you'wan'bu'tong'zhi'wei'fu
有为而累者,you'wei'er'lei'zhe
有未始有夫未始有始也者,you'wei'shi'you'fu'wei'shi'you'shi'ye'zhe
有未始有夫未始有无也者,you'wei'shi'you'fu'wei'shi'you'wu'ye'zhe
有未始有始也者,you'wei'shi'you'shi'ye'zhe
有未始有无也者,you'wei'shi'you'wu'ye'zhe
有谓无谓,you'wei'wu'wei
有为也,you'wei'ye
犹未也,you'wei'ye
有为也欲当,you'wei'ye'yu'dang
有为则亏,you'wei'ze'kui
有问道而应之者,you'wen'dao'er'ying'zhi'zhe
有问而应之,you'wen'er'ying'zhi
又问乎无为,you'wen'hu'wu'wei
又问曰,you'wen'yue
由闻周之征藏史有老聃者,you'wen'zhou'zhi'zheng'cang'shi'you'lao'dan'zhe
有物采之,you'wu'cai'zhi
犹务学以复补前行之恶,you'wu'xue'yi'fu'bu'qian'xing'zhi'e
有无也者,you'wu'ye'zhe
又奚杰杰然若负建鼓而求亡子者邪,you'xi'jie'jie'ran'ruo'fu'jian'gu'er'qiu'wang'zi'zhe'xie
又奚事焉,you'xi'shi'yan
又奚以自多,you'xi'yi'zi'duo
又奚足以语至道,you'xi'zu'yi'yu'zhi'dao
又奚罪焉,you'xi'zui'yan
右下,you'xia
有先天地生者物邪,you'xian'tian'de'sheng'zhe'wu'xie
犹象人也,you'xiang'ren'ye
有小人焉,you'xiao'ren'yan
犹小石小木之在大山也,you'xiao'shi'xiao'mu'zhi'zai'da'shan'ye
有械于此,you'xie'yu'ci
有心而为之,you'xin'er'wei'zhi
游心于坚白同异之间,you'xin'yu'jian'bai'tong'yi'zhi'jian
有形有名,you'xing'you'ming
有形者与无形无状而皆存者尽无,you'xing'zhe'yu'wu'xing'wu'zhuang'er'jie'cun'zhe'jin'wu
有虚船来触舟,you'xu'chuan'lai'chu'zhou
有异,you'yi
又以恶骇天下,you'yi'e'hai'tian'xia
有一而未形,you'yi'er'wei'xing
又一惑也,you'yi'huo'ye
有一狙焉,you'yi'ju'yan
有遗类矣,you'yi'lei'yi
有一人在其上,you'yi'ren'zai'qi'shang
有一史后至者,you'yi'shi'hou'zhi'zhe
有以为未始有物者,you'yi'wei'wei'shi'you'wu'zhe
又一闻人之过,you'yi'wen'ren'zhi'guo
有以相应也,you'yi'xiang'ying'ye
有一焉,you'yi'yan
犹应向景,you'ying'xiang'jing
犹有,you'you
又有江山,you'you'jiang'shan
犹有所待者也,you'you'suo'dai'zhe'ye
犹有所循,you'you'suo'xun
犹有未树也,you'you'wei'shu'ye
有有也者,you'you'ye'zhe
犹有尊足者存,you'you'zun'zu'zhe'cun
由与赐,you'yu'ci
有渔父者,you'yu'fu'zhe
有余故辞之,you'yu'gu'ci'zhi
又与合堂同席而坐,you'yu'he'tang'tong'xi'er'zuo
游于栗林而忘真,you'yu'li'lin'er'wang'zhen
有虞氏不及泰氏,you'yu'shi'bu'ji'tai'shi
有虞氏其犹藏仁以要人,you'yu'shi'qi'you'cang'ren'yi'yao'ren
有虞氏死生不入于心,you'yu'shi'si'sheng'bu'ru'yu'xin
有虞氏之宫,you'yu'shi'zhi'gong
有虞氏之药疡也,you'yu'shi'zhi'yao'yang'ye
游于天地,you'yu'tian'di
有余为害者,you'yu'wei'hai'zhe
有鱼焉,you'yu'yan
犹与尧争善,you'yu'yao'zheng'shan
又欲以其辱行漫我,you'yu'yi'qi'ru'xing'man'wo
游于羿之彀中,you'yu'yi'zhi'gou'zhong
又与之见壶子,you'yu'zhi'jian'hu'zi
有张毅者,you'zhang'yi'zhe
游者鞅掌,you'zhe'yang'zhang
有正而不距,you'zheng'er'bu'ju
犹之畅然,you'zhi'chang'ran
又知大隗之所存,you'zhi'da'wei'zhi'suo'cun
鼬之径,you'zhi'jing
犹之可也,you'zhi'ke'ye
犹之魁然,you'zhi'kui'ran
游之坛陆,you'zhi'tan'lu
有治天下者哉,you'zhi'tian'xia'zhe'zai
宥之也者,you'zhi'ye'zhe
有治在人,you'zhi'zai'ren
右中,you'zhong
由中出者,you'zhong'chu'zhe
有中道而呼者,you'zhong'dao'er'hu'zhe
有主而不执,you'zhu'er'bu'zhi
有诸侯剑,you'zhu'hou'jian
有自也而不可,you'zi'ye'er'bu'ke
有自也而不然,you'zi'ye'er'bu'ran
有自也而可,you'zi'ye'er'ke
有自也而然,you'zi'ye'er'ran
犹足以养其身,you'zu'yi'yang'qi'shen
有族有祖,you'zu'you'zu
有左有右,you'zuo'you'you
与彼百化,yu'bi'bai'hua
郁闭而不流,yu'bi'er'bu'liu
鱼鳖不厌深,yu'bie'bu'yan'shen
鱼不可脱于渊,yu'bu'ke'tuo'yu'yuan
鱼不畏网而畏鹈鹕,yu'bu'wei'wang'er'wei'ti'hu
予尝为女妄言之,yu'chang'wei'nv'wang'yan'zhi
予尝言不死之道,yu'chang'yan'bu'si'zhi'dao
与蚩由战于涿鹿之野,yu'chi'you'zhan'yu'zhuo'lu'zhi'ye
鱼处水而生,yu'chu'shui'er'sheng
鱼出游从容,yu'chu'you'cong'rong
于此乎言之,yu'ci'hu'yan'zhi
于此言已,yu'ci'yan'yi
于大不终,yu'da'bu'zhong
语大功,yu'da'gong
欲代子相,yu'dai'zi'xiang
与道参差,yu'dao'cen'ci
与道大蹇,yu'dao'da'jian
语道而非其道者,yu'dao'er'fei'qi'dao'zhe
语道而非其序者,yu'dao'er'fei'qi'xu'zhe
与道徘徊,yu'dao'pai'huai
与道相辅而行,yu'dao'xiang'fu'er'xing
于帝王之德,yu'di'wang'zhi'de
予动吾脊胁而行,yu'dong'wu'ji'xie'er'xing
予恶乎知恶死之非弱丧而不知归者邪,yu'e'hu'zhi'e'si'zhi'fei'ruo'sang'er'bu'zhi'gui'zhe'xie
予恶乎知夫死者不悔其始之蕲生乎,yu'e'hu'zhi'fu'si'zhe'bu'hui'qi'shi'zhi'qi'sheng'hu
予恶乎知说生之非惑邪,yu'e'hu'zhi'shuo'sheng'zhi'fei'huo'xie
欲恶去就,yu'e'qu'jiu
欲恶之孽为性,yu'e'zhi'nie'wei'xing
与而不求其报,yu'er'bu'qiu'qi'bao
寓而政于臧丈人,yu'er'zheng'yu'zang'zhang'ren
予方将与造物者为人,yu'fang'jiang'yu'zao'wu'zhe'wei'ren
御飞龙,yu'fei'long
欲复归根,yu'fu'gui'gen
鱼傅沫,yu'fu'mo
与夫人之为徒,yu'fu'ren'zhi'wei'tu
渔父之勇也,yu'fu'zhi'yong'ye
与夫子为五,yu'fu'zi'wei'wu
予告若,yu'gao'ruo
禹攻有扈,yu'gong'you'hu
愚故道,yu'gu'dao
与古为徒,yu'gu'wei'tu
与汩偕出,yu'gu'xie'chu
与寡人处,yu'gua'ren'chu
予果欢乎,yu'guo'huan'hu
渔何得,yu'he'de
予何恶,yu'he'e
与忽谋报浑沌之德,yu'hu'mou'bao'hun'dun'zhi'de
与乎其觚而不坚也,yu'hu'qi'gu'er'bu'jian'ye
与忽时相与遇于浑沌之地,yu'hu'shi'xiang'yu'yu'yu'hun'dun'zhi'di
与乎止我德也,yu'hu'zhi'wo'de'ye
与己同则应,yu'ji'tong'ze'ying
欲见先生久矣,yu'jian'xian'sheng'jiu'yi
鱼见之深入,yu'jian'zhi'shen'ru
与接为构,yu'jie'wei'gou
欲静则平气,yu'jing'ze'ping'qi
欲绝王之喜好也,yu'jue'wang'zhi'xi'hao'ye
御寇伏地,yu'kou'fu'di
予口张而不能,yu'kou'zhang'er'bu'neng
余愧乎道德,yu'kui'hu'dao'de
予来年变齐,yu'lai'nian'bian'qi
余立于宇宙之中,yu'li'yu'yu'zhou'zhi'zhong
于梁中有王,yu'liang'zhong'you'wang
遇乱世不为苟存,yu'luan'shi'bu'wei'gou'cun
舆马之饰,yu'ma'zhi'shi
羽旄之容,yu'mao'zhi'rong
与盟曰,yu'meng'yue
与麋鹿共处,yu'mi'lu'gong'chu
与能言者处也,yu'neng'yan'zhe'chu'ye
予能有无矣,yu'neng'you'wu'yi
予年运而往矣,yu'nian'yun'er'wang'yi
于讴闻之玄冥,yu'ou'wen'zhi'xuan'ming
予蓬蓬然起于北海而入于南海也,yu'peng'peng'ran'qi'yu'bei'hai'er'ru'yu'nan'hai'ye
禹偏枯,yu'pian'ku
与齐俱入,yu'qi'ju'ru
与其誉尧而非桀,yu'qi'yu'yao'er'fei'jie
与其誉尧而非桀也,yu'qi'yu'yao'er'fei'jie'ye
禺强得之,yu'qiang'dei'zhi
余且朝,yu'qie'chao
于丘其幸乎,yu'qiu'qi'xing'hu
