阿爸父,a'ba'fu
窄门,zhai'men
占卜的,zhan'bu'de
战兢,zhan'jing
站立得稳,zhan'li'de'wen
站立得住,zhan'li'de'zhu
站立在世界中间,zhan'li'zai'shi'jie'zhong'jian
沾染污秽,zhan'ran'wu'hui
站稳了,zhan'wen'le
战战兢兢,zhan'zhan'jing'jing
障碍,zhang'ai
章程,zhang'cheng
长大成人,zhang'da'cheng'ren
长进,zhang'jin
帐幕,zhang'mu
帐篷,zhang'peng
掌权的,zhang'quan'de
掌权的势力,zhang'quan'de'shi'li
掌死权,zhang'si'quan
彰显,zhang'xian
仗着,zhang'zhe
掌罪权,zhang'zui'quan
掌罪权的是律法,zhang'zui'quan'de'shi'lv'fa
照常显大,zhao'chang'xian'da
照基督,zhao'ji'du
照明你们心中的眼睛,zhao'ming'ni'men'xin'zhong'de'yan'jing
照明心中的眼睛,zhao'ming'xin'zhong'de'yan'jing
召你们,zhao'ni'men
召你们到这地步,zhao'ni'men'dao'zhe'di'bu
召齐,zhao'qi
召人的主,zhao'ren'de'zhu
照人所吩咐,zhao'ren'suo'fen'fu
召上多选上少,zhao'shang'duo'xuan'shang'shao
找死,zhao'si
照祂,zhao'ta
照样讲,zhao'yang'jiang
照耀,zhao'yao
照着应许承受产业,zhao'zhe'ying'xu'cheng'shou'chan'ye
这爱是从清洁的心,zhe'ai'shi'cong'qing'jie'de'xin
这杯,zhe'bei
这饼,zhe'bing
这不法的人来,zhe'bu'fa'de'ren'lai
这道,zhe'dao
这道实在是神的,zhe'dao'shi'zai'shi'shen'de
这道太初与神同在,zhe'dao'tai'chu'yu'shen'tong'zai
这等人的良心,zhe'deng'ren'de'liang'xin
这等人拘泥在所见过的,zhe'deng'ren'ju'ni'zai'suo'jian'guo'de
这等人也要先受试验,zhe'deng'ren'ye'yao'xian'shou'shi'yan
这等事只生辩论,zhe'deng'shi'zhi'sheng'bian'lun
折断那荣美的杖,zhe'duan'na'rong'mei'di'zhang
遮盖其罪,zhe'gai'qi'zui
这个律,zhe'ge'lv
这个律碰不得的,zhe'ge'lv'peng'bu'de'de
这个罪咎感成为绊脚石,zhe'ge'zui'jiu'gan'cheng'wei'ban'jiao'shi
这个罪咎感成为拦阻,zhe'ge'zui'jiu'gan'cheng'wei'lan'zu
这话是可信的,zhe'hua'shi'ke'xin'de
这家就是永生神的教会,zhe'jia'jiu'shi'yong'sheng'shen'de'jiao'hui
这就是爱我的人,zhe'jiu'shi'ai'wo'de'ren
这就算为他的义,zhe'jiu'suan'wei'ta'de'yi
这人,zhe'ren
这是证明,zhe'shi'zheng'ming
这死,zhe'si
这死是在亚当里促成的,zhe'si'shi'zai'ya'dang'li'cu'cheng'de
这些事,zhe'xie'shi
这些事你要殷勤去作,zhe'xie'shi'ni'yao'yin'qin'qu'zuo
这些原是后事的影儿,zhe'xie'yuan'shi'hou'shi'de'ying'er
这些罪过既已赦免,zhe'xie'zui'guo'ji'yi'she'mian
遮胸,zhe'xiong
遮掩,zhe'yan
真道,zhen'dao
真道的奥秘,zhen'dao'de'ao'mi
真道的话语,zhen'dao'de'hua'yu
真道上,zhen'dao'shang
真的敬虔,zhen'de'jing'qian
真的属灵,zhen'de'shu'ling
真儿子,zhen'er'zi
真光,zhen'guang
真敬虔,zhen'jing'qian
真理,zhen'li
真理当作带子,zhen'li'dang'zuo'dai'zi
真理当作带子束腰,zhen'li'dang'zuo'dai'zi'shu'yao
真理的,zhen'li'de
真理的带子束腰,zhen'li'de'dai'zi'shu'yao
真理的道,zhen'li'de'dao
真理的灵,zhen'li'de'ling
真理的圣灵,zhen'li'de'sheng'ling
真理的柱石和根基,zhen'li'de'zhu'shi'he'gen'ji
真理真道,zhen'li'zhen'dao
真明白,zhen'ming'bai
震怒,zhen'nu
真平安,zhen'ping'an
真葡萄树,zhen'pu'tao'shu
真实的生命,zhen'shi'de'sheng'ming
真受割礼的,zhen'shou'ge'li'de
真属灵,zhen'shu'ling
真像,zhen'xiang
真信,zhen'xin
箴言书,zhen'yan'shu
真以色列民,zhen'yi'se'lie'min
真以色列人,zhen'yi'se'lie'ren
真正看到,zhen'zheng'kan'dao
真知,zhen'zhi
真知识,zhen'zhi'shi
争端,zheng'duan
争竞,zheng'jing
拯救,zheng'jiu
拯救出来,zheng'jiu'chu'lai
证明自己是犯罪的人,zheng'ming'zi'ji'shi'fan'zui'de'ren
正如主是义的一样,zheng'ru'zhu'shi'yi'de'yi'yang
正是父独生子的荣光,zheng'shi'fu'du'sheng'zi'de'rong'guang
正是为此,zheng'shi'wei'ci
正要怕祂,zheng'yao'pa'ta
正迎合,zheng'ying'he
正迎合了,zheng'ying'he'le
正迎合了罪和死的律,zheng'ying'he'le'zui'he'si'de'lv
正迎合了罪与死的律,zheng'ying'he'le'zui'yu'si'de'lv
正迎合律,zheng'ying'he'lv
正迎合它的律,zheng'ying'he'ta'de'lv
正迎合一个律,zheng'ying'he'yi'ge'lv
正迎合罪和死的律,zheng'ying'he'zui'he'si'de'lv
正迎合罪与死的律,zheng'ying'he'zui'yu'si'de'lv
正用的时候就都败坏了,zheng'yong'de'shi'hou'jiu'dou'bai'huai'le
正在两难之间,zheng'zai'liang'nan'zhi'jian
争战,zheng'zhan
正中了,zheng'zhong'le
郑重其事,zheng'zhong'qi'shi
至宝,zhi'bao
支搭帐篷,zhi'da'zhang'peng
至大者,zhi'da'zhe
直到地极,zhi'dao'di'ji
直到基督的日子,zhi'dao'ji'du'de'ri'zi
知道善恶,zhi'dao'shan'e
知道善恶的律,zhi'dao'shan'e'de'lv
直到永远,zhi'dao'yong'yuan
之地,zhi'di
之多,zhi'duo
至高,zhi'gao
至高神,zhi'gao'shen
至高者,zhi'gao'zhe
之光,zhi'guang
智慧,zhi'hui
智慧的灵,zhi'hui'de'ling
智慧人,zhi'hui'ren
只见耶稣不见一人,zhi'jian'ye'su'bu'jian'yi'ren
之久,zhi'jiu
治理,zhi'li
之灵,zhi'ling
支派,zhi'pai
直跑,zhi'pao
只求,zhi'qiu
直圈到,zhi'quan'dao
知善恶,zhi'shan'e
至圣,zhi'sheng
至圣所,zhi'sheng'suo
至圣者,zhi'sheng'zhe
之时,zhi'shi
执事,zhi'shi
指示,zhi'shi
知识和见识,zhi'shi'he'jian'shi
只是现在有一个拦阻的,zhi'shi'xian'zai'you'yi'ge'lan'zu'de
知识与见识,zhi'shi'yu'jian'shi
治死,zhi'si
治死地上的肢体,zhi'si'di'shang'de'zhi'ti
肢体,zhi'ti
志同道合,zhi'tong'dao'he
之外,zhi'wai
之物,zhi'wu
止息,zhi'xi
只喜欢真理,zhi'xi'huan'zhen'li
只洗一次,zhi'xi'yi'ci
之下,zhi'xia
只要存心谦卑,zhi'yao'cun'xin'qian'bei
只要凡事,zhi'yao'fan'shi
只要劝他如同父亲,zhi'yao'quan'ta'ru'tong'fu'qin
只要守律法就死定了,zhi'yao'shou'lv'fa'jiu'si'ding'le
只要迎合这个律,zhi'yao'ying'he'zhe'ge'lv
只要住在基督里,zhi'yao'zhu'zai'ji'du'li
旨意,zhi'yi
只一次为罪献祭,zhi'yi'ci'wei'zui'xian'ji
旨意的奥秘,zhi'yi'de'ao'mi
只有基督才能活出基督,zhi'you'ji'du'cai'neng'huo'chu'ji'du
只有一次,zhi'you'yi'ci
只有一个,zhi'you'yi'ge
只有一位,zhi'you'yi'wei
只有一位神,zhi'you'yi'wei'shen
只有一位中保,zhi'you'yi'wei'zhong'bao
至于死,zhi'yu'si
之约,zhi'yue
指摘,zhi'zhai
执掌王权,zhi'zhang'wang'quan
指着一个人,zhi'zhe'yi'ge'ren
指着一个人就是基督,zhi'zhe'yi'ge'ren'jiu'shi'ji'du
执政的,zhi'zheng'de
之中,zhi'zhong
至终,zhi'zhong
至终成为死亡之路,zhi'zhong'cheng'wei'si'wang'zhi'lu
之主,zhi'zhu
止住,zhi'zhu
止住罪过,zhi'zhu'zui'guo
止住作恶的,zhi'zhu'zuo'e'de
之子,zhi'zi
知罪,zhi'zui
中保,zhong'bao
终必,zhong'bi
终必叫我得救,zhong'bi'jiao'wo'de'jiu
重担,zhong'dan
众弟兄,zhong'di'xiong
终点,zhong'dian
重钉,zhong'ding
重钉十架,zhong'ding'shi'jia
重钉十字架,zhong'ding'shi'zi'jia
重轭,zhong'e
众光之父,zhong'guang'zhi'fu
中了人的诡计,zhong'le'ren'de'gui'ji
众人的父,zhong'ren'de'fu
众人都圈在罪里,zhong'ren'dou'quan'zai'zui'li
众人就都死了,zhong'ren'jiu'dou'si'le
众人也都要复活,zhong'ren'ye'dou'yao'fu'huo
众圣徒,zhong'sheng'tu
众条,zhong'tiao
众先知,zhong'xian'zhi
忠心,zhong'xin
忠心有见识的好管家,zhong'xin'you'jian'shi'de'hao'guan'jia
众长老,zhong'zhang'lao
众子,zhong'zi
众子孙,zhong'zi'sun
皱纹,zhou'wen
昼夜作工,zhou'ye'zuo'gong
咒诅,zhou'zu
主啊,zhu'a
诸般,zhu'ban
诸般的贪心,zhu'ban'de'tan'xin
诸般的义,zhu'ban'de'yi
诸般的智慧,zhu'ban'de'zhi'hui
诸般患难,zhu'ban'huan'nan
诸般智慧聪明,zhu'ban'zhi'hui'cong'ming
主必亲自从天而降,zhu'bi'qin'zi'cong'tian'er'jiang
主并不偏待人,zhu'bing'bu'pian'dai'ren
主不定罪,zhu'bu'ding'zui
主不算为有罪,zhu'bu'suan'wei'you'zui
诸城,zhu'cheng
主的,zhu'de
主的道,zhu'de'dao
主的轭,zhu'de'e
主的恩典,zhu'de'en'dian
主的话,zhu'de'hua
主的灵,zhu'de'ling
主的仆人,zhu'de'pu'ren
主的日子,zhu'de'ri'zi
主的圣殿,zhu'de'sheng'dian
主的兄弟,zhu'de'xiong'di
主的兄弟雅各,zhu'de'xiong'di'ya'ge
主的羊,zhu'de'yang
主的旨意,zhu'de'zhi'yi
主对我主说,zhu'dui'wo'zhu'shuo
诸多,zhu'duo
主活着,zhu'huo'zhe
主基督,zhu'ji'du
主基督耶稣,zhu'ji'du'ye'su
主救主,zhu'jiu'zhu
主内,zhu'nei
主内平安,zhu'nei'ping'an
主内肢体,zhu'nei'zhi'ti
煮牛,zhu'niu
住棚节,zhu'peng'jie
主日,zhu'ri
柱石,zhu'shi
主是道路真理生命,zhu'shi'dao'lu'zhen'li'sheng'ming
诸世界,zhu'shi'jie
主说,zhu'shuo
主所,zhu'suo
主所爱,zhu'suo'ai
主所喜悦,zhu'suo'xi'yue
主所喜悦的事,zhu'suo'xi'yue'de'shi
诸天,zhu'tian
主完结了祂创造的工程,zhu'wan'jie'le'ta'chuang'zao'de'gong'cheng
主完结了祂救赎的工程,zhu'wan'jie'le'ta'jiu'shu'de'gong'cheng
祝谢,zhu'xie
主歇了祂创造的工,zhu'xie'le'ta'chuang'zao'de'gong
主歇了祂创造的工程,zhu'xie'le'ta'chuang'zao'de'gong'cheng
主歇了祂救赎的工,zhu'xie'le'ta'jiu'shu'de'gong
主歇了祂救赎的工程,zhu'xie'le'ta'jiu'shu'de'gong'cheng
主耶稣,zhu'ye'su
主耶稣的名,zhu'ye'su'de'ming
主耶稣基督,zhu'ye'su'ji'du
主耶稣踏入世界,zhu'ye'su'ta'ru'shi'jie
主耶稣再来,zhu'ye'su'zai'lai
主已经近了,zhu'yi'jing'jin'le
诸约,zhu'yue
住在各人之内,zhu'zai'ge'ren'zhi'nei
住在基督里,zhu'zai'ji'du'li
住在基督里都是在圣所,zhu'zai'ji'du'li'dou'shi'zai'sheng'suo
住在基督里面,zhu'zai'ji'du'li'mian
住在肉体中,zhu'zai'rou'ti'zhong
住在亚当里,zhu'zai'ya'dang'li
住在亚当里都是在外院,zhu'zai'ya'dang'li'dou'shi'zai'wai'yuan
住在众人之内,zhu'zai'zhong'ren'zhi'nei
住在主里,zhu'zai'zhu'li
主怎样饶恕了你们,zhu'zen'yang'rao'shu'le'ni'men
主治的,zhu'zhi'de
注重,zhu'zhong
注重罪孽,zhu'zhong'zui'nie
拽到,zhuai'dao
拽过来,zhuai'guo'lai
拽过去,zhuai'guo'qu
拽回来,zhuai'hui'lai
转圈,zhuan'quan
转向,zhuan'xiang
撞得头破血流,zhuang'de'tou'po'xue'liu
装假,zhuang'jia
装满,zhuang'man
追求良善,zhui'qiu'liang'shan
捉拿,zhuo'na
自表谦卑,zi'biao'qian'bei
自称是神,zi'cheng'shi'shen
自从造天地以来,zi'cong'zao'tian'di'yi'lai
自高,zi'gao
自高之势,zi'gao'zhi'shi
自高自大,zi'gao'zi'da
自己卑微,zi'ji'bei'wei
自己的义,zi'ji'de'yi
自己就得到美好的地步,zi'ji'jiu'de'dao'mei'hao'de'di'bu
自己所行却和别人一样,zi'ji'suo'xing'que'he'bie'ren'yi'yang
自己责备自己,zi'ji'ze'bei'zi'ji
自洁,zi'jie
字句,zi'ju
字据,zi'ju
字句叫人死,zi'ju'jiao'ren'si
字句中,zi'ju'zhong
自夸,zi'kua
子粒,zi'li
自立门派,zi'li'men'pai
自欺,zi'qi
子神,zi'shen
滋事,zi'shi
自守,zi'shou
自相残杀,zi'xiang'can'sha
自义,zi'yi
自以为,zi'yi'wei
自以为对,zi'yi'wei'dui
自以为好,zi'yi'wei'hao
自以为美,zi'yi'wei'mei
自以为善,zi'yi'wei'shan
自以为义,zi'yi'wei'yi
自以为有,zi'yi'wei'you
自以为正,zi'yi'wei'zheng
自义与被称义分开,zi'yi'yu'bei'cheng'yi'fen'kai
自有,zi'you
自有永有,zi'you'yong'you
自找的,zi'zhao'de
自找苦吃,zi'zhao'ku'chi
自主的,zi'zhu'de
自主之妇人,zi'zhu'zhi'fu'ren
总归,zong'gui
总叫,zong'jiao
总结基督,zong'jie'ji'du
总结是基督,zong'jie'shi'ji'du
总觉得,zong'jue'de
总觉得我比别人强,zong'jue'de'wo'bi'bie'ren'qiang
总要彼此包容,zong'yao'bi'ci'bao'rong
总要彼此包容彼此饶恕,zong'yao'bi'ci'bao'rong'bi'ci'rao'shu
总要存心诚实敬畏主,zong'yao'cun'xin'cheng'shi'jing'wei'zhu
总要警醒谨守,zong'yao'jing'xing'jin'shou
总要清清洁洁的,zong'yao'qing'qing'jie'jie'de
总要在,zong'yao'zai
走兽,zou'shou
走天路,zou'tian'lu
走形式,zou'xing'shi
阻挡,zu'dang
阻隔,zu'ge
祖宗遗留的妄行,zu'zong'yi'liu'de'wang'xing
罪不得赦,zui'bu'de'she
罪的,zui'de
罪的工价,zui'de'gong'jia
罪的工价就是死,zui'de'gong'jia'jiu'shi'si
罪的结果是死,zui'de'jie'guo'shi'si
罪的结局就是死,zui'de'jie'ju'jiu'shi'si
罪的律,zui'de'lv
罪的奴仆,zui'de'nu'pu
罪的权势,zui'de'quan'shi
罪的权势就是律法,zui'de'quan'shi'jiu'shi'lv'fa
罪的权势下,zui'de'quan'shi'xia
罪得赦免,zui'de'she'mian
罪恶,zui'e
罪轭,zui'e
罪恶里,zui'e'li
罪犯,zui'fan
罪过得以赦免,zui'guo'de'yi'she'mian
罪和死的律,zui'he'si'de'lv
罪会利用,zui'hui'li'yong
罪会利用诫命,zui'hui'li'yong'jie'ming
罪会利用诫命杀人,zui'hui'li'yong'jie'ming'sha'ren
罪活了,zui'huo'le
罪既长成就生出死,zui'ji'zhang'cheng'jiu'sheng'chu'si
罪藉着诫命引诱我,zui'ji'zhe'jie'ming'yin'you'wo
醉酒,zui'jiu
罪咎感,zui'jiu'gan
罪魁,zui'kui
罪里,zui'li
罪利用,zui'li'yong
罪利用诫命杀人,zui'li'yong'jie'ming'sha'ren
罪愆,zui'qian
罪权,zui'quan
罪人,zui'ren
罪人的样子,zui'ren'de'yang'zi
罪人蒙恩,zui'ren'meng'en
罪人与义人分开,zui'ren'yu'yi'ren'fen'kai
罪人中的罪魁,zui'ren'zhong'de'zui'kui
最软弱的律法,zui'ruan'ruo'de'lv'fa
最软弱的肉体,zui'ruan'ruo'de'rou'ti
罪上加罪,zui'shang'jia'zui
罪身,zui'shen
罪身的形状,zui'shen'de'xing'zhuang
罪身灭绝,zui'shen'mie'jue
罪行,zui'xing
罪也不算罪,zui'ye'bu'suan'zui
罪已经定了,zui'yi'jing'ding'le
罪又活了,zui'you'huo'le
罪与死的律,zui'yu'si'de'lv
罪在你里面掌权了,zui'zai'ni'li'mian'zhang'quan'le
罪掌权,zui'zhang'quan
罪中,zui'zhong
遵守,zun'shou
遵祂而行,zun'ta'er'xing
遵行,zun'xing
遵行律法,zun'xing'lv'fa
遵着,zun'zhe
作成,zuo'cheng
作成得救的功夫,zuo'cheng'de'jiu'de'gong'fu
作成得救的工夫,zuo'cheng'de'jiu'de'gong'fu
作成了,zuo'cheng'le
作诚实无过的人,zuo'cheng'shi'wu'guo'de'ren
作恶,zuo'e
作恶的,zuo'e'de
作恶过分,zuo'e'guo'fen
作刚强的人,zuo'gang'qiang'de'ren
作刚强人,zuo'gang'qiang'ren
作工,zuo'gong
作工的得工价,zuo'gong'de'de'gong'jia
作假见证,zuo'jia'jian'zheng
作假账,zuo'jia'zhang
作见证,zuo'jian'zheng
作了,zuo'le
作难,zuo'nan
作奴仆,zuo'nu'pu
作神的工,zuo'shen'de'gong
作神无瑕疵的儿女,zuo'shen'wu'xia'ci'de'er'nv
作万人的赎价,zuo'wan'ren'de'shu'jia
作王,zuo'wang
作我的见证,zuo'wo'de'jian'zheng
坐在神的殿里,zuo'zai'shen'de'dian'li
坐着喊,zuo'zhe'han
作主,zuo'zhu
作主的工,zuo'zhu'de'gong
作主工,zuo'zhu'gong
