阿米巴病,a'mi'ba'bing
学阳,xue'yang
薛杨,xue'yang
血液,xue'ye
血液检查,xue'ye'jian'cha
血液制品,xue'ye'zhi'pin
学医学院,xue'yi'xue'yuan
薛玉,xue'yu
薛玉鑫,xue'yu'xin
学院,xue'yuan
血运,xue'yun
学哲,xue'zhe
血肿,xue'zhong
血肿并,xue'zhong'bing
血肿穿刺,xue'zhong'chuan'ci
血肿清除,xue'zhong'qing'chu
血肿清除术,xue'zhong'qing'chu'shu
血肿取出术,xue'zhong'qu'chu'shu
血肿摘除,xue'zhong'zhai'chu
学资料,xue'zi'liao
训波,xun'bo
训练,xun'lian
训练技能,xun'lian'ji'neng
训练设备,xun'lian'she'bei
训明,xun'ming
巡视,xun'shi
巡视病房,xun'shi'bing'fang
巡视病人,xun'shi'bing'ren
巡视不及时,xun'shi'bu'ji'shi
巡视卡,xun'shi'ka
巡视卡上,xun'shi'ka'shang
巡视卡与,xun'shi'ka'yu
询问,xun'wen
询问病人,xun'wen'bing'ren
询问护士,xun'wen'hu'shi
郇义,xun'yi
训玉,xun'yu
郇斩,xun'zhan
压疮,ya'chuang
压疮等,ya'chuang'deng
亚急性,ya'ji'xing
押金,ya'jin
押金挂钩,ya'jin'gua'gou
押金将,ya'jin'jiang
押金每位,ya'jin'mei'wei
亚丽,ya'li
亚平,ya'ping
压缩,ya'suo
压缩骨折,ya'suo'gu'zhe
压缩骨折术后,ya'suo'gu'zhe'shu'hou
压缩性,ya'suo'xing
崖头,ya'tou
崖头煤矿,ya'tou'mei'kuang
演变,yan'bian
演变过程,yan'bian'guo'cheng
燕彪,yan'biao
延长,yan'chang
延长术,yan'chang'shu
延长术后,yan'chang'shu'hou
延长应用,yan'chang'ying'yong
延超,yan'chao
研超,yan'chao
颜成,yan'cheng
延迟愈合,yan'chi'yu'he
彦登,yan'deng
延娥,yan'e
闫法忠,yan'fa'zhong
闫凤英,yan'feng'ying
严格,yan'ge
严格查对,yan'ge'cha'dui
严格护士,yan'ge'hu'shi
严格落实,yan'ge'luo'shi
严格无菌,yan'ge'wu'jun
严格消毒,yan'ge'xiao'du
严格执行,yan'ge'zhi'xing
严格遵守,yan'ge'zun'shou
闫桂花,yan'gui'hua
彦果,yan'guo
咽后隙,yan'hou'xi
闫怀东,yan'huai'dong
延会,yan'hui
延辉,yan'hui
燕家庄,yan'jia'zhuang
严禁,yan'jin
严禁二次,yan'jin'er'ci
严进立,yan'jin'li
颜景涛,yan'jing'tao
颜景涛张立国,yan'jing'tao'zhang'li'guo
研究,yan'jiu
研究成果,yan'jiu'cheng'guo
研究工作,yan'jiu'gong'zuo
研究和,yan'jiu'he
研究生,yan'jiu'sheng
延菊,yan'ju
艳菊,yan'ju
艳军,yan'jun
延珂,yan'ke
眼科,yan'ke
眼科耳鼻喉,yan'ke'er'bi'hou
眼科刘凤兰,yan'ke'liu'feng'lan
眼科肾内科,yan'ke'shen'nei'ke
眼科姓名,yan'ke'xing'ming
眼科学,yan'ke'xue
眼科学基础,yan'ke'xue'ji'chu
眼科学教研室,yan'ke'xue'jiao'yan'shi
眼科眼科,yan'ke'yan'ke
眼科张仑占,yan'ke'zhang'lun'zhan
研奎,yan'kui
延来,yan'lai
闫黎,yan'li
延李爱民,yan'li'ai'min
闫丽丽,yan'li'li
演练,yan'lian
延玲,yan'ling
衍录,yan'lu
延冒,yan'mao
艳美,yan'mei
严萌萌,yan'meng'meng
严密,yan'mi
闫敏,yan'min
延明,yan'ming
颜明,yan'ming
延宁,yan'ning
闫诺,yan'nuo
咽旁间隙,yan'pang'jian'xi
燕强,yan'qiang
彦芹,yan'qin
眼球,yan'qiu
眼球穿通,yan'qiu'chuan'tong
燕荣梅,yan'rong'mei
颜色,yan'se
眼神,yan'shen
眼神与,yan'shen'yu
彦胜,yan'sheng
燕圣,yan'sheng
衍生,yan'sheng
闫士,yan'shi
眼视光学,yan'shi'guang'xue
严守,yan'shou
闫顺,yan'shun
闫顺闫文,yan'shun'yan'wen
严太庆,yan'tai'qing
闫太庆,yan'tai'qing
闫廷伟,yan'ting'wei
眼外肌病,yan'wai'ji'bing
眼外肌病和,yan'wai'ji'bing'he
眼外伤,yan'wai'shang
眼外伤舒润生,yan'wai'shang'shu'run'sheng
彦王玉俊,yan'wang'yu'jun
彦文,yan'wen
闫文,yan'wen
闫文孟繁春,yan'wen'meng'fan'chun
闫馨,yan'xin
闫学,yan'xue
延永,yan'yong
延玉,yan'yu
闫跃,yan'yue
燕云,yan'yun
延珍,yan'zhen
炎症,yan'zheng
炎症王东艳,yan'zheng'wang'dong'yan
炎症性肠病,yan'zheng'xing'chang'bing
严重,yan'zhong
彦忠,yan'zhong
严重骨关节,yan'zhong'gu'guan'jie
严重外伤,yan'zhong'wai'shang
咽肿物,yan'zhong'wu
焱周娟,yan'zhou'juan
延柱,yan'zhu
彦柱,yan'zhu
杨爱,yang'ai
氧饱和度,yang'bao'he'du
杨成,yang'cheng
恙虫,yang'chong
杨崇,yang'chong
恙虫病,yang'chong'bing
杨崇柱,yang'chong'zhu
杨褚,yang'chu
杨褚永,yang'chu'yong
杨传,yang'chuan
杨翠,yang'cui
杨风,yang'feng
杨富,yang'fu
杨富华,yang'fu'hua
杨刚,yang'gang
杨冠心病,yang'guan'xin'bing
阳光集团,yang'guang'ji'tuan
阳光集团崖头,yang'guang'ji'tuan'ya'tou
杨桂,yang'gui
杨海,yang'hai
杨贺,yang'he
杨洪梅,yang'hong'mei
杨洪训,yang'hong'xun
杨化,yang'hua
杨化浩,yang'hua'hao
杨华清,yang'hua'qing
杨华清潘伟,yang'hua'qing'pan'wei
杨建伟,yang'jian'wei
杨菊,yang'ju
杨娟娟,yang'juan'juan
杨俊,yang'jun
杨均,yang'jun
杨开成,yang'kai'cheng
杨李,yang'li
杨良丽,yang'liang'li
杨刘,yang'liu
杨娄,yang'lou
杨璐,yang'lu
杨路,yang'lu
杨孟,yang'meng
杨猛,yang'meng
杨明智,yang'ming'zhi
杨宁宁,yang'ning'ning
杨朋,yang'peng
氧气,yang'qi
氧气管,yang'qi'guan
氧气湿化瓶,yang'qi'shi'hua'ping
氧气罩,yang'qi'zhao
杨清,yang'qing
杨秋,yang'qiu
杨瑞,yang'rui
杨瑞民,yang'rui'min
杨善,yang'shan
杨士,yang'shi
杨实,yang'shi
杨氏,yang'shi
杨树荣,yang'shu'rong
杨树荣本科,yang'shu'rong'ben'ke
羊水,yang'shui
羊水过少,yang'shui'guo'shao
羊水减少,yang'shui'jian'shao
羊水少,yang'shui'shao
杨素,yang'su
杨岁,yang'sui
杨同,yang'tong
杨万里,yang'wan'li
杨卫平,yang'wei'ping
杨文,yang'wen
杨文灿,yang'wen'can
杨文灿王秀,yang'wen'can'wang'xiu
杨文强,yang'wen'qiang
杨文强江涛,yang'wen'qiang'jiang'tao
杨鑫,yang'xin
杨鑫骨一,yang'xin'gu'yi
杨鑫普外,yang'xin'pu'wai
杨新霞,yang'xin'xia
杨鑫心胸,yang'xin'xin'xiong
杨鑫邢猛,yang'xin'xing'meng
阳性,yang'xing
阳性体征,yang'xing'ti'zheng
阳性体征或,yang'xing'ti'zheng'huo
杨秀,yang'xiu
杨秀冠心病,yang'xiu'guan'xin'bing
杨秀兰,yang'xiu'lan
杨绪,yang'xu
杨学,yang'xue
杨衍长,yang'yan'chang
杨艳美,yang'yan'mei
杨阳,yang'yang
杨仪山,yang'yi'shan
杨永,yang'yong
杨玉,yang'yu
杨乐军,yang'yue'jun
杨兆玲,yang'zhao'ling
杨振,yang'zhen
杨臻,yang'zhen
杨忠,yang'zhong
杨钟,yang'zhong
杨仲彬,yang'zhong'bin
杨忠利,yang'zhong'li
杨中萍,yang'zhong'ping
杨中萍本科,yang'zhong'ping'ben'ke
杨忠田,yang'zhong'tian
要必须,yao'bi'xu
腰部脂肪瘤,yao'bu'zhi'fang'liu
腰穿,yao'chuan
腰穿术,yao'chuan'shu
腰穿术腹部,yao'chuan'shu'fu'bu
腰穿术骨穿术,yao'chuan'shu'gu'chuan'shu
腰穿术心脏,yao'chuan'shu'xin'zang
要点,yao'dian
要点与,yao'dian'yu
药剂科,yao'ji'ke
药剂科主任,yao'ji'ke'zhu'ren
药剂人员,yao'ji'ren'yuan
幺家玲,yao'jia'ling
要加强,yao'jia'qiang
腰间盘,yao'jian'pan
腰间盘突出,yao'jian'pan'tu'chu
腰间盘突出在,yao'jian'pan'tu'chu'zai
姚来琴,yao'lai'qin
姚来芹,yao'lai'qin
姚来芹腾照清,yao'lai'qin'teng'zhao'qing
药理,yao'li
药理术,yao'li'shu
药敏,yao'min
药敏或,yao'min'huo
药品,yao'pin
药品不良反应,yao'pin'bu'liang'fan'ying
药品管理,yao'pin'guan'li
药品过期,yao'pin'guo'qi
药品在,yao'pin'zai
要求,yao'qiu
要求摆放,yao'qiu'bai'fang
要求标识,yao'qiu'biao'zhi
要求翻译,yao'qiu'fan'yi
要求分类放置,yao'qiu'fen'lei'fang'zhi
要求患者,yao'qiu'huan'zhe
要求及时,yao'qiu'ji'shi
要求紧凑型,yao'qiu'jin'cou'xing
要求开展,yao'qiu'kai'zhan
要求扣,yao'qiu'kou
要求每床,yao'qiu'mei'chuang
要求全扣,yao'qiu'quan'kou
要求使用,yao'qiu'shi'yong
要求无检查无,yao'qiu'wu'jian'cha'wu
要求巡视,yao'qiu'xun'shi
要求一次,yao'qiu'yi'ci
要求一人,yao'qiu'yi'ren
要求一人次,yao'qiu'yi'ren'ci
要求一项,yao'qiu'yi'xiang
要求者,yao'qiu'zhe
要求转入,yao'qiu'zhuan'ru
要求酌情,yao'qiu'zhuo'qing
要任课,yao'ren'ke
姚三,yao'san
要深入浅出,yao'shen'ru'qian'chu
要耍,yao'shua
药物,yao'wu
药物分类,yao'wu'fen'lei
药物过期,yao'wu'guo'qi
药物临床,yao'wu'lin'chuang
药物皮试,yao'wu'pi'shi
药物使用,yao'wu'shi'yong
药物应用,yao'wu'ying'yong
药物知识,yao'wu'zhi'shi
要新颖,yao'xin'ying
姚兴利,yao'xing'li
药学,yao'xue
药业,yao'ye
药业不得,yao'ye'bu'de
姚永清,yao'yong'qing
姚玉,yao'yu
姚贞,yao'zhen
要注明,yao'zhu'ming
要注意,yao'zhu'yi
腰椎,yao'zhui
腰椎跟,yao'zhui'gen
腰椎骨折,yao'zhui'gu'zhe
腰椎骨折术后,yao'zhui'gu'zhe'shu'hou
腰椎管,yao'zhui'guan
腰椎管狭窄,yao'zhui'guan'xia'zhai
腰椎滑脱,yao'zhui'hua'tuo
腰椎间盘突出,yao'zhui'jian'pan'tu'chu
腰椎融合术,yao'zhui'rong'he'shu
腰椎体,yao'zhui'ti
腰椎体骨折,yao'zhui'ti'gu'zhe
腰椎体滑脱,yao'zhui'ti'hua'tuo
腰椎体左,yao'zhui'ti'zuo
要做个,yao'zuo'ge
夜班,ye'ban
夜班护士,ye'ban'hu'shi
夜班须,ye'ban'xu
腋臭,ye'chou
叶飞,ye'fei
业峰,ye'feng
业广,ye'guang
业国,ye'guo
叶海霞,ye'hai'xia
叶甲状腺,ye'jia'zhuang'xian
夜间,ye'jian
夜间病房,ye'jian'bing'fang
夜间晚出,ye'jian'wan'chu
叶结节,ye'jie'jie
液气胸,ye'qi'xiong
业勤,ye'qin
液体,ye'ti
液体存放,ye'ti'cun'fang
液体先用,ye'ti'xian'yong
液体要,ye'ti'yao
液体找,ye'ti'zhao
也同时,ye'tong'shi
也同时表现,ye'tong'shi'biao'xian
业务,ye'wu
业务档案,ye'wu'dang'an
业务每年,ye'wu'mei'nian
业务上,ye'wu'shang
业务上有待于,ye'wu'shang'you'dai'yu
业务水平,ye'wu'shui'ping
业务水平作为,ye'wu'shui'ping'zuo'wei
业务学习,ye'wu'xue'xi
义安,yi'an
一安全,yi'an'quan
一般,yi'ban
一般程序,yi'ban'cheng'xu
一般护理,yi'ban'hu'li
一般情况,yi'ban'qing'kuang
一般与,yi'ban'yu
仪表,yi'biao
仪表不整,yi'biao'bu'zheng
仪表不整坐着,yi'biao'bu'zheng'zuo'zhe
仪表端庄,yi'biao'duan'zhuang
仪表素质,yi'biao'su'zhi
一彬,yi'bin
乙丙丁,yi'bing'ding
乙丙丁类,yi'bing'ding'lei
义波,yi'bo
义才,yi'cai
一侧,yi'ce
一侧肺不张,yi'ce'fei'bu'zhang
一层,yi'ceng
一层二层,yi'ceng'er'ceng
异常,yi'chang
异常勃起,yi'chang'bo'qi
异常分娩,yi'chang'fen'mian
异常情况,yi'chang'qing'kuang
已超过,yi'chao'guo
一处,yi'chu
一处不,yi'chu'bu
一处不符,yi'chu'bu'fu
一处不合,yi'chu'bu'he
一处不合格,yi'chu'bu'he'ge
一处不合要求,yi'chu'bu'he'yao'qiu
一处扣,yi'chu'kou
一处签字,yi'chu'qian'zi
一床,yi'chuang
一床扣,yi'chuang'kou
一床一套,yi'chuang'yi'tao
一次,yi'ci
一次护理,yi'ci'hu'li
一次讲课,yi'ci'jiang'ke
一次扣,yi'ci'kou
一次是,yi'ci'shi
一次性,yi'ci'xing
一次性物品,yi'ci'xing'wu'pin
一次性消毒,yi'ci'xing'xiao'du
一次性用品,yi'ci'xing'yong'pin
一次业务,yi'ci'ye'wu
一次一床,yi'ci'yi'chuang
以达到,yi'da'dao
一带,yi'dai
衣袋,yi'dai
一带一,yi'dai'yi
一带一件次,yi'dai'yi'jian'ci
一旦,yi'dan
胰岛素,yi'dao'su
胰岛素标识,yi'dao'su'biao'zhi
以的,yi'de
医德医风,yi'de'yi'feng
一定,yi'ding
一定的,yi'ding'de
一定理论,yi'ding'li'lun
一定通过,yi'ding'tong'guo
一对,yi'dui
一二,yi'er
一发,yi'fa
依法,yi'fa
依法取得,yi'fa'qu'de
依法取得相关,yi'fa'qu'de'xiang'guan
依法执业,yi'fa'zhi'ye
依法执业落实,yi'fa'zhi'ye'luo'shi
一方,yi'fang
一份,yi'fen
一分,yi'fen
一分抽查,yi'fen'chou'cha
一份归,yi'fen'gui
以副总编,yi'fu'zong'bian
一个,yi'ge
一个草字头,yi'ge'cao'zi'tou
一个立,yi'ge'li
一个日,yi'ge'ri
一个日一个,yi'ge'ri'yi'ge
一根据,yi'gen'ju
一工,yi'gong
一管,yi'guan
胰管,yi'guan
胰管梗阻,yi'guan'geng'zu
一管一带,yi'guan'yi'dai
以合格,yi'he'ge
以后,yi'hou
以后的,yi'hou'de
以后要注意,yi'hou'yao'zhu'yi
医护,yi'hu
医护材料,yi'hu'cai'liao
医护沟通,yi'hu'gou'tong
医患,yi'huan
医患沟通,yi'huan'gou'tong
医患沟通及,yi'huan'gou'tong'ji
医患沟通美国制度,yi'huan'gou'tong'mei'guo'zhi'du
医患沟通培训,yi'huan'gou'tong'pei'xun
医患沟通书写,yi'huan'gou'tong'shu'xie
医患沟通未,yi'huan'gou'tong'wei
医患沟通协议,yi'huan'gou'tong'xie'yi
医患沟通学,yi'huan'gou'tong'xue
一患者,yi'huan'zhe
一级,yi'ji
以及,yi'ji
医技,yi'ji
一级二级,yi'ji'er'ji
医技科室,yi'ji'ke'shi
医技科室发现,yi'ji'ke'shi'fa'xian
医技科室记录,yi'ji'ke'shi'ji'lu
医技科室接,yi'ji'ke'shi'jie
一级三级,yi'ji'san'ji
乙级手,yi'ji'shou
医技讨论,yi'ji'tao'lun
一级一级,yi'ji'yi'ji
一件,yi'jian
意见,yi'jian
意见按规定,yi'jian'an'gui'ding
一件次,yi'jian'ci
一剑刺,yi'jian'ci
一件次扣,yi'jian'ci'kou
一剑刺扣,yi'jian'ci'kou
意见过于,yi'jian'guo'yu
意见及,yi'jian'ji
一件扣,yi'jian'kou
意见且,yi'jian'qie
一检验科,yi'jian'yan'ke
意见医生,yi'jian'yi'sheng
已接近,yi'jie'jin
已接近光顾着,yi'jie'jin'guang'gu'zhe
已接近殷建新,yi'jie'jin'yin'jian'xin
一经,yi'jing
已经,yi'jing
一经发现,yi'jing'fa'xian
已经上级,yi'jing'shang'ji
已经研究,yi'jing'yan'jiu
依据,yi'ju
依据不全,yi'ju'bu'quan
依据下,yi'ju'xia
义军,yi'jun
一科,yi'ke
一科普外科,yi'ke'pu'wai'ke
一科室,yi'ke'shi
一可以,yi'ke'yi
以口,yi'kou
以来,yi'lai
一类,yi'lei
乙类,yi'lei
一类扣,yi'lei'kou
乙类手,yi'lei'shou
一类医疗,yi'lei'yi'liao
乙类中,yi'lei'zhong
以利,yi'li
伊莉,yi'li
医疗,yi'liao
医疗安全,yi'liao'an'quan
医疗并,yi'liao'bing
医疗差错,yi'liao'cha'cuo
医疗风险,yi'liao'feng'xian
医疗核心,yi'liao'he'xin
医疗核心制度,yi'liao'he'xin'zhi'du
医疗护理,yi'liao'hu'li
医疗疾病,yi'liao'ji'bing
医疗机构,yi'liao'ji'gou
医疗技术,yi'liao'ji'shu
医疗技术风险,yi'liao'ji'shu'feng'xian
医疗技术及,yi'liao'ji'shu'ji
医疗巨疗,yi'liao'ju'liao
医疗考核,yi'liao'kao'he
医疗科目,yi'liao'ke'mu
医疗垃圾,yi'liao'la'ji
医疗垃圾袋,yi'liao'la'ji'dai
医疗临床,yi'liao'lin'chuang
医疗路径,yi'liao'lu'jing
医疗如何,yi'liao'ru'he
医疗事故,yi'liao'shi'gu
医疗事故处理条例,yi'liao'shi'gu'chu'li'tiao'li
医疗事故管理,yi'liao'shi'gu'guan'li
医疗事故销毁,yi'liao'shi'gu'xiao'hui
医疗卫生,yi'liao'wei'sheng
医疗文书,yi'liao'wen'shu
医疗文书书写,yi'liao'wen'shu'shu'xie
医疗仪器,yi'liao'yi'qi
医疗预警,yi'liao'yu'jing
医疗质量,yi'liao'zhi'liang
医疗质量安全,yi'liao'zhi'liang'an'quan
医疗质量和,yi'liao'zhi'liang'he
义林,yi'lin
一临床,yi'lin'chuang
衣帽整洁,yi'mao'zheng'jie
一名,yi'ming
一名共产党员,yi'ming'gong'chan'dang'yuan
一名医务人员,yi'ming'yi'wu'ren'yuan
疑难,yi'nan
疑难病例,yi'nan'bing'li
疑难病例讨论,yi'nan'bing'li'tao'lun
疑难病症,yi'nan'bing'zheng
疑难不,yi'nan'bu
一年后,yi'nian'hou
一年后建议,yi'nian'hou'jian'yi
一培训,yi'pei'xun
仪器,yi'qi
仪器完好,yi'qi'wan'hao
以前,yi'qian
以前出院,yi'qian'chu'yuan
义强,yi'qiang
一切,yi'qie
以确保,yi'que'bao
依然,yi'ran
易燃,yi'ran
易燃用具,yi'ran'yong'ju
依然有,yi'ran'you
一人,yi'ren
一人次,yi'ren'ci
一人次不,yi'ren'ci'bu
一人次不符合,yi'ren'ci'bu'fu'he
一人次不合,yi'ren'ci'bu'he
一人次不合格,yi'ren'ci'bu'he'ge
一人次扣,yi'ren'ci'kou
一人次缺,yi'ren'ci'que
一人次缺考,yi'ren'ci'que'kao
一人次缺一,yi'ren'ci'que'yi
一人次质控,yi'ren'ci'zhi'kong
一人次酌情,yi'ren'ci'zhuo'qing
一人扣,yi'ren'kou
一人西,yi'ren'xi
一人西扣,yi'ren'xi'kou
一人一针,yi'ren'yi'zhen
以软骨瘤,yi'ruan'gu'liu
一三,yi'san
一擅自,yi'shan'zi
以上,yi'shang
以上查房,yi'shang'cha'fang
以上查房记录,yi'shang'cha'fang'ji'lu
以上多韧带,yi'shang'duo'ren'dai
以上发现,yi'shang'fa'xian
以上仅供,yi'shang'jin'gong
以上扣,yi'shang'kou
以上签字,yi'shang'qian'zi
以上医学生,yi'shang'yi'xue'sheng
以上执业,yi'shang'zhi'ye
以上执业经历,yi'shang'zhi'ye'jing'li
以上专业,yi'shang'zhuan'ye
医生,yi'sheng
医生办,yi'sheng'ban
医生本人,yi'sheng'ben'ren
医生交班本,yi'sheng'jiao'ban'ben
医生交接,yi'sheng'jiao'jie
医生交接班,yi'sheng'jiao'jie'ban
医生交接本,yi'sheng'jiao'jie'ben
医生扣,yi'sheng'kou
医生签名,yi'sheng'qian'ming
医生仍,yi'sheng'reng
医生述职,yi'sheng'shu'zhi
医士,yi'shi
医师,yi'shi
意识,yi'shi
医师按照,yi'shi'an'zhao
意识不,yi'shi'bu
医士参与,yi'shi'can'yu
医师茶饭,yi'shi'cha'fan
医师查房,yi'shi'cha'fang
医师查房记录,yi'shi'cha'fang'ji'lu
医师查房制度,yi'shi'cha'fang'zhi'du
医师耽误,yi'shi'dan'wu
医师定期,yi'shi'ding'qi
医师分级,yi'shi'fen'ji
医师副主任,yi'shi'fu'zhu'ren
医师个人,yi'shi'ge'ren
医师个人信息,yi'shi'ge'ren'xin'xi
医师骨一科,yi'shi'gu'yi'ke
医师核心,yi'shi'he'xin
医师会诊,yi'shi'hui'zhen
医师简易程序,yi'shi'jian'yi'cheng'xu
医师交班本,yi'shi'jiao'ban'ben
医师交接,yi'shi'jiao'jie
医师教授,yi'shi'jiao'shou
医师开写,yi'shi'kai'xie
医师科室,yi'shi'ke'shi
医师名单,yi'shi'ming'dan
医师能力,yi'shi'neng'li
医师培训,yi'shi'pei'xun
医师签名,yi'shi'qian'ming
医师签名应,yi'shi'qian'ming'ying
医师签字,yi'shi'qian'zi
医师请,yi'shi'qing
医师请教,yi'shi'qing'jiao
医师三,yi'shi'san
医师上,yi'shi'shang
意识上,yi'shi'shang
医师死亡,yi'shi'si'wang
医师同意,yi'shi'tong'yi
医师外出,yi'shi'wai'chu
医师详细,yi'shi'xiang'xi
医师协会,yi'shi'xie'hui
以十一,yi'shi'yi
医师乙丙丁,yi'shi'yi'bing'ding
医师以上,yi'shi'yi'shang
意识医嘱,yi'shi'yi'zhu
医师与,yi'shi'yu
医师于,yi'shi'yu
医师执业,yi'shi'zhi'ye
医师职责,yi'shi'zhi'ze
医师中,yi'shi'zhong
医师主持,yi'shi'zhu'chi
医师住院,yi'shi'zhu'yuan
医师主治医师,yi'shi'zhu'zhi'yi'shi
医师资格,yi'shi'zi'ge
医师宗,yi'shi'zong
一手,yi'shou
一手术,yi'shou'shu
艺术,yi'shu
以书面,yi'shu'mian
沂水医专,yi'shui'yi'zhuan
意思,yi'si
疑似,yi'si
疑似肝脏,yi'si'gan'zang
疑似胎儿,yi'si'tai'er
以缩短,yi'suo'duan
一套,yi'tao
一套一桌,yi'tao'yi'zhuo
一特殊,yi'te'shu
异体,yi'ti
异体肌腱,yi'ti'ji'jian
一填空题,yi'tian'kong'ti
一条,yi'tiao
一条扣,yi'tiao'kou
一听,yi'ting
胰头癌,yi'tou'ai
胰头癌结肠,yi'tou'ai'jie'chang
一外,yi'wai
以外,yi'wai
意外,yi'wai
意外或,yi'wai'huo
意外及,yi'wai'ji
义王,yi'wang
异味,yi'wei
异味扣,yi'wei'kou
一位妊娠,yi'wei'ren'shen
一温馨,yi'wen'xin
义务,yi'wu
医务,yi'wu
异物,yi'wu
医务办,yi'wu'ban
医务办医务部,yi'wu'ban'yi'wu'bu
医务部,yi'wu'bu
医务部统一,yi'wu'bu'tong'yi
医务处,yi'wu'chu
医务处二,yi'wu'chu'er
医务处医务部,yi'wu'chu'yi'wu'bu
医务工作者,yi'wu'gong'zuo'zhe
医务科,yi'wu'ke
医务科医务部,yi'wu'ke'yi'wu'bu
异物取出,yi'wu'qu'chu
异物取出术,yi'wu'qu'chu'shu
医务人员,yi'wu'ren'yuan
医务人员参与,yi'wu'ren'yuan'can'yu
医务人员进行,yi'wu'ren'yuan'jin'xing
医务下,yi'wu'xia
一洗手,yi'xi'shou
一下次,yi'xia'ci
一下次扣,yi'xia'ci'kou
一下午,yi'xia'wu
以下行为,yi'xia'xing'wei
一线,yi'xian
一线干部和,yi'xian'gan'bu'he
胰腺疾病,yi'xian'ji'bing
胰腺疾病李凯,yi'xian'ji'bing'li'kai
胰腺炎,yi'xian'yan
胰腺炎赵鹏,yi'xian'yan'zhao'peng
一项,yi'xiang
一项不,yi'xiang'bu
一项不符合,yi'xiang'bu'fu'he
一项不合,yi'xiang'bu'he
一项不合噶,yi'xiang'bu'he'ga
一项不合要求,yi'xiang'bu'he'yao'qiu
一项回答,yi'xiang'hui'da
一项技术,yi'xiang'ji'shu
一项扣,yi'xiang'kou
一项为,yi'xiang'wei
乙型脑炎,yi'xing'nao'yan
医学,yi'xue
医学及,yi'xue'ji
医学教育,yi'xue'jiao'yu
医学临床,yi'xue'lin'chuang
医学生,yi'xue'sheng
医学生的,yi'xue'sheng'de
医学试题,yi'xue'shi'ti
医学系,yi'xue'xi
医学系张玉瑗,yi'xue'xi'zhang'yu'yuan
医学院,yi'xue'yuan
医学院本科,yi'xue'yuan'ben'ke
医学院曹秀峰,yi'xue'yuan'cao'xiu'feng
医学院校,yi'xue'yuan'xiao
医学诊断,yi'xue'zhen'duan
医学知识,yi'xue'zhi'shi
以眼神,yi'yan'shen
以眼神互动,yi'yan'shen'hu'dong
一氧化碳,yi'yang'hua'tan
一氧化碳中毒,yi'yang'hua'tan'zhong'du
一夜情,yi'ye'qing
一夜情交友网,yi'ye'qing'jiao'you'wang
一一,yi'yi
以一,yi'yi
意义,yi'yi
意义所在,yi'yi'suo'zai
以一听,yi'yi'ting
一一向,yi'yi'xiang
一一向不符合,yi'yi'xiang'bu'fu'he
以因,yi'yin
义英,yi'ying
义英冠心病,yi'ying'guan'xin'bing
一用,yi'yong
医用,yi'yong
医用冰箱,yi'yong'bing'xiang
伊永红,yi'yong'hong
以幽默,yi'you'mo
一有序,yi'you'xu
医院,yi'yuan
医院报告制度,yi'yuan'bao'gao'zhi'du
医院的,yi'yuan'de
医院的和谐,yi'yuan'de'he'xie
医院复审,yi'yuan'fu'shen
医院感染,yi'yuan'gan'ran
医院感染管理,yi'yuan'gan'ran'guan'li
医院感染竞赛,yi'yuan'gan'ran'jing'sai
医院各科,yi'yuan'ge'ke
医院各专业,yi'yuan'ge'zhuan'ye
医院骨干,yi'yuan'gu'gan
医院骨一科,yi'yuan'gu'yi'ke
医院管理,yi'yuan'guan'li
医院护理,yi'yuan'hu'li
医院基础,yi'yuan'ji'chu
医院科间,yi'yuan'ke'jian
医院临床,yi'yuan'lin'chuang
医院内,yi'yuan'nei
医院培训,yi'yuan'pei'xun
医院评审,yi'yuan'ping'shen
医院普通外科,yi'yuan'pu'tong'wai'ke
医院器械科,yi'yuan'qi'xie'ke
医院手机,yi'yuan'shou'ji
医院手术,yi'yuan'shou'shu
医院手术分级,yi'yuan'shou'shu'fen'ji
医院投诉,yi'yuan'tou'su
医院投诉接待,yi'yuan'tou'su'jie'dai
医院妥善,yi'yuan'tuo'shan
医院卫生,yi'yuan'wei'sheng
医院汶,yi'yuan'wen
医院消毒,yi'yuan'xiao'du
医院新汶,yi'yuan'xin'wen
医院医疗,yi'yuan'yi'liao
医院有,yi'yuan'you
医院有关,yi'yuan'you'guan
医院院务,yi'yuan'yuan'wu
医院住院,yi'yuan'zhu'yuan
医院组织,yi'yuan'zu'zhi
一针,yi'zhen
义诊,yi'zhen
驿镇,yi'zhen
义诊患者,yi'zhen'huan'zhe
一针一管,yi'zhen'yi'guan
义志,yi'zhi
移植,yi'zhi
移植术,yi'zhi'shu
以执业医,yi'zhi'ye'yi
移植再造,yi'zhi'zai'zao
一种,yi'zhong
一种沟通渠道,yi'zhong'gou'tong'qu'dao
一种有,yi'zhong'you
一周,yi'zhou
医嘱,yi'zhu
医嘱不,yi'zhu'bu
医嘱不符,yi'zhu'bu'fu
医嘱查对,yi'zhu'cha'dui
医嘱存在,yi'zhu'cun'zai
医嘱单,yi'zhu'dan
医嘱单上,yi'zhu'dan'shang
医嘱单体温单,yi'zhu'dan'ti'wen'dan
医嘱单有,yi'zhu'dan'you
医嘱单中,yi'zhu'dan'zhong
医嘱多,yi'zhu'duo
医嘱改动,yi'zhu'gai'dong
医嘱核对,yi'zhu'he'dui
医嘱确实,yi'zhu'que'shi
医嘱若,yi'zhu'ruo
