阿洪病,a'hong'bing
同种移植物反应,tong'zhong'yi'zhi'wu'fan'ying
同种移植物排斥,tong'zhong'yi'zhi'wu'pai'chi
筒状乳房,tong'zhuang'ru'fang
桐子花,tong'zi'hua
瞳子髎,tong'zi'liao
瞳子髎穴,tong'zi'liao'xue
同祖染色体,tong'zu'ran'se'ti
头部绷带法,tou'bu'beng'dai'fa
头部毛囊周围炎,tou'bu'mao'nang'zhou'wei'yan
头部内伤,tou'bu'nei'shang
头部内伤病,tou'bu'nei'shang'bing
头低脚高位,tou'di'jiao'gao'wei
头顶一朵花,tou'ding'yi'duo'hua
头顶一颗珠,tou'ding'yi'ke'zhu
头发七,tou'fa'qi
头发移植术,tou'fa'yi'zhi'shu
头发移植物,tou'fa'yi'zhi'wu
头风病,tou'feng'bing
透骨草,tou'gu'cao
透骨香,tou'gu'xiang
偷筋草,tou'jin'cao
头巾草,tou'jin'cao
透茎冷水花,tou'jing'leng'shui'hua
头临泣,tou'lin'qi
头临泣穴,tou'lin'qi'xue
头颅定位器,tou'lu'ding'wei'qi
头帽,tou'mao
头面四肢浮肿,tou'mian'si'zhi'fu'zhong
透明变性,tou'ming'bian'xing
透明草,tou'ming'cao
透明层,tou'ming'ceng
透明带,tou'ming'dai
透明隔开窗术,tou'ming'ge'kai'chuang'shu
透明角质颗粒,tou'ming'jiao'zhi'ke'li
透明膜病,tou'ming'mo'bing
透明丝孢霉病,tou'ming'si'bao'mei'bing
透明细胞,tou'ming'xi'bao
透明细胞汗腺腺瘤,tou'ming'xi'bao'han'xian'xian'liu
透明细胞棘皮瘤,tou'ming'xi'bao'ji'pi'liu
透明血栓,tou'ming'xue'shuan
透明牙本质,tou'ming'ya'ben'zhi
透明质,tou'ming'zhi
头目眩晕,tou'mu'xuan'yun
透脓散,tou'nong'san
头皮挫伤,tou'pi'cuo'shang
头皮发育不全,tou'pi'fa'yu'bu'quan
头皮夹,tou'pi'jia
头皮裂伤,tou'pi'lie'shang
头皮切口,tou'pi'qie'kou
头皮撕脱,tou'pi'si'tuo
头皮撕脱伤,tou'pi'si'tuo'shang
头皮血肿,tou'pi'xue'zhong
头皮血肿抽吸术,tou'pi'xue'zhong'chou'xi'shu
头窍阴,tou'qiao'yin
头窍阴穴,tou'qiao'yin'xue
偷窃癖,tou'qie'pi
透热疗法,tou're'liao'fa
投射测验,tou'she'ce'yan
透射扫描电子显微镜,tou'she'sao'miao'dian'zi'xian'wei'jing
投射物,tou'she'wu
头身疼痛,tou'shen'teng'tong
头虱病,tou'shi'bing
透视错觉,tou'shi'cuo'jue
头痛恶寒,tou'tong'e'han
头痛目赤,tou'tong'mu'chi
头痛微热,tou'tong'wei're
头维,tou'wei
头微痛,tou'wei'tong
头维穴,tou'wei'xue
头无汗者可治,tou'wu'han'zhe'ke'zhi
透邪解郁,tou'xie'jie'yu
透性,tou'xing
头癣,tou'xuan
头眩心悸,tou'xuan'xin'ji
头影测量,tou'ying'ce'liang
头影测量学,tou'ying'ce'liang'xue
头影描绘图,tou'ying'miao'hui'tu
透照摄影术,tou'zhao'she'ying'shu
土白芨,tu'bai'ji
土贝母,tu'bei'mu
突变基因,tu'bian'ji'yin
突变率,tu'bian'lv
突变子,tu'bian'zi
土鳖虫,tu'bie'chong
土鳖虫地鳖虫,tu'bie'chong'di'bie'chong
土草果,tu'cao'guo
土茶,tu'cha
土常山,tu'chang'shan
突触,tu'chu
突触后抑制,tu'chu'hou'yi'zhi
突触可塑性,tu'chu'ke'su'xing
突触囊泡,tu'chu'nang'pao
突触前抑制,tu'chu'qian'yi'zhi
凸出切平面,tu'chu'qie'ping'mian
突触学说,tu'chu'xue'shuo
秃疮花,tu'chuang'hua
兔打伞,tu'da'san
土大香,tu'da'xiang
土大黄,tu'dai'huang
土大黄叶,tu'dai'huang'ye
土丹参,tu'dan'shen
土黨參,tu'dang'can
土当归,tu'dang'gui
土党参,tu'dang'shen
土丁桂,tu'ding'gui
图顿巨细胞,tu'dun'ju'xi'bao
凸额马先蒿,tu'e'ma'xian'hao
兔耳风,tu'er'feng
兔儿伞,tu'er'san
兔耳子草,tu'er'zi'cao
秃发,tu'fa
秃房茶子,tu'fang'cha'zi
土蜂,tu'feng
土风疮病,tu'feng'chuang'bing
土蜂子,tu'feng'zi
土附,tu'fu
土茯苓,tu'fu'ling
土茯苓奇良片,tu'fu'ling'qi'liang'pian
土附子,tu'fu'zi
兔肝,tu'gan
土藁本,tu'gao'ben
兔骨,tu'gu
土瓜,tu'gua
土瓜狼毒,tu'gua'lang'du
土桂皮,tu'gui'pi
凸颌畸形,tu'he'ji'xing
土红苓,tu'hong'ling
土黄芩,tu'huang'qin
土箭芪,tu'jian'qi
土金耳环,tu'jin'er'huan
土槿皮,tu'jin'pi
土荆芥,tu'jing'jie
土荆皮,tu'jing'pi
秃鹫,tu'jiu
图距,tu'ju
图距单位,tu'ju'dan'wei
突厥雀,tu'jue'que
图赖纳多发角化病,tu'lai'na'duo'fa'jiao'hua'bing
土良姜,tu'liang'jiang
土圞儿,tu'luan'er
土马鬃,tu'ma'zong
土麦冬,tu'mai'dong
兔毛蒿,tu'mao'hao
土木鳖,tu'mu'bie
土牡蛎,tu'mu'li
土木香,tu'mu'xiang
兔脑,tu'nao
土牛党七,tu'niu'dang'qi
土牛膝,tu'niu'xi
吐衄发斑皆可平,tu'nv'fa'ban'jie'ke'ping
兔皮毛,tu'pi'mao
涂片,tu'pian
突起睛高病,tu'qi'jing'gao'bing
土千年健,tu'qian'nian'jian
土千年健叶,tu'qian'nian'jian'ye
吐清涎冷沫,tu'qing'xian'leng'mo
土人参,tu'ren'can
土人参叶,tu'ren'can'ye
兔肉,tu'rou
土三七,tu'san'qi
土沙参,tu'sha'shen
吐舌弄舌,tu'she'nong'she
吐舌习惯,tu'she'xi'guan
图式,tu'shi
图式理论,tu'shi'li'lun
图式形成,tu'shi'xing'cheng
徒手肌力测定,tu'shou'ji'li'ce'ding
徒手取皮,tu'shou'qu'pi
徒手体操,tu'shou'ti'cao
菟丝,tu'si
菟丝子,tu'si'zi
菟丝子丸,tu'si'zi'wan
土碎补,tu'sui'bu
涂碳种植体,tu'tan'zhong'zhi'ti
土田七,tu'tian'qi
吐铁,tu'tie
兔头骨,tu'tou'gu
徒为啼泣,tu'wei'ti'qi
土细辛,tu'xi'xin
吐涎沫,tu'xian'mo
图象重构,tu'xiang'chong'gou
图象记忆,tu'xiang'ji'yi
土香薷,tu'xiang'ru
吐血病,tu'xie'bing
图形后效,tu'xing'hou'xiao
兔血,tu'xue
吐烟花,tu'yan'hua
秃叶红豆树,tu'ye'hong'dou'shu
土一枝蒿,tu'yi'zhi'hao
土玉桂,tu'yu'gui
图状银屑病,tu'zhuang'yin'xie'bing
貒膏,tuan'gao
貒骨,tuan'gu
团花,tuan'hua
团花龙船花,tuan'hua'long'chuan'hua
团聚体,tuan'ju'ti
团块肾,tuan'kuai'shen
貒肉,tuan'rou
团体测验,tuan'ti'ce'yan
团叶槲蕨,tuan'ye'hu'jue
团叶鳞始蕨,tuan'ye'lin'shi'jue
退不能爱身知己,tui'bu'neng'ai'shen'zhi'ji
推进皮瓣,tui'jin'pi'ban
推论统计,tui'lun'tong'ji
推切剥离,tui'qie'bo'li
腿象皮肿,tui'xiang'pi'zhong
退行,tui'xing
推型卡环,tui'xing'ka'huan
退行期,tui'xing'qi
退行性睑外翻,tui'xing'xing'jian'wai'fan
臀部联体儿,tun'bu'lian'ti'er
臀部美容术,tun'bu'mei'rong'shu
豚草皮炎,tun'cao'pi'yan
臀厚,tun'hou
臀肌挛缩,tun'ji'luan'suo
臀肌移植术,tun'ji'yi'zhi'shu
豚卵,tun'luan
臀前后径,tun'qian'hou'jing
吞噬溶酶体,tun'shi'rong'mei'ti
吞噬体,tun'shi'ti
吞噬细胞,tun'shi'xi'bao
吞噬指数,tun'shi'zhi'shu
吞噬作用,tun'shi'zuo'yong
吞酸吐苦,tun'suan'tu'ku
吞唾液症,tun'tuo'ye'zheng
吞涎症,tun'xian'zheng
吞咽不下,tun'yan'bu'xia
臀痈病,tun'yong'bing
脱病,tuo'bing
托槽,tuo'cao
托槽粘着定位器,tuo'cao'nian'zhe'ding'wei'qi
拖出术,tuo'chu'shu
托达罗腱,tuo'da'luo'jian
脱分化,tuo'fen'hua
驼峰鼻,tuo'feng'bi
脱钙骨基质,tuo'gai'gu'ji'zhi
脱肛病,tuo'gang'bing
鼍甲,tuo'jia
脱甲病,tuo'jia'bing
脱焦痂,tuo'jiao'jia
脱疽病,tuo'ju'bing
脱绝,tuo'jue
托马斯夹板,tuo'ma'si'jia'ban
托马斯征,tuo'ma'si'zheng
脱毛术,tuo'mao'shu
脱敏,tuo'min
脱敏剂,tuo'min'ji
脱敏疗法,tuo'min'liao'fa
托姆斯颗粒层,tuo'mu'si'ke'li'ceng
托姆斯突,tuo'mu'si'tu
脱囊病,tuo'nang'bing
托盘疔病,tuo'pan'ding'bing
托盘根,tuo'pan'gen
拓扑心理学,tuo'pu'xin'li'xue
鼍肉,tuo'rou
脱髓鞘,tuo'sui'qiao
脱套式手术,tuo'tao'shi'shou'shu
脱位,tuo'wei
脱位病,tuo'wei'bing
唾腺染色体,tuo'xian'ran'se'ti
脱屑型,tuo'xie'xing
脱屑性红皮病,tuo'xie'xing'hong'pi'bing
脱氧核糖核酸,tuo'yang'he'tang'he'suan
唾液薄膜,tuo'ye'bo'mo
唾液管,tuo'ye'guan
唾液管成形术,tuo'ye'guan'cheng'xing'shu
唾液管狭窄,tuo'ye'guan'xia'zhai
唾液管炎,tuo'ye'guan'yan
唾液酸贮积症,tuo'ye'suan'zhu'ji'zheng
唾液腺导管癌,tuo'ye'xian'dao'guan'ai
唾液腺导管闭锁,tuo'ye'xian'dao'guan'bi'suo
唾液腺导管扩张,tuo'ye'xian'dao'guan'kuo'zhang
唾液腺分泌抑制,tuo'ye'xian'fen'mi'yi'zhi
唾液腺化生,tuo'ye'xian'hua'sheng
唾液腺瘘,tuo'ye'xian'lou
唾液腺囊肿,tuo'ye'xian'nang'zhong
唾液腺切除术,tuo'ye'xian'qie'chu'shu
唾液腺切开引流术,tuo'ye'xian'qie'kai'yin'liu'shu
唾液腺融合,tuo'ye'xian'rong'he
唾液腺炎,tuo'ye'xian'yan
唾液腺造影术,tuo'ye'xian'zao'ying'shu
唾液腺增生,tuo'ye'xian'zeng'sheng
唾液学,tuo'ye'xue
唾液诊断学,tuo'ye'zhen'duan'xue
脱证,tuo'zheng
脱中心性,tuo'zhong'xin'xing
瓦草,wa'cao
挖耳草,wa'er'cao
挖耳草根,wa'er'cao'gen
蛙粪霉,wa'fen'mei
蛙粪霉病,wa'fen'mei'bing
瓦合皮瓣,wa'he'pi'ban
瓦楞子,wa'leng'zi
瓦垄子,wa'long'zi
瓦氏动作,wa'shi'dong'zuo
瓦斯爆炸伤,wa'si'bao'zha'shang
瓦松,wa'song
瓦挖草,wa'wa'cao
娃娃拳,wa'wa'quan
瓦韦,wa'wei
挖治器,wa'zhi'qi
外壁绒型假体,wai'bi'rong'xing'jia'ti
外部表象,wai'bu'biao'xiang
外部言语,wai'bu'yan'yu
外部注意,wai'bu'zhu'yi
外侧膝状体核,wai'ce'xi'zhuang'ti'he
外侧下丘脑区,wai'ce'xia'qiu'nao'qu
外耳道闭锁,wai'er'dao'bi'suo
外耳道狭窄,wai'er'dao'xia'zhai
外耳道再造术,wai'er'dao'zai'zao'shu
外耳畸形,wai'er'ji'xing
外翻,wai'fan
外翻足,wai'fan'zu
外分泌,wai'fen'mi
外风,wai'feng
外感,wai'gan
外感风邪头痛,wai'gan'feng'xie'tou'tong
外感高热病,wai'gan'gao're'bing
外感咳嗽病,wai'gan'ke'sou'bing
外感凉燥证,wai'gan'liang'zao'zheng
外感热病霍乱病,wai'gan're'bing'huo'luan'bing
外感热病痢疾病,wai'gan're'bing'li'ji'bing
外感热病疟疾病,wai'gan're'bing'nue'ji'bing
外固定,wai'gu'ding
外固定器,wai'gu'ding'qi
外关,wai'guan
外观容量分布,wai'guan'rong'liang'fen'bu
外关穴,wai'guan'xue
外寒,wai'han
外寒里饮证,wai'han'li'yin'zheng
外寒内热证,wai'han'nei're'zheng
外寒痰热喘哮尝,wai'han'tan're'chuan'xiao'chang
外踝尖,wai'huai'jian
外激素,wai'ji'su
外科病理学,wai'ke'bing'li'xue
外科疾病,wai'ke'ji'bing
外科口腔正畸学,wai'ke'kou'qiang'zheng'ji'xue
外科其他病冻疮病,wai'ke'qi'ta'bing'dong'chuang'bing
外科其他病毒蛇咬伤病,wai'ke'qi'ta'bing'du'she'yao'shang'bing
外科其他病毒中咬伤病,wai'ke'qi'ta'bing'du'zhong'yao'shang'bing
外科其他病蜂螫伤病,wai'ke'qi'ta'bing'feng'shi'shang'bing
外科其他病狗咬伤病,wai'ke'qi'ta'bing'gou'yao'shang'bing
外科其他病破伤风病,wai'ke'qi'ta'bing'po'shang'feng'bing
外科其他病水火烫伤病,wai'ke'qi'ta'bing'shui'huo'tang'shang'bing
外科其他病蜈蚣螫伤病,wai'ke'qi'ta'bing'wu'gong'shi'shang'bing
外科其他病蝎螫伤病,wai'ke'qi'ta'bing'xie'shi'shang'bing
外科证候,wai'ke'zheng'hou
外括约肌成形术,wai'kuo'yue'ji'cheng'xing'shu
外劳宫,wai'lao'gong
外陵,wai'ling
外陵穴,wai'ling'xue
外貌吸引力,wai'mao'xi'yin'li
外泌汗腺,wai'mi'han'xian
外囊出血,wai'nang'chu'xie
外尿流改道术,wai'niao'liu'gai'dao'shu
外胚层,wai'pei'ceng
外嵌植皮术,wai'qian'zhi'pi'shu
外切核酸酶,wai'qie'he'suan'mei
外丘,wai'qiu
外丘穴,wai'qiu'xue
外群体,wai'qun'ti
外伤目络证,wai'shang'mu'luo'zheng
外伤损络证,wai'shang'sun'luo'zheng
外伤性表皮囊肿,wai'shang'xing'biao'pi'nang'zhong
外伤性溃疡,wai'shang'xing'kui'yang
外伤性尿道瘘,wai'shang'xing'niao'dao'lou
外伤性脂肪坏死,wai'shang'xing'zhi'fang'huai'si
外伤血瘀证,wai'shang'xue'yu'zheng
外伤眼病电光伤目病,wai'shang'yan'bing'dian'guang'shang'mu'bing
外伤眼病热烫伤目病,wai'shang'yan'bing're'tang'shang'mu'bing
外伤眼病酸碱伤目病,wai'shang'yan'bing'suan'jian'shang'mu'bing
外伤瘀滞证,wai'shang'yu'zhi'zheng
外伤证,wai'shang'zheng
外肾,wai'shen
外生性生长,wai'sheng'xing'sheng'zhang
外生殖器带状疱疹,wai'sheng'zhi'qi'dai'zhuang'pao'zhen
外生殖器毒物性皮炎,wai'sheng'zhi'qi'du'wu'xing'pi'yan
外生殖器汗腺腺瘤,wai'sheng'zhi'qi'han'xian'xian'liu
外生殖器红癣,wai'sheng'zhi'qi'hong'xuan
外生殖器疱疹样皮炎,wai'sheng'zhi'qi'pao'zhen'yang'pi'yan
外生殖器萎缩,wai'sheng'zhi'qi'wei'suo
外生殖器血管角化瘤,wai'sheng'zhi'qi'xue'guan'jiao'hua'liu
外湿,wai'shi
外台秘要,wai'tai'mi'yao
外突,wai'tu
外显记忆,wai'xian'ji'yi
外显率,wai'xian'lv
外显子,wai'xian'zi
外向人格者,wai'xiang'ren'ge'zhe
外邪,wai'xie
外邪犯胃证,wai'xie'fan'wei'zheng
外邪侵入热毒炽盛证,wai'xie'qin'ru're'du'chi'sheng'zheng
外邪侵入证,wai'xie'qin'ru'zheng
歪斜舌,wai'xie'she
外形高点,wai'xing'gao'dian
外形修整,wai'xing'xiu'zheng
外因性凝血,wai'yin'xing'ning'xue
外釉上皮,wai'you'shang'pi
外源基因,wai'yuan'ji'yin
外源凝集素,wai'yuan'ning'ji'su
外源性染色,wai'yuan'xing'ran'se
外在激励,wai'zai'ji'li
外燥,wai'zao
外展夹板,wai'zhan'jia'ban
外质,wai'zhi
外植,wai'zhi
外痔,wai'zhi
外植块,wai'zhi'kuai
外质体,wai'zhi'ti
外植体,wai'zhi'ti
外周论,wai'zhou'lun
外周耐受,wai'zhou'nai'shou
外周神经刺激,wai'zhou'shen'jing'ci'ji
外眦间距,wai'zi'jian'ju
歪嘴风,wai'zui'feng
腕部瘢痕挛缩,wan'bu'ban'hen'luan'suo
完成行为,wan'cheng'xing'wei
完带汤,wan'dai'tang
弯刀综合征,wan'dao'zong'he'zheng
豌豆七,wan'dou'qi
豌豆七根,wan'dou'qi'gen
脘腹痞满,wan'fu'pi'man
脘腹疼痛,wan'fu'teng'tong
脘腹胀满,wan'fu'zhang'man
腕骨,wan'gu
完骨,wan'gu
完谷不化,wan'gu'bu'hua
顽固性疼痛,wan'gu'xing'teng'tong
腕骨穴,wan'gu'xue
完骨穴,wan'gu'xue
弯管花,wan'guan'hua
碗花草,wan'hua'cao
碗花草根,wan'hua'cao'gen
弯机头,wan'ji'tou
碗蕨,wan'jue
万能人工瓣膜,wan'neng'ren'gong'ban'mo
万年青,wan'nian'qing
万年青花,wan'nian'qing'hua
万年青叶,wan'nian'qing'ye
万年松,wan'nian'song
万年藓,wan'nian'xian
晚期梅毒,wan'qi'mei'du
弯曲牙,wan'qu'ya
完全变性反应,wan'quan'bian'xing'fan'ying
完全并趾,wan'quan'bing'zhi
完全并指,wan'quan'bing'zhi
完全抗原,wan'quan'kang'yuan
完全失神经支配,wan'quan'shi'shen'jing'zhi'pei
完全随机化设计,wan'quan'sui'ji'hua'she'ji
完全性房室通道,wan'quan'xing'fang'shi'tong'dao
腕桡偏畸形,wan'rao'pian'ji'xing
顽湿聚结病,wan'shi'ju'jie'bing
万寿别直参,wan'shou'bie'zhi'can
弯手机,wan'shou'ji
万寿菊花,wan'shou'ju'hua
万寿燕窝礼盒,wan'shou'yan'wo'li'he
顽童面容,wan'tong'mian'rong
腕下垂,wan'xia'chui
晚香玉,wan'xiang'yu
腕携带转移,wan'xie'dai'zhuan'yi
脘胁痛,wan'xie'tong
完形疗法,wan'xing'liao'fa
万丈深,wan'zhang'shen
万丈深茎叶,wan'zhang'shen'jing'ye
尪痹,wang'bi
王不留行,wang'bu'liu'xing
王不留行留行子,wang'bu'liu'xing'liu'hang'zi
往复式装置,wang'fu'shi'zhuang'zhi
网格蛋白,wang'ge'dan'bai
王瓜,wang'gua
王瓜根,wang'gua'gen
王瓜子,wang'gua'zi
望江南,wang'jiang'nan
望江南子,wang'jiang'nan'zi
望江青,wang'jiang'qing
亡津液,wang'jin'ye
往来寒热,wang'lai'han're
网络社会心理学,wang'luo'she'hui'xin'li'xue
网脉山龙眼,wang'mai'shan'long'yan
网脉橐吾,wang'mai'tuo'wu
菵米,wang'mi
网膜梗死,wang'mo'geng'si
网膜囊肿,wang'mo'nang'zhong
网膜扭转,wang'mo'niu'zhuan
网膜移植,wang'mo'yi'zhi
王母钗,wang'mu'chai
望齐侯之色,wang'qi'hou'zhi'se
网球肘,wang'qiu'zhou
忘躯徇物,wang'qu'xun'wu
望色,wang'se
望神,wang'shen
王氏连朴饮,wang'shi'lian'pu'yin
王孙,wang'sun
望态,wang'tai
网象大小,wang'xiang'da'xiao
望形,wang'xing
亡血家,wang'xue'jia
亡血证,wang'xue'zheng
网眼瓦韦,wang'yan'wa'wei
亡阳证,wang'yang'zheng
亡阴亡阳,wang'yin'wang'yang
亡阴证,wang'yin'zheng
忘忧,wang'you
望月砂,wang'yue'sha
望诊,wang'zhen
网状变性,wang'zhuang'bian'xing
网状红瘢性毛囊炎,wang'zhuang'hong'ban'xing'mao'nang'yan
网状激活系统,wang'zhuang'ji'huo'xi'tong
网状结构,wang'zhuang'jie'gou
网状内皮系统,wang'zhuang'nei'pi'xi'tong
网状皮片,wang'zhuang'pi'pian
网状皮片取皮机,wang'zhuang'pi'pian'qu'pi'ji
网状青斑,wang'zhuang'qing'ban
网状纤维,wang'zhuang'xian'wei
网状植皮术,wang'zhuang'zhi'pi'shu
网状组织细胞瘤,wang'zhuang'zu'zhi'xi'bao'liu
网状组织细胞肉芽肿,wang'zhuang'zu'zhi'xi'bao'rou'ya'zhong
违拗症,wei'ao'zheng
胃半切除术,wei'ban'qie'chu'shu
痿躄,wei'bi
痿病,wei'bing
韦伯比例,wei'bo'bi'li
韦伯定律,wei'bo'ding'lv
韦伯分数,wei'bo'fen'shu
微波疗法,wei'bo'liao'fa
微波烧伤,wei'bo'shao'shang
韦伯综合征,wei'bo'zong'he'zheng
韦伯综合症,wei'bo'zong'he'zheng
胃部分切除术,wei'bu'fen'qie'chu'shu
胃仓,wei'cang
胃仓穴,wei'cang'xue
威策尔胃造口术,wei'ce'er'wei'zao'kou'shu
未尝不慨然叹其才秀也,wei'chang'bu'kai'ran'tan'qi'cai'xiu'ye
胃肠道外全面营养,wei'chang'dao'wai'quan'mian'ying'yang
胃肠积热证,wei'chang'ji're'zheng
胃肠湿热证,wei'chang'shi're'zheng
胃肠吻合术,wei'chang'wen'he'shu
胃肠虚热证,wei'chang'xu're'zheng
维持气道通畅,wei'chi'qi'dao'tong'chang
胃重复,wei'chong'fu
胃出口梗阻,wei'chu'kou'geng'zu
谓词交叉模型,wei'ci'jiao'cha'mo'xing
胃次全切除术,wei'ci'quan'qie'chu'shu
胃瘅,wei'dan
唯当审谛覃思,wei'dang'shen'di'qin'si
维道穴,wei'dao'xue
胃得安片,wei'de'an'pian
韦德尼希,wei'de'ni'xi
胃底折叠术,wei'di'zhe'die'shu
位点,wei'dian
微电极,wei'dian'ji
未定类麻风,wei'ding'lei'ma'feng
胃窦切除术,wei'dou'qie'chu'shu
韦尔斯综合征,wei'er'si'zong'he'zheng
胃反,wei'fan
微分干涉相差显微镜,wei'fen'gan'she'xiang'cha'xian'wei'jing
未分化癌,wei'fen'hua'ai
卫分证,wei'fen'zheng
胃腑不和证,wei'fu'bu'he'zheng
胃复春片,wei'fu'chun'pian
委付凡医,wei'fu'fan'yi
胃腑湿热,wei'fu'shi're
胃固定术,wei'gu'ding'shu
尾骨痛,wei'gu'tong
微管,wei'guan
微管蛋白,wei'guan'dan'bai
微管滑动机制,wei'guan'hua'dong'ji'zhi
微管聚合,wei'guan'ju'he
微管连接蛋白,wei'guan'lian'jie'dan'bai
微管相关蛋白质,wei'guan'xiang'guan'dan'bai'zhi
微管形成中心,wei'guan'xing'cheng'zhong'xin
微管学说,wei'guan'xue'shuo
微管组织中心,wei'guan'zu'zhi'zhong'xin
微过氧化物酶体,wei'guo'yang'hua'wu'mei'ti
胃寒草,wei'han'cao
胃寒证,wei'han'zheng
畏寒肢凉,wei'han'zhi'liang
微核,wei'he
微核细胞,wei'he'xi'bao
危候,wei'hou
尾花细辛,wei'hua'xi'xin
胃缓,wei'huan
味幻觉,wei'huan'jue
萎黄病,wei'huang'bing
胃火,wei'huo
胃火炽盛证,wei'huo'chi'sheng'zheng
胃火上逆证,wei'huo'shang'ni'zheng
胃火阴虚相因病,wei'huo'yin'xu'xiang'yin'bing
卫济宝书,wei'ji'bao'shu
危机干预,wei'ji'gan'yu
胃瘕,wei'jia
胃家实,wei'jia'shi
未接触抗原者,wei'jie'chu'kang'yuan'zhe
胃津,wei'jin
胃镜检查,wei'jing'jian'cha
微晶皮肤磨削术,wei'jing'pi'fu'mo'xue'shu
苇茎汤,wei'jing'tang
苇茎汤方出干金,wei'jing'tang'fang'chu'gan'jin
微晶学说,wei'jing'xue'shuo
猬菊,wei'ju
味觉混合,wei'jue'hun'he
味觉绝对阈限,wei'jue'jue'dui'yu'xian
味觉敏度,wei'jue'min'du
味觉频率理论,wei'jue'pin'lv'li'lun
味觉区,wei'jue'qu
味觉融合临界点,wei'jue'rong'he'lin'jie'dian
味觉适应,wei'jue'shi'ying
味觉四面体,wei'jue'si'mian'ti
味觉性出汗综合征,wei'jue'xing'chu'han'zong'he'zheng
味觉性多汗症,wei'jue'xing'duo'han'zheng
味觉阈限,wei'jue'yu'xian
胃康胶囊,wei'kang'jiao'nang
胃咳,wei'ke
威克姆纹,wei'ke'mu'wen
煨柯子,wei'ke'zi
胃空肠结肠瘘,wei'kong'chang'jie'chang'lou
胃空肠吻合术,wei'kong'chang'wen'he'shu
微孔过滤,wei'kong'guo'lv
微孔滤器,wei'kong'lv'qi
微孔膜,wei'kong'mo
味苦性寒能凉血,wei'ku'xing'han'neng'liang'xue
维库溴铵,wei'ku'xiu'an
胃溃疡,wei'kui'yang
胃乐宁片,wei'le'ning'pian
胃乐新胶囊,wei'le'xin'jiao'nang
胃力康颗粒,wei'li'kang'ke'li
微粒皮片,wei'li'pi'pian
微粒体,wei'li'ti
微粒植皮术,wei'li'zhi'pi'shu
威利综合征,wei'li'zong'he'zheng
微量电泳,wei'liang'dian'yong
微量加液器,wei'liang'jia'ye'qi
微量色谱法,wei'liang'se'pu'fa
微梁网,wei'liang'wang
委陵菜,wei'ling'cai
胃灵颗粒,wei'ling'ke'li
唯灵论,wei'ling'lun
胃苓汤,wei'ling'tang
威灵仙,wei'ling'xian
威灵仙叶,wei'ling'xian'ye
胃络痛,wei'luo'tong
味盲,wei'mang
卫茅,wei'mao
微毛柃,wei'mao'ling
胃泌素瘤,wei'mi'su'liu
惟名利是务,wei'ming'li'shi'wu
围模蜡,wei'mo'la
微囊培养,wei'nang'pei'yang
猬脑,wei'nao
韦尼克失语症,wei'ni'ke'shi'yu'zheng
胃粘膜脱垂,wei'nian'mo'tuo'chui
味牛膝,wei'niu'xi
胃扭转,wei'niu'zhuan
微脓疡,wei'nong'yang
胃旁路术,wei'pang'lu'shu
微泡式氧合器,wei'pao'shi'yang'he'qi
胃痞,wei'pi
胃痞病,wei'pi'bing
未破损期,wei'po'sun'qi
胃气,wei'qi
卫气,wei'qi
卫气不固,wei'qi'bu'gu
胃气不和证,wei'qi'bu'he'zheng
胃气不足,wei'qi'bu'zu
胃气上逆,wei'qi'shang'ni
胃气上逆证,wei'qi'shang'ni'zheng
胃气失和证,wei'qi'shi'he'zheng
卫气同病,wei'qi'tong'bing
卫气同病痰热蕴肺证,wei'qi'tong'bing'tan're'yun'fei'zheng
卫气同病证,wei'qi'tong'bing'zheng
胃气虚,wei'qi'xu
胃气虚败证,wei'qi'xu'bai'zheng
胃气虚寒,wei'qi'xu'han
胃气虚证,wei'qi'xu'zheng
卫气营血,wei'qi'ying'xue
卫气营血辨证,wei'qi'ying'xue'bian'zheng
微嵌合体,wei'qian'he'ti
胃切除术,wei'qie'chu'shu
胃切开术,wei'qie'kai'shu
微球蛋白,wei'qiu'dan'bai
胃全切除术,wei'quan'qie'chu'shu
围裙状黏膜瓣,wei'qun'zhuang'nian'mo'ban
胃热,wei're
胃热炽盛证,wei're'chi'sheng'zheng
胃热津亏证,wei're'jin'kui'zheng
胃热薰蒸证,wei're'xun'zheng'zheng
胃热阴虚证,wei're'yin'xu'zheng
胃热壅盛证,wei're'yong'sheng'zheng
胃热证,wei're'zheng
胃热滞脾证,wei're'zhi'pi'zheng
胃热灼阴证,wei're'zhuo'yin'zheng
微绒毛,wei'rong'mao
猬肉,wei'rou
煨肉豆蔻,wei'rou'dou'kou
痿软舌,wei'ruan'she
葳蕤汤,wei'rui'tang
危若冰谷,wei'ruo'bing'gu
为伤寒杂病论合十六卷,wei'shang'han'za'bing'lun'he'shi'liu'juan
微射轰击,wei'she'hong'ji
卫生桥,wei'sheng'qiao
卫生桥体,wei'sheng'qiao'ti
微生物性湿疹,wei'sheng'wu'xing'shi'zhen
胃实,wei'shi
胃石,wei'shi
胃十二指肠吻合术,wei'shi'er'zhi'chang'wen'he'shu
威氏分析法,wei'shi'fen'xi'fa
微室培养,wei'shi'pei'yang
韦氏肉芽肿病,wei'shi'rou'ya'zhong'bing
微栓子,wei'shuan'zi
微丝,wei'si
威斯科特,wei'si'ke'te
胃苏冲剂,wei'su'chong'ji
尾随追踪,wei'sui'zhui'zong
