艾昂尼尔锡青铜,ai'ang'ni'er'xi'qing'tong
向心力,xiang'xin'li
向心式透平,xiang'xin'shi'tou'ping
向心铸造,xiang'xin'zhu'zao
箱形沉箱,xiang'xing'chen'xiang
箱形成型模,xiang'xing'cheng'xing'mo
箱形电解槽,xiang'xing'dian'jie'cao
箱形断面托圈,xiang'xing'duan'mian'tuo'quan
箱形孔型,xiang'xing'kong'xing
箱形孔型系统,xiang'xing'kong'xing'xi'tong
箱形孔型系统轧制法,xiang'xing'kong'xing'xi'tong'zha'zhi'fa
箱形框架结构,xiang'xing'kuang'jia'jie'gou
箱形联轴器,xiang'xing'lian'zhou'qi
箱形梁,xiang'xing'liang
箱形剖面床脚,xiang'xing'pou'mian'chuang'jiao
箱形天线,xiang'xing'tian'xian
箱形喂料器,xiang'xing'wei'liao'qi
箱形小车,xiang'xing'xiao'che
箱形窑,xiang'xing'yao
箱形柱,xiang'xing'zhu
箱形桩接头,xiang'xing'zhuang'jie'tou
象征,xiang'zheng
镶铸的,xiang'zhu'de
箱铸法,xiang'zhu'fa
镶装模,xiang'zhuang'mo
镶装叶片,xiang'zhuang'ye'pian
向紫效应,xiang'zi'xiao'ying
小车,xiao'che
小车返回机构,xiao'che'fan'hui'ji'gou
小车浇铸,xiao'che'jiao'zhu
小车隧道窑,xiao'che'sui'dao'yao
消除,xiao'chu
消除电路,xiao'chu'dian'lu
消除器,xiao'chu'qi
消除翘曲,xiao'chu'qiao'qu
销紧螺母,xiao'jin'luo'mu
小孔切割器,xiao'kong'qie'ge'qi
小量,xiao'liang
效率差的,xiao'lv'cha'de
效率低,xiao'lv'di
效率提高,xiao'lv'ti'gao
消灭火花,xiao'mie'huo'hua
消砂,xiao'sha
小室,xiao'shi
硝酸钙,xiao'suan'gai
硝酸甘油,xiao'suan'gan'you
硝酸钠,xiao'suan'na
硝酸铯,xiao'suan'se
硝酸铈,xiao'suan'shi
硝酸纤维素载膜,xiao'suan'xian'wei'su'zai'mo
硝酸铟,xiao'suan'yin
小拖车,xiao'tuo'che
小屋,xiao'wu
消息,xiao'xi
小型废钢捆,xiao'xing'fei'gang'kun
小烟道,xiao'yan'dao
小样取样,xiao'yang'qu'yang
消隐脉冲电平,xiao'yin'mai'chong'dian'ping
效应,xiao'ying
校正键,xiao'zheng'jian
小直径黄铜坯,xiao'zhi'jing'huang'tong'pi
斜板,xie'ban
斜壁沟,xie'bi'gou
斜边,xie'bian
谢才公式,xie'cai'gong'shi
斜槽,xie'cao
斜槽板,xie'cao'ban
斜槽料仓,xie'cao'liao'cang
斜槽溜浇混凝土,xie'cao'liu'jiao'hun'ning'tu
斜槽溜装料系统,xie'cao'liu'zhuang'liao'xi'tong
斜槽闸门,xie'cao'zha'men
斜撑,xie'cheng
斜底料仓,xie'di'liao'cang
泄放机构,xie'fang'ji'gou
泄放孔,xie'fang'kong
泄放器,xie'fang'qi
斜锆矿,xie'gao'kuang
楔固,xie'gu
斜管压力计,xie'guan'ya'li'ji
斜焊缝,xie'han'feng
屑加工,xie'jia'gong
斜交镜,xie'jiao'jing
斜角立体投影,xie'jiao'li'ti'tou'ying
斜口剪切机,xie'kou'jian'qie'ji
泻落运动,xie'luo'yun'dong
泻落状态,xie'luo'zhuang'tai
斜面,xie'mian
斜面板,xie'mian'ban
斜面垫板,xie'mian'dian'ban
斜面镜,xie'mian'jing
斜面洗矿,xie'mian'xi'kuang
斜面洗矿槽,xie'mian'xi'kuang'cao
斜面洗矿床,xie'mian'xi'kuang'chuang
斜坡,xie'po
斜坡道,xie'po'dao
斜桥卷扬机,xie'qiao'juan'yang'ji
斜桥装料机装料速度,xie'qiao'zhuang'liao'ji'zhuang'liao'su'du
斜切刀片,xie'qie'dao'pian
斜切角,xie'qie'jiao
斜三通,xie'san'tong
斜头平焊接,xie'tou'ping'han'jie
斜削接头,xie'xue'jie'tou
斜烟道,xie'yan'dao
谐振腔频率计,xie'zhen'qiang'pin'lv'ji
楔住,xie'zhu
芯,xin
锌白,xin'bai
芯饼,xin'bing
心部,xin'bu
新厂房和设备工商业支出额,xin'chang'fang'he'she'bei'gong'shang'ye'zhi'chu'e
芯撑头,xin'cheng'tou
辛醇,xin'chun
辛达尔变性铝合金,xin'da'er'bian'xing'lv'he'jin
信号灯,xin'hao'deng
信号消失,xin'hao'xiao'shi
芯片,xin'pian
芯式泵,xin'shi'beng
辛酸,xin'suan
芯头间隙,xin'tou'jian'xi
信息处理速率,xin'xi'chu'li'su'lv
信息存储检索,xin'xi'cun'chu'jian'suo
信息存储器,xin'xi'cun'chu'qi
信息读出器,xin'xi'du'chu'qi
信息发送器,xin'xi'fa'song'qi
信息反馈系统,xin'xi'fan'kui'xi'tong
信息管理系统,xin'xi'guan'li'xi'tong
信息检索,xin'xi'jian'suo
信息检索系统,xin'xi'jian'suo'xi'tong
信息科学,xin'xi'ke'xue
信息链路,xin'xi'lian'lu
信息论,xin'xi'lun
信息通道,xin'xi'tong'dao
信息位,xin'xi'wei
信息系统,xin'xi'xi'tong
信息学,xin'xi'xue
信息语言,xin'xi'yu'yan
信息元,xin'xi'yuan
信息源,xin'xi'yuan
信息再现速率,xin'xi'zai'xian'su'lv
信息组,xin'xi'zu
锌渣,xin'zha
锌质炉瘤,xin'zhi'lu'liu
形槽,xing'cao
型槽底,xing'cao'di
行车,xing'che
行车桥,xing'che'qiao
形成蜂窝,xing'cheng'feng'wo
形成气孔,xing'cheng'qi'kong
形成水垢,xing'cheng'shui'gou
形成羰基络合物的金属,xing'cheng'tang'ji'luo'he'wu'de'jin'shu
形发动机,xing'fa'dong'ji
型钢矫直压力机,xing'gang'jiao'zhi'ya'li'ji
形空心砖,xing'kong'xin'zhuan
型内孕育,xing'nei'yun'yu
性能,xing'neng
型砂粉碎,xing'sha'fen'sui
型砂溃散,xing'sha'kui'san
形象化,xing'xiang'hua
型芯撑钉,xing'xin'cheng'ding
型芯粘砂,xing'xin'zhan'sha
型轧机,xing'zha'ji
性质,xing'zhi
行走机构提升器,xing'zou'ji'gou'ti'sheng'qi
胸,xiong
胸顶犁,xiong'ding'li
溴,xiu
修补浇铸,xiu'bu'jiao'zhu
修车棚,xiu'che'peng
溴处理,xiu'chu'li
溴仿,xiu'fang
修改带,xiu'gai'dai
溴化,xiu'hua
溴化铯,xiu'hua'se
溴化物,xiu'hua'wu
溴化物激光器,xiu'hua'wu'ji'guang'qi
溴化铟,xiu'hua'yin
溴化油,xiu'hua'you
溴氰化提金银法,xiu'qing'hua'ti'jin'yin'fa
溴水,xiu'shui
溴酸,xiu'suan
溴酸盐,xiu'suan'yan
修圩,xiu'wei
溴氧化铟,xiu'yang'hua'yin
修整锤,xiu'zheng'chui
修整浇铸,xiu'zheng'jiao'zhu
修整铸件锤,xiu'zheng'zhu'jian'chui
休止,xiu'zhi
蓄电池连接片,xu'dian'chi'lian'jie'pian
蓄电池室,xu'dian'chi'shi
蓄电量,xu'dian'liang
虚构,xu'gou
虚曲线,xu'qu'xian
蓄热室,xu're'shi
蓄热室承压墙,xu're'shi'cheng'ya'qiang
蓄热室底部,xu're'shi'di'bu
蓄热室观察孔,xu're'shi'guan'cha'kong
蓄热室假墙,xu're'shi'jia'qiang
蓄热室砌砖,xu're'shi'qi'zhuan
蓄热室前墙,xu're'shi'qian'qiang
蓄热室桥墙,xu're'shi'qiao'qiang
蓄热室砖,xu're'shi'zhuan
虚数部分,xu'shu'bu'fen
蓄水,xu'shui
蓄水池,xu'shui'chi
需要鼓风量,xu'yao'gu'feng'liang
虚圆点曲线,xu'yuan'dian'qu'xian
虚轴,xu'zhou
悬臂,xuan'bi
悬臂堆料机,xuan'bi'dui'liao'ji
悬臂弓形架,xuan'bi'gong'xing'jia
悬臂结构,xuan'bi'jie'gou
悬臂跨度,xuan'bi'kua'du
悬臂平台,xuan'bi'ping'tai
悬臂铺料机,xuan'bi'pu'liao'ji
悬臂起重机台架,xuan'bi'qi'zhong'ji'tai'jia
悬臂式挡土墙,xuan'bi'shi'dang'tu'qiang
悬臂式楼梯,xuan'bi'shi'lou'ti
悬臂式起重机,xuan'bi'shi'qi'zhong'ji
悬臂式人行道,xuan'bi'shi'ren'xing'dao
悬臂式张缩卷筒,xuan'bi'shi'zhang'suo'juan'tong
悬臂弹簧,xuan'bi'tan'huang
悬臂应力分析,xuan'bi'ying'li'fen'xi
悬臂罩,xuan'bi'zhao
悬持钢带,xuan'chi'gang'dai
旋冲钻,xuan'chong'zuan
悬垂式加热炉,xuan'chui'shi'jia're'lu
悬挂式的,xuan'gua'shi'de
选矿中间产物,xuan'kuang'zhong'jian'chan'wu
悬链,xuan'lian
悬链拱,xuan'lian'gong
悬链线,xuan'lian'xian
选粮筒,xuan'liang'tong
悬料,xuan'liao
悬索,xuan'suo
悬索道,xuan'suo'dao
悬索桥,xuan'suo'qiao
悬索式炉,xuan'suo'shi'lu
旋梯,xuan'ti
选通转移电路,xuan'tong'zhuan'yi'dian'lu
选择器,xuan'ze'qi
选种机,xuan'zhong'ji
旋转模锻,xuan'zhuan'mo'duan
旋转气门,xuan'zhuan'qi'men
旋转中心,xuan'zhuan'zhong'xin
旋转轴线,xuan'zhuan'zhou'xian
悬装钻机,xuan'zhuang'zuan'ji
靴,xue
削,xue
削边,xue'bian
削边搭接,xue'bian'da'jie
学科间研究,xue'ke'jian'yan'jiu
学术会议,xue'shu'hui'yi
雪松木油,xue'song'mu'you
靴筒,xue'tong
雪匣式冷却器,xue'xia'shi'leng'que'qi
血锈,xue'xiu
循环,xun'huan
循环曝气槽,xun'huan'bao'qi'cao
循环泵,xun'huan'beng
循环磁化,xun'huan'ci'hua
循环淬火,xun'huan'cui'huo
循环负荷,xun'huan'fu'he
循环给矿机,xun'huan'gei'kuang'ji
循环管,xun'huan'guan
循环管道,xun'huan'guan'dao
循环管路,xun'huan'guan'lu
循环恒温器,xun'huan'heng'wen'qi
循环回流,xun'huan'hui'liu
循环回路图,xun'huan'hui'lu'tu
循环混合机,xun'huan'hun'he'ji
循环混合器,xun'huan'hun'he'qi
循环控制,xun'huan'kong'zhi
循环流,xun'huan'liu
循环流化床,xun'huan'liu'hua'chuang
循环铺板,xun'huan'pu'ban
循环器,xun'huan'qi
循环气体,xun'huan'qi'ti
循环润滑,xun'huan'run'hua
循环润滑系统,xun'huan'run'hua'xi'tong
循环烧结台车,xun'huan'shao'jie'tai'che
循环水,xun'huan'shui
循环酸洗,xun'huan'suan'xi
循环系统,xun'huan'xi'tong
循环效率,xun'huan'xiao'lv
循环烟气袋滤室,xun'huan'yan'qi'dai'lv'shi
循环液,xun'huan'ye
循环移位,xun'huan'yi'wei
循环油缸,xun'huan'you'gang
循环真空脱气法,xun'huan'zhen'kong'tuo'qi'fa
循环真空脱气装置,xun'huan'zhen'kong'tuo'qi'zhuang'zhi
循环总量,xun'huan'zong'liang
询问,xun'wen
询问与通信系统,xun'wen'yu'tong'xin'xi'tong
询问与用户显示器,xun'wen'yu'yong'hu'xian'shi'qi
询问终端显示器,xun'wen'zhong'duan'xian'shi'qi
压包机,ya'bao'ji
压边力,ya'bian'li
亚冰晶石,ya'bing'jing'shi
亚碘酸盐,ya'dian'suan'yan
压顶梁,ya'ding'liang
压盖操作,ya'gai'cao'zuo
压盖钢,ya'gai'gang
亚铬酸盐,ya'ge'suan'yan
亚共晶,ya'gong'jing
亚共晶合金,ya'gong'jing'he'jin
亚共晶铁碳合金,ya'gong'jing'tie'tan'he'jin
亚共晶铸铁,ya'gong'jing'zhu'tie
亚共晶组织,ya'gong'jing'zu'zhi
亚共析,ya'gong'xi
亚共析钢,ya'gong'xi'gang
亚共析合金,ya'gong'xi'he'jin
亚共析组织,ya'gong'xi'zu'zhi
砑光机,ya'guang'ji
压痕,ya'hen
压痕法,ya'hen'fa
压痕荷载,ya'hen'he'zai
压痕深度标度盘,ya'hen'shen'du'biao'du'pan
压痕深度量规,ya'hen'shen'du'liang'gui
压痕深度指示器,ya'hen'shen'du'zhi'shi'qi
压痕试验,ya'hen'shi'yan
压痕硬度计,ya'hen'ying'du'ji
压痕硬度试验,ya'hen'ying'du'shi'yan
压痕硬度试验机,ya'hen'ying'du'shi'yan'ji
压痕硬度值,ya'hen'ying'du'zhi
亚结晶的,ya'jie'jing'de
压块厂,ya'kuai'chang
压溃载荷,ya'kui'zai'he
压力强度,ya'li'qiang'du
压力中心,ya'li'zhong'xin
压料力,ya'liao'li
亚硫酸氢盐,ya'liu'suan'qing'yan
亚硫酸氢盐浸出,ya'liu'suan'qing'yan'jin'chu
压滤机,ya'lv'ji
亚氯酸盐,ya'lv'suan'yan
压滤箱,ya'lv'xiang
压模中嵌入块,ya'mo'zhong'qian'ru'kuai
压配合,ya'pei'he
压坯,ya'pi
压坯机,ya'pi'ji
亚偏晶合金,ya'pian'jing'he'jin
压气机转子,ya'qi'ji'zhuan'zi
压强中心,ya'qiang'zhong'xin
压屈极限,ya'qu'ji'xian
压屈临界载荷,ya'qu'lin'jie'zai'he
压曲强度,ya'qu'qiang'du
压曲蠕变,ya'qu'ru'bian
压屈试验,ya'qu'shi'yan
压曲稳定性,ya'qu'wen'ding'xing
压曲应变纵向弯曲应变,ya'qu'ying'bian'zong'xiang'wan'qu'ying'bian
压曲应力,ya'qu'ying'li
压入抗力,ya'ru'kang'li
压入能力,ya'ru'neng'li
压入应力,ya'ru'ying'li
亚声的,ya'sheng'de
亚铈,ya'shi
压塑性,ya'su'xing
压缩碾压,ya'suo'nian'ya
压缩行程时弹簧动弯曲限止器,ya'suo'xing'cheng'shi'tan'huang'dong'wan'qu'xian'zhi'qi
压缩应力强度,ya'suo'ying'li'qiang'du
亚铁素体,ya'tie'su'ti
压头,ya'tou
压头常数,ya'tou'chang'shu
亚硒酸钙,ya'xi'suan'gai
压下装置的自动数字程序控制,ya'xia'zhuang'zhi'de'zi'dong'shu'zi'cheng'xu'kong'zhi
亚硝酸铯,ya'xiao'suan'se
亚音的,ya'yin'de
压印法,ya'yin'fa
压印模成形,ya'yin'mo'cheng'xing
亚音频,ya'yin'pin
压制性,ya'zhi'xing
压铸,ya'zhu
压注缸,ya'zhu'gang
亚珠光体钢,ya'zhu'guang'ti'gang
压铸模,ya'zhu'mo
压砖机,ya'zhuan'ji
压砖煤,ya'zhuan'mei
烟囱,yan'cong
烟囱尺寸,yan'cong'chi'cun
烟囱抽力,yan'cong'chou'li
烟囱抽气罩,yan'cong'chou'qi'zhao
烟囱筏基,yan'cong'fa'ji
烟囱泛水,yan'cong'fan'shui
烟囱废气,yan'cong'fei'qi
烟囱风挡,yan'cong'feng'dang
烟囱盖,yan'cong'gai
烟囱滑阀,yan'cong'hua'fa
烟囱灰,yan'cong'hui
烟囱帽,yan'cong'mao
烟囱喷烟,yan'cong'pen'yan
烟囱身,yan'cong'shen
烟囱式冷却塔,yan'cong'shi'leng'que'ta
烟囱体,yan'cong'ti
烟囱调节器,yan'cong'tiao'jie'qi
烟囱效应,yan'cong'xiao'ying
烟囱闸板,yan'cong'zha'ban
烟囱罩,yan'cong'zhao
烟囱座基,yan'cong'zuo'ji
烟囱作用,yan'cong'zuo'yong
烟道,yan'dao
烟道阀,yan'dao'fa
烟道节气门,yan'dao'jie'qi'men
烟道炭黑,yan'dao'tan'hei
岩洞建筑,yan'dong'jian'zhu
延缓,yan'huan
研究,yan'jiu
檐口滴水条,yan'kou'di'shui'tiao
沿宽度方向,yan'kuan'du'fang'xiang
烟煤,yan'mei
烟煤炉,yan'mei'lu
研磨,yan'mo
研磨盘,yan'mo'pan
研磨圈,yan'mo'quan
盐溶液腐蚀,yan'rong'ye'fu'shi
验色管,yan'se'guan
衍射分析相鉴定法,yan'she'fen'xi'xiang'jian'ding'fa
衍射指数,yan'she'zhi'shu
延伸孔型,yan'shen'kong'xing
延伸孔型系统,yan'shen'kong'xing'xi'tong
延时开关,yan'shi'kai'guan
盐水,yan'shui
盐水腐蚀,yan'shui'fu'shi
盐水浸出,yan'shui'jin'chu
盐水浸出剂,yan'shui'jin'chu'ji
盐水冷却,yan'shui'leng'que
盐水冷却管,yan'shui'leng'que'guan
盐水冷却器,yan'shui'leng'que'qi
盐水冷却系统,yan'shui'leng'que'xi'tong
盐水溶剂,yan'shui'rong'ji
盐水试验,yan'shui'shi'yan
盐水循环泵,yan'shui'xun'huan'beng
演算,yan'suan
盐酸,yan'suan
演算子程序,yan'suan'zi'cheng'xu
延性铁冶炼设备系统,yan'xing'tie'ye'lian'she'bei'xi'tong
盐浴槽,yan'yu'cao
盐浴淬火,yan'yu'cui'huo
盐浴渗碳,yan'yu'shen'tan
沿圆周方向,yan'yuan'zhou'fang'xiang
沿圆周压缩的活塞环,yan'yuan'zhou'ya'suo'de'huo'sai'huan
沿周边捆扎机,yan'zhou'bian'kun'za'ji
样板,yang'ban
氧铋基,yang'bi'ji
仰拱,yang'gong
仰拱底,yang'gong'di
仰拱结构,yang'gong'jie'gou
养护,yang'hu
氧化钡,yang'hua'bei
氧化铋,yang'hua'bi
氧化发黑处理,yang'hua'fa'hei'chu'li
氧化钙,yang'hua'gai
氧化铬,yang'hua'ge
氧化镉,yang'hua'ge
氧化铬鳞皮,yang'hua'ge'lin'pi
氧化铬耐火,yang'hua'ge'nai'huo
氧化铬耐火砖,yang'hua'ge'nai'huo'zhuan
氧化铬氧化镁耐火砖,yang'hua'ge'yang'hua'mei'nai'huo'zhuan
氧化铪的氯化,yang'hua'ha'de'lv'hua
氧化蓝边,yang'hua'lan'bian
氧化沥青,yang'hua'li'qing
氧化膜破裂腐蚀,yang'hua'mo'po'lie'fu'shi
氧化皮堆,yang'hua'pi'dui
氧化铯,yang'hua'se
氧化色检验,yang'hua'se'jian'yan
氧化铈,yang'hua'shi
氧化石油沥青,yang'hua'shi'you'li'qing
氧化铁,yang'hua'tie
氧化铁残渣,yang'hua'tie'can'zha
氧化铁还原,yang'hua'tie'huan'yuan
氧化铁还原速度,yang'hua'tie'huan'yuan'su'du
氧化铁夹杂,yang'hua'tie'jia'za
氧化铁鳞皮,yang'hua'tie'lin'pi
氧化铁皮,yang'hua'tie'pi
氧化铁型电焊条,yang'hua'tie'xing'dian'han'tiao
氧化铁型药皮,yang'hua'tie'xing'yao'pi
氧化物层剥裂,yang'hua'wu'ceng'bo'lie
氧化物的氯化,yang'hua'wu'de'lv'hua
氧化物煅烧,yang'hua'wu'duan'shao
氧化锌,yang'hua'xin
氧化亚铁,yang'hua'ya'tie
氧化铟,yang'hua'yin
阳极浸入深度,yang'ji'jin'ru'shen'du
阳极铅板,yang'ji'qian'ban
阳极射线管,yang'ji'she'xian'guan
阳极效应的发生,yang'ji'xiao'ying'de'fa'sheng
阳离子冲洗,yang'li'zi'chong'xi
阳离子导体,yang'li'zi'dao'ti
阳离子电泳沉积,yang'li'zi'dian'yong'chen'ji
阳离子电泳镀层,yang'li'zi'dian'yong'du'ceng
阳离子点阵位置,yang'li'zi'dian'zhen'wei'zhi
阳离子隔膜,yang'li'zi'ge'mo
阳离子活度,yang'li'zi'huo'du
阳离子极化,yang'li'zi'ji'hua
阳离子极化电位,yang'li'zi'ji'hua'dian'wei
阳离子激活的,yang'li'zi'ji'huo'de
阳离子交换,yang'li'zi'jiao'huan
阳离子交换槽,yang'li'zi'jiao'huan'cao
阳离子交换过程,yang'li'zi'jiao'huan'guo'cheng
阳离子交换过滤器,yang'li'zi'jiao'huan'guo'lv'qi
阳离子交换剂,yang'li'zi'jiao'huan'ji
阳离子交换介质,yang'li'zi'jiao'huan'jie'zhi
阳离子交换膜,yang'li'zi'jiao'huan'mo
阳离子交换能力,yang'li'zi'jiao'huan'neng'li
阳离子交换器,yang'li'zi'jiao'huan'qi
阳离子交换树脂,yang'li'zi'jiao'huan'shu'zhi
阳离子交换树脂选择性,yang'li'zi'jiao'huan'shu'zhi'xuan'ze'xing
阳离子晶格结点,yang'li'zi'jing'ge'jie'dian
阳离子聚合电解质,yang'li'zi'ju'he'dian'jie'zhi
阳离子空位,yang'li'zi'kong'wei
阳离子去垢剂,yang'li'zi'qu'gou'ji
阳离子树脂交换,yang'li'zi'shu'zhi'jiao'huan
阳离子树脂交换能力,yang'li'zi'shu'zhi'jiao'huan'neng'li
阳离子树脂交换柱,yang'li'zi'shu'zhi'jiao'huan'zhu
阳离子吸附,yang'li'zi'xi'fu
阳离子型离子交换,yang'li'zi'xing'li'zi'jiao'huan
阳离子增亮剂,yang'li'zi'zeng'liang'ji
样品有限尺寸引起的增宽,yang'pin'you'xian'chi'cun'yin'qi'de'zeng'kuan
氧气冲击速度,yang'qi'chong'ji'su'du
氧气顶吹砖炉车间,yang'qi'ding'chui'zhuan'lu'che'jian
氧气鼓风,yang'qi'gu'feng
氧气瓶,yang'qi'ping
氧熔剂切割,yang'rong'ji'qie'ge
氧载体,yang'zai'ti
药包,yao'bao
窑车底,yao'che'di
窑车台面,yao'che'tai'mian
咬缝管,yao'feng'guan
咬合砌体,yao'he'qi'ti
咬合砌砖,yao'he'qi'zhuan
咬入,yao'ru
咬入角,yao'ru'jiao
咬入速度,yao'ru'su'du
咬入条件,yao'ru'tiao'jian
药筒,yao'tong
窑尾,yao'wei
药芯焊丝横向自动焊,yao'xin'han'si'heng'xiang'zi'dong'han
药芯焊条保护焊接,yao'xin'han'tiao'bao'hu'han'jie
窑用涂料,yao'yong'tu'liao
摇钻螺丝攻,yao'zuan'luo'si'gong
摇钻丝锥,yao'zuan'si'zhui
曳锭机构,ye'ding'ji'gou
曳锭器,ye'ding'qi
叶尖,ye'jian
冶金工业公司,ye'jin'gong'ye'gong'si
冶金焦成焦率,ye'jin'jiao'cheng'jiao'lv
冶炼强度指数,ye'lian'qiang'du'zhi'shu
叶轮泵唧能力,ye'lun'beng'ji'neng'li
叶轮进口导向叶片,ye'lun'jin'kou'dao'xiang'ye'pian
叶轮片,ye'lun'pian
叶轮式曝气装置,ye'lun'shi'bao'qi'zhuang'zhi
叶轮式粉磨机,ye'lun'shi'fen'mo'ji
叶轮式破碎机,ye'lun'shi'po'sui'ji
叶片,ye'pian
叶片长度,ye'pian'chang'du
叶片的频谱图,ye'pian'de'pin'pu'tu
叶片轮缘,ye'pian'lun'yuan
叶片气流互相干扰效应,ye'pian'qi'liu'hu'xiang'gan'rao'xiao'ying
叶片式搅拌器,ye'pian'shi'jiao'ban'qi
叶片式破碎机,ye'pian'shi'po'sui'ji
叶片向后弯曲的叶轮,ye'pian'xiang'hou'wan'qu'de'ye'lun
叶片状构造,ye'pian'zhuang'gou'zao
液态流动性测验,ye'tai'liu'dong'xing'ce'yan
液体变阻器,ye'ti'bian'zu'qi
液位指示计,ye'wei'zhi'shi'ji
液线定碳,ye'xian'ding'tan
液压刹车,ye'ya'sha'che
液压制动机,ye'ya'zhi'dong'ji
页岩质煤,ye'yan'zhi'mei
叶栅,ye'zha
叶栅试验,ye'zha'shi'yan
叶栅特性,ye'zha'te'xing
叶栅效应,ye'zha'xiao'ying
铱,yi
仪,yi
仪表,yi'biao
仪表回路,yi'biao'hui'lu
仪表记录摄影机,yi'biao'ji'lu'she'ying'ji
仪表技术员,yi'biao'ji'shu'yuan
仪表机械工,yi'biao'ji'xie'gong
仪表架,yi'biao'jia
仪表鉴定,yi'biao'jian'ding
仪表空气发生器,yi'biao'kong'qi'fa'sheng'qi
仪表面板,yi'biao'mian'ban
仪表面板玻璃字盘,yi'biao'mian'ban'bo'li'zi'pan
仪表室,yi'biao'shi
仪表误差,yi'biao'wu'cha
仪表误差校正,yi'biao'wu'cha'jiao'zheng
仪表修理车间,yi'biao'xiu'li'che'jian
仪表讯号电缆,yi'biao'xun'hao'dian'lan
仪表用变压器,yi'biao'yong'bian'ya'qi
仪表滞后,yi'biao'zhi'hou
仪表装置,yi'biao'zhuang'zhi
仪表座板,yi'biao'zuo'ban
移车台,yi'che'tai
异成分转变,yi'cheng'fen'zhuan'bian
遗传本质,yi'chuan'ben'zhi
翼椽角钢,yi'chuan'jiao'gang
意大利冶金建筑工业公司,yi'da'li'ye'jin'jian'zhu'gong'ye'gong'si
铱的,yi'de
一滴,yi'di
伊迪阿林型芯粘结剂,yi'di'a'lin'xing'xin'nian'jie'ji
一碘化铟,yi'dian'hua'yin
异丁基,yi'ding'ji
异丁酮,yi'ding'tong
异丁烯,yi'ding'xi
异丁橡胶,yi'ding'xiang'jiao
异丁橡胶墙角护条,yi'ding'xiang'jiao'qiang'jiao'hu'tiao
移动刀架手柄,yi'dong'dao'jia'shou'bing
铱锇矿,yi'e'kuang
伊尔格纳可变电压直流发电机组,yi'er'ge'na'ke'bian'dian'ya'zhi'liu'fa'dian'ji'zu
易割,yi'ge
伊格梅尔无水氯化镁电解炼镁法,yi'ge'mei'er'wu'shui'lv'hua'mei'dian'jie'lian'mei'fa
伊格塔洛依钨钴硬质合金,yi'ge'ta'luo'yi'wu'gu'ying'zhi'he'jin
异构重整过程,yi'gou'chong'zheng'guo'cheng
铱黑,yi'hei
以化学还原法制成的印刷电路,yi'hua'xue'huan'yuan'fa'zhi'cheng'de'yin'shua'dian'lu
铱基合金,yi'ji'he'jin
异极矿,yi'ji'kuang
异极矿黄铜,yi'ji'kuang'huang'tong
铱基轴承合金,yi'ji'zhou'cheng'he'jin
铱金,yi'jin
异径管接头,yi'jing'guan'jie'tou
一块,yi'kuai
伊利甘厂,yi'li'gan'chang
伊利格扩散渗硅法,yi'li'ge'kuo'san'shen'gui'fa
伊利诺伊斯钢分公司,yi'li'nuo'yi'si'gang'fen'gong'si
伊利石,yi'li'shi
伊利水云母,yi'li'shui'yun'mu
一列的,yi'lie'de
一列式混合沉降器,yi'lie'shi'hun'he'chen'jiang'qi
一硫化二铟,yi'liu'hua'er'yin
伊馏姆耐热耐蚀镍合金,yi'liu'mu'nai're'nai'shi'nie'he'jin
遗留误差,yi'liu'wu'cha
伊卢米奈特铝片,yi'lu'mi'nai'te'lv'pian
一氯化铟,yi'lv'hua'yin
一氯氧化铈,yi'lv'yang'hua'shi
伊玛迪厄姆高强度耐蚀黄铜,yi'ma'di'e'mu'gao'qiang'du'nai'shi'huang'tong
伊玛特拉石灰粉脱硫法,yi'ma'te'la'shi'hui'fen'tuo'liu'fa
伊纳馏姆铝合金,yi'na'liu'mu'lv'he'jin
伊诺格扎让镍铬不锈钢,yi'nuo'ge'zha'rang'nie'ge'bu'xiu'gang
依诺帕克铸铁孕育剂,yi'nuo'pa'ke'zhu'tie'yun'yu'ji
仪器不稳定性,yi'qi'bu'wen'ding'xing
仪器分辨率,yi'qi'fen'bian'lv
仪器分析,yi'qi'fen'xi
仪器校准,yi'qi'jiao'zhun
仪器维修,yi'qi'wei'xiu
仪器误差,yi'qi'wu'cha
仪器响应时间,yi'qi'xiang'ying'shi'jian
仪器重量,yi'qi'zhong'liang
仪器组,yi'qi'zu
一起作用的,yi'qi'zuo'yong'de
易燃材料,yi'ran'cai'liao
易燃气体,yi'ran'qi'ti
易燃性,yi'ran'xing
易燃朱砂,yi'ran'zhu'sha
伊莎贝林铅锰铝标准电阻用合金,yi'sha'bei'lin'qian'meng'lv'biao'zhun'dian'zu'yong'he'jin
伊莎铜锰镍精密电阻合金,yi'sha'tong'meng'nie'jing'mi'dian'zu'he'jin
一水软铝石,yi'shui'ruan'lv'shi
一水软铝石型铝土矿,yi'shui'ruan'lv'shi'xing'lv'tu'kuang
铱丝,yi'si
伊斯科公司,yi'si'ke'gong'si
乙酸溶纤剂,yi'suan'rong'xian'ji
易碎的,yi'sui'de
易碎性,yi'sui'xing
伊塔乌内塞工业公司,yi'ta'wu'nei'sai'gong'ye'gong'si
意图,yi'tu
意外损耗,yi'wai'sun'hao
移位门电路,yi'wei'men'dian'lu
异戊醇,yi'wu'chun
异戊醚,yi'wu'mi
异戊酰三氟丙酮,yi'wu'xian'san'fu'bing'tong
