阿德勒心理学,a'de'le'xin'li'xue
腺性唇炎,xian'xing'chun'yan
显性负效应,xian'xing'fu'xiao'ying
线性关系,xian'xing'guan'xi
线性回归,xian'xing'hui'gui
腺性膀胱炎,xian'xing'pang'guang'yan
腺性肾盂炎,xian'xing'shen'yu'yan
现行性原则,xian'xing'xing'yuan'ze
限性遗传,xian'xing'yi'chuan
腺样囊性癌,xian'yang'nang'xing'ai
线照相术,xian'zhao'xiang'shu
先证者,xian'zheng'zhe
限制,xian'zhi
限制酶,xian'zhi'mei
限制性,xian'zhi'xing
限制性内切核酸酶,xian'zhi'xing'nei'qie'he'suan'mei
显著性水平,xian'zhu'xing'shui'ping
线状,xian'zhuang
线状瘢痕,xian'zhuang'ban'hen
线状扁平苔藓,xian'zhuang'bian'ping'tai'xian
线状汗孔角化病,xian'zhuang'han'kong'jiao'hua'bing
线状苔藓,xian'zhuang'tai'xian
线状硬皮病,xian'zhuang'ying'pi'bing
象鼻术,xiang'bi'shu
相变制冷,xiang'bian'zhi'leng
项部硬结性毛囊炎,xiang'bu'ying'jie'xing'mao'nang'yan
香草基扁桃酸,xiang'cao'ji'bian'tao'suan
响度,xiang'du
相对论,xiang'dui'lun
相对面溃疡,xiang'dui'mian'kui'yang
相关,xiang'guan
相关法,xiang'guan'fa
相关矩阵,xiang'guan'ju'zhen
相关系数,xiang'guan'xi'shu
相互性规范,xiang'hu'xing'gui'fan
相互易位,xiang'hu'yi'wei
相间分离,xiang'jian'fen'li
橡胶皮炎,xiang'jiao'pi'yan
向量心理学,xiang'liang'xin'li'xue
香料皮炎,xiang'liao'pi'yan
相邻分离,xiang'lin'fen'li
项目反应理论,xiang'mu'fan'ying'li'lun
项目分析,xiang'mu'fen'xi
项目难度,xiang'mu'nan'du
项目区分度,xiang'mu'qu'fen'du
项目特征函数,xiang'mu'te'zheng'han'shu
项目特征曲线,xiang'mu'te'zheng'qu'xian
项目选择,xiang'mu'xuan'ze
橡皮管止血带,xiang'pi'guan'zhi'xue'dai
橡皮障,xiang'pi'zhang
橡皮障打孔器,xiang'pi'zhang'da'kong'qi
橡皮障夹,xiang'pi'zhang'jia
橡皮障架,xiang'pi'zhang'jia
橡皮障夹钳,xiang'pi'zhang'jia'qian
象皮肿,xiang'pi'zhong
相容效度,xiang'rong'xiao'du
相属律,xiang'shu'lv
相似原则,xiang'si'yuan'ze
相同的骨髓移植,xiang'tong'de'gu'sui'yi'zhi
想象,xiang'xiang
想象表象,xiang'xiang'biao'xiang
向心收缩,xiang'xin'shou'suo
向心性肥大,xiang'xin'xing'fei'da
象征能力,xiang'zheng'neng'li
小斑块副银屑病,xiao'ban'kuai'fu'yin'xie'bing
效标,xiao'biao
效标关联效度,xiao'biao'guan'lian'xiao'du
小肠恶性淋巴瘤,xiao'chang'e'xing'lin'ba'liu
小肠梗阻,xiao'chang'geng'zu
小肠瘘,xiao'chang'lou
小肠排列术,xiao'chang'pai'lie'shu
小肠移植,xiao'chang'yi'zhi
消除法,xiao'chu'fa
哮喘持续状态,xiao'chuan'chi'xu'zhuang'tai
小动脉硬化,xiao'dong'mai'ying'hua
效度,xiao'du
小儿肝移植,xiao'er'gan'yi'zhi
小耳畸形,xiao'er'ji'xing
小儿康复,xiao'er'kang'fu
小儿神经外科,xiao'er'shen'jing'wai'ke
小儿肾移植,xiao'er'shen'yi'zhi
小儿外科,xiao'er'wai'ke
小儿小肠移植,xiao'er'xiao'chang'yi'zhi
消费动机,xiao'fei'dong'ji
消费水平,xiao'fei'shui'ping
消费心理学,xiao'fei'xin'li'xue
消费行为,xiao'fei'xing'wei
消费需要,xiao'fei'xu'yao
消费者,xiao'fei'zhe
消费者调查,xiao'fei'zhe'diao'cha
消费者类型,xiao'fei'zhe'lei'xing
消费者行为,xiao'fei'zhe'xing'wei
消费者行为研究,xiao'fei'zhe'xing'wei'yan'jiu
消费者研究,xiao'fei'zhe'yan'jiu
小概率事件,xiao'gai'lv'shi'jian
小管间牙本质,xiao'guan'jian'ya'ben'zhi
小管周牙本质,xiao'guan'zhou'ya'ben'zhi
效果律,xiao'guo'lv
小汗腺癌,xiao'han'xian'ai
小汗腺汗孔瘤,xiao'han'xian'han'kong'liu
小汗腺囊瘤,xiao'han'xian'nang'liu
小汗腺腺瘤,xiao'han'xian'xian'liu
消耗试验,xiao'hao'shi'yan
小颌,xiao'he
小颌畸形,xiao'he'ji'xing
小环结扎术,xiao'huan'jie'za'shu
小棘毛壅病,xiao'ji'mao'yong'bing
小棘苔藓,xiao'ji'tai'xian
消极优生学,xiao'ji'you'sheng'xue
小角膜,xiao'jiao'mo
小口畸形,xiao'kou'ji'xing
小连接体,xiao'lian'jie'ti
小柳综合征,xiao'liu'zong'he'zheng
效率,xiao'lv
小脑,xiao'nao
小脑扁桃体下疝畸形,xiao'nao'bian'tao'ti'xia'shan'ji'xing
小脑出血,xiao'nao'chu'xue
小脑后下动脉吻合术,xiao'nao'hou'xia'dong'mai'wen'he'shu
小脑幕脑膜瘤,xiao'nao'mu'nao'mo'liu
小脑脑桥角脑膜瘤,xiao'nao'nao'qiao'jiao'nao'mo'liu
小脑上动脉吻合术,xiao'nao'shang'dong'mai'wen'he'shu
小脑上入路,xiao'nao'shang'ru'lu
小疱,xiao'pao
消泡剂,xiao'pao'ji
消泡室,xiao'pao'shi
小球间牙本质,xiao'qiu'jian'ya'ben'zhi
小群体,xiao'qun'ti
小乳房,xiao'ru'fang
小噬细胞,xiao'shi'xi'bao
小手畸形,xiao'shou'ji'xing
销售心理学,xiao'shou'xin'li'xue
硝酸烧伤,xiao'suan'shao'shang
小体,xiao'ti
小头,xiao'tou
小头畸形,xiao'tou'ji'xing
消退,xiao'tui
小腿长,xiao'tui'chang
小腿美容术,xiao'tui'mei'rong'shu
小网膜孔疝,xiao'wang'mo'kong'shan
小卫星,xiao'wei'xing
小细胞癌,xiao'xi'bao'ai
小牙症,xiao'ya'zheng
小眼畸形,xiao'yan'ji'xing
小眼球,xiao'yan'qiu
笑靥,xiao'ye
小叶癌,xiao'ye'ai
笑靥成形术,xiao'ye'cheng'xing'shu
小叶性肺不张,xiao'ye'xing'fei'bu'zhang
小翼软骨,xiao'yi'ruan'gu
小阴唇粘连,xiao'yin'chun'zhan'lian
小阴茎,xiao'yin'jing
效应,xiao'ying
效应器,xiao'ying'qi
小组心理治疗,xiao'zu'xin'li'zhi'liao
小组咨询,xiao'zu'zi'xun
蝎螯伤,xie'ao'shang
携带者,xie'dai'zhe
谢德胸廓成形术,xie'de'xiong'kuo'cheng'xing'shu
协方差分析,xie'fang'cha'fen'xi
斜嵴,xie'ji
斜颈,xie'jing
血块,xie'kuai
斜面导板,xie'mian'dao'ban
鞋皮炎,xie'pi'yan
斜疝,xie'shan
协调的异种移植,xie'tiao'de'yi'zhong'yi'zhi
协调运动,xie'tiao'yun'dong
协同沉淀,xie'tong'chen'dian
协同凝集,xie'tong'ning'ji
协同性坏疽,xie'tong'xing'huai'ju
协同运动,xie'tong'yun'dong
斜纤维,xie'xian'wei
斜行截骨术,xie'xing'jie'gu'shu
楔形切除,xie'xing'qie'chu
泄殖腔畸形,xie'zhi'qiang'ji'xing
斜轴牙,xie'zhou'ya
楔状缺损,xie'zhuang'que'sun
楔状隙,xie'zhuang'xi
心包穿刺术,xin'bao'chuan'ci'shu
心包积液,xin'bao'ji'ye
心包切除术,xin'bao'qie'chu'shu
心包切开术后综合征,xin'bao'qie'kai'shu'hou'zong'he'zheng
心包外全肺切除术,xin'bao'wai'quan'fei'qie'chu'shu
心包炎,xin'bao'yan
心包造口术,xin'bao'zao'kou'shu
心包粘连术,xin'bao'zhan'lian'shu
心表面降温,xin'biao'mian'jiang'wen
心搏停止,xin'bo'ting'zhi
心搏骤停,xin'bo'zhou'ting
信度,xin'du
心房分流术,xin'fang'fen'liu'shu
心房扩大成形术,xin'fang'kuo'da'cheng'xing'shu
心房心室连接不协调,xin'fang'xin'shi'lian'jie'bu'xie'tiao
心房异构,xin'fang'yi'gou
心房引流,xin'fang'yin'liu
心房转位术,xin'fang'zhuan'wei'shu
心肺复苏,xin'fei'fu'su
心肺机,xin'fei'ji
心肺联合移植,xin'fei'lian'he'yi'zhi
心肺脑复苏,xin'fei'nao'fu'su
心肺转流术,xin'fei'zhuan'liu'shu
信号,xin'hao
信号灯,xin'hao'deng
信号检测,xin'hao'jian'ce
信号检测理论,xin'hao'jian'ce'li'lun
信号噪声分配,xin'hao'zao'sheng'fen'pei
心肌保护,xin'ji'bao'hu
心肌病,xin'ji'bing
心肌挫伤,xin'ji'cuo'shang
心肌冬眠,xin'ji'dong'mian
心肌断裂,xin'ji'duan'lie
心肌梗死,xin'ji'geng'si
心肌梗死块切除术,xin'ji'geng'si'kuai'qie'chu'shu
心肌撕裂,xin'ji'si'lie
心肌炎,xin'ji'yan
心肌抑制因子,xin'ji'yi'zhi'yin'zi
心境,xin'jing
新精神分析,xin'jing'shen'fen'xi
心境障碍,xin'jing'zhang'ai
新九分法,xin'jiu'fen'fa
辛可卡因,xin'ke'ka'yin
欣快,xin'kuai
心理,xin'li
心理病理学,xin'li'bing'li'xue
心理测量学,xin'li'ce'liang'xue
心理测验,xin'li'ce'yan
心理场,xin'li'chang
心理定势,xin'li'ding'shi
心理动力学,xin'li'dong'li'xue
心理分析,xin'li'fen'xi
心理负荷,xin'li'fu'he
心理工作负荷,xin'li'gong'zuo'fu'he
心理过程,xin'li'guo'cheng
心理耗竭,xin'li'hao'jie
心理化学,xin'li'hua'xue
心理活动,xin'li'huo'dong
心理疾病,xin'li'ji'bing
心理机能定位,xin'li'ji'neng'ding'wei
心理技能训练,xin'li'ji'neng'xun'lian
心理技术学,xin'li'ji'shu'xue
心理健康,xin'li'jian'kang
心理剧,xin'li'ju
心理量表,xin'li'liang'biao
心理疗法,xin'li'liao'fa
心理能动性,xin'li'neng'dong'xing
心理逆反,xin'li'ni'fan
心理年龄,xin'li'nian'ling
心理疲劳,xin'li'pi'lao
心理评定,xin'li'ping'ding
心理倾向,xin'li'qing'xiang
心理群体,xin'li'qun'ti
心理扫描,xin'li'sao'miao
心理社会剥夺,xin'li'she'hui'bo'duo
心理社会因素,xin'li'she'hui'yin'su
心理社会应激,xin'li'she'hui'ying'ji
心理神经免疫学,xin'li'shen'jing'mian'yi'xue
心理生活空间,xin'li'sheng'huo'kong'jian
心理生理学,xin'li'sheng'li'xue
心理生态学,xin'li'sheng'tai'xue
心理声学,xin'li'sheng'xue
心理时间,xin'li'shi'jian
心理双生性,xin'li'shuang'sheng'xing
心理统计学,xin'li'tong'ji'xue
心理维度,xin'li'wei'du
心理卫生,xin'li'wei'sheng
心理物理量表,xin'li'wu'li'liang'biao
心理物理学,xin'li'wu'li'xue
心理物理学方法,xin'li'wu'li'xue'fang'fa
心理现象,xin'li'xian'xiang
心理现象结构,xin'li'xian'xiang'jie'gou
心理现象系统,xin'li'xian'xiang'xi'tong
心理现象要素,xin'li'xian'xiang'yao'su
心理相容,xin'li'xiang'rong
心理旋转,xin'li'xuan'zhuan
心理学,xin'li'xue
心理学方法论,xin'li'xue'fang'fa'lun
心理学史,xin'li'xue'shi
心理学体系,xin'li'xue'ti'xi
心理学系统观,xin'li'xue'xi'tong'guan
心理训练,xin'li'xun'lian
心理药理学,xin'li'yao'li'xue
心理语言学,xin'li'yu'yan'xue
心理运动,xin'li'yun'dong
心理运动能力,xin'li'yun'dong'neng'li
心理战,xin'li'zhan
心理战术,xin'li'zhan'shu
心理障碍,xin'li'zhang'ai
心理治疗,xin'li'zhi'liao
心理主义,xin'li'zhu'yi
心理状态,xin'li'zhuang'tai
心理咨询,xin'li'zi'xun
心灵决定论,xin'ling'jue'ding'lun
心灵学,xin'ling'xue
心灵致动,xin'ling'zhi'dong
心内膜切除术,xin'nei'mo'qie'chu'shu
心内膜炎,xin'nei'mo'yan
心内血回收,xin'nei'xue'hui'shou
心内血回收管路,xin'nei'xue'hui'shou'guan'lu
心内血回收滤器,xin'nei'xue'hui'shou'lv'qi
心内血回收贮血器,xin'nei'xue'hui'shou'zhu'xue'qi
信念,xin'nian
新皮质,xin'pi'zhi
心腔内异物,xin'qiang'nei'yi'wu
心身关系,xin'shen'guan'xi
心身疾病,xin'shen'ji'bing
心身平行论,xin'shen'ping'xing'lun
心身同型论,xin'shen'tong'xing'lun
心身问题,xin'shen'wen'ti
心身相互作用论,xin'shen'xiang'hu'zuo'yong'lun
心身医学,xin'shen'yi'xue
心身障碍,xin'shen'zhang'ai
新生儿痤疮,xin'sheng'er'cuo'chuang
新生儿单纯疱疹,xin'sheng'er'dan'chun'pao'zhen
新生儿红斑,xin'sheng'er'hong'ban
新生儿红斑狼疮,xin'sheng'er'hong'ban'lang'chuang
新生儿皮下坏疽,xin'sheng'er'pi'xia'huai'ju
新生儿皮下脂肪坏死,xin'sheng'er'pi'xia'zhi'fang'huai'si
新生儿期,xin'sheng'er'qi
新生儿腮腺炎,xin'sheng'er'sai'xian'yan
新生儿筛查,xin'sheng'er'shai'cha
新生儿水肿,xin'sheng'er'shui'zhong
新生儿行为评价量表,xin'sheng'er'xing'wei'ping'jia'liang'biao
新生儿硬化病,xin'sheng'er'ying'hua'bing
新生儿硬肿病,xin'sheng'er'ying'zhong'bing
新生抗原,xin'sheng'kang'yuan
新生期耐受,xin'sheng'qi'nai'shou
新生物,xin'sheng'wu
新生线,xin'sheng'xian
新生易位,xin'sheng'yi'wei
信使,xin'shi
心室壁瘤,xin'shi'bi'liu
心室颤动,xin'shi'chan'dong
心室充盈,xin'shi'chong'ying
心室辅助装置,xin'shi'fu'zhu'zhuang'zhi
心室减压术,xin'shi'jian'ya'shu
心室流出道,xin'shi'liu'chu'dao
心室流入道,xin'shi'liu'ru'dao
心室热绝缘,xin'shi're'jue'yuan
心室纤颤,xin'shi'xian'chan
心室自主心律,xin'shi'zi'zhu'xin'lv
心手综合征,xin'shou'zong'he'zheng
心衰细胞,xin'shuai'xi'bao
心外管道术,xin'wai'guan'dao'shu
信息,xin'xi
信息超负荷,xin'xi'chao'fu'he
信息储存,xin'xi'chu'cun
信息反馈,xin'xi'fan'kui
信息函数,xin'xi'han'shu
信息加工,xin'xi'jia'gong
信息加工理论,xin'xi'jia'gong'li'lun
信息加工模型,xin'xi'jia'gong'mo'xing
信息加工心理学,xin'xi'jia'gong'xin'li'xue
信息量,xin'xi'liang
信息论,xin'xi'lun
信息体,xin'xi'ti
信息提取,xin'xi'ti'qu
信息显示,xin'xi'xian'shi
新鲜气流,xin'xian'qi'liu
心纤维三角,xin'xian'wei'san'jiao
心象,xin'xiang
心小静脉血流,xin'xiao'jing'mai'xue'liu
新行为主义,xin'xing'wei'zhu'yi
新型隐球菌,xin'xing'yin'qiu'jun
心血管梅毒,xin'xue'guan'mei'du
心因性障碍,xin'yin'xing'zhang'ai
新月体性肾小球肾炎,xin'yue'ti'xing'shen'xiao'qiu'shen'yan
心脏电机械分离,xin'zang'dian'ji'xie'fen'li
心脏麻痹法,xin'zang'ma'bi'fa
心脏麻痹液,xin'zang'ma'bi'ye
心脏粘液瘤,xin'zang'nian'ye'liu
心脏破裂,xin'zang'po'lie
心脏切开术后综合征,xin'zang'qie'kai'shu'hou'zong'he'zheng
心脏停搏,xin'zang'ting'bo
心脏停搏液,xin'zang'ting'bo'ye
心脏纤维支架,xin'zang'xian'wei'zhi'jia
心脏旋转不良,xin'zang'xuan'zhuan'bu'liang
心脏移植,xin'zang'yi'zhi
心脏肿瘤,xin'zang'zhong'liu
锌指蛋白,xin'zhi'dan'bai
性比,xing'bi
性别差异,xing'bie'cha'yi
性别差异度,xing'bie'cha'yi'du
性别改变术,xing'bie'gai'bian'shu
性别角色,xing'bie'jue'se
性别角色社会化,xing'bie'jue'se'she'hui'hua
性别认同,xing'bie'ren'tong
性别特征形成,xing'bie'te'zheng'xing'cheng
性病淋巴肉芽肿,xing'bing'lin'ba'rou'ya'zhong
性病性淋巴肉芽肿,xing'bing'xing'lin'ba'rou'ya'zhong
性成熟,xing'cheng'shu
形重错觉,xing'chong'cuo'jue
性传播疾病,xing'chuan'bo'ji'bing
刑罚威慑力,xing'fa'wei'she'li
刑罚心理学,xing'fa'xin'li'xue
兴奋,xing'fen
兴奋过度,xing'fen'guo'du
性分化,xing'fen'hua
兴奋性突触,xing'fen'xing'tu'chu
兴奋性突触后电位,xing'fen'xing'tu'chu'hou'dian'wei
兴奋增强,xing'fen'zeng'qiang
性格,xing'ge
性格机能类型论,xing'ge'ji'neng'lei'xing'lun
性格学,xing'ge'xue
性功能,xing'gong'neng
形骨折,xing'gu'zhe
型管,xing'guan
形管置入术,xing'guan'zhi'ru'shu
性海绵样水肿,xing'hai'mian'yang'shui'zhong
猩红热样红斑,xing'hong're'yang'hong'ban
性活动,xing'huo'dong
形假说,xing'jia'shuo
性胶原病,xing'jiao'yuan'bing
性筋膜炎,xing'jin'mo'yan
行军骨折,xing'jun'gu'zhe
型口咽通气管,xing'kou'yan'tong'qi'guan
性联鱼鳞病,xing'lian'yu'lin'bing
型迷津,xing'mi'jin
性内切酶,xing'nei'qie'mei
性逆转综合征,xing'ni'zhuan'zong'he'zheng
性脓疱性毛囊炎,xing'nong'pao'xing'mao'nang'yan
性虐待,xing'nue'dai
性偏离,xing'pian'li
形切口,xing'qie'kou
兴趣,xing'qu
兴趣测验,xing'qu'ce'yan
兴趣缺失,xing'qu'que'shi
性染色体,xing'ran'se'ti
杏仁核,xing'ren'he
杏仁核毁损术,xing'ren'he'hui'sun'shu
性舌溃疡,xing'she'kui'yang
形肾,xing'shen
形食管空肠吻合术,xing'shi'guan'kong'chang'wen'he'shu
形式运思,xing'shi'yun'si
形式运思阶段,xing'shi'yun'si'jie'duan
形式运算,xing'shi'yun'suan
形式运算阶段,xing'shi'yun'suan'jie'duan
性损,xing'sun
性索间质细胞瘤,xing'suo'jian'zhi'xi'bao'liu
形态发生学,xing'tai'fa'sheng'xue
形态心理学,xing'tai'xin'li'xue
形态再造,xing'tai'zai'zao
星网状层,xing'wang'zhuang'ceng
行为工程学,xing'wei'gong'cheng'xue
行为矫正,xing'wei'jiao'zheng
行为科学,xing'wei'ke'xue
行为疗法,xing'wei'liao'fa
行为生态学,xing'wei'sheng'tai'xue
行为同源,xing'wei'tong'yuan
行为显现,xing'wei'xian'xian
行为遗传学,xing'wei'yi'chuan'xue
行为医学,xing'wei'yi'xue
行为障碍,xing'wei'zhang'ai
行为治疗,xing'wei'zhi'liao
行为主义,xing'wei'zhu'yi
行为主义心理学,xing'wei'zhu'yi'xin'li'xue
形吻合,xing'wen'he
形吻合术,xing'wen'he'shu
性腺,xing'xian
性腺发育不全,xing'xian'fa'yu'bu'quan
性腺发育障碍症,xing'xian'fa'yu'zhang'ai'zheng
性腺发育障碍综合征,xing'xian'fa'yu'zhang'ai'zong'he'zheng
性腺功能减退,xing'xian'gong'neng'jian'tui
性腺基质细胞瘤,xing'xian'ji'zhi'xi'bao'liu
性腺静脉造影,xing'xian'jing'mai'zao'ying
性腺缺如,xing'xian'que'ru
性腺轴,xing'xian'zhou
形象记忆,xing'xiang'ji'yi
形象思维,xing'xiang'si'wei
星形母细胞瘤,xing'xing'mu'xi'bao'liu
星形诺卡菌,xing'xing'nuo'ka'jun
性行为,xing'xing'wei
型行为类型,xing'xing'wei'lei'xing
性行为异常,xing'xing'wei'yi'chang
星形细胞瘤,xing'xing'xi'bao'liu
性征综合征,xing'zheng'zong'he'zheng
形质学派,xing'zhi'xue'pai
性转变综合征,xing'zhuan'bian'zong'he'zheng
性状,xing'zhuang
形状恒常性,xing'zhuang'heng'chang'xing
星状神经节切除术,xing'zhuang'shen'jing'jie'qie'chu'shu
星状神经节阻滞术,xing'zhuang'shen'jing'jie'zu'zhi'shu
形状知觉,xing'zhuang'zhi'jue
胸壁反常运动,xiong'bi'fan'chang'yun'dong
胸壁高频振荡,xiong'bi'gao'pin'zhen'dang
胸壁畸形,xiong'bi'ji'xing
胸壁前凸畸形,xiong'bi'qian'tu'ji'xing
胸壁缺损重建术,xiong'bi'que'sun'chong'jian'shu
胸壁嗜酸,xiong'bi'shi'suan
胸部切口,xiong'bu'qie'kou
胸大肌缺如,xiong'da'ji'que'ru
胸带,xiong'dai
胸导管结扎术,xiong'dao'guan'jie'za'shu
胸导管引流,xiong'dao'guan'yin'liu
胸腹联合切口,xiong'fu'lian'he'qie'kou
胸腹膜裂孔疝,xiong'fu'mo'lie'kong'shan
胸骨翻转术,xiong'gu'fan'zhuan'shu
胸骨后甲状腺,xiong'gu'hou'jia'zhuang'xian
胸骨裂,xiong'gu'lie
胸骨切开术,xiong'gu'qie'kai'shu
胸厚,xiong'hou
雄激素,xiong'ji'su
雄激素不敏感综合征,xiong'ji'su'bu'min'gan'zong'he'zheng
雄激素性秃发,xiong'ji'su'xing'tu'fa
雄激素依赖综合征,xiong'ji'su'yi'lai'zong'he'zheng
胸交感神经切除术,xiong'jiao'gan'shen'jing'qie'chu'shu
胸廓成形术,xiong'kuo'cheng'xing'shu
胸廓出口综合征,xiong'kuo'chu'kou'zong'he'zheng
胸膜剥除术,xiong'mo'bo'chu'shu
胸膜残腔,xiong'mo'can'qiang
胸膜间皮瘤,xiong'mo'jian'pi'liu
胸膜腔引流术,xiong'mo'qiang'yin'liu'shu
胸膜腔造口术,xiong'mo'qiang'zao'kou'shu
胸膜切除术,xiong'mo'qie'chu'shu
胸膜全肺切除术,xiong'mo'quan'fei'qie'chu'shu
胸膜下肺小泡,xiong'mo'xia'fei'xiao'pao
胸膜心包剥除术,xiong'mo'xin'bao'bo'chu'shu
胸内甲状腺,xiong'nei'jia'zhuang'xian
胸内肾,xiong'nei'shen
胸前后径,xiong'qian'hou'jing
胸腔积液,xiong'qiang'ji'ye
胸腔镜肺活检,xiong'qiang'jing'fei'huo'jian
胸水,xiong'shui
胸围,xiong'wei
胸腺,xiong'xian
胸腺白血病抗原,xiong'xian'bai'xue'bing'kang'yuan
胸腺瘤,xiong'xian'liu
胸腺囊肿,xiong'xian'nang'zhong
胸腺切除术,xiong'xian'qie'chu'shu
胸腺上皮细胞,xiong'xian'shang'pi'xi'bao
胸腺体液因子,xiong'xian'ti'ye'yin'zi
胸腺细胞,xiong'xian'xi'bao
胸腺细胞移植,xiong'xian'xi'bao'yi'zhi
胸腺驯育,xiong'xian'xun'yu
胸腺衍生细胞,xiong'xian'yan'sheng'xi'bao
胸腺依赖区,xiong'xian'yi'lai'qu
胸腺依赖性,xiong'xian'yi'lai'xing
胸腺依赖性抗原,xiong'xian'yi'lai'xing'kang'yuan
胸腺移植,xiong'xian'yi'zhi
胸小肌发育不良,xiong'xiao'ji'fa'yu'bu'liang
胸小肌缺如,xiong'xiao'ji'que'ru
胸心血管外科学,xiong'xin'xue'guan'wai'ke'xue
羞耻,xiu'chi
修复,xiu'fu
修复前外科学,xiu'fu'qian'wai'ke'xue
修复性牙本质,xiu'fu'xing'ya'ben'zhi
嗅沟脑膜瘤,xiu'gou'nao'mo'liu
嗅觉,xiu'jue
嗅觉过敏,xiu'jue'guo'min
嗅觉计,xiu'jue'ji
嗅觉区,xiu'jue'qu
嗅觉缺乏,xiu'jue'que'fa
嗅觉阈限,xiu'jue'yu'xian
休克,xiu'ke
嗅神经,xiu'shen'jing
修饰基因,xiu'shi'ji'yin
修饰行为,xiu'shi'xing'wei
嗅束,xiu'shu
休斯手术,xiu'si'shou'shu
嗅细胞,xiu'xi'bao
休养所,xiu'yang'suo
溴疹,xiu'zhen
袖珍面罩,xiu'zhen'mian'zhao
休止龋,xiu'zhi'qu
虚报,xu'bao
须部假性毛囊炎,xu'bu'jia'xing'mao'nang'yan
虚构症,xu'gou'zheng
许兰毛癣菌,xu'lan'mao'xuan'jun
许勒位,xu'le'wei
许累位,xu'lei'wei
序列征,xu'lie'zheng
须毛癣菌,xu'mao'xuan'jun
许瓦茨曼反应,xu'wa'ci'man'fan'ying
虚无假设,xu'wu'jia'she
须癣,xu'xuan
需要,xu'yao
需要层次论,xu'yao'ceng'ci'lun
絮状麦皮癣菌,xu'zhuang'mai'pi'xuan'jun
选拔与安置测验,xuan'ba'yu'an'zhi'ce'yan
宣传,xuan'chuan
悬带,xuan'dai
悬吊绷带法,xuan'diao'beng'dai'fa
悬吊夹板,xuan'diao'jia'ban
眩光,xuan'guang
选磨,xuan'mo
选色,xuan'se
悬锁卡环,xuan'suo'ka'huan
悬突,xuan'tu
漩涡浴,xuan'wo'yu
宣泄,xuan'xie
选牙色,xuan'ya'se
选牙色板,xuan'ya'se'ban
悬雍垂裂,xuan'yong'chui'lie
选择反应时,xuan'ze'fan'ying'shi
选择婚配,xuan'ze'hun'pei
选择时间,xuan'ze'shi'jian
选择松弛,xuan'ze'song'chi
选择系数,xuan'ze'xi'shu
选择性,xuan'ze'xing
选择性肝移植,xuan'ze'xing'gan'yi'zhi
选择性肾动脉造影,xuan'ze'xing'shen'dong'mai'zao'ying
选择性注意,xuan'ze'xing'zhu'yi
选择学说,xuan'ze'xue'shuo
选择压力,xuan'ze'ya'li
选择优势,xuan'ze'you'shi
旋支,xuan'zhi
旋转磁场疗法,xuan'zhuan'ci'chang'liao'fa
旋转皮瓣,xuan'zhuan'pi'ban
旋转知觉,xuan'zhuan'zhi'jue
血泵,xue'beng
血比热,xue'bi're
血卟啉衍生物,xue'bu'lin'yan'sheng'wu
削除疗法,xue'chu'liao'fa
血供,xue'gong
血管成形术,xue'guan'cheng'xing'shu
血管搭桥移植术,xue'guan'da'qiao'yi'zhi'shu
血管对合器,xue'guan'dui'he'qi
血管发育不良,xue'guan'fa'yu'bu'liang
血管缝合,xue'guan'feng'he
血管梗塞性肾切除,xue'guan'geng'se'xing'shen'qie'chu
血管构筑,xue'guan'gou'zhu
血管骨肥大综合征,xue'guan'gu'fei'da'zong'he'zheng
血管环,xue'guan'huan
血管活性肠肽,xue'guan'huo'xing'chang'tai
血管减压术,xue'guan'jian'ya'shu
血管紧张素酶,xue'guan'jin'zhang'su'mei
血管痉挛,xue'guan'jing'luan
血管扩张,xue'guan'kuo'zhang
血管扩张器,xue'guan'kuo'zhang'qi
血管瘤,xue'guan'liu
血管迷走,xue'guan'mi'zou
血管内激光照射疗法,xue'guan'nei'ji'guang'zhao'she'liao'fa
血管内神经外科,xue'guan'nei'shen'jing'wai'ke
血管内氧合,xue'guan'nei'yang'he
血管内支架,xue'guan'nei'zhi'jia
血管内治疗,xue'guan'nei'zhi'liao
血管旁路移植术,xue'guan'pang'lu'yi'zhi'shu
血管平滑肌瘤,xue'guan'ping'hua'ji'liu
血管球瘤,xue'guan'qiu'liu
血管球体,xue'guan'qiu'ti
血管烧伤,xue'guan'shao'shang
血管外皮细胞瘤,xue'guan'wai'pi'xi'bao'liu
血管网状细胞瘤,xue'guan'wang'zhuang'xi'bao'liu
血管性痴呆,xue'guan'xing'chi'dai
血管性坏疽,xue'guan'xing'huai'ju
血管性水肿,xue'guan'xing'shui'zhong
血管性阳萎,xue'guan'xing'yang'wei
血管悬吊,xue'guan'xuan'diao
血管炎,xue'guan'yan
血管移植,xue'guan'yi'zhi
血管移植术,xue'guan'yi'zhi'shu
血管移植物,xue'guan'yi'zhi'wu
血管运动性肾病,xue'guan'yun'dong'xing'shen'bing
血管痣,xue'guan'zhi
血管脂肪瘤,xue'guan'zhi'fang'liu
血管脂肪瘤痣,xue'guan'zhi'fang'liu'zhi
血管阻塞危象,xue'guan'zu'se'wei'xiang
血红蛋白病,xue'hong'dan'bai'bing
削痂术,xue'jia'shu
血浆蛋白组分,xue'jiang'dan'bai'zu'fen
血浆交换,xue'jiang'jiao'huan
血浆扩容剂,xue'jiang'kuo'rong'ji
血浆肾素活性,xue'jiang'shen'su'huo'xing
学科心理学,xue'ke'xin'li'xue
血库,xue'ku
